# page: ai-software-developer-course/lessons/0400-one-file-two-readers.html
# viewport: 1280x900 at device pixel ratio 1
# base: paper light in full; every other row lists only what moved from it

axis | paper light | line.axis | color=rgb(26, 26, 24); fill=none; stroke=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-focus | press dark | rect.d-focus | color=rgb(237, 228, 211); fill=color(srgb 0.221294 0.180627 0.140431); stroke=rgb(240, 187, 155)
d-mono | paper light | text.d-mono | color=rgb(26, 26, 24); fill=rgb(74, 74, 68); font-family="JetBrains Mono", ui-monospace, "SF Mono", SFMono-Regular, Menlo, Consolas, "Liberation Mono", monospace; font-size=11.5px; font-weight=400; line-height=19.78px; text-align=center; white-space=nowrap; display=block; min-height=0px
d-mono | paper dark | text.d-mono | color=rgb(234, 230, 218); fill=rgb(195, 189, 174)
d-mono | slate light | text.d-mono | color=rgb(20, 23, 28); fill=rgb(67, 73, 85)
d-mono | slate dark | text.d-mono | color=rgb(230, 234, 241); fill=rgb(178, 186, 199)
d-mono | ink light | text.d-mono | color=rgb(13, 13, 13); fill=rgb(58, 58, 58)
d-mono | ink dark | text.d-mono | color=rgb(245, 245, 245); fill=rgb(200, 200, 200)
d-mono | sage light | text.d-mono | color=rgb(22, 26, 19); fill=rgb(65, 71, 60)
d-mono | sage dark | text.d-mono | color=rgb(228, 234, 217); fill=rgb(180, 189, 167)
d-mono | harbor light | text.d-mono | color=rgb(17, 24, 32); fill=rgb(60, 71, 79)
d-mono | harbor dark | text.d-mono | color=rgb(223, 232, 237); fill=rgb(171, 184, 194)
d-mono | aubergine light | text.d-mono | color=rgb(25, 19, 25); fill=rgb(70, 61, 70)
d-mono | aubergine dark | text.d-mono | color=rgb(235, 226, 234); fill=rgb(191, 178, 188)
d-mono | press light | text.d-mono | color=rgb(28, 26, 23); fill=rgb(74, 68, 60)
d-mono | press dark | text.d-mono | color=rgb(237, 228, 211); fill=rgb(194, 183, 163)
diagram | paper light | figure.diagram | color=rgb(26, 26, 24); background-color=color(srgb 0.961 0.957216 0.941804); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=color(srgb 0.876431 0.87302 0.858353); box-shadow=rgba(38, 34, 24, 0.06) 0px 1px 2px 0px, rgba(38, 34, 24, 0.07) 0px 6px 20px 0px; font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=block; max-width=100%; margin-top=32px; margin-bottom=35px; padding-top=20.8px; padding-right=20.8px; padding-bottom=20.8px; padding-left=20.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px; overflow-x=auto; overflow-y=auto
diagram | paper dark | figure.diagram | color=rgb(234, 230, 218); background-color=color(srgb 0.119157 0.114824 0.0866863); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=color(srgb 0.197765 0.192314 0.162314); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | slate light | figure.diagram | color=rgb(20, 23, 28); background-color=color(srgb 0.967745 0.968157 0.968843); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=color(srgb 0.880196 0.881725 0.884275)
diagram | slate dark | figure.diagram | color=rgb(230, 234, 241); background-color=color(srgb 0.103471 0.119157 0.142824); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=color(srgb 0.182078 0.197765 0.221804); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | ink light | figure.diagram | color=rgb(13, 13, 13); background-color=color(srgb 0.966784 0.966784 0.966784); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=color(srgb 0.876627 0.876627 0.876627)
diagram | ink dark | figure.diagram | color=rgb(245, 245, 245); background-color=color(srgb 0.0903922 0.0941765 0.0979608); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=color(srgb 0.176078 0.17949 0.182902); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | sage light | figure.diagram | color=rgb(22, 26, 19); background-color=color(srgb 0.952882 0.961 0.937333); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=color(srgb 0.867569 0.876431 0.852392)
diagram | sage dark | figure.diagram | color=rgb(228, 234, 217); background-color=color(srgb 0.0994118 0.119157 0.097902); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=color(srgb 0.177647 0.197765 0.172039); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | harbor light | figure.diagram | color=rgb(17, 24, 32); background-color=color(srgb 0.952196 0.960725 0.965608); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=color(srgb 0.86502 0.875412 0.882902)
diagram | harbor dark | figure.diagram | color=rgb(223, 232, 237); background-color=color(srgb 0.0835883 0.115098 0.134706); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=color(srgb 0.161451 0.193333 0.212941); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | aubergine light | figure.diagram | color=rgb(25, 19, 25); background-color=color(srgb 0.960863 0.952471 0.960863); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=color(srgb 0.875922 0.866039 0.875922)
diagram | aubergine dark | figure.diagram | color=rgb(235, 226, 234); background-color=color(srgb 0.11551 0.095353 0.115373); border-top-color=color(srgb 0.194863 0.173216 0.194353); border-right-color=color(srgb 0.194863 0.173216 0.194353); border-bottom-color=color(srgb 0.194863 0.173216 0.194353); border-left-color=color(srgb 0.194863 0.173216 0.194353); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | press light | figure.diagram | color=rgb(28, 26, 23); background-color=color(srgb 0.942353 0.930725 0.911392); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=color(srgb 0.860392 0.849137 0.830549)
diagram | press dark | figure.diagram | color=rgb(237, 228, 211); background-color=color(srgb 0.142275 0.125902 0.0970785); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=color(srgb 0.219765 0.201529 0.16898); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | paper light | figure.diagram.stepper | color=rgb(26, 26, 24); background-color=color(srgb 0.961 0.957216 0.941804); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=color(srgb 0.876431 0.87302 0.858353); box-shadow=rgba(38, 34, 24, 0.06) 0px 1px 2px 0px, rgba(38, 34, 24, 0.07) 0px 6px 20px 0px; font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=left; display=block; max-width=100%; margin-top=32px; margin-bottom=35px; padding-top=20.8px; padding-right=20.8px; padding-bottom=20.8px; padding-left=20.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px; overflow-x=auto; overflow-y=auto
diagram | paper dark | figure.diagram.stepper | color=rgb(234, 230, 218); background-color=color(srgb 0.119157 0.114824 0.0866863); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=color(srgb 0.197765 0.192314 0.162314); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | slate light | figure.diagram.stepper | color=rgb(20, 23, 28); background-color=color(srgb 0.967745 0.968157 0.968843); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=color(srgb 0.880196 0.881725 0.884275)
diagram | slate dark | figure.diagram.stepper | color=rgb(230, 234, 241); background-color=color(srgb 0.103471 0.119157 0.142824); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=color(srgb 0.182078 0.197765 0.221804); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | ink light | figure.diagram.stepper | color=rgb(13, 13, 13); background-color=color(srgb 0.966784 0.966784 0.966784); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=color(srgb 0.876627 0.876627 0.876627)
diagram | ink dark | figure.diagram.stepper | color=rgb(245, 245, 245); background-color=color(srgb 0.0903922 0.0941765 0.0979608); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=color(srgb 0.176078 0.17949 0.182902); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | sage light | figure.diagram.stepper | color=rgb(22, 26, 19); background-color=color(srgb 0.952882 0.961 0.937333); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=color(srgb 0.867569 0.876431 0.852392)
diagram | sage dark | figure.diagram.stepper | color=rgb(228, 234, 217); background-color=color(srgb 0.0994118 0.119157 0.097902); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=color(srgb 0.177647 0.197765 0.172039); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | harbor light | figure.diagram.stepper | color=rgb(17, 24, 32); background-color=color(srgb 0.952196 0.960725 0.965608); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=color(srgb 0.86502 0.875412 0.882902)
diagram | harbor dark | figure.diagram.stepper | color=rgb(223, 232, 237); background-color=color(srgb 0.0835883 0.115098 0.134706); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=color(srgb 0.161451 0.193333 0.212941); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | aubergine light | figure.diagram.stepper | color=rgb(25, 19, 25); background-color=color(srgb 0.960863 0.952471 0.960863); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=color(srgb 0.875922 0.866039 0.875922)
diagram | aubergine dark | figure.diagram.stepper | color=rgb(235, 226, 234); background-color=color(srgb 0.11551 0.095353 0.115373); border-top-color=color(srgb 0.194863 0.173216 0.194353); border-right-color=color(srgb 0.194863 0.173216 0.194353); border-bottom-color=color(srgb 0.194863 0.173216 0.194353); border-left-color=color(srgb 0.194863 0.173216 0.194353); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | press light | figure.diagram.stepper | color=rgb(28, 26, 23); background-color=color(srgb 0.942353 0.930725 0.911392); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=color(srgb 0.860392 0.849137 0.830549)
diagram | press dark | figure.diagram.stepper | color=rgb(237, 228, 211); background-color=color(srgb 0.142275 0.125902 0.0970785); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=color(srgb 0.219765 0.201529 0.16898); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
dir | paper light | span.dir | color=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=10.88px; font-weight=400; line-height=18.7136px; letter-spacing=1.1968px; text-transform=uppercase; display=inline; min-height=0px
dir | paper dark | span.dir | color=rgb(154, 148, 134)
dir | slate light | span.dir | color=rgb(95, 103, 116)
dir | slate dark | span.dir | color=rgb(138, 146, 160)
dir | ink light | span.dir | color=rgb(88, 88, 88)
dir | ink dark | span.dir | color=rgb(154, 154, 154)
dir | sage light | span.dir | color=rgb(94, 101, 87)
dir | sage dark | span.dir | color=rgb(139, 148, 126)
dir | harbor light | span.dir | color=rgb(90, 102, 112)
dir | harbor dark | span.dir | color=rgb(131, 145, 155)
dir | aubergine light | span.dir | color=rgb(101, 92, 101)
dir | aubergine dark | span.dir | color=rgb(148, 135, 152)
dir | press light | span.dir | color=rgb(107, 97, 84)
dir | press dark | span.dir | color=rgb(151, 141, 123)
eyebrow | paper light | div.eyebrow | color=rgb(21, 88, 92); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.84px; font-weight=700; line-height=20.3648px; letter-spacing=1.6576px; text-transform=uppercase; display=block; margin-top=30px; margin-bottom=4px
eyebrow | paper dark | div.eyebrow | color=rgb(102, 199, 205)
eyebrow | slate light | div.eyebrow | color=rgb(13, 106, 128)
eyebrow | slate dark | div.eyebrow | color=rgb(111, 220, 240)
eyebrow | ink light | div.eyebrow | color=rgb(59, 59, 64)
eyebrow | ink dark | div.eyebrow | color=rgb(210, 210, 214)
eyebrow | sage light | div.eyebrow | color=rgb(125, 83, 9)
eyebrow | sage dark | div.eyebrow | color=rgb(226, 180, 95)
eyebrow | harbor light | div.eyebrow | color=rgb(168, 56, 40)
eyebrow | harbor dark | div.eyebrow | color=rgb(243, 150, 128)
eyebrow | aubergine light | div.eyebrow | color=rgb(111, 82, 16)
eyebrow | aubergine dark | div.eyebrow | color=rgb(224, 180, 95)
eyebrow | press light | div.eyebrow | color=rgb(125, 42, 14)
eyebrow | press dark | div.eyebrow | color=rgb(240, 187, 155)
fig-cap | paper light | div.fig-cap | color=rgb(21, 88, 92); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.84px; font-weight=700; line-height=20.3648px; letter-spacing=1.6576px; text-align=left; text-transform=uppercase; display=flex; position=sticky; min-height=0px; margin-bottom=4px; column-gap=9.6px; row-gap=9.6px; align-items=flex-start
fig-cap | paper dark | div.fig-cap | color=rgb(102, 199, 205)
fig-cap | slate light | div.fig-cap | color=rgb(13, 106, 128)
fig-cap | slate dark | div.fig-cap | color=rgb(111, 220, 240)
fig-cap | ink light | div.fig-cap | color=rgb(59, 59, 64)
fig-cap | ink dark | div.fig-cap | color=rgb(210, 210, 214)
fig-cap | sage light | div.fig-cap | color=rgb(125, 83, 9)
fig-cap | sage dark | div.fig-cap | color=rgb(226, 180, 95)
fig-cap | harbor light | div.fig-cap | color=rgb(168, 56, 40)
fig-cap | harbor dark | div.fig-cap | color=rgb(243, 150, 128)
fig-cap | aubergine light | div.fig-cap | color=rgb(111, 82, 16)
fig-cap | aubergine dark | div.fig-cap | color=rgb(224, 180, 95)
fig-cap | press light | div.fig-cap | color=rgb(125, 42, 14)
fig-cap | press dark | div.fig-cap | color=rgb(240, 187, 155)
fig-claim | paper light | div.fig-claim | color=rgb(26, 26, 24); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19.95px; font-weight=600; line-height=25.935px; text-align=left; display=block; position=sticky; min-height=0px; margin-bottom=16px
fig-claim | paper dark | div.fig-claim | color=rgb(234, 230, 218)
fig-claim | slate light | div.fig-claim | color=rgb(20, 23, 28)
fig-claim | slate dark | div.fig-claim | color=rgb(230, 234, 241)
fig-claim | ink light | div.fig-claim | color=rgb(13, 13, 13)
fig-claim | ink dark | div.fig-claim | color=rgb(245, 245, 245)
fig-claim | sage light | div.fig-claim | color=rgb(22, 26, 19)
fig-claim | sage dark | div.fig-claim | color=rgb(228, 234, 217)
fig-claim | harbor light | div.fig-claim | color=rgb(17, 24, 32)
fig-claim | harbor dark | div.fig-claim | color=rgb(223, 232, 237)
fig-claim | aubergine light | div.fig-claim | color=rgb(25, 19, 25)
fig-claim | aubergine dark | div.fig-claim | color=rgb(235, 226, 234)
fig-claim | press light | div.fig-claim | color=rgb(28, 26, 23)
fig-claim | press dark | div.fig-claim | color=rgb(237, 228, 211)
h-label | paper light | h2.h-label | color=rgb(166, 58, 36); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.12px; font-weight=700; line-height=15.2192px; letter-spacing=1.1808px; text-transform=uppercase; display=block; min-height=0px; margin-top=2px; margin-bottom=7px
h-label | paper dark | h2.h-label | color=rgb(232, 154, 128)
h-label | slate light | h2.h-label | color=rgb(64, 56, 184)
h-label | slate dark | h2.h-label | color=rgb(173, 185, 253)
h-label | ink light | h2.h-label | color=rgb(23, 69, 143)
h-label | ink dark | h2.h-label | color=rgb(166, 198, 255)
h-label | sage light | h2.h-label | color=rgb(15, 95, 67)
h-label | sage dark | h2.h-label | color=rgb(114, 217, 167)
h-label | harbor light | h2.h-label | color=rgb(11, 90, 107)
h-label | harbor dark | h2.h-label | color=rgb(99, 205, 221)
h-label | aubergine light | h2.h-label | color=rgb(138, 37, 96)
h-label | aubergine dark | h2.h-label | color=rgb(235, 159, 205)
h-label | press light | h2.h-label | color=rgb(153, 53, 20)
h-label | press dark | h2.h-label | color=rgb(236, 152, 120)
h-label | paper light | h3.h-label | color=rgb(21, 88, 92); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.12px; font-weight=700; line-height=15.2192px; letter-spacing=1.1808px; text-transform=uppercase; display=block; min-height=0px; margin-bottom=7px
h-label | paper dark | h3.h-label | color=rgb(102, 199, 205)
h-label | slate light | h3.h-label | color=rgb(13, 106, 128)
h-label | slate dark | h3.h-label | color=rgb(111, 220, 240)
h-label | ink light | h3.h-label | color=rgb(59, 59, 64)
h-label | ink dark | h3.h-label | color=rgb(210, 210, 214)
h-label | sage light | h3.h-label | color=rgb(125, 83, 9)
h-label | sage dark | h3.h-label | color=rgb(226, 180, 95)
h-label | harbor light | h3.h-label | color=rgb(168, 56, 40)
h-label | harbor dark | h3.h-label | color=rgb(243, 150, 128)
h-label | aubergine light | h3.h-label | color=rgb(111, 82, 16)
h-label | aubergine dark | h3.h-label | color=rgb(224, 180, 95)
h-label | press light | h3.h-label | color=rgb(125, 42, 14)
h-label | press dark | h3.h-label | color=rgb(240, 187, 155)
hint | paper light | details.hint | color=rgb(26, 26, 24); border-top-color=color(srgb 0.876431 0.87302 0.858353); font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; min-height=0px; margin-top=12px; padding-top=9.6px; border-top-width=1px; border-top-style=dotted
hint | paper dark | details.hint | color=rgb(234, 230, 218); border-top-color=color(srgb 0.197765 0.192314 0.162314)
hint | slate light | details.hint | color=rgb(20, 23, 28); border-top-color=color(srgb 0.880196 0.881725 0.884275)
hint | slate dark | details.hint | color=rgb(230, 234, 241); border-top-color=color(srgb 0.182078 0.197765 0.221804)
hint | ink light | details.hint | color=rgb(13, 13, 13); border-top-color=color(srgb 0.876627 0.876627 0.876627)
hint | ink dark | details.hint | color=rgb(245, 245, 245); border-top-color=color(srgb 0.176078 0.17949 0.182902)
hint | sage light | details.hint | color=rgb(22, 26, 19); border-top-color=color(srgb 0.867569 0.876431 0.852392)
hint | sage dark | details.hint | color=rgb(228, 234, 217); border-top-color=color(srgb 0.177647 0.197765 0.172039)
hint | harbor light | details.hint | color=rgb(17, 24, 32); border-top-color=color(srgb 0.86502 0.875412 0.882902)
hint | harbor dark | details.hint | color=rgb(223, 232, 237); border-top-color=color(srgb 0.161451 0.193333 0.212941)
hint | aubergine light | details.hint | color=rgb(25, 19, 25); border-top-color=color(srgb 0.875922 0.866039 0.875922)
hint | aubergine dark | details.hint | color=rgb(235, 226, 234); border-top-color=color(srgb 0.194863 0.173216 0.194353)
hint | press light | details.hint | color=rgb(28, 26, 23); border-top-color=color(srgb 0.860392 0.849137 0.830549)
hint | press dark | details.hint | color=rgb(237, 228, 211); border-top-color=color(srgb 0.219765 0.201529 0.16898)
home | paper light | a.home | color=oklch(0.499418 0.146858 271.348); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=12.16px; font-weight=700; line-height=20.9152px; letter-spacing=0.4864px; text-transform=uppercase; white-space=nowrap; display=flex; min-height=24px; align-items=center
home | paper dark | a.home | color=oklch(0.757751 0.101214 277.191)
home | slate light | a.home | color=oklch(0.43736 0.193086 155.583)
home | slate dark | a.home | color=oklch(0.801275 0.09737 154.275)
home | ink light | a.home | color=oklch(0.404849 0.132559 137.77)
home | ink dark | a.home | color=oklch(0.823498 0.0879101 139.802)
home | sage light | a.home | color=oklch(0.432336 0.0868142 41.6311)
home | sage dark | a.home | color=oklch(0.809508 0.121133 38.8474)
home | harbor light | a.home | color=oklch(0.432492 0.0738736 95.3049)
home | harbor dark | a.home | color=oklch(0.791639 0.0999238 86.4995)
home | aubergine light | a.home | color=oklch(0.442656 0.148251 226.987)
home | aubergine dark | a.home | color=oklch(0.790447 0.107073 220.846)
home | press light | a.home | color=oklch(0.469491 0.14072 275.382)
home | press dark | a.home | color=oklch(0.75735 0.110947 279.567)
key | paper light | div.callout.card.key | color=rgb(26, 26, 24); background-color=color(srgb 0.915098 0.892941 0.832549); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=rgb(122, 90, 10); box-shadow=rgba(38, 34, 24, 0.06) 0px 1px 2px 0px, rgba(38, 34, 24, 0.07) 0px 6px 20px 0px; font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; margin-top=26px; margin-bottom=26px; padding-top=16.8px; padding-right=20.8px; padding-bottom=16.8px; padding-left=20.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=4px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px
key | paper dark | div.callout.card.key | color=rgb(234, 230, 218); background-color=color(srgb 0.206078 0.175686 0.0841176); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=rgb(220, 174, 58); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | slate light | div.callout.card.key | color=rgb(20, 23, 28); background-color=color(srgb 0.923529 0.898823 0.853529); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=rgb(125, 83, 6)
key | slate dark | div.callout.card.key | color=rgb(230, 234, 241); background-color=color(srgb 0.195098 0.183137 0.144902); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=rgb(224, 181, 82); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | ink light | div.callout.card.key | color=rgb(13, 13, 13); background-color=color(srgb 0.908235 0.897059 0.855882); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=rgb(99, 80, 10)
key | ink dark | div.callout.card.key | color=rgb(245, 245, 245); background-color=color(srgb 0.185294 0.168627 0.120196); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=rgb(230, 196, 108); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
