ticket_id,customer_id,row_split,label,n_tokens,first_response_seconds,score_urgent,logit_urgent,logit_normal,logit_spam,tokens
1239,474,train,normal,12,818.11,0.32181,-0.1778,2.1263,-2.0256,curious billing whenever suggestion curious click login curious account billing account page
1240,236,test,normal,11,690.96,0.24052,-0.4211,2.9018,-1.921,click billing account account billing account nice click cannot suggestion charge
1241,633,val,normal,109,843.62,0.39097,-0.897,1.9147,-3.3787,wondering suggestion page nice nice account cannot screen wondering question account someday cosmetic page cannot billing billing nice charge page help account billing password feedback suggestion billing account minor page account whenever minor error wondering support charge error order wondering whenever error typo typo someday suggestion screen curious question cosmetic cannot password charge page curious reset someday wondering typo wondering someday suggestion question wondering help question cannot error minor charge whenever question question login nice invoice account account page feedback billing typo documentation charge curious invoice curious someday whenever charge question wondering help cannot account curious whenever documentation documentation please nice suggestion nice cosmetic question click wondering click curious
1242,605,test,normal,52,482.59,0.2059,-1.3941,1.8833,-1.6977,billing minor billing password password error wondering someday typo please help whenever question typo minor error documentation typo typo feedback typo suggestion login account account thanks wondering error reset curious account curious screen someday account wondering curious minor account account question curious nice someday refund cosmetic click wondering question cannot nice account
1243,4,test,normal,12,163.88,0.09774,0.0993,2.3089,-0.973,error charge account minor suggestion wondering question cannot help account account account
1244,676,val,normal,8,348.22,0.22038,-1.9765,2.2227,-2.5193,wondering account invoice curious question curious page whenever
1245,366,train,normal,16,355.63,0.20818,0.8621,1.9011,-0.5318,password curious documentation documentation feedback payment nice help page click error billing login wondering suggestion account
1246,690,train,normal,13,253.77,0.71828,-1.6344,3.3756,-0.9794,billing whenever suggestion feedback suggestion screen documentation cosmetic account login wondering payment click
1247,943,train,urgent,39,343.82,0.95368,0.9623,1.0197,-2.274,revenue urgent charge failing data revenue blocked account loss urgent urgent failing data password revenue urgent down outage blocked billing account invoice outage critical breach blocked cannot cannot loss down revenue loss failing customers outage down revenue cannot loss
1248,574,test,urgent,32,678.0,0.60851,3.0182,0.3649,-2.8405,escalate billing error outage order revenue failing outage customers down reset data outage payment outage production escalate production data production charge revenue data critical loss failing loss down account data failing page
1249,421,train,urgent,31,19.48,0.44476,2.4763,1.0721,-2.3771,failing blocked page customers critical urgent loss failing production failing failing billing help error error escalate revenue down charge failing data down account down account billing blocked charge breach critical blocked
1250,671,train,urgent,8,622.03,0.86688,1.0739,-1.2159,-1.7861,critical urgent breach data data urgent outage revenue
1251,330,val,normal,14,893.52,0.31389,-1.3966,2.0053,-1.4614,billing curious curious account typo billing outage charge someday account cosmetic cannot error curious
1252,401,train,urgent,92,286.78,0.67997,3.5114,-1.0723,-2.1115,account outage revenue failing revenue blocked outage production cannot data outage critical outage blocked down data billing data loss account critical account critical down account cannot account account billing charge production account update urgent loss loss production down outage outage account support loss help breach revenue billing order login escalate billing customers account failing urgent billing order support click thanks down billing outage error loss charge charge down failing billing outage charge revenue account invoice production account billing escalate escalate breach error billing cannot account customers revenue help data reset revenue customers
1253,771,train,normal,19,121.77,0.4182,-1.0209,2.6475,-1.8624,suggestion minor wondering typo account typo whenever help account order thanks wondering charge someday account documentation whenever account question
1254,265,train,normal,18,435.45,0.59372,-0.2029,0.0055,-1.8248,cannot typo feedback account someday billing wondering account cosmetic click error help feedback cosmetic account cannot charge suggestion
1255,454,train,normal,61,8.57,0.23296,-0.5101,1.0335,-2.8142,someday click account invoice wondering whenever billing feedback minor account cannot charge someday wondering billing nice wondering reset charge someday charge feedback invoice curious curious order question cannot billing suggestion charge nice page suggestion suggestion nice password wondering error wondering curious error typo whenever wondering nice whenever question screen cannot whenever password billing account wondering cosmetic charge documentation minor password help
1256,708,train,urgent,19,36.85,0.90047,2.7583,-0.0844,-0.4593,account outage revenue breach revenue urgent urgent breach breach cannot revenue breach data blocked critical data account down breach
1257,282,train,urgent,8,30.83,0.44627,1.8742,0.3468,-0.5277,down escalate outage blocked support breach breach refund
1258,303,train,normal,29,242.86,0.23406,-1.631,2.0821,-2.1217,curious someday suggestion account whenever cannot charge screen someday click account payment account billing curious account account someday breach curious someday curious minor documentation account wondering cannot suggestion cosmetic
1259,813,train,urgent,93,25.27,0.8829,1.6649,-1.4028,-0.6008,outage data order failing down data help failing account failing failing page down breach error critical refund help critical outage urgent help account data failing please cannot failing critical escalate down billing outage urgent critical revenue support production customers urgent production outage urgent error click blocked billing down breach account data escalate critical outage outage customers data escalate down cannot down blocked customers click blocked billing data urgent billing breach support billing escalate blocked breach billing customers billing production click revenue error cannot down failing payment production breach loss outage urgent click loss
1260,517,train,normal,8,325.61,0.02064,-0.1585,1.9684,-2.9504,feedback login whenever help billing cosmetic curious help
1261,870,train,normal,8,1071.78,0.30149,1.0686,2.7732,-2.467,minor curious cosmetic account curious whenever nice minor
1262,851,test,normal,11,1157.07,0.32561,-0.8135,2.5016,-2.1704,someday someday typo account cosmetic account someday update suggestion click thanks
1263,316,train,normal,112,1502.64,0.13865,-1.3189,2.9001,-2.6017,feedback charge refund documentation error minor typo whenever account curious payment someday feedback wondering curious nice suggestion billing curious help feedback feedback typo account error thanks charge account account billing cannot question typo account charge account billing someday feedback password account someday account cannot someday account curious account documentation documentation someday whenever minor minor charge minor documentation account minor click documentation login curious password support account invoice documentation minor minor cosmetic password login thanks order documentation wondering help wondering curious cannot documentation refund billing billing account cosmetic account billing suggestion account please cannot support billing minor wondering error account account suggestion click question nice documentation click wondering curious page question typo billing
1264,457,val,urgent,115,332.37,0.8174,1.7937,-0.6826,-1.8853,revenue revenue blocked invoice outage account down screen invoice down account outage blocked charge charge loss urgent screen account down production billing breach critical account reset account blocked failing outage support billing blocked click account account down charge account failing order payment charge failing customers escalate outage critical production down login blocked account failing cannot urgent account revenue blocked outage urgent invoice account production help click urgent help customers down blocked critical cannot error billing escalate account login critical update revenue charge revenue data click failing thanks production account urgent urgent critical customers failing charge cannot account outage billing login blocked account account urgent page outage production thanks invoice outage billing account loss loss escalate
1265,269,train,urgent,9,239.79,0.86298,3.6423,-0.4993,-2.3989,escalate failing revenue customers escalate charge down cannot account
1266,379,train,urgent,8,939.47,0.50546,2.5404,-0.0558,-2.2017,customers production cannot production help urgent error outage
1267,619,train,normal,23,1166.67,0.38268,-0.7588,1.8791,-1.6134,wondering cannot refund login invoice password invoice suggestion typo account someday minor billing click nice account account account wondering curious feedback account feedback
1268,706,train,urgent,24,1380.96,0.56058,0.5388,-1.0129,-2.6747,revenue down breach loss account reset down please data escalate breach urgent payment order down urgent urgent password charge urgent critical billing billing invoice
1269,177,train,normal,28,655.27,0.60962,-0.5228,0.661,-1.8283,account update suggestion help click feedback account nice click nice feedback suggestion someday account minor error question cannot question someday someday whenever page account question suggestion whenever login
1270,86,train,normal,9,119.64,0.63263,-0.6414,1.9467,0.0018,billing someday account login feedback help question cannot question
1271,838,test,normal,58,78.05,0.19509,-0.7508,1.2044,-2.2293,login feedback account click question cannot click nice someday help wondering cosmetic account cannot billing billing error question billing curious thanks suggestion question account whenever cosmetic suggestion feedback account invoice thanks curious question please help cosmetic whenever cosmetic documentation whenever question charge nice login nice account error error account account wondering cosmetic account billing cosmetic account billing someday
1272,147,test,normal,12,864.83,0.21738,-1.1705,1.7316,-1.1029,support whenever minor account curious page billing nice question please billing curious
1273,673,val,normal,44,1150.3,0.35817,-0.2805,1.5953,-3.6015,question cannot billing login whenever account billing billing account whenever curious whenever question suggestion curious whenever payment typo question charge someday cannot click nice someday account nice account suggestion curious cosmetic wondering click question wondering nice nice question account cosmetic suggestion curious order typo
1274,887,train,urgent,11,836.06,0.30213,1.3407,-0.8392,-2.2486,urgent account urgent account production revenue help critical blocked cannot error
1275,104,train,normal,8,1026.73,0.40955,-0.4201,2.2605,-2.6795,someday click account account password charge payment help
1276,884,train,normal,27,296.81,0.54238,-1.0337,2.4298,-2.4348,account page someday account curious invoice thanks screen curious whenever someday cannot wondering invoice someday typo feedback account account whenever account question account nice click reset charge
1277,405,train,urgent,17,8.44,0.38568,1.9365,-1.0343,2.7944,down data cannot revenue failing escalate billing loss account urgent customers outage data click urgent customers payment
1278,996,train,urgent,47,142.94,0.79015,2.1552,-0.1171,-3.1167,urgent failing down customers urgent escalate failing loss revenue production billing breach failing account account urgent account loss billing critical data account urgent breach blocked billing urgent error failing outage production outage help data blocked loss account blocked billing thanks error blocked screen urgent breach account failing
1279,591,train,normal,26,575.88,0.2349,-1.1235,2.8046,-1.3024,cosmetic minor billing cannot feedback account curious invoice order billing question wondering someday suggestion update suggestion someday account suggestion minor curious curious billing minor click someday
1280,431,val,normal,30,1723.27,0.08943,-1.2693,2.1254,-2.7528,whenever cosmetic help account documentation cannot account account account wondering please charge billing thanks feedback billing cannot billing cosmetic typo cannot account account whenever cannot typo cannot wondering billing someday
1281,517,test,normal,8,143.99,0.59654,-0.6348,2.2518,-1.2066,whenever cosmetic login suggestion cosmetic nice account invoice
1282,327,test,urgent,44,224.73,0.91558,2.9752,-0.1475,-2.5191,critical invoice escalate suggestion production data billing please breach password critical failing invoice account revenue account customers critical outage critical login thanks account help data error revenue loss click escalate urgent breach order outage down down screen escalate breach escalate outage data data urgent
1283,78,train,normal,8,157.29,0.39846,-0.9941,2.3677,-1.517,billing billing account someday account account curious order
1284,632,test,urgent,40,63.27,0.48847,2.2515,0.256,-3.639,down help charge invoice order outage cannot charge escalate urgent production order revenue loss please failing down billing account data billing blocked account help production down help production customers customers loss account thanks account error down production escalate urgent outage
1285,550,test,normal,11,177.98,0.37787,-1.2647,1.8221,-2.5811,curious account someday question click account support error click whenever invoice
1286,714,train,urgent,8,15.92,0.95669,0.6251,-2.509,-2.0637,outage update outage payment account outage invoice urgent
1287,405,test,normal,94,585.34,0.17843,2.5423,2.9145,-1.4006,support curious someday suggestion typo curious documentation wondering typo wondering account wondering account please suggestion click help minor cosmetic curious account cosmetic error invoice nice documentation wondering someday account curious help question cosmetic whenever cannot help documentation password wondering invoice billing billing cannot help feedback cannot someday feedback whenever question cannot account someday cosmetic account password wondering billing cosmetic question documentation question suggestion page login wondering down whenever documentation cosmetic account login wondering documentation account documentation whenever someday error account billing whenever someday wondering wondering charge page curious curious suggestion documentation account question cosmetic
1288,766,test,urgent,21,697.67,0.95034,1.4831,-0.9691,-1.9361,critical outage outage account urgent critical outage production blocked billing production account outage critical please charge escalate failing critical critical blocked
1289,667,train,normal,41,672.86,0.59508,-0.389,3.4345,-3.1619,help someday order nice account account account error click error account error account order account documentation thanks someday click charge update minor billing suggestion documentation documentation account password someday wondering someday curious minor invoice typo documentation nice password whenever cosmetic documentation
1290,573,train,normal,45,24.54,0.18814,-0.2803,1.5948,-2.5052,nice account documentation billing account click order billing curious wondering nice invoice charge account typo nice feedback wondering typo minor curious curious curious account someday wondering cannot wondering account question account account account cosmetic suggestion payment help feedback login billing whenever cannot error someday minor
1291,539,test,urgent,29,934.47,0.86148,3.077,-0.9137,-2.2243,page loss blocked click click typo blocked order production urgent payment critical down data customers customers data outage click billing data failing urgent thanks production cannot customers charge breach
1292,807,train,normal,12,205.09,0.17125,-1.2725,2.1958,-3.4369,thanks whenever charge charge nice cannot click cannot refund wondering account cosmetic
1293,564,train,normal,9,602.63,0.47053,-0.9671,2.5261,-1.6205,question charge cannot account minor nice nice account charge
1294,531,train,normal,26,2094.13,0.11003,-1.8597,1.5375,-2.5999,error click billing someday account minor account feedback documentation help someday billing refund billing wondering order question documentation suggestion curious login charge cannot error cosmetic charge
1295,68,train,normal,21,1167.95,0.08141,-0.935,1.3286,-2.5322,question minor nice help thanks feedback suggestion cannot please feedback help account nice minor whenever someday whenever cosmetic billing nice help
1296,216,train,normal,8,380.17,0.07675,-0.0395,2.3146,-2.7985,minor page order curious order minor nice whenever
1297,357,train,normal,55,1897.84,0.13838,-0.7227,2.5845,-1.8617,order payment someday error billing curious suggestion account curious someday account account help suggestion documentation account suggestion thanks billing help documentation billing nice wondering cosmetic account billing login error question login question suggestion typo error click cosmetic account curious nice login order cosmetic someday minor curious whenever error click question someday typo account help nice
1298,688,train,normal,16,88.17,0.09369,0.0952,2.0051,-1.774,critical curious screen nice invoice account question question whenever cannot account account reset minor screen typo
1299,579,train,urgent,46,132.14,0.97975,3.1594,-0.748,-2.3405,login customers click escalate failing production breach billing refund blocked critical production blocked production charge order failing data charge breach blocked cannot charge critical blocked update down refund critical failing revenue failing login breach help down down production loss critical order login billing outage data payment
1300,721,test,urgent,58,897.67,0.84575,1.1772,-0.2241,3.4427,invoice failing cannot revenue blocked blocked account billing customers production data urgent revenue outage loss blocked revenue click billing help billing loss account breach production screen update charge failing blocked customers breach production critical charge billing customers blocked failing outage screen loss data blocked help account cannot password order billing urgent outage account critical billing loss cannot loss
1301,273,test,normal,25,2533.91,0.04757,-1.1623,1.2465,-1.6636,someday question account account update account account feedback question wondering curious cosmetic account charge billing cosmetic account billing suggestion nice click whenever cosmetic please documentation
1302,673,test,normal,32,247.63,0.36951,-0.6608,2.9213,-2.0323,question account feedback order feedback cannot cannot nice cosmetic cosmetic billing feedback typo account password suggestion wondering charge account account password page whenever page billing billing minor cosmetic cosmetic whenever curious support
1303,581,train,normal,18,131.63,0.24755,-0.1997,1.9997,-1.7962,account invoice suggestion someday invoice documentation someday suggestion cannot someday whenever cosmetic account cannot payment refund account account
1304,170,train,urgent,18,329.8,0.83943,2.0292,0.0291,-1.3349,account account customers escalate loss account production urgent loss invoice support password failing account billing invoice data escalate
1305,226,val,normal,29,521.4,0.10773,-0.5589,0.9121,-1.5064,click refund thanks wondering blocked minor billing thanks suggestion wondering minor suggestion curious whenever someday charge feedback cosmetic suggestion cannot account password whenever account account cannot account click documentation
1306,650,train,urgent,29,659.71,0.85671,2.0406,0.286,-1.7603,failing click account billing production revenue customers blocked escalate update loss production urgent production down account billing account billing down loss down account revenue critical failing login billing account
1307,841,test,normal,15,1064.66,0.33102,-0.5779,0.4239,1.861,support support click charge wondering screen cannot error documentation whenever documentation invoice billing error someday
1308,587,train,urgent,156,107.93,0.31991,1.3689,-0.6333,-1.5287,help billing account down payment outage urgent account customers outage data critical breach blocked cannot blocked billing blocked down customers data error page urgent outage down loss breach customers update loss escalate account data outage failing please login critical order billing breach thanks urgent down help down billing failing update escalate loss reset payment invoice production data failing account billing account down click data error revenue account failing billing order down critical please breach breach data breach outage failing cannot urgent critical critical loss outage account error down down down blocked down outage account revenue failing billing escalate page outage escalate page please production down down account customers billing down cannot urgent error billing failing data outage revenue production revenue outage failing password invoice thanks blocked outage account breach account critical failing charge login failing loss failing error account revenue down account data charge order payment revenue cannot breach click account charge account revenue account cannot
1309,580,train,urgent,9,480.09,0.40077,2.4037,-1.9177,-1.7817,urgent cannot critical help error account breach billing data
1310,627,val,urgent,17,65.27,0.50579,1.6349,-1.2089,-1.8961,failing urgent account cannot production charge account data help billing error down critical blocked billing critical update
1311,699,train,normal,41,144.12,0.05459,-0.6048,1.4178,-1.9152,someday account invoice account down please question account feedback whenever account billing login help wondering refund typo documentation page curious billing charge login minor account question billing typo cosmetic reset account documentation nice suggestion payment account whenever page question minor curious
1312,570,train,normal,26,70.48,0.43666,0.0847,2.0005,-1.8048,feedback someday someday suggestion someday suggestion cannot wondering whenever charge help account typo screen account someday payment question cannot account account help suggestion typo password cosmetic
1313,426,train,normal,69,7.22,0.12544,-0.7393,1.4991,-1.1802,account question account account account billing feedback someday minor someday question cosmetic order documentation refund click wondering account invoice order suggestion wondering account account suggestion account account cosmetic billing whenever documentation wondering whenever feedback curious whenever order account billing question click billing documentation account suggestion error suggestion update click feedback minor suggestion nice support login update billing account feedback account screen click billing feedback account charge someday whenever help
1314,964,val,urgent,195,1879.13,0.40367,1.8423,-0.7475,-1.9408,loss blocked billing blocked loss revenue account breach blocked down critical data critical critical outage account customers down help charge blocked blocked billing breach customers failing blocked account account billing revenue charge revenue outage outage failing screen revenue breach help outage click failing production urgent urgent revenue data invoice thanks breach blocked account charge blocked help failing revenue critical charge escalate order cannot error account click breach loss loss blocked billing failing production production failing down breach order account blocked production account account account revenue billing blocked failing failing page revenue critical blocked billing account click critical loss outage account breach urgent urgent production blocked charge please down down error down urgent reset outage down cannot down outage login error account breach escalate blocked page down customers escalate production loss click critical breach billing urgent loss customers account loss charge refund down failing screen breach loss failing charge outage failing blocked cannot support urgent billing account billing breach click customers outage breach order billing revenue urgent loss customers account production down production click invoice payment charge error revenue account data critical invoice account blocked outage failing account breach data charge failing breach payment urgent billing
1315,11,train,normal,8,835.92,0.67895,-0.8205,2.1939,-1.8676,feedback nice feedback feedback typo billing billing charge
1316,379,test,urgent,37,1716.7,0.69023,2.1511,0.5658,-1.2419,breach blocked escalate account down urgent failing down billing outage billing customers down billing revenue loss down cannot password critical login account support typo urgent outage escalate loss click failing cannot charge down click data breach outage
1317,909,train,normal,14,764.96,0.4327,-0.2121,2.5722,1.8457,documentation minor account order billing billing wondering help question account question whenever minor documentation
1318,508,train,normal,16,472.43,0.0814,-0.7078,1.4814,-2.7814,account documentation whenever billing documentation billing documentation question account someday wondering billing feedback typo account whenever
1319,621,test,normal,18,551.14,0.14147,-0.0904,3.3339,-1.603,reset someday click feedback someday minor invoice minor order click someday critical page account whenever suggestion account account
1320,694,train,urgent,22,474.74,0.77012,3.4397,-1.1984,-2.3034,account revenue thanks data down production error breach critical loss urgent account click order customers outage account customers billing production outage down
1321,328,test,normal,29,434.05,0.07586,-0.0321,1.2664,-1.6993,support cannot question page charge thanks account account minor someday nice billing wondering feedback error account cannot billing question billing question cannot documentation screen typo suggestion nice please someday
1322,30,train,normal,10,66.31,0.19663,-0.6361,1.987,-1.904,wondering nice curious account question whenever wondering update refund cosmetic
1323,85,train,normal,25,217.44,0.08829,-0.2953,3.297,-2.9969,invoice someday billing wondering invoice click account curious typo suggestion refund suggestion account suggestion minor error cannot whenever help whenever cosmetic login cannot invoice feedback
1324,491,train,normal,18,103.16,0.15692,-0.8485,2.0161,-0.5464,someday charge billing billing cosmetic account cannot nice suggestion nice someday minor typo wondering charge login order page
1325,500,train,normal,18,247.77,0.60391,-1.8851,2.4922,-1.6309,question password account account wondering minor nice help account wondering urgent screen question error wondering documentation refund typo
1326,156,train,urgent,10,310.43,0.38623,1.7834,-1.1332,-2.4036,account production help failing password revenue breach data revenue critical
1327,825,train,normal,23,35.75,0.37446,-1.1963,3.5989,-2.963,account feedback error billing documentation billing account feedback support charge please order cannot nice password screen suggestion account account wondering account wondering refund
1328,591,train,normal,32,1488.96,0.6982,0.3679,2.6737,-1.6269,login curious typo feedback account account charge account account please suggestion documentation account whenever documentation error cosmetic click account password click account billing feedback account nice someday typo question payment invoice order
1329,775,train,normal,10,1439.37,0.58469,-0.9464,1.2143,-2.2328,someday help typo whenever typo wondering nice cannot question error
1330,654,test,urgent,21,349.64,0.63501,1.5233,-0.5054,-1.1734,data critical escalate help production billing down order billing error screen account order customers down cannot escalate production breach error charge
1331,182,train,urgent,8,300.96,0.78277,2.2334,-1.2197,-1.7642,critical critical production down loss urgent cannot outage
1332,396,train,normal,10,835.68,0.55923,-0.599,3.3914,-2.3883,wondering help wondering screen cosmetic question wondering nice support account
1333,967,train,urgent,13,1062.95,0.92501,1.712,-1.1766,-1.9638,refund invoice customers failing critical escalate billing blocked production breach invoice down critical
1334,107,train,normal,63,447.35,0.50288,-0.0667,2.6511,-0.7225,cosmetic curious account feedback click screen billing wondering nice account password suggestion please minor billing nice nice payment account invoice cosmetic whenever whenever order feedback suggestion account billing page account billing nice wondering suggestion feedback account account wondering whenever click account documentation account error charge question question account click whenever suggestion invoice account suggestion wondering update error question question suggestion refund cosmetic payment
1335,267,train,normal,28,426.69,0.35765,-0.6507,3.0039,-1.2703,whenever nice billing billing wondering cannot account curious minor typo payment account account reset minor refund cosmetic wondering support minor nice suggestion charge someday cosmetic suggestion wondering billing
1336,844,val,urgent,30,47.02,0.67623,0.6589,-0.8716,-0.7719,invoice billing cannot support password cannot page critical password revenue breach loss account error failing account down billing billing thanks customers escalate loss urgent escalate escalate error loss breach revenue
1337,523,train,urgent,169,669.92,0.63676,1.8899,-0.6506,-1.7616,blocked account billing failing outage account cannot order production account reset cannot help billing urgent urgent critical loss reset billing account blocked charge loss revenue critical breach breach escalate production billing customers down outage critical blocked urgent outage charge account revenue password loss blocked account customers account breach failing revenue account outage loss invoice outage escalate data cannot account account down login customers critical account blocked loss account blocked billing critical error password critical breach outage urgent account escalate reset help revenue account payment failing revenue error login billing down outage critical account critical click click breach down billing login outage invoice account critical urgent click account outage critical please outage urgent urgent blocked failing reset failing billing escalate revenue data blocked billing account escalate account production critical urgent account down production data down outage outage down customers critical blocked help revenue outage revenue blocked outage production urgent customers customers account outage billing page data blocked failing escalate update invoice failing production data urgent critical failing breach down outage
1338,757,train,normal,79,737.0,0.26951,0.1845,1.3989,-1.4211,account feedback account click documentation click account click cannot curious account nice whenever order update documentation whenever someday minor account cannot page someday account password question feedback nice charge account wondering documentation cannot feedback account wondering minor minor order billing whenever login cosmetic wondering reset minor account documentation whenever minor someday feedback billing cannot billing cosmetic thanks account order error charge update documentation thanks order refund password account typo feedback cosmetic cannot cannot minor account account account whenever cannot
1339,726,train,normal,8,270.98,0.42527,-0.537,1.4187,-3.7328,minor page charge question account click invoice whenever
1340,598,train,normal,8,777.82,0.77463,-0.1719,0.5835,-1.0556,click cannot whenever feedback nice typo typo page
1341,347,train,urgent,35,106.7,0.53192,0.8713,0.6154,-1.4244,data invoice documentation revenue production password revenue account account data customers charge outage account down customers customers breach account data critical customers revenue failing invoice outage account charge account down production account account cannot outage
1342,317,train,urgent,85,976.68,0.74529,2.0237,0.0785,-2.6596,billing charge thanks outage critical critical payment blocked breach production reset billing data account customers order critical reset production data revenue down page critical customers down escalate loss down customers production breach breach revenue account update blocked loss critical customers customers data failing escalate urgent outage customers invoice failing click urgent outage error critical critical production billing outage account failing failing escalate data blocked charge customers customers escalate login billing billing blocked account help account failing revenue down breach escalate account outage account down production
1343,878,val,normal,25,1515.4,0.28895,-0.7732,0.4853,-2.313,invoice curious wondering account account account question typo charge curious please whenever billing someday nice account question feedback charge question someday documentation suggestion billing refund
1344,951,train,normal,61,885.32,0.41501,-0.421,1.7721,-2.2386,account account wondering feedback wondering cosmetic typo account charge suggestion cosmetic someday question login billing documentation billing minor someday curious account wondering password error question curious click curious minor someday someday curious cosmetic page thanks account typo error account account minor feedback account invoice thanks billing whenever order cannot typo charge please nice order click account minor help someday typo nice
1345,317,val,normal,60,1119.13,0.85624,-0.1532,1.836,-1.2927,click password wondering billing typo someday suggestion cannot someday charge curious minor whenever cosmetic question account curious error login account billing nice account account nice feedback suggestion someday curious password typo login minor help wondering order question whenever order typo suggestion cosmetic account cosmetic wondering account account cosmetic click wondering billing question billing account order feedback error cosmetic documentation charge
1346,680,test,normal,45,3117.16,0.10022,0.973,2.2884,-2.1177,nice password question documentation click billing wondering documentation feedback charge account minor cannot question account feedback account typo minor someday order account account nice error question account account nice minor account suggestion account cosmetic account account suggestion nice question cosmetic order billing account charge documentation
1347,459,train,normal,44,190.96,0.01727,-1.3204,0.8464,-1.695,minor account account suggestion cannot typo thanks charge question someday minor whenever password typo minor please page nice curious click account someday nice error whenever whenever wondering billing cannot charge account charge billing account cannot someday screen someday reset cannot feedback documentation typo suggestion
1348,956,train,urgent,22,1221.69,0.36343,1.6572,-1.5219,1.2808,revenue escalate cannot revenue failing down outage critical customers login outage escalate screen blocked account urgent customers escalate outage urgent blocked outage
1349,853,train,normal,28,29.02,0.06213,-0.6237,2.2695,-2.5274,account charge whenever suggestion question typo someday question charge billing cannot cosmetic account suggestion documentation charge nice account curious curious billing feedback question feedback billing click charge account
1350,783,train,urgent,21,858.45,0.68547,2.8899,1.5623,-1.1346,urgent account down blocked charge blocked account urgent data page production escalate please account failing error billing breach urgent click screen
1351,803,train,urgent,97,1127.03,0.90185,2.3977,-0.693,-2.1991,escalate data account loss customers outage production down billing account account escalate urgent cannot loss error breach critical data failing down billing thanks urgent down data account critical screen critical urgent failing down reset critical loss data login blocked urgent production reset account account breach click critical password failing help data outage cannot production down failing data customers billing critical blocked error blocked failing revenue account blocked blocked failing account support revenue error urgent revenue blocked charge escalate blocked invoice breach blocked production breach critical production escalate charge account blocked cannot loss production loss critical cannot outage
1352,201,train,normal,126,103.17,0.54733,-0.6403,2.4205,0.3859,typo feedback billing charge someday wondering feedback charge help billing whenever billing nice account charge whenever billing please login minor account account account documentation whenever screen cosmetic order invoice account curious account whenever charge charge login wondering question question click please someday account click cosmetic reset someday account click cannot cosmetic billing account someday reset whenever invoice billing curious cannot typo account typo error account account charge account suggestion wondering help nice account documentation payment feedback billing suggestion cannot account error minor typo documentation cannot help someday billing refund screen nice billing nice page whenever cosmetic account wondering wondering nice payment click suggestion whenever billing question typo payment cosmetic minor account curious screen typo account nice documentation error typo suggestion feedback account nice cannot documentation minor
1353,518,test,urgent,44,2017.27,0.79314,1.7762,-0.9523,-3.5811,revenue login account page escalate charge data revenue production data failing thanks data account critical critical urgent login data outage loss customers loss urgent blocked loss account urgent loss escalate production breach customers production blocked outage data down password revenue failing critical urgent outage
1354,128,val,urgent,113,2490.63,0.75674,2.1473,-1.1948,-1.9751,charge loss blocked cannot account password urgent loss revenue data account down customers account outage account blocked payment billing loss customers production account billing account data account urgent critical breach critical cannot loss escalate failing outage down loss outage urgent billing breach production production urgent blocked production outage login blocked urgent account error billing update cannot account data revenue blocked customers screen blocked cannot urgent click billing critical account data production loss data failing blocked billing charge urgent cannot screen failing page breach urgent production urgent failing outage click failing cannot critical login escalate loss billing urgent click billing production data account invoice customers data billing critical update charge billing breach failing blocked
1355,707,train,normal,20,401.32,0.03034,0.2546,2.2207,-1.4492,account curious curious curious suggestion account charge minor someday documentation billing account documentation account whenever suggestion typo login account minor
1356,142,train,normal,41,691.77,0.6921,0.1073,1.5227,-2.0883,cosmetic documentation curious wondering typo whenever cannot cosmetic question wondering wondering password charge whenever account billing charge billing wondering documentation nice escalate wondering typo feedback account documentation question feedback billing question typo curious account error help whenever minor minor typo typo
1357,1000,test,urgent,96,280.44,0.63089,0.824,0.5585,-2.3924,billing order data outage refund failing urgent outage charge account charge urgent critical urgent charge urgent failing critical outage escalate urgent urgent data charge revenue failing account loss account outage cannot critical outage data customers data revenue invoice escalate revenue payment billing loss click order escalate down billing billing data blocked customers payment urgent urgent thanks loss page breach failing escalate cannot screen down customers breach charge billing blocked cannot billing account revenue down cannot loss urgent blocked outage critical breach password revenue production breach error outage account login breach revenue loss account breach help down
1358,345,val,normal,59,1431.61,0.43963,-0.9317,1.5094,-1.7421,billing wondering curious critical suggestion account account minor whenever feedback escalate typo charge wondering whenever nice nice update password suggestion cosmetic wondering account feedback someday someday billing account charge account account billing suggestion support question click suggestion account click documentation please billing minor curious cannot curious whenever question error nice typo curious whenever screen nice suggestion account cannot question
1359,484,train,urgent,12,557.59,0.6612,2.3844,-0.7505,-1.8316,production outage reset account account urgent escalate data breach down critical production
1360,424,train,normal,14,550.87,0.38784,0.9449,2.7505,-1.3149,suggestion account invoice screen account curious account invoice billing billing feedback wondering billing charge
1361,523,train,normal,20,721.68,0.14712,-0.8558,2.3225,-0.7056,cosmetic documentation cannot cosmetic someday curious whenever charge click whenever account cosmetic error minor minor account payment wondering account invoice
1362,195,test,normal,54,176.11,0.07317,-1.3561,1.7995,-3.4387,please account question documentation whenever feedback suggestion minor cosmetic account wondering login page question feedback someday nice nice account account nice cosmetic account question feedback curious curious cannot please billing nice cannot suggestion whenever typo cannot someday cannot suggestion account billing feedback someday documentation account minor page someday cosmetic please click error billing charge
1363,128,test,normal,18,229.99,0.39788,-2.4801,1.6289,-1.6167,help reset wondering question cannot refund account login cosmetic thanks billing whenever question minor billing click cannot wondering
1364,944,train,urgent,8,815.94,0.62174,1.93,-1.3566,-1.7014,production revenue account account data account blocked data
