sample_id,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
1865,0.080007,0.161431,0.181966,0.207194,0.269300,0.276122,0.268079,0.275131,0.326197,0.290576,0.261353,0.173976,0.186077,0.117828,0.109449,0.100855,0.063531,0.053951,0.040359,0.056698,0.049297,0.059746,0.028811,-0.015765
1866,0.437272,0.616818,0.878432,0.972910,1.053825,1.003737,0.942698,0.809073,0.749848,0.637416,0.582032,0.539467,0.547010,0.481374,0.447340,0.400000,0.374489,0.370168,0.272076,0.231969,0.133156,0.102148,0.085445,0.015812
1867,0.235531,0.360993,0.482159,0.570230,0.592770,0.633257,0.546801,0.509601,0.424475,0.387428,0.329081,0.292281,0.226337,0.187565,0.173632,0.154201,0.159751,0.187119,0.271078,0.201578,0.202794,0.129580,0.116264,0.045797
1868,0.301156,0.423078,0.616187,0.703597,0.718001,0.751910,0.649439,0.547396,0.493166,0.388738,0.371635,0.296509,0.243785,0.220963,0.205632,0.191679,0.132957,0.137791,0.170822,0.127028,0.097004,0.043888,0.032565,-0.006245
1869,0.177596,0.249374,0.375294,0.427010,0.465883,0.445998,0.416461,0.374471,0.309218,0.319888,0.264987,0.279621,0.197440,0.215841,0.196311,0.168920,0.165787,0.123773,0.136978,0.132815,0.052334,0.064478,0.073094,-0.012145
1870,0.225371,0.322203,0.448751,0.570010,0.624769,0.597788,0.569030,0.497002,0.453787,0.405233,0.365398,0.318556,0.226258,0.160562,0.134195,0.083279,0.075986,0.108631,0.100788,0.106125,0.118237,0.067501,0.005305,0.035888
1871,0.314736,0.456244,0.627169,0.634039,0.726346,0.747081,0.688315,0.631132,0.536254,0.471088,0.419996,0.331652,0.279242,0.251817,0.224867,0.178432,0.182512,0.130161,0.143846,0.134944,0.118988,0.062162,0.000068,0.003577
1872,0.285614,0.417537,0.529688,0.614367,0.680029,0.707877,0.736814,0.731323,0.752899,0.723558,0.678319,0.586283,0.428706,0.295937,0.182393,0.147435,0.144689,0.107858,0.082903,0.121328,0.074095,0.057556,0.028702,0.006867
1873,0.222715,0.346671,0.467617,0.539906,0.580908,0.627856,0.609408,0.593376,0.603824,0.561681,0.515033,0.456566,0.381854,0.362433,0.266116,0.292344,0.206323,0.231135,0.216993,0.194849,0.158412,0.110703,0.033333,0.005000
1874,0.212811,0.320788,0.415184,0.503292,0.559465,0.596747,0.551150,0.505794,0.506400,0.485628,0.453995,0.332301,0.279555,0.236393,0.126197,0.106599,0.100735,0.132955,0.143307,0.120166,0.107881,0.072081,0.037265,0.006105
1875,0.224201,0.330689,0.471962,0.531630,0.595735,0.629787,0.601991,0.605449,0.613732,0.620054,0.540131,0.515383,0.383140,0.343528,0.279162,0.238886,0.211362,0.195155,0.171166,0.164148,0.149261,0.123561,0.037669,0.037403
1876,0.120901,0.145344,0.222795,0.267639,0.291642,0.345483,0.353889,0.376693,0.388833,0.423182,0.444332,0.366395,0.320889,0.286826,0.221090,0.169814,0.200423,0.169661,0.165531,0.145371,0.116011,0.055063,-0.009225,0.023037
1877,0.082846,0.124766,0.235930,0.257244,0.283213,0.262825,0.256267,0.266152,0.325495,0.310916,0.290217,0.301636,0.253769,0.182456,0.140719,0.156224,0.118796,0.143715,0.177000,0.135045,0.124194,0.051581,0.081490,0.017181
1878,0.184851,0.330635,0.389212,0.492270,0.543039,0.590318,0.557831,0.537824,0.540069,0.546452,0.540929,0.517465,0.455514,0.360665,0.372811,0.315305,0.275889,0.254570,0.182357,0.146893,0.100596,0.073576,0.018474,0.039577
1879,0.155298,0.328112,0.376333,0.474954,0.502342,0.489688,0.447730,0.421544,0.405356,0.373926,0.308413,0.309971,0.228784,0.232766,0.194183,0.179007,0.185980,0.184040,0.185226,0.185514,0.132604,0.126896,0.065801,0.005181
1880,0.177519,0.251086,0.379690,0.463350,0.513612,0.517067,0.597382,0.598203,0.662212,0.689805,0.670162,0.582868,0.449422,0.366844,0.241104,0.167335,0.110165,0.139216,0.135501,0.089854,0.086468,0.059898,0.041542,0.016604
1881,0.139280,0.168117,0.282687,0.284357,0.269278,0.274379,0.291969,0.240390,0.185285,0.209536,0.143807,0.175531,0.142804,0.128000,0.114609,0.100600,0.087447,0.143579,0.149403,0.155272,0.149276,0.058646,0.046893,0.031129
1882,0.274429,0.329081,0.465404,0.553817,0.587438,0.599863,0.590589,0.583647,0.579791,0.567725,0.512763,0.455394,0.357165,0.317788,0.177248,0.164544,0.161677,0.168228,0.136840,0.120782,0.083209,0.038216,0.031201,0.020340
1883,0.186488,0.242024,0.261475,0.389086,0.438491,0.449312,0.416998,0.412182,0.431500,0.468253,0.492226,0.454909,0.464638,0.406686,0.379802,0.335216,0.333112,0.338392,0.303455,0.319577,0.217191,0.097922,0.103898,0.042037
1884,0.095071,0.151172,0.181512,0.212896,0.214748,0.280710,0.336578,0.334209,0.462108,0.481092,0.500007,0.448661,0.374943,0.334484,0.243848,0.167522,0.176623,0.153274,0.159761,0.127517,0.125928,0.073090,0.048353,-0.005004
1885,0.140136,0.219916,0.298979,0.350008,0.405377,0.456343,0.517624,0.562581,0.660158,0.720575,0.647672,0.584294,0.496215,0.373426,0.267238,0.212163,0.217880,0.215258,0.239904,0.243819,0.203107,0.107598,0.082803,0.040833
1886,0.098094,0.150327,0.176700,0.199554,0.257674,0.247372,0.311006,0.338014,0.383070,0.425889,0.404595,0.370678,0.357211,0.321646,0.254479,0.267057,0.260356,0.238016,0.244392,0.249866,0.195181,0.117840,0.035142,0.028692
1887,0.081073,0.110281,0.174877,0.198908,0.167957,0.214545,0.221065,0.218669,0.184945,0.186683,0.220279,0.193700,0.184428,0.139900,0.133669,0.120807,0.101518,0.120035,0.104834,0.070967,0.083946,0.061325,0.028234,0.007421
1888,0.127894,0.139270,0.139691,0.245493,0.236473,0.258973,0.239582,0.345151,0.384157,0.386128,0.421666,0.352564,0.300518,0.256376,0.201848,0.157596,0.143908,0.134550,0.155549,0.145234,0.102940,0.046259,0.020996,0.013919
1889,0.118224,0.284397,0.342574,0.374416,0.438312,0.493314,0.526673,0.505975,0.538023,0.551435,0.517331,0.466815,0.417739,0.343086,0.288772,0.230666,0.236409,0.194675,0.161076,0.153266,0.140822,0.078797,0.049848,0.041143
1890,0.077773,0.146504,0.221083,0.312650,0.288319,0.323555,0.364303,0.435714,0.473716,0.492533,0.475365,0.436791,0.407885,0.321997,0.273317,0.224355,0.184587,0.178602,0.206716,0.165872,0.137151,0.089469,0.046009,0.035926
1891,0.081039,0.162373,0.143958,0.194048,0.225263,0.245157,0.296199,0.357516,0.393169,0.456125,0.419648,0.370533,0.329878,0.195114,0.199476,0.142219,0.144461,0.150179,0.154932,0.138535,0.125537,0.085312,0.041752,0.034650
1892,0.160659,0.208396,0.277220,0.388697,0.426873,0.383124,0.368672,0.319092,0.262490,0.259097,0.192520,0.195728,0.139867,0.128531,0.115207,0.087873,0.109976,0.130973,0.235493,0.187463,0.186224,0.109542,0.054715,0.036535
1893,0.172560,0.244436,0.317232,0.405280,0.440482,0.397000,0.400490,0.459353,0.404000,0.440887,0.407863,0.385501,0.320010,0.313024,0.268370,0.240426,0.217811,0.296845,0.238091,0.216051,0.191933,0.168498,0.061472,0.024642
1894,0.303191,0.449316,0.624700,0.706854,0.762758,0.809532,0.681272,0.648159,0.561196,0.566876,0.477135,0.470405,0.346389,0.323864,0.308946,0.267532,0.271887,0.206480,0.221529,0.228851,0.136945,0.119006,0.071736,-0.025413
1895,0.137032,0.197163,0.273225,0.383817,0.381338,0.390293,0.411515,0.437392,0.402189,0.456882,0.456226,0.408046,0.361356,0.283754,0.255599,0.180069,0.184383,0.110902,0.117920,0.094591,0.082552,0.062475,0.039687,0.038762
1896,0.180182,0.272628,0.363169,0.418405,0.491129,0.507587,0.495853,0.455865,0.472758,0.425973,0.413794,0.360724,0.253931,0.191294,0.176018,0.118032,0.139978,0.196709,0.157671,0.216514,0.152544,0.098730,0.054438,0.055533
1897,0.125799,0.185902,0.252626,0.295256,0.317587,0.333790,0.312359,0.278541,0.266433,0.258946,0.228979,0.186840,0.147342,0.139547,0.111858,0.103097,0.103525,0.119421,0.136849,0.099283,0.080758,0.083772,0.042263,0.002245
1898,0.191966,0.318910,0.418572,0.470863,0.531881,0.548540,0.527083,0.550029,0.524886,0.538726,0.439965,0.405194,0.353843,0.322173,0.304036,0.197477,0.236185,0.232835,0.263211,0.199089,0.184893,0.130792,0.113023,0.008530
1899,0.166874,0.300956,0.305298,0.362480,0.414847,0.405451,0.425633,0.373783,0.310840,0.265540,0.264170,0.234461,0.183187,0.149346,0.115018,0.110162,0.060945,0.063070,0.078326,0.083819,0.039307,0.060796,0.036399,0.000919
1900,0.243787,0.365131,0.496465,0.542775,0.549218,0.567707,0.576907,0.465822,0.430949,0.415463,0.302831,0.247437,0.193260,0.108457,0.131589,0.092788,0.139856,0.131864,0.200779,0.205995,0.189453,0.125047,0.047017,0.037979
1901,0.107621,0.215227,0.298106,0.268317,0.355743,0.417877,0.456539,0.483666,0.594727,0.693106,0.703231,0.671940,0.538097,0.501620,0.397334,0.330547,0.360041,0.274095,0.283291,0.216770,0.168977,0.118951,0.074194,0.015774
1902,0.129388,0.208812,0.291460,0.351786,0.390250,0.422297,0.393799,0.409637,0.370742,0.381354,0.326213,0.340881,0.269068,0.231063,0.189177,0.156893,0.166879,0.137344,0.163498,0.180859,0.164156,0.114713,0.014849,0.016978
1903,0.073205,0.097023,0.166035,0.191301,0.239804,0.205754,0.218691,0.236304,0.269852,0.321676,0.278224,0.236312,0.163860,0.154554,0.124591,0.093893,0.119135,0.127751,0.123868,0.137156,0.104950,0.044491,0.053070,-0.009368
1904,0.193493,0.275747,0.345430,0.430831,0.465325,0.485705,0.417103,0.366871,0.344880,0.334020,0.277989,0.278350,0.216854,0.223610,0.158750,0.161129,0.138452,0.178943,0.162915,0.162975,0.098868,0.067321,0.019994,-0.021297
1905,0.171818,0.245041,0.357253,0.404603,0.448449,0.424678,0.459872,0.462871,0.459576,0.471969,0.398524,0.346527,0.280876,0.225123,0.182227,0.126072,0.162877,0.178101,0.212727,0.181228,0.210085,0.100844,0.057192,0.007471
1906,0.341399,0.472558,0.623176,0.738740,0.853797,0.892788,0.932188,0.963603,0.976135,0.978366,0.946877,0.786977,0.616924,0.508896,0.314380,0.239914,0.197161,0.174193,0.127449,0.154752,0.107459,0.066803,0.053681,0.067265
1907,0.084323,0.115619,0.182618,0.219763,0.205803,0.294624,0.341187,0.462281,0.517146,0.572197,0.543894,0.458887,0.404837,0.287088,0.215041,0.174923,0.188558,0.189512,0.147645,0.143873,0.140186,0.084228,0.017512,0.045828
1908,0.235395,0.272000,0.412911,0.476669,0.521281,0.536570,0.516570,0.599831,0.564626,0.549080,0.543583,0.468478,0.329415,0.261104,0.198470,0.181726,0.173420,0.200568,0.191518,0.169113,0.134806,0.121537,0.071104,0.034990
1909,0.132388,0.213019,0.304457,0.334786,0.379133,0.377413,0.394916,0.369271,0.392724,0.434347,0.371166,0.294660,0.243478,0.213821,0.199012,0.169858,0.161541,0.153878,0.152264,0.142348,0.125365,0.037279,0.021464,0.005256
1910,0.107425,0.168992,0.281481,0.324467,0.417289,0.437878,0.485696,0.540811,0.623653,0.688554,0.669424,0.506675,0.354057,0.256704,0.188369,0.117030,0.081057,0.108930,0.115994,0.103314,0.056288,0.024500,0.020048,0.007245
1911,0.121045,0.200810,0.251115,0.331967,0.361375,0.441429,0.455585,0.482909,0.548328,0.571999,0.575069,0.438435,0.359939,0.239811,0.222182,0.153573,0.146414,0.096029,0.121661,0.121027,0.097624,0.083137,0.009025,0.011432
1912,0.146896,0.189459,0.258631,0.282250,0.328632,0.318604,0.398205,0.379532,0.401822,0.430581,0.414118,0.341905,0.332432,0.248005,0.196688,0.165296,0.161007,0.124718,0.168887,0.127084,0.080118,0.019732,0.043594,0.022214
1913,0.093393,0.105467,0.145447,0.235921,0.218796,0.256297,0.291021,0.340494,0.394381,0.435546,0.446396,0.450139,0.383908,0.296026,0.271148,0.200346,0.190881,0.233805,0.176121,0.161030,0.104993,0.102579,0.020889,0.008333
1914,0.150796,0.212184,0.278824,0.304186,0.355680,0.350434,0.367416,0.360974,0.453971,0.444356,0.463205,0.417134,0.346470,0.301777,0.230448,0.192689,0.224951,0.124535,0.145076,0.159492,0.117052,0.033491,0.034959,0.012452
1915,0.140691,0.182245,0.224717,0.246125,0.319972,0.312628,0.356017,0.366942,0.402148,0.443427,0.428849,0.409981,0.340370,0.272240,0.199224,0.124514,0.139833,0.103511,0.153825,0.145733,0.104574,0.072888,0.046872,-0.016413
1916,0.177122,0.244860,0.367924,0.438578,0.490968,0.526907,0.563444,0.638049,0.630367,0.696227,0.658982,0.615548,0.493611,0.408895,0.356132,0.274593,0.285491,0.263675,0.221764,0.218876,0.118146,0.124109,0.023480,0.008582
1917,0.159745,0.214196,0.250677,0.336517,0.368489,0.424432,0.434897,0.525230,0.469314,0.488678,0.511125,0.457976,0.333105,0.251506,0.174182,0.154944,0.093899,0.114340,0.089585,0.075039,0.063509,0.072681,0.034761,0.013439
1918,0.210693,0.333893,0.396483,0.458552,0.529100,0.520766,0.574293,0.576998,0.598076,0.666571,0.712978,0.684103,0.689979,0.612635,0.589006,0.506683,0.484427,0.455359,0.429017,0.287437,0.204337,0.144946,0.056580,0.034478
1919,0.343700,0.485246,0.700068,0.838306,0.879942,0.853344,0.709828,0.625393,0.471895,0.415943,0.313482,0.266306,0.183270,0.121472,0.089699,0.085793,0.110112,0.147151,0.157580,0.174265,0.167332,0.132550,0.090381,0.009810
1920,0.061154,0.085339,0.121107,0.097143,0.146383,0.128937,0.211276,0.237352,0.266257,0.341182,0.365141,0.355742,0.344029,0.317070,0.302418,0.244077,0.218993,0.210370,0.169684,0.175765,0.131574,0.044567,0.031254,0.036500
1921,0.192632,0.307693,0.349312,0.435390,0.463493,0.520875,0.556955,0.655688,0.755516,0.712657,0.719190,0.612284,0.499611,0.402784,0.261752,0.231550,0.204758,0.147014,0.092411,0.132187,0.111022,0.009734,0.030302,0.009706
1922,0.246685,0.367693,0.504099,0.598272,0.635170,0.670038,0.582519,0.544274,0.460525,0.442692,0.396080,0.326144,0.306753,0.281145,0.235467,0.208897,0.186438,0.175788,0.188508,0.137407,0.134439,0.073824,0.051182,0.035062
1923,0.274505,0.389021,0.522454,0.650300,0.676289,0.660899,0.582511,0.541546,0.455745,0.368981,0.276966,0.208484,0.146178,0.153223,0.105671,0.072833,0.114072,0.079803,0.064933,0.071375,0.035860,0.037286,0.018775,0.009451
1924,0.285522,0.478813,0.585283,0.765042,0.774518,0.752654,0.686838,0.624179,0.525513,0.473493,0.398247,0.317908,0.228183,0.208030,0.180968,0.090876,0.169030,0.164549,0.204566,0.213476,0.160227,0.113630,0.063198,0.007589
1925,0.069159,0.075821,0.113311,0.152866,0.171199,0.241116,0.332550,0.385016,0.552759,0.581712,0.638434,0.544985,0.478262,0.364688,0.243635,0.256115,0.193732,0.169725,0.189196,0.144713,0.125595,0.089797,0.025823,0.022531
1926,0.168941,0.193788,0.286532,0.321982,0.388782,0.408003,0.457797,0.448831,0.469276,0.506869,0.458628,0.386572,0.326941,0.214377,0.141276,0.106237,0.113913,0.172212,0.199930,0.193038,0.199632,0.137337,0.060568,0.048332
1927,0.162382,0.249139,0.300367,0.379230,0.420253,0.413808,0.409273,0.361292,0.383411,0.365216,0.331323,0.254351,0.217827,0.156150,0.135948,0.104145,0.115372,0.160240,0.220862,0.182760,0.187586,0.140512,0.084625,0.024853
1928,0.375098,0.548135,0.738990,0.892418,0.972232,0.889932,0.803789,0.703502,0.530586,0.478299,0.424388,0.317307,0.317549,0.251252,0.240681,0.232678,0.240925,0.246734,0.275649,0.278545,0.247529,0.160030,0.081751,-0.000579
1929,0.171064,0.269728,0.298148,0.353853,0.433938,0.452320,0.479323,0.555043,0.667590,0.656643,0.672612,0.559200,0.457259,0.338644,0.289897,0.203575,0.220245,0.176825,0.130550,0.122406,0.093734,0.035906,0.021876,0.063190
1930,0.225996,0.364993,0.534033,0.533251,0.648685,0.666228,0.785758,0.822677,0.881302,0.928466,0.868295,0.787118,0.612402,0.447279,0.341490,0.240168,0.232466,0.211448,0.174586,0.222576,0.155624,0.111520,0.080877,0.029940
1931,0.243526,0.367587,0.446150,0.510077,0.575231,0.607143,0.564745,0.571307,0.521074,0.517329,0.463458,0.391353,0.356889,0.273132,0.186602,0.177592,0.128190,0.131889,0.143320,0.105593,0.114366,0.083156,0.018271,0.019106
1932,0.150788,0.221958,0.271409,0.383447,0.373895,0.390841,0.381845,0.333574,0.301834,0.292421,0.240647,0.217366,0.183859,0.134149,0.137276,0.082802,0.098357,0.148837,0.131610,0.142833,0.135267,0.107093,0.075885,0.018270
1933,0.206176,0.307989,0.384715,0.484260,0.518484,0.600523,0.556111,0.572864,0.583700,0.613427,0.565748,0.506627,0.407278,0.298440,0.238067,0.161170,0.145453,0.144517,0.143023,0.136174,0.098261,0.083962,0.002299,0.027127
1934,0.091167,0.119529,0.162580,0.223001,0.256436,0.308576,0.304006,0.345205,0.419967,0.452370,0.461277,0.420907,0.409370,0.359377,0.341114,0.316132,0.236285,0.233019,0.231228,0.166070,0.117581,0.100850,0.074622,0.003897
1935,0.132057,0.204297,0.226407,0.273439,0.332764,0.350675,0.392229,0.378293,0.381023,0.439936,0.472395,0.459473,0.498016,0.399000,0.428572,0.386953,0.348070,0.347456,0.380993,0.336218,0.279314,0.194105,0.057036,0.058867
1936,0.234018,0.351284,0.474478,0.612047,0.624728,0.648428,0.577243,0.519699,0.537600,0.474045,0.476198,0.408968,0.413543,0.432134,0.380843,0.352193,0.321710,0.298782,0.223510,0.175613,0.153465,0.106689,0.029342,0.035670
1937,0.113674,0.176663,0.221298,0.229988,0.288296,0.353971,0.386702,0.421765,0.541500,0.549659,0.523361,0.511322,0.431471,0.362082,0.275917,0.263116,0.198909,0.196458,0.230700,0.215375,0.185231,0.115573,0.055652,-0.014468
1938,0.212731,0.359355,0.390570,0.481984,0.553492,0.564510,0.529894,0.519964,0.542894,0.531446,0.492036,0.463898,0.378582,0.362736,0.273628,0.241006,0.220264,0.188714,0.163215,0.156466,0.119967,0.079183,0.031500,0.035469
1939,0.176064,0.255272,0.354704,0.428695,0.512831,0.581994,0.624479,0.736842,0.825474,0.873656,0.880420,0.747759,0.584392,0.449109,0.316691,0.256987,0.130248,0.114265,0.129672,0.081252,0.049889,0.056810,0.027434,-0.040359
1940,0.228414,0.356106,0.465181,0.525562,0.597688,0.585451,0.523823,0.449400,0.399005,0.329488,0.286457,0.240526,0.204757,0.159396,0.086640,0.105374,0.121341,0.109942,0.098617,0.130459,0.096321,0.045148,0.017448,0.002982
1941,0.225949,0.333299,0.491238,0.584518,0.639417,0.617121,0.624820,0.616515,0.571432,0.517695,0.513448,0.431933,0.366330,0.267663,0.234375,0.237021,0.200672,0.179950,0.187505,0.152739,0.092910,0.112361,0.039215,0.050301
1942,0.086813,0.175036,0.227305,0.343021,0.307759,0.365079,0.330210,0.307267,0.409403,0.414819,0.381382,0.359322,0.271408,0.270253,0.210270,0.183676,0.147799,0.106725,0.155028,0.121933,0.108918,0.067101,0.092549,-0.003635
1943,0.145886,0.144893,0.228079,0.316794,0.313814,0.355960,0.350832,0.315933,0.361145,0.380700,0.366973,0.327010,0.263481,0.246290,0.210574,0.146592,0.158386,0.200925,0.238474,0.231939,0.201613,0.141330,0.094211,0.076091
1944,0.214848,0.345764,0.443760,0.517513,0.575491,0.583868,0.554674,0.416614,0.372552,0.282942,0.281537,0.225954,0.177220,0.160654,0.160239,0.152537,0.169536,0.190979,0.232763,0.205143,0.170900,0.098760,0.018506,0.051380
1945,0.334295,0.521337,0.681192,0.840148,0.846648,0.828020,0.787610,0.648476,0.545830,0.454339,0.405803,0.309417,0.246601,0.199697,0.153106,0.151838,0.144881,0.108223,0.112208,0.121406,0.099955,0.032548,0.010682,0.042672
1946,0.156638,0.275102,0.366981,0.445962,0.460757,0.508238,0.528182,0.567714,0.715092,0.740588,0.755377,0.640867,0.538315,0.430552,0.325381,0.266463,0.222448,0.262678,0.184277,0.127802,0.103309,0.077598,0.030205,-0.020309
1947,0.362902,0.565595,0.789536,0.917511,1.069043,1.166484,1.221825,1.274476,1.400276,1.393518,1.308989,1.112074,0.788720,0.540534,0.294911,0.231938,0.218602,0.158029,0.217612,0.184824,0.134484,0.091067,0.056514,0.008893
1948,0.172655,0.218883,0.326652,0.349216,0.443678,0.441924,0.404995,0.344109,0.352709,0.310020,0.273590,0.227398,0.174508,0.145992,0.092020,0.113297,0.142152,0.179528,0.228521,0.234585,0.209492,0.110544,0.054757,0.053744
1949,0.217990,0.309983,0.414826,0.486036,0.575612,0.568992,0.505932,0.441781,0.378248,0.316406,0.275664,0.239342,0.209726,0.200801,0.203213,0.198980,0.208753,0.135648,0.202810,0.173988,0.177641,0.092703,0.043420,0.039852
1950,0.079121,0.126398,0.140337,0.164588,0.200296,0.292642,0.276916,0.354819,0.419498,0.504406,0.447463,0.413722,0.332482,0.251002,0.182783,0.143484,0.136995,0.196152,0.241832,0.242446,0.151576,0.123496,0.036890,0.053292
1951,0.172800,0.230422,0.301562,0.377253,0.387109,0.367927,0.375237,0.333688,0.336434,0.282818,0.264329,0.225661,0.172554,0.153951,0.059234,0.070153,0.119276,0.079357,0.113685,0.078269,0.031659,0.023182,0.018634,0.005026
1952,0.119865,0.209808,0.261752,0.289982,0.336953,0.384687,0.419848,0.468083,0.525749,0.588313,0.564927,0.459853,0.342690,0.217360,0.179612,0.098864,0.092927,0.116832,0.119187,0.100613,0.116661,0.053297,0.043930,0.009671
1953,0.114930,0.154814,0.207387,0.289747,0.371481,0.487768,0.582653,0.714912,0.890727,0.972499,0.952517,0.847393,0.615627,0.446370,0.274867,0.166943,0.120503,0.158557,0.146647,0.137493,0.115872,0.096556,0.038711,-0.013574
1954,0.083315,0.112508,0.159685,0.185600,0.186719,0.249887,0.293964,0.356318,0.381025,0.423938,0.421071,0.380222,0.302625,0.211176,0.132790,0.129033,0.108620,0.076725,0.068841,0.051218,0.060259,0.057131,0.059113,0.023046
1955,0.179956,0.236129,0.337340,0.397680,0.411977,0.421511,0.407269,0.373958,0.354813,0.379440,0.347666,0.329579,0.289861,0.220319,0.186280,0.199208,0.183947,0.180125,0.173195,0.192395,0.152812,0.062516,0.034562,0.035349
1956,0.107618,0.177667,0.241265,0.262853,0.297833,0.325980,0.328014,0.361361,0.435640,0.422073,0.433589,0.401934,0.380585,0.359490,0.250093,0.235258,0.230364,0.200918,0.228675,0.174767,0.154399,0.107388,0.047817,0.014639
1957,0.133343,0.200869,0.205970,0.267000,0.331861,0.370925,0.391487,0.457100,0.419547,0.461167,0.447209,0.430441,0.362907,0.278105,0.289670,0.228522,0.213490,0.180244,0.183167,0.091752,0.117425,0.062498,0.026105,0.020560
1958,0.133431,0.175478,0.168174,0.237889,0.281258,0.298062,0.354105,0.353277,0.429179,0.475171,0.436136,0.422212,0.311263,0.257663,0.181955,0.187501,0.178272,0.150080,0.210497,0.207562,0.159303,0.106126,0.097490,0.037010
1959,0.196412,0.261123,0.418010,0.480618,0.561394,0.484098,0.469670,0.413723,0.400319,0.317067,0.277844,0.240677,0.203880,0.174274,0.176981,0.135344,0.130258,0.143936,0.131328,0.157504,0.133755,0.087921,0.091648,0.024931
1960,0.134406,0.156294,0.178402,0.245575,0.287366,0.331329,0.375335,0.497281,0.586915,0.637247,0.638950,0.599877,0.493982,0.402425,0.342833,0.311377,0.259361,0.230214,0.196019,0.189022,0.171852,0.062666,0.046336,0.036224
1961,0.164227,0.229545,0.317896,0.423561,0.443060,0.454644,0.473829,0.430434,0.444342,0.449107,0.407226,0.340398,0.298716,0.177164,0.150868,0.085375,0.113484,0.109906,0.090498,0.145281,0.101119,0.093524,0.038514,0.025358
1962,0.284294,0.400987,0.459619,0.545350,0.574916,0.567715,0.537396,0.464803,0.436043,0.392662,0.314544,0.278117,0.244443,0.159015,0.140684,0.118483,0.095903,0.067264,0.147343,0.139257,0.087213,0.065624,0.028793,0.003801
1963,0.173440,0.285931,0.373308,0.415360,0.509976,0.511882,0.466005,0.515905,0.438456,0.472741,0.427589,0.365606,0.257882,0.206896,0.170099,0.137532,0.178346,0.190681,0.208885,0.258150,0.230329,0.125188,0.056759,0.039519
1964,0.284642,0.393201,0.511516,0.599581,0.619990,0.626735,0.575975,0.572202,0.516176,0.505111,0.441947,0.459423,0.400912,0.400426,0.345657,0.295717,0.290352,0.253281,0.221655,0.158425,0.127002,0.064929,0.024905,0.026751
1965,0.185421,0.275507,0.412405,0.481339,0.559840,0.595710,0.564862,0.507652,0.585779,0.569425,0.542858,0.477143,0.385971,0.325276,0.224519,0.175782,0.183259,0.139392,0.153508,0.145619,0.099264,0.077367,0.039800,-0.001389
1966,0.415487,0.583750,0.802596,0.914287,1.007907,0.963061,0.870420,0.735305,0.654411,0.544614,0.490651,0.364507,0.299662,0.283489,0.153595,0.178855,0.139292,0.137272,0.155431,0.160867,0.103060,0.055473,0.040714,-0.001024
1967,0.237672,0.304944,0.458767,0.501100,0.582259,0.560521,0.552409,0.562034,0.555357,0.528614,0.513635,0.375673,0.355240,0.264845,0.183449,0.146671,0.106672,0.181719,0.215130,0.208711,0.147843,0.131400,0.061691,0.041668
1968,0.061833,0.132706,0.189760,0.199638,0.223986,0.230142,0.215535,0.170187,0.178845,0.216852,0.239818,0.197519,0.171343,0.160225,0.153268,0.159663,0.163674,0.186494,0.110726,0.177729,0.113065,0.043431,0.029428,0.014239
1969,0.183628,0.304442,0.414847,0.453796,0.503161,0.542337,0.508367,0.528883,0.543656,0.522099,0.497986,0.440182,0.308298,0.259909,0.195971,0.173655,0.175164,0.132322,0.148485,0.122265,0.077473,0.040716,0.001244,0.013815
1970,0.128701,0.150038,0.210238,0.305968,0.348555,0.366133,0.342624,0.418140,0.436869,0.480920,0.476866,0.404062,0.341670,0.242106,0.206055,0.153907,0.150611,0.201620,0.170891,0.231844,0.134199,0.104133,0.056627,0.003541
1971,0.490159,0.653582,0.909574,1.062064,1.149926,1.148335,1.110835,0.984179,0.862362,0.781567,0.693380,0.530865,0.429226,0.354404,0.232480,0.178421,0.217193,0.150643,0.117773,0.147204,0.134272,0.080424,0.061243,0.032203
1972,0.207795,0.272503,0.371788,0.461166,0.508814,0.475965,0.477474,0.484422,0.528216,0.519358,0.555911,0.527101,0.479048,0.502541,0.377501,0.430821,0.384039,0.370921,0.307707,0.258155,0.247848,0.134138,0.077465,0.050743
1973,0.199978,0.335458,0.454200,0.504726,0.556451,0.598200,0.532473,0.432565,0.458309,0.400961,0.350360,0.283054,0.262356,0.198493,0.170190,0.103715,0.121905,0.152027,0.086881,0.090191,0.103390,0.039945,0.069752,-0.007081
1974,0.183109,0.278714,0.392923,0.396202,0.435209,0.471802,0.484456,0.361853,0.397808,0.352508,0.325665,0.331976,0.365747,0.367464,0.314369,0.307164,0.278126,0.263001,0.239138,0.192674,0.152325,0.099382,0.027274,0.028742
1975,0.108974,0.128610,0.202393,0.259210,0.280533,0.322510,0.315356,0.387368,0.391758,0.441678,0.433366,0.384323,0.280507,0.210427,0.152731,0.137697,0.111613,0.121901,0.094978,0.112850,0.100586,0.074268,0.030625,0.013978
1976,0.107479,0.144766,0.216742,0.253994,0.293423,0.357584,0.399421,0.498875,0.547667,0.581183,0.615078,0.528470,0.436022,0.337062,0.268660,0.226393,0.268647,0.265405,0.284203,0.271532,0.228991,0.140085,0.069926,0.022780
