x,y,group
0.169598,0.953927,ring
0.96833,-0.408991,ring
0.732074,0.650731,ring
-0.803545,-0.623005,ring
-0.17117,-1.046831,ring
1.05075,0.343763,ring
0.715675,-0.68231,ring
0.42961,0.945323,ring
-1.002362,-0.076561,ring
0.087676,1.090957,ring
0.074583,-0.975528,ring
-0.800186,0.627328,ring
0.038522,1.059038,ring
0.019273,-0.955301,ring
0.766503,0.762071,ring
-0.461187,0.877595,ring
-0.099587,-0.948692,ring
-0.150523,-0.95134,ring
0.578617,-0.810791,ring
0.586398,0.859698,ring
-0.817602,-0.54151,ring
0.888871,0.63879,ring
0.017076,0.969245,ring
-1.057375,0.111437,ring
0.410515,0.868339,ring
0.353299,-0.955125,ring
0.856699,0.622613,ring
-0.634291,-0.82592,ring
-0.745054,-0.71714,ring
-0.457966,0.92234,ring
-0.492393,-0.875247,ring
0.008869,-0.983303,ring
0.501671,0.889621,ring
0.218133,-0.980012,ring
-0.224285,0.969989,ring
-0.90854,-0.414218,ring
0.702063,0.601764,ring
-0.910178,0.191902,ring
0.413068,-0.88521,ring
0.67475,-0.88124,ring
-0.128535,-0.964969,ring
0.037835,0.99242,ring
0.230736,1.037827,ring
-0.541354,0.854448,ring
-0.939812,0.295139,ring
-0.57619,-0.828967,ring
-0.213884,-0.939121,ring
0.71339,0.659066,ring
-0.449328,-0.912352,ring
0.208917,-1.049372,ring
0.467106,0.916478,ring
-0.672585,-0.767815,ring
-0.946672,-0.45235,ring
0.185186,0.984801,ring
0.619575,0.763006,ring
-0.876167,0.499927,ring
0.976848,0.002545,ring
-0.892717,-0.504504,ring
0.610944,0.752287,ring
-0.952853,0.055305,ring
-0.925667,0.214987,ring
0.978511,-0.024548,ring
0.118622,-1.04491,ring
-0.688572,0.683952,ring
1.055741,-0.110461,ring
-0.976016,0.333579,ring
-0.518081,-0.87042,ring
-0.454311,-0.876507,ring
-1.069552,0.142883,ring
-0.793258,0.762986,ring
0.811749,0.418535,ring
0.333539,0.909056,ring
0.889847,0.440081,ring
-0.751086,-0.575678,ring
0.356657,-0.981602,ring
-0.08634,0.986036,ring
-0.974531,-0.004666,ring
-0.870445,-0.448372,ring
0.938787,-0.093533,ring
-0.644002,-0.821739,ring
0.602473,0.817755,ring
0.905954,0.496296,ring
-0.444818,0.852474,ring
-0.236877,-1.06372,ring
-0.963303,-0.082717,ring
-0.452146,0.925976,ring
-0.18368,-1.056806,ring
-0.679812,-0.777033,ring
-0.87794,-0.411488,ring
0.903967,0.537607,ring
0.546791,0.833347,ring
-0.96539,-0.352942,ring
-0.860211,-0.348314,ring
-0.615796,-0.767363,ring
0.782294,0.679023,ring
-0.607239,-0.746596,ring
0.277692,-0.948213,ring
-0.368223,0.991147,ring
0.823142,0.620773,ring
-0.937792,0.536321,ring
-0.673879,0.745569,ring
-1.042002,-0.02338,ring
0.703968,0.714898,ring
-0.945815,-0.462429,ring
-0.10667,1.038539,ring
0.80073,0.586254,ring
-0.770673,-0.733728,ring
-0.474116,-0.815604,ring
0.844959,-0.421667,ring
-0.092456,0.97833,ring
-0.330206,0.875461,ring
-0.858187,-0.513436,ring
0.80448,0.502395,ring
0.013497,1.015607,ring
-0.395811,-0.894855,ring
-0.236763,-1.00114,ring
0.976577,-0.141397,ring
-0.862376,-0.6171,ring
-0.994711,0.006432,ring
-0.765526,-0.628566,ring
-0.610205,0.751255,ring
-0.080307,0.980805,ring
-0.151718,1.006557,ring
-0.173295,0.986575,ring
0.745696,0.61656,ring
-0.36322,0.954128,ring
-0.818576,0.662057,ring
-0.893903,0.342192,ring
-0.395001,0.924942,ring
0.316811,0.944926,ring
0.205565,1.031738,ring
0.530138,0.791243,ring
0.956013,0.330841,ring
-1.041987,-0.239604,ring
-0.766801,0.722449,ring
0.697244,0.717535,ring
-0.263286,-0.991064,ring
0.679839,-0.725314,ring
-0.580373,-0.88189,ring
0.791573,0.660087,ring
0.91891,-0.412356,ring
0.759809,0.612165,ring
-1.012093,0.240678,ring
0.782216,0.652282,ring
-0.470377,0.903936,ring
-0.673301,-0.813909,ring
-0.704188,0.706532,ring
-0.624283,-0.880356,ring
0.927203,0.356969,ring
0.900574,0.317562,ring
0.158009,1.079234,ring
0.532251,-0.771677,ring
0.813301,0.58565,ring
0.903839,0.418797,ring
-0.957569,-0.222464,ring
-0.766452,0.579965,ring
0.906893,-0.309961,ring
0.991337,0.179985,ring
-0.847203,0.622772,ring
0.785321,-0.565358,ring
0.330878,0.966667,ring
-0.151721,0.947615,ring
1.01699,-0.088068,ring
-0.832367,-0.508215,ring
-0.688571,0.634545,ring
-0.616895,-0.831873,ring
-0.911558,0.604162,ring
0.847327,0.429709,ring
-0.973897,-0.028834,ring
0.65705,-0.735396,ring
0.427124,0.906722,ring
-0.892305,0.057805,ring
-0.831276,-0.479483,ring
-0.888145,0.435028,ring
0.395869,0.880742,ring
-0.917734,-0.453642,ring
0.951678,-0.060358,ring
-0.668577,-0.728859,ring
0.376192,-0.866022,ring
0.939691,-0.093026,ring
0.770904,-0.51999,ring
0.819912,-0.566737,ring
-0.310174,0.868624,ring
0.645235,-0.667253,ring
-0.761214,0.567018,ring
0.526914,0.801267,ring
0.380223,-0.927649,ring
-0.182251,0.995435,ring
0.999373,-0.007244,ring
-0.990357,-0.117896,ring
0.426817,0.912652,ring
-0.011118,-0.957586,ring
0.877374,0.432367,ring
-1.01957,0.235372,ring
-1.061663,-0.32579,ring
0.310916,-0.997548,ring
0.870211,0.384342,ring
-0.243462,0.975982,ring
0.035082,1.011152,ring
-0.457827,-0.824981,ring
0.427333,0.839386,ring
0.522822,-0.866174,ring
0.475887,0.880252,ring
-0.944135,0.443948,ring
-0.790978,0.673945,ring
-0.774187,0.616239,ring
0.932544,0.360349,ring
-0.17363,-0.957365,ring
-0.602369,0.781222,ring
0.402172,0.837519,ring
0.747753,0.761208,ring
1.008503,0.135434,ring
-0.569862,0.736154,ring
1.0876,0.066881,ring
-0.869106,-0.550527,ring
-0.082342,0.922659,ring
0.250571,0.938617,ring
-0.687924,0.772194,ring
-0.935303,0.45358,ring
-0.534515,0.836057,ring
-0.661693,0.690787,ring
0.897715,-0.271428,ring
0.856375,-0.55273,ring
-0.782468,-0.666103,ring
-0.358129,-0.903608,ring
-0.69241,0.72513,ring
-0.005402,1.049326,ring
0.928223,-0.242297,ring
-0.814845,-0.523351,ring
1.028469,0.109091,ring
-0.5637,0.906497,ring
-0.983084,0.154298,ring
-0.98013,0.218574,ring
0.823635,-0.449349,ring
-0.513837,0.839118,ring
1.034334,-0.021016,ring
0.563623,0.744232,ring
-0.959904,0.368208,ring
1.005402,-0.04769,ring
0.278351,0.886109,ring
-0.046269,-0.988469,ring
-0.172141,-0.922901,ring
0.815437,-0.464938,ring
-0.174976,-0.87272,ring
-0.056679,0.967756,ring
-0.365403,-0.888725,ring
0.50194,0.825188,ring
-0.5458,0.767923,ring
-0.682545,-0.738276,ring
-0.919394,-0.436835,ring
1.029098,0.152876,ring
-0.917155,-0.447593,ring
-0.490646,-0.806504,ring
0.452127,0.853325,ring
-0.009065,-0.988002,ring
0.704176,-0.660308,ring
0.755558,-0.539589,ring
-0.668459,-0.715428,ring
0.386178,0.959818,ring
-0.975944,-0.249589,ring
0.613192,-0.836395,ring
-1.017181,-0.388354,ring
0.339855,0.845813,ring
-0.870318,-0.567795,ring
-0.694677,0.660496,ring
0.8168,-0.431411,ring
-0.723672,-0.769388,ring
0.431395,-0.811872,ring
-0.767881,0.645521,ring
0.990889,-0.01742,ring
-0.50625,0.87832,ring
-0.970962,0.134636,ring
-0.684898,0.691034,ring
0.951132,-0.304494,ring
0.825346,-0.54811,ring
0.892133,0.393131,ring
-0.997768,-0.02383,ring
0.648758,0.803509,ring
0.224426,1.086994,ring
-0.883012,0.274478,ring
-0.450339,-0.870649,ring
-0.75219,-0.648837,ring
-0.805506,0.427495,ring
0.226201,1.03627,ring
-1.09157,-0.174767,ring
0.853123,0.563113,ring
0.629106,0.756811,ring
-0.565842,0.84265,ring
0.914683,0.09539,ring
0.335853,-0.896621,ring
-0.925466,-0.296676,ring
0.998152,0.148462,ring
-0.435116,0.924538,ring
0.478291,-0.958467,ring
0.073226,-0.976655,ring
0.882916,-0.500216,ring
0.971096,0.335029,ring
-0.161834,1.003827,ring
0.976935,-0.130513,ring
0.525249,0.871219,ring
-0.241358,-1.054508,ring
0.110924,-1.006786,ring
-0.941643,0.32773,ring
-0.012736,1.006994,ring
-1.020575,-0.01093,ring
0.380615,1.015824,ring
-0.923659,0.275994,ring
0.477576,-0.913476,ring
-0.907092,-0.399285,ring
-0.145074,-0.908903,ring
0.079866,0.980481,ring
-0.56023,0.850287,ring
0.335733,-0.973586,ring
0.393596,0.851722,ring
0.913529,0.222017,ring
-0.897689,-0.394876,ring
-0.23184,-0.930787,ring
1.026617,0.185729,ring
0.370028,-0.892586,ring
-1.016752,-0.081734,ring
-0.881647,-0.706006,ring
-0.896728,-0.270015,ring
-0.160803,0.987443,ring
-0.494942,0.856341,ring
0.625778,-0.762556,ring
-0.859504,-0.66812,ring
0.530995,-0.807782,ring
-0.457803,-0.822453,ring
0.932346,-0.368344,ring
0.850357,0.550369,ring
0.571084,0.673683,ring
-0.415586,-0.868217,ring
0.928172,-0.472367,ring
-0.928055,-0.062304,ring
-0.361517,0.927119,ring
-0.245438,0.9451,ring
-0.890977,-0.580227,ring
0.389689,0.912511,ring
-0.876399,0.326328,ring
-0.634061,0.791129,ring
-0.170733,-0.92143,ring
-0.375004,0.885017,ring
-0.089191,-1.030565,ring
-0.670013,0.725413,ring
0.815715,0.55856,ring
0.970155,-0.221976,ring
0.940636,0.454989,ring
-0.816403,0.491117,ring
-0.826522,0.533498,ring
0.918529,-0.373324,ring
-1.039868,-0.040089,ring
0.546218,-0.826035,ring
-0.457065,0.92806,ring
-0.317423,-0.918025,ring
0.179631,-1.013338,ring
-0.226343,0.986992,ring
-0.700594,-0.723553,ring
0.856231,0.611979,ring
-0.924033,-0.157507,ring
-0.982693,-0.169535,ring
-0.610638,0.659637,ring
0.876788,0.582338,ring
-0.724172,0.713579,ring
0.502499,-0.860476,ring
-0.566499,0.768389,ring
-0.921548,0.306481,ring
-0.738491,-0.582894,ring
0.811403,0.517796,ring
0.80353,-0.542406,ring
0.714423,-0.720932,ring
-0.9285,-0.464702,ring
-0.104064,1.014254,ring
0.514229,0.8139,ring
0.79894,0.411819,ring
-0.796239,-0.588403,ring
-0.961809,0.25195,ring
0.556818,0.843069,ring
0.898863,-0.384859,ring
0.521234,0.943401,ring
-0.92859,0.238835,ring
-0.419691,0.864502,ring
0.464445,-0.888666,ring
-0.970295,0.177619,ring
1.016301,0.090565,ring
0.999223,-0.009082,ring
-0.296428,0.953735,ring
-0.937874,-0.380362,ring
0.012476,0.995193,ring
-1.024249,0.029102,ring
0.97385,0.13815,ring
0.961993,0.281732,ring
0.25328,-0.911865,ring
0.450394,-0.827705,ring
0.517921,-0.793695,ring
-0.048918,-1.053952,ring
-0.924068,-0.499277,ring
0.964101,-0.402321,ring
-0.858092,0.525742,ring
1.021132,-0.111946,ring
-0.16024,-1.010231,ring
0.482838,-0.848519,ring
0.526501,-0.75057,ring
-0.570213,-0.720939,ring
0.00655,0.965587,ring
0.047994,1.011244,ring
0.219099,-0.912827,ring
1.026838,0.149992,ring
0.892888,0.34816,ring
-0.156995,1.026857,ring
-0.885581,-0.424954,ring
0.788149,-0.600884,ring
1.008132,0.013119,ring
0.443648,0.941069,ring
-0.054379,-1.018653,ring
-0.984507,0.248157,ring
-0.658626,0.707686,ring
0.899804,-0.435803,ring
-0.974325,-0.166923,ring
-0.95527,0.188977,ring
0.57815,0.798663,ring
0.9972,0.151086,ring
-0.542116,-0.909508,ring
-0.667943,0.662631,ring
0.598502,-0.831933,ring
0.082176,-1.12012,ring
-0.909172,0.270609,ring
0.548732,-0.972556,ring
0.641941,-0.726013,ring
0.900601,-0.470523,ring
-0.950903,-0.002416,ring
0.584457,0.759433,ring
-0.70207,-0.685442,ring
-1.103994,0.123043,ring
-0.499392,-0.867788,ring
-0.25213,0.959692,ring
-0.575132,-0.787589,ring
0.372935,0.956504,ring
0.173353,0.923122,ring
1.046878,-0.150854,ring
0.1102,-0.943111,ring
1.00043,-0.060087,ring
0.176342,0.972871,ring
-0.981117,0.119131,ring
-0.856,-0.487079,ring
0.116493,1.08382,ring
-0.114432,1.017304,ring
0.912527,0.075747,ring
-0.500068,-0.945145,ring
-0.017392,0.984388,ring
0.128224,-0.916704,ring
0.63158,-0.863556,ring
-0.200702,0.968496,ring
0.262524,1.045854,ring
0.970217,0.277785,ring
-0.186393,1.106065,ring
0.692782,-0.666412,ring
-0.750215,-0.65582,ring
-0.01472,-0.976099,ring
0.715092,-0.665189,ring
-0.938216,-0.270371,ring
-0.294592,-0.920101,ring
0.612557,0.889924,ring
0.640908,0.771284,ring
0.863904,0.386831,ring
1.009102,0.110153,ring
-0.110653,-1.065565,ring
-0.772612,-0.638618,ring
0.032604,1.062456,ring
-0.74186,0.625518,ring
-0.865907,0.522137,ring
-0.454596,-0.839153,ring
-0.180132,-0.941563,ring
0.041532,0.94822,ring
0.498355,-0.770856,ring
0.379442,0.944152,ring
-0.96803,0.444356,ring
-0.130405,0.964843,ring
0.377289,-0.955726,ring
0.797455,0.603732,ring
-0.610786,0.786829,ring
-0.377894,0.918427,ring
-0.922779,-0.521257,ring
-0.643186,0.681287,ring
0.066937,0.958496,ring
-0.818904,0.69342,ring
-0.550767,-0.806439,ring
-0.840351,0.615647,ring
-0.951228,-0.137728,ring
-0.850631,0.481251,ring
-0.255742,0.906218,ring
0.727185,0.680457,ring
-0.747773,-0.57171,ring
0.961891,-0.353648,ring
0.0365,-1.037144,ring
-0.845518,-0.659694,ring
-1.021757,-0.278842,ring
-0.073022,-0.951122,ring
-0.522787,-0.850691,ring
0.197967,-1.025113,ring
0.133871,1.034068,ring
-0.725395,0.642984,ring
-0.47326,0.831123,ring
0.944411,0.10937,ring
0.305545,0.970516,ring
-0.817793,-0.64428,ring
0.687913,-0.717325,ring
0.77338,-0.579786,ring
0.833899,0.434648,ring
0.322722,0.966313,ring
-0.924259,0.472505,ring
-0.9574,0.163599,ring
-0.901621,-0.341241,ring
0.938599,-0.11074,ring
-0.229315,0.906644,ring
-1.004148,0.087159,ring
-0.683629,-0.727615,ring
0.836158,-0.366702,ring
-0.545477,0.737036,ring
0.790906,-0.636647,ring
0.481682,0.872331,ring
0.967515,-0.33914,ring
0.755919,0.690101,ring
0.945617,-0.100609,ring
0.109524,-0.915985,ring
-0.867546,-0.421216,ring
-0.793233,0.421124,ring
0.199417,0.971734,ring
-0.661141,-0.711356,ring
0.387545,0.89826,ring
0.055841,0.989653,ring
0.626693,-0.89037,ring
-0.26681,1.03211,ring
0.283575,-0.96349,ring
0.7187,-0.740613,ring
0.856113,-0.630122,ring
0.125584,-1.013302,ring
0.278191,-0.998259,ring
0.254437,0.981486,ring
0.389313,-0.932543,ring
-0.961878,-0.295133,ring
-0.562775,0.872137,ring
-0.867752,0.554775,ring
0.927078,0.163024,ring
0.105907,1.114398,ring
-0.68717,-0.663936,ring
-0.93285,-0.382313,ring
0.338726,-0.932403,ring
-0.912534,0.353517,ring
0.05345,1.035868,ring
0.563046,0.854593,ring
-0.508647,0.831316,ring
0.511968,0.91248,ring
-0.935369,0.357375,ring
-0.85558,-0.602509,ring
-0.977553,-0.166617,ring
-0.031935,1.014213,ring
-1.095273,-0.00771,ring
0.960489,-0.008465,ring
0.982465,0.254793,ring
0.521054,0.743918,ring
-0.549353,-0.86488,ring
-0.666864,-0.851818,ring
0.972347,-0.035814,ring
0.16027,0.991316,ring
-0.867907,0.477635,ring
0.990769,0.16986,ring
-0.97363,0.203343,ring
-0.748059,-0.621436,ring
0.074405,0.985218,ring
0.791468,0.65873,ring
0.513389,-0.847938,ring
-0.107747,-0.95783,ring
0.418867,-0.876425,ring
0.315793,0.920355,ring
-0.003065,0.95625,ring
0.095995,1.02055,ring
0.470522,-0.860526,ring
0.446695,-0.909211,ring
-0.073194,-0.974322,ring
-0.864329,-0.520582,ring
-0.417183,0.845524,ring
0.527487,-0.881537,ring
-0.942911,-0.469533,ring
-0.567279,-0.810244,ring
-0.93721,-0.260433,ring
-0.853322,-0.587844,ring
-0.506184,-0.907674,ring
0.971395,-0.422155,ring
-0.874985,0.54871,ring
-0.049229,-1.060417,ring
-0.735059,-0.660143,ring
0.05974,0.949869,ring
-0.626482,0.84249,ring
-0.86556,0.508859,ring
0.63638,-0.731406,ring
0.634487,0.77619,ring
-0.978082,0.258861,ring
0.104733,-1.114777,ring
-0.897639,-0.475659,ring
0.772539,-0.617802,ring
0.667817,0.79255,ring
0.482067,0.833849,ring
0.068244,0.948976,ring
0.141546,0.976426,ring
-0.403009,0.889226,ring
-0.424423,0.909044,ring
-0.751024,0.580898,ring
-0.45307,0.918439,ring
-0.640586,-0.755598,ring
-0.459279,0.956197,ring
-1.026189,0.177989,ring
-0.911116,-0.484551,ring
-0.84566,-0.438801,ring
-0.403604,-0.914525,ring
0.460895,0.925357,ring
-0.611587,0.853408,ring
0.779139,-0.701056,ring
-0.57185,0.777825,ring
0.298497,0.910739,ring
0.761275,-0.657114,ring
-0.030443,-0.965704,ring
0.742145,-0.665874,ring
0.554226,-0.849259,ring
-0.873149,-0.530561,ring
0.74189,0.709253,ring
-0.858878,0.593276,ring
0.052302,-0.986882,ring
0.072749,0.944855,ring
-0.662255,0.70992,ring
0.809791,-0.623639,ring
-0.811151,0.64265,ring
-0.968219,-0.430528,ring
-0.837407,0.498419,ring
-0.591263,0.788624,ring
0.705893,-0.669175,ring
-0.737048,0.620187,ring
1.061178,0.020344,ring
0.879944,0.544633,ring
-0.876737,0.581055,ring
-0.937835,-0.220708,ring
0.226022,-0.895835,ring
-0.216643,0.95827,ring
-0.817644,0.604622,ring
0.805815,-0.641545,ring
0.339632,-0.924061,ring
1.046387,0.063281,ring
-0.83683,0.651607,ring
-0.053784,1.007973,ring
0.421116,-0.854531,ring
-0.381126,0.915791,ring
-0.999221,0.20059,ring
-0.435127,-0.915317,ring
-0.805579,0.535829,ring
0.98285,-0.002818,ring
-0.762916,-0.633799,ring
-0.18966,-0.990319,ring
-0.983959,-0.160705,ring
-0.472298,0.940015,ring
-1.042275,0.185122,ring
0.633179,0.839909,ring
0.75705,-0.63634,ring
0.172681,0.991037,ring
-0.560346,-0.791481,ring
0.720475,-0.740399,ring
0.587002,-0.84128,ring
0.315762,0.882626,ring
0.409114,-0.90285,ring
-0.370165,0.917304,ring
0.744238,-0.699854,ring
-0.862366,-0.347118,ring
0.072559,0.991512,ring
0.888002,-0.041814,ring
-0.960271,-0.267304,ring
-0.9086,0.424332,ring
0.405462,-0.930644,ring
1.047167,0.176056,ring
0.483939,0.893085,ring
0.368136,0.971544,ring
-0.961846,-0.168022,ring
0.879127,-0.261656,ring
1.015128,-0.11984,ring
-0.570208,-0.863927,ring
0.659654,0.734443,ring
-0.585638,-0.72338,ring
-0.97456,0.287849,ring
-0.488533,-0.976993,ring
-1.020609,0.101199,ring
0.901227,0.164151,ring
-0.225736,-0.916736,ring
-0.254616,0.959773,ring
0.296556,0.884197,ring
-0.851388,-0.51767,ring
-0.060969,-0.894855,ring
-1.060227,0.140311,ring
-0.527708,0.890489,ring
0.869313,-0.448166,ring
-0.308587,0.937151,ring
-0.948231,-0.049366,ring
0.011556,-0.974939,ring
0.634459,-0.798797,ring
0.039293,-0.967596,ring
0.140314,0.964561,ring
-0.664684,0.778463,ring
-0.93495,0.365643,ring
0.095903,-1.020035,ring
-0.175714,0.983472,ring
0.923404,-0.346729,ring
0.864469,0.537267,ring
-0.412214,0.87476,ring
-1.036868,-0.131464,ring
-0.279257,0.958115,ring
0.632929,0.760223,ring
-0.251833,0.97425,ring
0.907503,-0.581352,ring
0.654899,0.69926,ring
0.754885,-0.61207,ring
-0.577062,-0.672973,ring
-0.50967,-0.792628,ring
-0.821558,0.51208,ring
0.926835,-0.547812,ring
0.711463,0.726176,ring
0.893616,-0.43758,ring
0.339744,0.862572,ring
-0.871171,0.502047,ring
-0.570079,0.768319,ring
0.741859,-0.554345,ring
0.976086,-0.272616,ring
0.992185,0.097782,ring
0.589663,0.802925,ring
-0.164145,1.00338,ring
-0.865954,0.621105,ring
0.995626,0.19375,ring
0.775081,-0.677033,ring
-0.472462,0.884452,ring
0.534855,0.865506,ring
1.054116,-0.188567,ring
-0.021718,1.000142,ring
-0.775234,-0.575941,ring
-0.070567,-0.920309,ring
-0.864482,-0.378998,ring
-0.401978,-0.88152,ring
-0.157097,-0.850334,ring
-0.968704,-0.202616,ring
-0.979846,-0.316364,ring
0.596944,0.744594,ring
-0.530004,0.853028,ring
0.262889,0.956413,ring
0.188331,-0.942758,ring
0.949653,0.16685,ring
0.2153,0.926564,ring
0.510658,-0.800903,ring
0.484696,0.850554,ring
0.51867,0.844028,ring
-1.008748,0.213917,ring
-0.894233,-0.188226,ring
-0.918166,0.461273,ring
-0.799532,-0.576124,ring
0.96904,0.116887,ring
-0.393599,0.919521,ring
0.136579,-1.000276,ring
1.077528,0.002202,ring
0.958042,0.482294,ring
-0.993474,0.098934,ring
0.982179,-0.27165,ring
0.864833,0.330524,ring
0.635094,-0.732774,ring
-0.151705,1.000374,ring
0.969267,0.370759,ring
0.621965,-0.837104,ring
0.28083,1.028005,ring
0.750938,-0.668783,ring
0.917117,0.386011,ring
-0.557194,0.843145,ring
-0.98096,0.26356,ring
-0.912636,-0.237453,ring
-0.867664,-0.317525,ring
-0.795023,-0.639201,ring
-0.94489,-0.334972,ring
-1.057988,0.102878,ring
-0.413125,-0.894607,ring
0.942569,-0.399162,ring
-0.459645,0.842583,ring
-0.925844,0.072187,ring
0.596458,0.786876,ring
0.750976,0.673232,ring
0.08092,-0.873186,ring
0.501235,0.892565,ring
-0.182756,-0.96789,ring
-0.869384,0.509619,ring
-0.480542,-0.813959,ring
0.315869,0.989688,ring
-0.934851,0.063275,ring
0.54132,-0.832192,ring
0.446184,0.815952,ring
0.644746,0.729768,ring
-0.226674,0.921057,ring
0.912629,0.113482,ring
-1.050573,0.0237,ring
-0.242841,-1.034485,ring
1.000851,-0.365317,ring
-0.763212,0.732375,ring
-1.041882,0.032887,ring
-0.387131,0.935383,ring
0.925619,-0.511283,ring
-0.331714,-0.92761,ring
-1.003225,0.094602,ring
-0.435001,0.907558,ring
-1.08759,0.212375,ring
-0.16326,-0.994928,ring
-0.412267,0.853142,ring
-0.613837,-0.718484,ring
0.178472,1.061146,ring
0.944544,0.120724,ring
-0.271961,-0.897634,ring
1.040287,-0.061777,ring
-0.915919,-0.461878,ring
-0.867189,0.232692,ring
0.036666,-0.955329,ring
-0.904991,0.203425,ring
-1.014296,0.222026,ring
0.873257,-0.36096,ring
-0.488059,-0.877113,ring
-0.826132,-0.504404,ring
0.524782,-0.827161,ring
1.019282,0.165738,ring
-0.090368,0.985095,ring
0.941399,-0.245743,ring
-0.331962,0.985521,ring
0.869396,-0.341329,ring
0.294302,-0.998578,ring
-0.307536,0.814868,ring
-0.593401,-0.840763,ring
0.741779,0.705817,ring
0.543421,0.706932,ring
0.998391,-0.232845,ring
-0.698319,0.77348,ring
-0.025217,1.068324,ring
-1.002756,0.026888,ring
0.984678,-0.414995,ring
0.866146,-0.6197,ring
0.048797,-0.980705,ring
0.415014,-0.939122,ring
0.922642,0.356709,ring
-0.816036,-0.568307,ring
-0.820058,-0.717212,ring
0.461498,-0.883457,ring
-0.983097,0.002662,ring
0.976543,-0.17739,ring
-0.637478,-0.770419,ring
0.601021,-0.834209,ring
-0.585311,0.781608,ring
0.416394,0.900792,ring
-0.894021,0.301824,ring
1.009151,0.303434,ring
0.723885,-0.689779,ring
0.860799,0.399339,ring
0.147893,-0.94362,ring
0.922532,-0.350853,ring
-0.257737,-0.969429,ring
0.754663,0.7008,ring
-0.223584,0.958382,ring
0.767732,0.639133,ring
-0.322421,-0.971152,ring
0.430322,-0.842834,ring
-0.747619,-0.575112,ring
0.356058,0.978253,ring
-0.952666,0.368734,ring
-0.199339,-0.981847,ring
-0.108375,1.034455,ring
-0.279888,-0.895314,ring
0.756681,-0.625487,ring
0.245724,-0.924577,ring
-0.982015,-0.021207,ring
-0.731245,0.571465,ring
-0.860057,-0.584607,ring
0.797819,0.514578,ring
-0.070426,0.988697,ring
0.944772,-0.237652,ring
-0.138978,0.995541,ring
-0.425752,0.956341,ring
0.621929,0.813004,ring
1.009558,0.428232,ring
0.86994,-0.543088,ring
-0.678123,-0.808381,ring
0.985639,0.086208,ring
-0.914884,-0.181381,ring
-1.022205,0.304256,ring
0.705377,0.706738,ring
-0.028687,-0.963593,ring
-0.693798,0.716573,ring
0.966821,-0.046641,ring
0.428319,-0.862374,ring
0.69032,0.62773,ring
-0.610402,-0.815223,ring
0.744239,0.638215,ring
-0.464728,0.80048,ring
-0.18094,-0.897546,ring
0.824222,0.530758,ring
0.975445,0.164341,ring
-0.999948,-0.196179,ring
0.865994,0.692426,ring
1.028567,0.206615,ring
-0.946408,-0.172584,ring
-0.695579,-0.728465,ring
0.522289,-0.800175,ring
0.480804,-0.916138,ring
-0.877659,0.403387,ring
-0.811375,-0.578017,ring
1.052871,-0.069012,ring
0.652419,-0.746266,ring
-0.625581,0.738727,ring
0.575255,-0.880289,ring
-0.810876,-0.606206,ring
0.910417,-0.459852,ring
0.803025,-0.636578,ring
0.043627,-0.959003,ring
-0.80778,0.640733,ring
0.459816,-0.960602,ring
-1.006574,0.290573,ring
0.092578,1.031165,ring
-0.974994,0.371247,ring
-0.890386,0.436379,ring
0.249034,-0.986084,ring
0.142019,-1.065162,ring
-0.844296,0.67796,ring
-0.348234,-0.965587,ring
-0.2035,1.110147,ring
0.220157,-1.000126,ring
-0.903882,-0.442382,ring
-0.488237,0.846522,ring
0.384772,0.957797,ring
-0.151851,0.930834,ring
-0.154899,-1.0283,ring
0.715872,0.684487,ring
0.784611,-0.578142,ring
0.876874,0.422653,ring
0.817649,0.589619,ring
0.931508,0.162511,ring
-0.417256,0.875322,ring
-0.114803,0.987093,ring
-0.432155,-0.87527,ring
0.55029,-0.819508,ring
0.33961,0.907322,ring
-0.687673,-0.725609,ring
-0.065142,-0.939194,ring
0.397427,0.897126,ring
0.408465,-0.877396,ring
0.976151,-0.338267,ring
-0.951687,0.259247,ring
0.957875,0.289752,ring
-0.075359,1.00956,ring
-0.667437,-0.736902,ring
0.029267,-1.013209,ring
-0.887037,0.375198,ring
-0.027845,-1.006837,ring
1.011641,-0.052437,ring
-0.880485,-0.634428,ring
0.983954,0.425434,ring
0.138479,-0.974563,ring
0.081256,0.9365,ring
0.985838,0.1106,ring
0.881071,-0.376314,ring
-0.216574,0.965787,ring
0.69148,0.716711,ring
-0.623787,-0.745962,ring
-0.78938,0.697266,ring
-0.212402,0.987052,ring
-0.930185,-0.315995,ring
-0.403388,-0.90718,ring
-0.144319,1.03029,ring
1.045862,-0.1894,ring
0.012272,-1.03388,ring
0.037396,0.945245,ring
-0.457913,-0.79004,ring
-0.168797,-1.018342,ring
0.100539,-1.050689,ring
-0.779886,0.6548,ring
-1.014234,0.272894,ring
-0.901256,-0.50568,ring
-0.847359,0.562596,ring
-0.252278,-1.061113,ring
-0.642402,-0.721779,ring
-1.0383,0.091766,ring
-1.010084,-0.080776,ring
0.244513,0.996687,ring
-0.311622,0.897115,ring
0.010225,1.027619,ring
-0.656131,0.605732,ring
0.972936,0.09836,ring
-0.986411,-0.234475,ring
0.94665,-0.219352,ring
-0.939955,-0.385721,ring
-0.935657,0.299749,ring
0.827199,-0.565037,ring
-0.168048,1.049381,ring
0.651447,-0.794214,ring
-0.895173,-0.396896,ring
-0.716258,-0.648714,ring
0.746913,-0.695071,ring
