reading_id,vibration_x,vibration_y,acoustic_db,current_amp,humidity_pct,dust_index,temp_c,pressure_kpa,machine
1660,-0.1189,1.0544,-7.1376,-5.6603,0.333,-0.1898,35.55,241.66,C
1661,8.2546,6.9704,-0.5435,-0.0182,-1.5827,-2.1244,47.06,347.77,C
1662,3.0379,3.6867,-0.9085,-1.306,-1.0103,-0.9705,40.85,331.15,A
1663,-4.9787,-3.2867,0.6127,-1.3553,-1.6154,-1.0312,38.18,284.94,B
1664,-11.5589,-11.8411,-6.0101,-5.7498,-0.5219,-0.6532,23.13,198.58,C
1665,-1.8197,-1.6895,-2.7668,-1.6543,-1.1207,-2.3421,37.61,287.68,A
1666,-1.5602,-1.9474,-1.1042,-0.0845,2.6274,1.6691,40.18,310.11,D
1667,5.6339,5.9546,0.1182,-0.8701,-0.0923,0.2882,46.19,327.21,A
1668,2.1356,1.8631,-0.9235,-1.6094,-0.1351,0.4739,43.58,268.14,C
1669,1.0206,-0.0797,-5.3396,-5.0701,-1.4065,0.8013,34.29,272.04,C
1670,-0.0161,-0.3091,-1.3677,0.0248,-0.1376,0.6846,42.18,301.03,D
1671,-1.9203,-1.9594,-3.1106,-2.9942,0.2281,0.7483,39.11,286.96,C
1672,5.0649,4.6235,3.8279,2.2713,0.7961,1.0664,49.27,358.72,C
1673,-3.4705,-2.838,5.1299,4.9628,4.1822,3.4504,45.25,375.44,C
1674,4.0841,4.4119,3.2152,2.3831,-0.771,-0.241,47.32,371.64,C
1675,-1.3347,-0.966,-4.1611,-4.4349,-4.0851,-4.4139,33.92,232.9,D
1676,10.275,8.6418,2.1466,1.9208,1.572,1.8304,52.26,387.66,D
1677,3.5082,3.3322,-0.4408,-0.1052,3.9451,2.3599,43.88,314.85,A
1678,2.5947,2.2174,-2.1161,-0.8489,1.2894,1.3675,44.57,327.47,D
1679,2.693,1.9001,2.8298,1.2021,-0.5544,-0.2446,44.95,342.19,C
1680,-1.1447,-0.1361,-1.792,-1.1298,-2.4733,-2.1108,38.86,261.16,D
1681,0.6385,-0.0381,3.8807,2.1795,2.6445,2.7713,47.02,327.27,B
1682,-12.0147,-12.2696,-8.2874,-6.5606,-1.1129,-2.1679,17.85,173.36,B
1683,4.4219,5.5621,2.5717,1.8931,2.2809,0.9028,48.54,357.36,C
1684,0.1318,1.0209,1.7372,1.217,0.5902,0.548,42.04,326.23,D
1685,6.4434,7.8127,4.2132,3.5663,-0.9973,0.3964,50.21,384.6,B
1686,0.4926,1.4636,-0.3822,-0.7357,-0.3379,-0.8869,41.16,304.71,B
1687,-2.585,-1.0465,0.9334,0.1306,0.6452,0.9852,43.9,303.99,B
1688,5.1209,3.7818,1.8305,2.3716,0.1775,1.2002,48.62,354.12,B
1689,-4.0893,-4.9967,-7.4128,-6.6855,-2.3503,-3.6993,28.89,228.81,D
1690,11.3149,11.1744,6.6018,4.4934,-2.561,-0.554,54.03,434.83,C
1691,-1.8889,-1.3706,1.8272,-0.3486,-3.6467,-2.8675,39.75,283.3,A
1692,-0.6624,0.4675,2.0003,2.6857,-0.1616,0.0312,45.7,320.12,B
1693,8.4388,8.4172,-0.2622,-1.2448,1.2384,1.4274,50.17,359.91,C
1694,3.1912,2.9738,-2.78,-2.823,-0.818,0.2104,41.81,301.7,D
1695,8.392,9.4886,-0.3546,0.4553,2.119,2.5955,52.59,371.72,C
1696,6.1984,5.6019,4.7903,3.9027,1.892,3.9114,57.66,383.44,C
1697,-2.6694,-3.5946,2.9468,2.7511,-0.5963,-0.5856,40.08,303.45,B
1698,1.0797,1.7287,-0.8209,-0.2107,-0.7722,-0.9488,45.09,301.12,A
1699,9.7084,10.6839,2.546,0.7308,0.7518,1.2538,57.72,386.78,B
1700,-3.2435,-2.6599,-3.2668,-2.2897,-1.7431,-2.5564,35.45,257.08,C
1701,8.8092,7.3621,2.4303,2.6483,2.8727,2.8564,57.67,391.9,B
1702,-10.9241,-10.9247,-2.7946,-2.3514,-2.8206,-3.4986,30.04,230.53,B
1703,6.7091,5.6924,3.9746,3.7542,0.5252,0.897,52.52,388.78,D
1704,-1.6122,-1.3091,-3.1805,-2.8598,0.084,1.6205,38.0,284.58,B
1705,7.5315,6.1953,-1.0726,-0.691,-0.0713,1.6545,50.49,326.88,B
1706,0.0615,0.1263,4.432,5.2681,2.7304,0.8492,47.19,368.0,B
1707,3.2478,1.5958,-6.0753,-5.6345,0.9128,0.3747,42.63,248.41,C
1708,0.9287,1.4527,2.0003,1.7328,-1.2522,0.1294,42.8,340.03,B
1709,-1.8705,-1.6753,0.0364,0.8334,1.0118,0.3991,40.76,321.13,D
1710,-4.6347,-5.8987,1.161,1.1335,-0.6131,-0.1659,36.88,288.64,D
1711,-0.6051,-1.5593,-2.9109,-2.1671,0.3604,0.6727,40.85,286.12,B
1712,-4.4059,-3.4626,-0.5361,-0.7787,0.2888,-0.7682,38.61,301.58,A
1713,-1.7539,-2.4944,-0.9582,-0.8039,-0.3454,-0.4411,38.83,296.38,D
1714,9.613,8.3922,1.0062,1.4933,0.8596,1.3166,52.24,366.2,C
1715,-0.8604,-1.4024,2.4861,2.0885,-0.5983,-0.2063,44.58,322.52,D
1716,1.1717,1.8686,-0.9073,-0.1813,0.2294,0.9598,43.86,325.98,B
1717,-2.0523,-1.5396,1.4323,0.9448,-0.9771,0.471,39.42,302.7,B
1718,7.22,7.1118,8.9278,7.6027,2.3152,3.0948,59.58,448.0,C
1719,9.2392,9.6276,2.0492,1.1885,1.8264,2.1749,52.37,374.6,C
1720,0.9486,1.2459,1.7337,2.0623,1.3874,2.0033,46.4,350.88,A
1721,8.4211,7.5049,4.1147,2.1083,-0.9264,0.0737,53.21,386.16,B
1722,-3.6547,-3.4727,0.2718,-0.6682,-0.8055,0.4507,36.7,282.72,D
1723,-3.2955,-1.3183,-0.0741,0.3921,1.9327,0.7048,43.28,320.27,B
1724,-16.7879,-15.7992,-6.9423,-4.5273,-0.7452,-1.908,19.86,136.84,A
1725,16.0904,14.3947,5.0861,4.4086,1.1593,1.7946,61.48,446.98,D
1726,9.5193,9.7185,4.5288,3.5519,-1.0848,0.6322,54.27,406.09,D
1727,-5.1164,-5.9894,-6.3794,-5.2684,-0.2257,-1.6312,28.77,200.27,D
1728,-4.5256,-4.887,6.1296,4.7839,-0.0846,-0.2628,45.26,303.0,D
1729,0.8101,0.5239,-0.7888,-1.8122,-0.0328,-0.9928,45.47,318.5,B
1730,-9.5792,-9.2395,-5.7743,-4.545,-1.8938,-2.8898,24.27,167.83,D
1731,1.9276,1.0589,-0.958,-1.0128,-1.1899,-0.4766,38.45,287.45,A
1732,-7.1567,-9.5334,-4.1853,-3.6538,-1.3396,-1.1867,30.32,229.46,D
1733,13.1975,12.982,2.8673,2.6208,0.2912,0.7653,57.75,413.73,B
1734,2.592,2.7694,0.2249,-2.2983,-3.039,-1.5931,43.63,268.86,A
1735,-1.523,-0.8446,-0.6569,-0.673,-0.0222,0.0622,42.7,271.78,A
1736,-4.6076,-4.0581,0.9972,1.4947,0.0246,-0.7854,39.18,297.35,C
1737,-11.0424,-10.3077,-4.8595,-2.5192,-2.1836,-3.3319,26.14,183.03,C
1738,4.9724,5.3096,2.2054,1.7535,-2.3119,-1.6805,46.75,348.5,C
1739,0.8522,0.636,6.1411,5.0888,2.7015,3.197,50.38,380.42,B
1740,-5.1399,-4.6071,-2.5741,-3.4067,0.4153,-0.0222,38.42,248.85,C
1741,-4.5912,-5.4585,-6.0819,-5.7347,-0.8414,-2.1182,31.94,210.79,A
1742,-6.9345,-7.574,1.9448,1.4605,0.2344,1.0255,36.12,285.61,C
1743,-1.6374,-2.2794,0.1731,1.0179,1.7092,1.3834,43.93,290.22,B
1744,-9.7514,-9.7049,-2.5713,-2.7913,-2.1359,-2.664,27.27,215.88,A
1745,9.3393,8.5678,3.2831,1.9062,3.0159,1.178,50.36,367.57,C
1746,-1.2744,-2.6349,-3.7972,-2.8646,-2.5312,-2.501,32.86,249.83,A
1747,8.1524,7.1838,3.9903,3.378,2.4137,2.4834,54.58,425.47,B
1748,1.9955,2.0282,-1.6772,-0.3976,1.0377,0.6772,42.08,298.39,A
1749,5.0816,3.9661,3.0751,2.8068,-1.487,0.2171,47.33,373.3,C
1750,-7.7887,-7.0634,-2.9902,-2.8198,-1.6711,-2.3462,28.57,230.89,C
1751,7.7284,6.5087,5.1563,4.0598,0.9829,1.6658,51.73,361.03,B
1752,-2.9255,-0.7498,1.5305,1.5154,0.7941,0.2813,40.32,297.52,D
1753,3.3704,3.6001,-1.7512,-1.4973,0.7006,0.606,45.07,344.72,C
1754,-2.8926,-1.883,-1.6783,-1.6669,0.8497,0.5626,39.53,267.53,C
1755,-9.4957,-7.3482,-1.7544,-0.2236,-0.5703,-0.8656,33.13,253.65,A
1756,-6.1215,-5.4132,0.9031,1.977,1.3935,2.1434,38.01,298.07,B
1757,7.5414,7.4888,-4.4118,-3.3313,0.0316,0.2469,44.21,290.39,C
1758,1.7439,1.2086,-0.2961,1.0313,-1.2938,0.2389,40.36,292.77,D
1759,12.1353,11.7991,7.2169,7.2284,2.9512,4.2291,64.19,447.88,A
1760,4.8692,4.5803,5.1038,2.6213,-0.2004,2.221,47.3,345.0,B
1761,-0.7869,0.6546,-1.2167,-1.3079,-0.7948,0.9058,41.02,276.52,A
1762,2.5331,1.9669,-1.4378,-0.4734,0.7519,1.6767,42.84,309.28,B
1763,-7.3271,-7.0382,-3.4723,-2.6256,-2.4192,-1.4263,27.71,229.82,D
1764,2.9084,3.7465,-0.3049,0.2891,2.6533,2.9917,43.69,367.9,A
1765,8.9966,8.2427,1.6946,1.56,2.7891,3.2703,52.32,372.63,A
1766,-1.6759,-0.4154,2.6066,2.3033,0.7683,1.5846,42.36,317.04,D
1767,-9.0459,-8.8262,-2.1728,-2.2999,-1.1993,-0.5058,31.58,233.37,A
1768,0.4118,0.4896,0.0871,1.1151,-1.9604,-2.4224,40.01,314.88,D
1769,9.2149,8.4054,1.2008,0.2259,0.9286,2.1757,53.7,400.9,D
1770,-4.0475,-3.835,1.1385,1.7344,2.4989,0.4695,41.74,293.71,C
1771,3.8549,2.3328,1.0473,0.5877,1.1997,1.5904,46.88,365.48,B
1772,3.7071,4.0655,0.9691,1.8804,0.3451,0.8029,47.78,371.24,C
1773,10.2331,9.8602,2.1825,1.6828,-1.5468,-0.6823,52.57,392.92,B
1774,0.9046,2.9978,-0.3215,0.8151,1.3273,1.0332,47.35,336.14,D
1775,-0.5051,-1.2725,-4.426,-3.8744,-1.2051,-0.8233,33.29,255.92,D
1776,-2.0791,-2.3647,1.5992,2.8841,1.1826,1.1214,41.24,310.62,B
1777,-0.0728,-0.8979,3.0363,2.1911,-1.0004,-0.9198,43.14,330.12,B
1778,-5.1045,-6.4954,-1.2279,-0.7618,0.4168,-0.5248,38.37,278.86,A
1779,-2.4287,-0.2102,-3.9481,-4.1483,-2.4064,-2.5548,30.5,247.08,C
1780,1.2084,0.841,2.1066,2.629,3.5488,2.7163,47.76,376.66,B
1781,-0.4236,-0.0084,-1.55,-1.3169,0.8968,-0.6222,42.86,283.8,B
1782,0.6771,-0.3078,-1.284,0.5302,0.7828,0.5774,41.45,302.69,D
1783,8.2335,6.2913,3.8454,3.9119,2.7015,2.217,52.36,424.27,A
1784,10.3274,8.0713,1.4327,0.8673,0.2129,1.3966,52.51,370.72,A
1785,-10.8282,-10.7692,1.6279,0.6702,0.6936,-0.5895,31.3,238.42,B
1786,2.3021,1.2286,-3.3544,-4.4432,-2.7046,-2.1611,37.44,258.26,D
1787,-0.8071,-1.4215,-0.563,-1.0871,-0.9778,-0.8977,40.25,275.77,D
1788,-5.7282,-5.6341,5.1548,4.6659,1.8648,1.7186,45.44,337.84,D
1789,0.4131,0.3877,2.9262,3.8612,-0.9098,0.0313,45.82,365.88,A
1790,4.3418,2.9724,6.8657,5.5929,1.7288,2.342,54.41,407.5,D
1791,-0.9579,-0.0412,-0.4269,0.652,-0.7038,-0.5359,37.75,279.54,D
1792,1.1877,1.05,0.8675,0.5297,-1.3376,-0.9987,44.23,327.4,B
1793,1.0468,0.3201,-3.1537,-4.6487,-1.9952,-2.1747,40.82,265.45,C
1794,1.4658,1.3515,-0.8056,-1.4259,0.6117,0.569,41.64,294.18,C
1795,6.6903,7.1748,2.4294,1.3025,1.5958,2.0998,52.08,388.96,D
1796,-10.0782,-10.591,-2.9031,-2.9415,-1.3256,-3.2258,30.17,208.17,A
1797,10.3586,11.2623,2.6051,1.5861,2.505,2.0486,56.74,401.52,A
1798,0.1898,0.8748,2.0672,2.8131,-2.4654,-1.3959,41.75,295.62,A
1799,4.3458,4.3154,-0.3851,-0.2029,-0.409,-1.8831,44.39,304.17,C
1800,-6.475,-5.956,-0.0772,0.4854,0.1363,-0.8522,37.33,283.05,A
1801,2.9134,2.1948,-1.2199,-1.4216,-0.6343,-1.1835,39.37,288.14,D
1802,-3.4116,-3.6847,-3.8456,-2.5908,-0.8389,-1.2528,35.09,259.71,C
1803,-6.5125,-6.086,-0.5179,-0.2336,0.6508,-0.4623,36.38,282.59,A
1804,7.0094,6.5515,8.0336,6.0448,1.2461,1.2022,58.72,404.03,D
1805,8.4079,9.2486,1.9872,0.7501,2.363,2.6391,55.3,381.12,C
1806,-1.6633,-1.0518,-3.8249,-3.627,-1.1118,-0.9443,39.16,229.06,D
1807,8.8539,9.5183,5.7244,4.581,1.2586,1.6569,56.67,410.08,B
1808,0.7369,1.4541,2.9558,2.6079,2.6336,1.6429,48.64,358.24,C
1809,-15.579,-14.9861,-6.4564,-4.3477,-2.5989,-2.1817,22.84,182.71,D
1810,-6.6755,-5.7962,-1.8498,-0.5853,0.7955,0.2912,34.56,226.92,B
1811,-2.9282,-2.9497,-1.5965,-0.9529,0.2621,-0.6965,39.58,295.6,C
1812,0.0791,0.6031,-2.575,-2.1508,-0.8087,-0.7919,39.82,279.77,A
1813,-3.8261,-4.4137,7.6136,7.0837,1.2425,0.8203,46.41,380.64,D
1814,-1.5329,-0.5564,0.1831,-0.0133,-0.6574,-2.3125,36.65,283.02,D
1815,2.0913,2.0675,1.0458,0.8923,1.0893,1.0841,44.66,329.56,B
1816,6.6073,7.3417,3.9301,3.6774,0.0792,1.4796,51.9,389.08,A
1817,-9.1232,-8.6846,-2.4164,-1.3465,1.8442,-0.0557,30.79,249.88,B
1818,-9.3396,-8.18,-1.8276,-1.0991,-2.3878,-1.6007,32.71,242.1,B
1819,13.853,14.2628,3.8197,3.7417,3.0645,2.9959,63.12,458.76,C
1820,4.5841,5.583,-0.7666,-1.7116,-2.3129,-0.0588,46.37,335.68,D
1821,4.8755,4.2887,-0.3395,0.4637,-0.8265,-0.471,49.16,340.92,C
1822,4.2399,3.835,-3.2447,-3.0712,1.5234,1.2188,41.06,309.04,D
1823,0.7745,1.6674,2.5022,1.9525,-0.3554,-0.2349,45.49,352.36,B
1824,-12.846,-11.1978,2.1303,1.4122,0.987,0.218,32.62,269.36,D
1825,-4.7918,-5.577,2.4891,2.8071,0.6443,0.8685,39.29,289.97,A
1826,-3.8441,-4.1348,1.5953,1.5841,-1.6474,-1.7434,37.88,278.13,C
1827,9.1045,7.9354,2.8519,3.0696,1.31,1.0839,51.5,394.74,A
1828,1.505,0.9491,-0.0101,0.3755,1.1281,2.0411,46.34,312.73,B
1829,-0.7039,-0.485,0.6503,1.081,1.0757,1.2155,41.18,328.95,C
1830,-10.2836,-8.7302,-1.0479,1.076,0.1048,0.2294,33.93,270.91,A
1831,-5.0024,-4.9244,-4.5086,-3.7979,-0.5166,-0.3399,31.05,234.6,C
1832,3.731,3.6948,4.7097,3.9776,1.7138,1.7369,54.31,401.02,C
1833,1.7417,1.9844,-2.1394,-1.9646,-2.3812,-2.1098,38.29,275.53,A
1834,-3.6432,-1.7201,-1.4615,-1.5796,-0.3537,-0.7903,36.15,251.68,B
1835,-4.6598,-4.6841,-1.3645,-1.7584,0.4315,-0.2884,38.08,244.76,B
1836,0.6969,1.157,-5.8005,-4.2181,-1.2177,-1.234,38.07,264.53,D
1837,-7.9539,-7.5428,-3.4808,-2.2838,-0.2518,-0.5935,33.23,250.88,D
1838,-3.9016,-3.7893,-2.9202,-2.673,-2.5442,-2.6417,34.37,227.99,B
1839,-1.0888,-1.9736,2.4702,2.1981,-0.7037,1.0974,43.95,298.27,B
1840,1.7322,2.0418,0.324,-0.7331,-0.0676,0.1307,43.63,280.07,C
1841,2.4142,3.0954,6.0795,5.4606,2.4288,1.8178,49.71,406.19,D
1842,-1.8802,-2.0404,-4.1327,-3.0931,0.1249,0.1294,36.2,250.3,C
1843,0.513,1.8607,2.1683,2.2648,-1.4463,-1.3874,43.62,363.4,C
1844,-5.5159,-5.1209,-1.4652,-0.3571,-0.9889,-0.7783,32.6,258.53,B
1845,-2.6665,-3.1868,-2.803,-1.6671,0.0108,-2.217,35.01,279.9,C
1846,1.5472,1.0859,2.2113,1.8646,-3.054,-2.3431,42.58,306.16,A
1847,1.2171,0.9136,-1.4506,-0.3189,-0.7289,-1.1523,42.01,306.08,B
1848,7.1599,7.0968,1.287,2.7798,1.0812,2.1774,51.25,390.37,D
1849,-5.5286,-5.1618,-0.6551,0.7479,0.3099,0.1794,34.58,307.19,C
1850,6.5113,6.8774,6.723,4.5806,0.0583,0.6443,54.25,406.55,B
1851,-7.3326,-6.6125,0.424,2.3099,1.4206,-0.1014,39.9,296.21,B
1852,0.6661,1.1543,-2.0985,-4.2416,-0.1708,-0.7712,40.01,271.0,B
1853,1.7182,0.8141,-0.8724,0.5181,-0.0696,-0.6632,41.86,324.12,D
1854,8.7426,9.5233,1.4519,0.505,-0.0146,0.5677,51.91,386.28,A
1855,-5.4293,-5.2061,-2.1055,-1.1369,1.8726,1.8992,36.1,267.58,A
1856,4.1129,3.8801,-1.4523,-1.4503,0.1115,0.6279,43.41,322.02,C
1857,-5.1919,-3.5613,0.1495,0.9724,-2.4304,-1.5781,37.2,252.28,A
1858,4.4594,4.6128,2.6534,1.7116,2.332,1.5191,51.84,378.3,A
1859,2.7585,2.2392,0.2751,-0.149,-2.2965,-1.9002,42.27,324.17,C
1860,-2.0658,-1.0532,0.4704,1.7154,0.2814,0.8603,37.46,320.68,C
1861,0.8533,1.0537,-1.3757,-1.3944,-1.1027,-1.2648,38.75,297.25,A
1862,-2.3114,-1.6921,3.3284,2.4589,-1.2001,-1.3091,45.38,319.8,D
1863,4.8026,5.1455,3.9351,3.5094,-0.1324,0.7128,52.64,381.97,B
1864,-6.4485,-7.0223,-4.7119,-4.6864,-1.7041,-1.3575,31.13,215.48,B
1865,8.6965,8.1296,0.9367,1.2676,0.3847,0.4535,49.95,381.96,A
1866,1.4147,2.3031,-0.1577,0.0603,0.1433,-0.7139,43.71,306.7,B
1867,-1.599,-1.4361,0.5174,0.3904,-1.5727,-0.9932,38.25,298.9,B
1868,1.7627,2.516,-0.5998,-0.4004,0.5307,-0.1624,43.89,314.05,C
1869,7.6983,7.5414,-2.5158,-2.1723,0.0356,0.94,46.83,331.46,B
1870,-4.3252,-3.7885,-2.0731,-2.6664,-0.0613,0.1462,39.05,248.87,D
1871,-4.5514,-4.6267,-0.5017,-0.3187,-0.1139,-0.3161,40.59,289.71,C
1872,-9.1858,-8.4075,-2.3389,-1.5672,0.4666,0.1171,31.33,248.54,B
1873,8.1593,7.3767,-0.6561,0.3342,-0.4089,2.3679,48.19,345.89,B
1874,-6.8047,-6.0045,4.1757,6.3736,3.1426,3.2691,44.08,335.72,B
1875,-7.6756,-9.3875,-0.9926,-0.8017,1.0394,0.6185,29.86,252.49,C
1876,11.4173,10.5903,5.6005,4.111,1.6449,2.3966,60.48,421.94,C
1877,8.6639,9.0204,3.7555,2.7342,-0.5182,1.1987,57.47,366.79,B
1878,-2.5701,-3.5693,-1.5081,-1.2186,-1.0533,-1.2006,33.72,231.52,A
1879,-8.5958,-9.8635,1.3664,2.2759,2.741,3.4899,38.41,271.62,D
1880,1.7297,1.6652,2.1896,3.0034,-1.0321,-0.3155,42.23,348.17,B
1881,2.7781,2.6465,-2.4895,-2.2409,-0.2828,-0.5738,44.33,292.78,B
1882,-2.3933,-1.632,1.2908,2.0043,-0.7042,-0.8864,41.96,311.69,A
1883,-2.9937,-2.5067,-1.3257,-1.4642,-0.5336,-0.8171,38.79,259.55,B
1884,4.6755,2.8235,1.8411,1.4587,0.3879,2.0218,47.89,357.36,A
1885,-2.3999,-2.0237,4.3714,3.2597,-1.3929,-0.5317,43.72,338.34,D
1886,15.442,15.9232,6.7976,6.1421,3.6032,4.0633,65.27,511.42,C
1887,-10.3794,-11.2035,0.1156,1.383,-1.0551,-0.6521,31.08,265.12,B
1888,3.5834,3.4424,1.1499,0.3519,-1.0414,-0.4946,45.39,348.78,C
1889,9.8444,10.3569,0.5951,-0.4071,0.1478,-0.0605,50.83,387.74,A
1890,-4.123,-4.0803,-3.0922,-2.334,-3.2811,-2.6294,32.54,254.02,B
1891,-4.5389,-4.5574,0.3032,-0.4341,0.281,-0.1665,34.88,263.28,C
1892,0.5556,-0.0637,-1.2833,-1.4584,-2.1771,-3.1532,40.12,279.1,B
1893,6.6508,6.662,0.9056,-1.223,-0.9496,-0.3873,49.81,362.98,D
1894,-3.2424,-2.6904,-2.6508,-2.0056,-0.5397,0.0672,35.73,273.12,C
1895,4.9778,5.1353,2.0944,2.3311,0.1182,0.0376,50.53,376.88,A
1896,8.2205,7.1111,6.4342,6.3225,2.532,1.9026,58.78,458.76,A
1897,3.1473,2.6523,-1.0898,-1.9446,-0.5504,-0.4145,42.82,318.83,C
1898,-0.0928,0.8494,3.6536,2.3957,-1.703,-0.4702,42.33,304.72,A
1899,-8.1561,-7.4366,-5.2862,-4.0528,-2.7559,-3.5114,23.51,180.41,C
1900,-5.5533,-6.2717,-4.3006,-4.3437,-3.4643,-3.677,31.49,206.62,D
1901,-3.7542,-3.4112,0.2859,1.6791,1.0603,1.4071,40.15,300.73,A
1902,9.1715,8.9869,0.4665,1.2631,1.2912,1.336,51.92,375.68,D
1903,16.4664,16.46,5.3294,3.4681,-1.2159,0.0787,60.45,470.26,C
1904,5.6062,5.4706,-0.3181,0.5115,-2.2918,-0.998,45.23,324.37,C
1905,-0.1135,1.3611,-1.1825,-0.4985,-1.7553,0.0348,41.25,309.79,B
1906,0.3525,0.6391,-2.1982,-2.2546,-2.2452,-2.5381,38.98,267.08,B
1907,4.0947,4.7101,-1.171,-1.3768,1.6161,1.1864,46.25,356.18,D
1908,-0.6975,-0.0308,-3.4664,-3.6672,2.0257,-0.5387,39.14,256.56,D
1909,-3.728,-2.2412,-2.7119,-2.326,-0.5816,-1.1683,36.84,269.5,C
1910,-0.4015,-0.6115,-4.0357,-3.4471,-0.5745,-1.2426,37.29,264.0,A
1911,-6.1816,-7.2527,-3.8604,-4.1263,-1.0733,-0.8816,30.21,211.07,B
1912,-1.0703,0.8021,1.0352,-0.163,-3.1545,-2.7202,39.54,297.69,B
1913,-3.8749,-5.7534,-4.7108,-5.8056,-3.199,-3.4031,31.86,223.88,C
1914,1.5519,2.2654,1.8695,1.1661,1.088,1.8404,47.55,353.91,A
1915,8.686,8.7648,4.8801,5.1395,0.8653,-0.8288,52.17,405.08,D
1916,6.5269,4.8893,0.5852,0.5233,-2.2856,-0.8426,43.47,328.96,B
1917,6.4055,7.7601,2.3648,2.8282,-2.3773,-1.8047,49.78,353.12,C
1918,-0.8675,-1.1672,2.669,3.0253,0.3789,1.396,43.56,342.29,B
1919,3.6704,2.6508,-3.1888,-3.1761,-1.0806,-0.3114,40.8,307.32,D
1920,1.3779,1.9189,0.1564,-0.7076,-1.5458,-1.652,43.29,302.96,C
1921,9.2096,9.3222,1.0653,-0.2918,-1.7714,0.1201,52.36,363.6,B
1922,13.3282,12.4203,1.7854,0.4945,0.3472,2.6503,52.1,399.24,B
1923,-0.1142,0.0472,0.7459,0.765,-0.5851,0.3926,45.61,315.62,A
1924,-3.235,-2.8546,0.2665,-0.0426,-0.3061,-1.1216,38.77,286.69,A
1925,4.5911,4.1267,3.6748,3.8645,2.8417,4.5893,54.76,395.36,D
1926,-2.7667,-2.9534,1.4924,0.2272,-1.2479,-0.0667,40.83,327.52,A
1927,-7.4898,-6.809,-3.1443,-1.2607,0.4151,-0.7879,33.34,237.58,D
1928,0.7754,-0.1398,4.3928,3.9096,1.3013,1.1,46.54,333.04,D
1929,0.8797,1.7319,-0.6344,0.0507,0.8311,-0.5042,40.88,304.68,B
1930,1.3707,0.5006,0.8759,0.0314,1.6266,0.1454,44.84,294.75,C
1931,-1.1427,-0.9329,-2.4006,-1.5629,-1.5017,-1.3744,34.86,256.52,A
1932,-4.1962,-4.4376,-5.3565,-5.4652,-0.2123,-0.1023,35.42,204.94,B
1933,3.3504,2.4519,4.5952,3.331,-0.3813,0.2573,49.1,348.11,C
1934,-1.858,-0.6667,-1.4133,-0.153,2.0482,1.7932,41.09,308.18,B
1935,9.9896,10.58,-2.291,-3.1812,-0.4741,-0.3558,48.65,342.52,D
1936,5.4765,5.555,2.2004,2.3191,2.3686,3.1793,53.32,396.74,C
1937,4.9119,4.6132,4.042,4.7105,3.3485,4.5485,50.96,400.89,D
1938,3.5397,4.3872,-0.7398,-0.4848,-0.3115,-0.3627,45.68,314.92,B
1939,2.8524,2.756,5.887,5.5211,1.5654,2.3983,53.38,387.74,A
1940,4.1322,2.6055,-0.763,-0.8657,-0.8525,-1.2784,41.64,315.6,B
1941,3.865,4.5594,4.1715,3.7564,-1.1274,0.7493,51.06,387.86,D
1942,-14.28,-14.4097,1.1709,2.529,-0.8803,-0.8648,30.25,230.94,B
1943,1.0351,0.43,3.2215,3.882,3.0162,2.8492,47.52,338.36,B
1944,5.0453,5.6819,3.4446,2.9776,1.6266,2.281,51.96,397.35,B
1945,3.572,4.4034,0.4362,1.2244,-0.936,-0.0266,46.78,336.63,B
1946,-3.6852,-2.9707,-2.5174,-1.1597,-0.9107,-1.1013,37.13,261.5,D
1947,0.0254,-0.1487,-2.8851,-2.7863,0.1368,-1.5309,38.73,280.14,B
1948,2.003,0.7246,-0.0117,-1.438,-1.9588,-3.0088,41.06,296.14,D
1949,1.8764,-0.1431,2.0318,2.7471,2.4794,3.407,46.84,363.85,C
1950,7.6028,7.4745,1.1754,0.1746,-1.6996,-0.258,50.96,356.72,D
1951,-1.927,-2.9384,-2.1835,-3.459,-2.4862,-2.4269,35.66,274.73,A
1952,-1.3248,-1.4362,2.0187,1.4793,1.5559,1.0133,41.94,311.23,C
1953,0.8487,1.4976,2.5882,3.1673,-1.0859,-1.2736,43.59,314.72,C
1954,6.8812,7.2229,1.5617,0.2366,0.2019,0.467,51.04,370.13,D
1955,10.3308,10.0801,3.4105,2.8309,2.3383,1.9171,54.08,421.08,C
1956,0.7738,1.6861,6.121,5.511,0.4604,1.1052,47.54,390.06,C
1957,3.3506,2.9626,5.0035,3.236,0.8284,1.5544,49.99,377.93,D
1958,6.3547,5.5521,-0.3065,-1.1267,-1.6991,-1.0646,46.44,328.21,D
1959,4.8819,3.9517,4.1457,3.6156,0.8416,0.5952,47.3,383.99,C
1960,-4.2894,-3.1024,0.3967,-0.8769,-2.2254,-2.0252,38.44,264.46,D
1961,-1.3444,-1.6626,-2.7158,-3.9614,1.2457,-0.6099,35.86,273.54,C
1962,-11.5054,-11.4609,-2.5297,-3.1164,-0.6667,-0.9101,24.94,196.56,D
1963,4.5829,3.5481,1.2044,1.2712,-0.1327,0.5479,42.47,324.26,A
1964,-5.5488,-8.1468,-4.2786,-3.8151,-1.54,-2.2274,27.54,232.85,A
1965,-4.8968,-6.5773,-1.1591,0.1781,1.1525,0.8143,35.82,255.6,D
1966,5.9056,7.3517,0.895,2.2405,0.8527,2.0354,46.8,377.48,C
