unit_id,stratum,cluster,spend
U-003812,mid,420,369.17
U-003813,large,485,1459.77
U-003814,smb,133,200.51
U-003815,large,293,2017.87
U-003816,mid,495,660.06
U-003817,smb,251,321.14
U-003818,large,509,1226.65
U-003819,smb,9,274.56
U-003820,smb,310,380.78
U-003821,mid,523,629.62
U-003822,smb,128,270.32
U-003823,mid,391,681.26
U-003824,smb,322,431.23
U-003825,mid,578,623.68
U-003826,smb,374,206.59
U-003827,smb,324,252.63
U-003828,smb,364,180.85
U-003829,smb,174,213.19
U-003830,mid,524,675.18
U-003831,smb,303,304.21
U-003832,mid,102,446.85
U-003833,smb,215,218.39
U-003834,smb,426,256.88
U-003835,mid,352,602.03
U-003836,smb,459,189.44
U-003837,smb,401,249.78
U-003838,smb,72,190.56
U-003839,smb,557,237.99
U-003840,smb,166,321.72
U-003841,mid,327,410.2
U-003842,smb,295,315.46
U-003843,mid,306,523.41
U-003844,mid,221,786.26
U-003845,smb,366,267.56
U-003846,smb,219,294.33
U-003847,mid,77,583.48
U-003848,large,474,1580.81
U-003849,mid,329,496.03
U-003850,mid,199,756.07
U-003851,large,479,571.53
U-003852,large,558,1656.06
U-003853,large,46,2031.09
U-003854,large,232,1319.6
U-003855,large,336,2392.91
U-003856,smb,566,259.81
U-003857,smb,346,167.15
U-003858,smb,317,272.69
U-003859,mid,387,473.88
U-003860,large,100,2223.86
U-003861,smb,406,396.71
U-003862,smb,115,346.18
U-003863,smb,220,227.9
U-003864,smb,74,128.79
U-003865,smb,471,252.32
U-003866,smb,74,218.05
U-003867,mid,300,668.87
U-003868,smb,531,236.35
U-003869,mid,574,660.74
U-003870,smb,59,184.91
U-003871,smb,396,95.08
U-003872,large,174,946.87
U-003873,smb,362,219.56
U-003874,mid,9,816.91
U-003875,smb,512,216.51
U-003876,large,83,1208.08
U-003877,smb,162,300.1
U-003878,strategic,157,3368.74
U-003879,mid,391,687.42
U-003880,strategic,495,1923.25
U-003881,smb,328,249.14
U-003882,smb,363,163.29
U-003883,mid,396,655.91
U-003884,mid,298,740.9
U-003885,smb,414,225.47
U-003886,smb,61,351.74
U-003887,smb,493,188.38
U-003888,smb,153,195.38
U-003889,smb,204,207.36
U-003890,smb,465,231.87
U-003891,smb,400,206.84
U-003892,mid,97,517.89
U-003893,smb,511,182.71
U-003894,smb,380,199.14
U-003895,smb,139,270.67
U-003896,smb,435,204.38
U-003897,mid,519,625.31
U-003898,smb,153,317.07
U-003899,mid,532,805.24
U-003900,smb,209,271.42
U-003901,smb,134,157.11
U-003902,mid,148,758.87
U-003903,smb,548,211.35
U-003904,smb,222,176.57
U-003905,mid,339,778.62
U-003906,mid,538,589.34
U-003907,large,319,1554.16
U-003908,mid,143,521.01
U-003909,smb,569,232.34
U-003910,smb,485,266.88
U-003911,large,146,952.71
U-003912,smb,287,202.39
U-003913,mid,144,556.72
U-003914,large,356,751.19
U-003915,smb,80,163.59
U-003916,smb,56,188.86
U-003917,smb,265,185.32
U-003918,mid,252,456.35
U-003919,smb,201,304.64
U-003920,large,46,1784.29
U-003921,smb,17,271.57
U-003922,large,173,1802.73
U-003923,large,296,937.81
U-003924,smb,146,205.64
U-003925,smb,248,230.55
U-003926,smb,452,147.29
U-003927,mid,423,627.7
U-003928,strategic,549,4935.45
U-003929,smb,322,248.87
U-003930,smb,136,203.1
U-003931,large,313,1098.85
U-003932,mid,150,836.03
U-003933,smb,104,146.52
U-003934,smb,38,227.57
U-003935,smb,95,183.8
U-003936,mid,74,479.0
U-003937,smb,481,209.62
U-003938,smb,176,306.28
U-003939,smb,394,235.21
U-003940,mid,125,444.31
U-003941,large,398,1395.03
U-003942,smb,402,198.53
U-003943,smb,334,282.56
U-003944,large,438,1195.64
U-003945,mid,339,503.29
U-003946,mid,102,588.61
U-003947,mid,500,679.27
U-003948,smb,499,251.54
U-003949,smb,372,319.88
U-003950,strategic,404,3133.06
U-003951,smb,63,102.87
U-003952,smb,293,363.09
U-003953,smb,580,151.85
U-003954,mid,445,498.38
U-003955,smb,188,310.08
U-003956,smb,21,228.16
U-003957,large,523,1273.12
U-003958,mid,561,719.95
U-003959,smb,18,212.03
U-003960,smb,436,228.92
U-003961,smb,399,297.72
U-003962,mid,535,558.51
U-003963,smb,461,111.8
U-003964,smb,580,265.61
U-003965,large,65,1117.29
U-003966,smb,442,98.87
U-003967,smb,213,303.29
U-003968,mid,430,477.15
U-003969,mid,319,606.83
U-003970,smb,170,352.14
U-003971,large,418,1403.48
U-003972,mid,577,640.28
U-003973,smb,153,267.01
U-003974,mid,124,609.38
U-003975,smb,289,177.82
U-003976,smb,210,271.11
U-003977,smb,528,284.89
U-003978,smb,221,97.31
U-003979,smb,510,241.11
U-003980,large,192,1014.33
U-003981,smb,294,306.1
U-003982,smb,575,255.6
U-003983,mid,116,619.69
U-003984,smb,477,258.88
U-003985,mid,66,802.59
U-003986,smb,461,255.69
U-003987,large,485,1352.75
U-003988,smb,282,352.45
U-003989,large,202,954.95
U-003990,large,501,668.25
U-003991,smb,584,322.8
U-003992,mid,98,520.65
U-003993,smb,94,249.06
U-003994,smb,502,158.88
U-003995,large,488,770.26
U-003996,mid,422,537.09
U-003997,mid,88,840.55
U-003998,smb,171,277.37
U-003999,smb,427,307.9
U-004000,smb,253,206.14
U-004001,smb,242,266.17
U-004002,large,282,1111.09
U-004003,large,218,1460.64
U-004004,large,220,1765.54
U-004005,smb,97,178.71
U-004006,smb,31,233.38
U-004007,smb,465,409.8
U-004008,smb,57,150.75
U-004009,smb,236,247.37
U-004010,smb,91,230.69
U-004011,smb,517,180.29
U-004012,large,253,1538.66
U-004013,smb,539,224.07
U-004014,mid,309,623.85
U-004015,large,254,1134.54
U-004016,large,377,1093.06
U-004017,smb,503,166.37
U-004018,smb,160,274.26
U-004019,smb,212,224.93
U-004020,smb,260,134.97
U-004021,smb,38,191.59
U-004022,mid,133,803.62
U-004023,smb,182,154.89
U-004024,large,181,1256.17
U-004025,smb,337,406.42
U-004026,smb,390,234.33
U-004027,smb,593,239.99
U-004028,smb,564,259.85
U-004029,mid,38,460.88
U-004030,mid,122,584.99
U-004031,mid,194,746.02
U-004032,smb,316,132.66
U-004033,smb,142,310.67
U-004034,smb,105,182.6
U-004035,smb,316,109.49
U-004036,smb,255,231.05
U-004037,smb,264,245.82
U-004038,mid,511,558.73
U-004039,mid,245,802.72
U-004040,mid,364,763.61
U-004041,smb,34,214.12
U-004042,smb,87,249.89
U-004043,smb,328,386.31
U-004044,mid,110,384.61
U-004045,smb,563,216.13
U-004046,mid,414,567.2
U-004047,smb,149,146.31
U-004048,mid,515,587.58
U-004049,large,398,1195.54
U-004050,large,286,1781.11
U-004051,mid,481,277.06
U-004052,smb,217,270.13
U-004053,smb,442,210.94
U-004054,mid,597,484.66
U-004055,smb,303,185.64
U-004056,smb,228,158.78
U-004057,mid,506,770.8
U-004058,mid,511,692.37
U-004059,smb,518,238.92
U-004060,smb,66,337.6
U-004061,smb,164,274.64
U-004062,mid,437,485.34
U-004063,smb,569,230.85
U-004064,smb,343,235.21
U-004065,large,231,1984.75
U-004066,mid,109,475.31
U-004067,smb,499,146.86
U-004068,smb,208,226.96
U-004069,large,68,1673.11
U-004070,smb,286,287.47
U-004071,mid,589,718.02
U-004072,large,293,1440.81
U-004073,large,514,1527.93
U-004074,smb,28,242.48
U-004075,smb,414,263.51
U-004076,smb,222,184.58
U-004077,mid,581,713.97
U-004078,smb,540,294.75
U-004079,mid,479,584.2
U-004080,mid,558,553.55
U-004081,smb,565,176.13
U-004082,smb,569,289.15
U-004083,mid,358,532.58
U-004084,smb,511,371.67
U-004085,mid,167,451.53
U-004086,mid,462,696.49
U-004087,smb,176,235.04
U-004088,smb,525,336.69
U-004089,large,268,2050.96
U-004090,large,257,1000.43
U-004091,large,360,1068.24
U-004092,large,104,1366.37
U-004093,large,147,2262.22
U-004094,large,588,1073.02
U-004095,mid,556,567.35
U-004096,mid,375,729.73
U-004097,smb,88,407.94
U-004098,smb,419,337.25
U-004099,smb,125,175.43
U-004100,smb,427,93.5
U-004101,smb,70,81.5
U-004102,mid,103,644.21
U-004103,large,522,634.1
U-004104,smb,504,261.19
U-004105,smb,98,328.1
U-004106,mid,518,791.83
U-004107,smb,16,311.68
U-004108,mid,1,579.86
U-004109,smb,175,274.62
U-004110,smb,551,290.49
U-004111,smb,318,320.72
U-004112,smb,130,256.39
U-004113,smb,53,124.5
U-004114,large,236,1302.23
U-004115,large,558,2401.49
U-004116,smb,433,208.6
U-004117,smb,333,343.84
U-004118,large,91,1299.18
U-004119,smb,195,254.25
U-004120,smb,342,233.65
U-004121,smb,353,254.58
U-004122,smb,512,176.49
U-004123,smb,406,224.36
U-004124,smb,481,240.44
U-004125,smb,395,352.72
U-004126,mid,211,793.01
U-004127,large,137,1422.39
U-004128,mid,461,561.45
U-004129,smb,184,347.88
U-004130,mid,281,461.36
U-004131,smb,533,291.61
U-004132,strategic,87,5437.15
U-004133,smb,414,146.9
U-004134,large,330,1491.01
U-004135,smb,370,307.9
U-004136,smb,264,296.52
U-004137,smb,485,306.35
U-004138,smb,268,382.88
U-004139,mid,258,435.27
U-004140,smb,354,224.14
U-004141,mid,53,551.98
U-004142,smb,573,187.63
U-004143,large,570,2009.32
U-004144,large,111,1288.21
U-004145,large,163,1747.84
U-004146,smb,232,298.36
U-004147,smb,396,180.64
U-004148,smb,278,318.46
U-004149,mid,382,501.1
U-004150,smb,366,133.92
U-004151,smb,473,279.67
U-004152,mid,10,364.38
U-004153,smb,154,138.28
U-004154,mid,284,702.9
U-004155,mid,456,504.11
U-004156,large,143,2055.31
U-004157,mid,494,736.52
U-004158,large,18,1683.07
U-004159,smb,122,160.24
U-004160,smb,280,86.37
U-004161,smb,258,160.75
U-004162,mid,488,743.49
U-004163,smb,16,303.18
U-004164,smb,276,253.14
U-004165,mid,492,447.99
U-004166,large,444,1407.21
U-004167,smb,597,237.82
U-004168,smb,531,297.5
U-004169,smb,323,295.13
U-004170,smb,539,120.39
U-004171,large,149,1502.91
U-004172,mid,378,787.77
U-004173,large,513,1530.15
U-004174,smb,87,298.46
U-004175,smb,477,143.28
U-004176,mid,203,683.57
U-004177,smb,421,9.41
U-004178,smb,485,145.88
U-004179,large,58,1783.34
U-004180,smb,94,200.45
U-004181,large,313,537.9
U-004182,large,180,1499.18
U-004183,smb,586,204.57
U-004184,smb,544,274.59
U-004185,mid,432,602.32
U-004186,smb,15,107.56
U-004187,mid,380,627.11
U-004188,smb,389,135.09
U-004189,smb,342,388.34
U-004190,large,369,1879.61
U-004191,smb,248,130.02
U-004192,smb,533,404.48
U-004193,smb,567,200.8
U-004194,smb,70,160.06
U-004195,large,406,1699.91
U-004196,mid,45,590.59
U-004197,large,12,484.93
U-004198,smb,73,239.18
U-004199,smb,580,266.41
U-004200,mid,177,549.47
U-004201,large,50,1015.14
U-004202,smb,337,359.42
U-004203,mid,520,811.91
U-004204,mid,455,500.95
U-004205,smb,507,158.73
U-004206,smb,9,218.78
U-004207,smb,289,329.64
U-004208,smb,255,206.06
U-004209,smb,474,96.13
U-004210,smb,441,60.34
U-004211,smb,248,362.54
U-004212,smb,549,280.91
U-004213,mid,373,816.73
U-004214,mid,174,702.2
U-004215,smb,243,188.41
U-004216,smb,79,351.14
U-004217,smb,261,304.28
U-004218,smb,163,356.07
U-004219,strategic,554,2320.98
U-004220,large,573,1228.34
U-004221,smb,253,198.68
U-004222,smb,470,179.25
U-004223,smb,101,412.71
U-004224,large,217,1364.71
U-004225,smb,170,222.57
U-004226,mid,8,431.13
U-004227,mid,223,705.58
U-004228,large,502,1606.56
U-004229,smb,540,226.48
U-004230,mid,163,664.23
U-004231,smb,57,219.47
U-004232,smb,562,178.79
U-004233,mid,166,548.14
U-004234,smb,425,245.39
U-004235,smb,143,134.89
U-004236,smb,332,277.36
U-004237,smb,16,108.93
U-004238,smb,420,272.98
U-004239,smb,89,217.62
U-004240,smb,89,294.23
U-004241,large,424,1066.3
U-004242,large,33,1327.38
U-004243,smb,226,355.14
U-004244,large,180,1018.28
U-004245,smb,413,318.92
U-004246,smb,433,178.06
U-004247,mid,140,679.05
U-004248,smb,226,407.4
U-004249,smb,353,218.42
U-004250,smb,100,318.8
U-004251,smb,215,192.48
U-004252,mid,292,860.9
U-004253,mid,543,533.21
U-004254,mid,476,848.09
U-004255,smb,452,244.11
U-004256,smb,523,207.21
U-004257,mid,572,724.54
U-004258,smb,466,303.99
U-004259,large,442,1032.33
U-004260,mid,90,771.39
U-004261,smb,59,318.3
U-004262,smb,530,333.0
U-004263,smb,330,206.61
U-004264,smb,544,261.78
U-004265,mid,50,455.06
U-004266,large,455,1289.81
U-004267,mid,229,567.48
U-004268,large,78,815.8
U-004269,smb,60,161.09
U-004270,smb,295,123.09
U-004271,smb,419,309.69
U-004272,smb,498,242.72
U-004273,smb,346,203.88
U-004274,smb,574,228.81
U-004275,smb,294,371.71
U-004276,smb,288,274.99
U-004277,smb,457,377.99
U-004278,large,520,1791.24
U-004279,mid,53,546.1
U-004280,strategic,287,3885.59
U-004281,smb,76,237.81
U-004282,smb,534,289.38
U-004283,large,335,1580.76
U-004284,smb,388,211.37
U-004285,mid,1,490.69
U-004286,smb,520,154.74
U-004287,smb,182,193.05
U-004288,smb,412,191.08
U-004289,mid,220,873.86
U-004290,smb,203,237.04
U-004291,smb,315,164.34
U-004292,smb,195,235.34
U-004293,mid,270,781.37
U-004294,large,45,1116.56
U-004295,smb,496,344.17
U-004296,smb,508,212.37
U-004297,smb,92,198.37
U-004298,large,469,1912.94
U-004299,smb,269,178.85
U-004300,smb,482,33.6
U-004301,mid,420,727.51
U-004302,large,383,1281.65
U-004303,mid,30,502.28
U-004304,smb,346,371.29
U-004305,smb,62,221.68
U-004306,large,222,1241.92
U-004307,smb,75,258.86
U-004308,large,457,1148.41
U-004309,smb,494,213.4
U-004310,strategic,86,3983.56
U-004311,smb,549,173.55
U-004312,smb,28,306.79
U-004313,smb,175,283.32
U-004314,smb,398,331.54
U-004315,smb,8,295.04
U-004316,mid,337,487.34
U-004317,smb,367,168.75
U-004318,mid,400,699.31
U-004319,mid,472,518.71
U-004320,smb,107,252.34
U-004321,smb,575,150.25
U-004322,smb,25,274.54
U-004323,mid,149,496.28
U-004324,smb,190,134.32
U-004325,smb,149,220.29
U-004326,smb,185,229.2
U-004327,smb,424,151.58
U-004328,mid,538,589.38
U-004329,mid,545,908.02
U-004330,smb,290,236.94
U-004331,smb,481,222.41
U-004332,smb,424,209.92
U-004333,smb,233,213.67
U-004334,mid,283,984.65
U-004335,smb,434,280.76
U-004336,mid,28,645.51
U-004337,mid,83,382.9
U-004338,smb,406,226.14
U-004339,smb,425,375.36
U-004340,mid,30,741.05
U-004341,mid,464,456.19
U-004342,mid,53,730.63
U-004343,mid,1,533.28
U-004344,mid,415,756.94
U-004345,strategic,184,4274.48
U-004346,mid,361,483.39
U-004347,smb,110,469.92
U-004348,mid,303,717.19
U-004349,smb,46,119.47
U-004350,smb,498,250.9
U-004351,strategic,190,3986.78
U-004352,mid,198,552.68
U-004353,smb,427,245.24
U-004354,mid,264,580.9
U-004355,smb,478,281.96
U-004356,smb,540,235.23
U-004357,large,236,1761.52
U-004358,smb,120,130.01
U-004359,smb,193,176.13
U-004360,large,163,1808.09
U-004361,smb,49,175.9
U-004362,smb,228,229.21
U-004363,smb,435,129.65
U-004364,smb,403,202.52
U-004365,mid,351,767.02
U-004366,smb,535,206.54
U-004367,smb,27,336.71
U-004368,mid,244,888.11
U-004369,smb,158,288.93
U-004370,smb,80,255.95
U-004371,large,569,1087.9
U-004372,mid,313,827.43
U-004373,smb,67,226.04
U-004374,mid,397,465.37
U-004375,smb,520,202.76
U-004376,mid,149,707.1
U-004377,mid,183,520.78
U-004378,smb,451,317.04
U-004379,smb,99,247.66
U-004380,smb,340,356.59
U-004381,smb,222,248.84
U-004382,mid,417,676.53
U-004383,large,228,1367.98
U-004384,smb,180,332.3
U-004385,smb,556,300.73
U-004386,smb,592,172.52
U-004387,smb,443,276.67
U-004388,mid,459,462.38
U-004389,smb,178,308.54
U-004390,smb,502,289.89
U-004391,mid,577,604.92
U-004392,smb,557,183.84
U-004393,smb,163,218.85
U-004394,large,170,1849.76
U-004395,large,205,1764.17
U-004396,large,424,1416.22
U-004397,smb,207,143.23
U-004398,smb,274,298.16
U-004399,smb,297,170.23
U-004400,mid,464,604.8
U-004401,mid,426,718.07
U-004402,smb,292,137.43
U-004403,smb,591,224.66
U-004404,smb,132,221.62
U-004405,large,104,1317.04
U-004406,smb,225,220.79
U-004407,smb,71,268.56
U-004408,large,12,1432.14
U-004409,smb,305,286.44
U-004410,mid,410,696.84
U-004411,mid,563,475.42
U-004412,large,514,1442.01
U-004413,smb,95,141.7
U-004414,smb,1,182.91
U-004415,smb,349,337.67
U-004416,smb,112,188.94
U-004417,smb,274,165.01
U-004418,large,493,976.52
U-004419,smb,239,68.88
U-004420,smb,124,229.23
U-004421,smb,190,217.27
U-004422,smb,130,257.65
U-004423,mid,68,762.82
U-004424,large,365,1899.72
U-004425,smb,442,200.43
U-004426,smb,592,244.99
U-004427,mid,135,488.78
U-004428,smb,454,150.69
U-004429,mid,33,254.72
U-004430,smb,87,276.33
U-004431,smb,91,168.3
U-004432,smb,296,194.73
U-004433,mid,308,649.85
U-004434,smb,351,301.48
U-004435,large,227,1115.84
U-004436,smb,201,371.45
U-004437,large,84,1405.21
U-004438,mid,148,362.63
U-004439,smb,579,209.14
U-004440,smb,174,235.3
U-004441,smb,229,380.48
U-004442,smb,498,190.07
U-004443,mid,5,623.11
U-004444,smb,483,232.6
U-004445,mid,416,558.39
U-004446,large,198,1330.94
U-004447,smb,48,276.35
U-004448,large,141,1360.44
U-004449,smb,292,161.11
U-004450,mid,529,968.72
U-004451,smb,203,295.73
U-004452,mid,23,500.14
U-004453,smb,383,164.26
U-004454,mid,245,645.38
U-004455,mid,571,614.62
U-004456,smb,68,279.26
U-004457,smb,589,228.49
U-004458,smb,412,264.73
U-004459,smb,505,308.17
U-004460,smb,479,238.0
U-004461,smb,411,180.59
U-004462,smb,574,240.59
U-004463,smb,182,142.36
U-004464,mid,13,527.37
U-004465,smb,259,284.53
U-004466,mid,210,518.08
U-004467,smb,46,288.68
U-004468,mid,51,576.29
U-004469,smb,494,331.87
U-004470,smb,382,337.52
U-004471,smb,457,218.07
U-004472,strategic,86,6117.76
U-004473,smb,293,211.23
U-004474,smb,246,431.01
U-004475,strategic,150,677.99
U-004476,smb,207,208.48
U-004477,smb,114,207.1
U-004478,smb,137,286.85
U-004479,smb,574,171.09
U-004480,mid,297,444.78
U-004481,smb,481,298.36
U-004482,smb,201,244.65
U-004483,smb,273,332.59
U-004484,smb,410,278.67
U-004485,large,476,1643.13
U-004486,smb,577,97.95
U-004487,smb,11,374.15
U-004488,smb,435,215.26
U-004489,mid,135,865.3
U-004490,large,580,1835.94
U-004491,mid,57,534.69
U-004492,smb,19,188.21
U-004493,mid,512,537.65
U-004494,smb,586,256.28
U-004495,smb,570,160.99
U-004496,smb,382,301.79
U-004497,smb,554,279.01
U-004498,smb,172,306.13
U-004499,smb,466,334.83
U-004500,smb,118,316.33
U-004501,mid,20,536.25
U-004502,smb,443,250.92
U-004503,mid,222,406.99
U-004504,smb,378,244.97
U-004505,smb,3,415.06
U-004506,mid,312,841.79
U-004507,smb,366,152.06
U-004508,mid,413,691.96
U-004509,mid,451,438.28
U-004510,smb,251,257.14
U-004511,mid,122,485.41
U-004512,mid,115,262.75
U-004513,smb,291,263.45
U-004514,mid,4,378.45
U-004515,smb,118,259.51
U-004516,smb,148,365.9
U-004517,mid,188,617.57
U-004518,large,438,2069.58
U-004519,mid,266,595.82
U-004520,smb,229,213.82
U-004521,large,239,1597.04
U-004522,smb,455,133.0
U-004523,smb,368,152.13
U-004524,smb,420,242.16
U-004525,mid,386,330.45
U-004526,large,566,1201.49
U-004527,smb,289,293.64
U-004528,mid,394,719.72
U-004529,large,135,1172.4
U-004530,mid,345,633.68
U-004531,smb,82,190.8
U-004532,mid,360,553.16
U-004533,smb,262,301.97
U-004534,large,217,1540.45
U-004535,large,484,947.99
U-004536,large,563,1611.59
U-004537,smb,273,173.62
U-004538,smb,150,129.89
U-004539,smb,243,202.69
U-004540,mid,264,405.4
U-004541,smb,425,248.63
U-004542,smb,268,185.75
U-004543,mid,199,633.76
U-004544,smb,217,206.0
U-004545,smb,244,183.37
U-004546,mid,335,494.29
U-004547,smb,295,111.76
U-004548,smb,572,395.29
U-004549,smb,365,238.46
U-004550,mid,331,672.79
U-004551,mid,110,816.77
U-004552,mid,367,370.34
U-004553,smb,520,312.11
U-004554,large,599,1742.62
U-004555,smb,206,329.18
U-004556,large,27,1319.84
U-004557,smb,259,204.46
U-004558,large,597,1360.88
U-004559,mid,86,754.3
U-004560,mid,14,568.47
U-004561,large,32,731.99
U-004562,mid,343,603.1
U-004563,large,372,1365.76
U-004564,smb,109,253.74
U-004565,smb,112,304.67
U-004566,smb,86,437.62
U-004567,smb,200,160.53
U-004568,smb,425,176.67
U-004569,smb,538,355.4
U-004570,smb,85,312.57
U-004571,smb,521,214.25
U-004572,mid,46,567.15
U-004573,smb,165,270.31
U-004574,large,551,715.05
U-004575,smb,253,360.35
U-004576,smb,528,126.17
U-004577,mid,557,541.4
U-004578,large,193,1663.06
U-004579,smb,470,128.01
U-004580,large,32,627.33
U-004581,smb,125,263.02
U-004582,mid,161,740.54
U-004583,mid,51,309.57
U-004584,mid,104,744.54
U-004585,smb,18,306.33
U-004586,smb,534,208.51
U-004587,smb,95,185.0
U-004588,smb,503,305.5
U-004589,mid,563,717.85
U-004590,mid,526,695.31
U-004591,large,45,1592.28
U-004592,smb,366,178.72
U-004593,mid,11,534.56
U-004594,smb,360,195.15
U-004595,smb,563,219.71
U-004596,smb,293,265.0
U-004597,smb,342,302.02
U-004598,smb,550,201.07
U-004599,smb,533,359.93
U-004600,mid,331,724.55
U-004601,strategic,359,6153.85
U-004602,mid,534,244.65
U-004603,smb,484,250.79
U-004604,smb,153,311.46
U-004605,smb,442,165.75
U-004606,smb,297,171.72
U-004607,smb,533,308.96
U-004608,mid,588,839.66
U-004609,mid,29,571.87
U-004610,smb,132,342.39
U-004611,mid,242,449.63
U-004612,mid,588,687.86
U-004613,large,571,2304.24
U-004614,large,548,1340.05
U-004615,large,177,1687.31
U-004616,smb,210,353.72
U-004617,large,124,1903.65
U-004618,smb,467,171.42
U-004619,smb,487,279.07
U-004620,smb,240,98.69
U-004621,mid,470,805.88
U-004622,smb,481,127.76
U-004623,mid,192,619.5
U-004624,mid,546,574.36
U-004625,smb,354,165.75
U-004626,mid,25,737.81
U-004627,large,375,1257.48
U-004628,smb,382,326.13
U-004629,smb,401,228.19
U-004630,mid,172,474.56
U-004631,smb,421,333.95
U-004632,strategic,213,2443.83
U-004633,large,598,1298.03
U-004634,smb,310,199.47
U-004635,large,290,1989.97
U-004636,mid,495,468.15
U-004637,smb,10,252.99
U-004638,mid,597,491.09
U-004639,mid,551,713.64
U-004640,smb,43,191.09
U-004641,smb,450,287.39
U-004642,smb,328,210.01
U-004643,smb,403,290.53
U-004644,mid,187,567.2
U-004645,mid,326,562.77
U-004646,strategic,593,3704.76
U-004647,mid,524,319.12
U-004648,strategic,359,4776.26
U-004649,smb,569,313.79
U-004650,smb,136,198.2
U-004651,smb,558,186.96
U-004652,mid,488,790.27
U-004653,smb,197,294.13
U-004654,mid,405,486.91
U-004655,smb,253,228.23
U-004656,smb,432,122.65
U-004657,smb,520,309.83
U-004658,smb,228,113.98
U-004659,mid,527,457.51
U-004660,smb,572,357.99
U-004661,large,251,1513.67
U-004662,smb,575,295.01
U-004663,smb,499,228.74
U-004664,smb,564,269.12
U-004665,smb,496,300.56
U-004666,smb,347,252.73
U-004667,mid,265,894.39
U-004668,large,126,2063.03
U-004669,mid,518,708.25
U-004670,mid,307,604.89
U-004671,large,238,758.71
U-004672,mid,416,645.73
U-004673,smb,143,343.69
U-004674,smb,437,305.22
U-004675,smb,208,174.31
U-004676,mid,507,432.74
U-004677,smb,263,229.95
U-004678,mid,287,541.57
U-004679,mid,184,734.88
U-004680,smb,205,267.27
U-004681,mid,508,624.75
U-004682,mid,390,612.92
U-004683,smb,379,171.41
U-004684,mid,394,628.94
U-004685,smb,574,121.35
U-004686,mid,387,498.12
U-004687,mid,208,361.14
U-004688,smb,91,194.71
U-004689,smb,266,327.52
U-004690,smb,228,160.33
U-004691,smb,597,198.01
U-004692,smb,250,147.61
U-004693,mid,91,665.22
U-004694,smb,69,268.51
U-004695,smb,38,195.23
U-004696,smb,373,302.38
U-004697,smb,113,190.0
U-004698,mid,153,766.59
U-004699,smb,386,277.61
U-004700,mid,592,370.83
U-004701,mid,24,476.49
U-004702,large,577,1887.68
U-004703,smb,1,262.36
U-004704,smb,13,232.6
U-004705,smb,280,252.02
U-004706,smb,208,176.67
U-004707,smb,355,296.24
U-004708,smb,311,197.14
U-004709,smb,486,151.2
U-004710,smb,489,194.56
U-004711,mid,570,366.95
U-004712,smb,73,228.58
U-004713,smb,562,325.39
U-004714,smb,564,346.08
U-004715,smb,532,305.04
U-004716,mid,413,536.07
U-004717,smb,507,269.25
U-004718,mid,308,724.26
U-004719,large,234,1295.74
U-004720,smb,298,282.64
U-004721,smb,204,257.02
U-004722,smb,413,244.73
U-004723,mid,124,601.58
U-004724,smb,103,252.42
U-004725,smb,238,230.47
U-004726,smb,63,166.83
U-004727,large,551,1636.23
U-004728,smb,79,367.25
U-004729,mid,89,219.17
U-004730,smb,198,271.15
U-004731,smb,473,447.17
U-004732,smb,17,358.55
U-004733,mid,37,824.11
U-004734,mid,137,458.07
U-004735,smb,199,389.55
U-004736,smb,409,378.63
U-004737,mid,451,520.72
U-004738,smb,308,425.28
U-004739,mid,291,942.27
U-004740,smb,586,272.13
U-004741,mid,499,698.15
U-004742,smb,296,353.4
U-004743,smb,594,246.63
U-004744,smb,524,157.25
U-004745,large,222,1768.22
U-004746,smb,541,306.17
U-004747,mid,21,718.56
U-004748,smb,202,181.9
U-004749,mid,585,547.8
U-004750,mid,513,473.95
U-004751,smb,287,197.63
U-004752,smb,243,182.92
U-004753,mid,571,552.88
U-004754,mid,429,586.63
U-004755,smb,156,213.67
U-004756,smb,204,262.88
U-004757,smb,258,187.32
U-004758,large,531,2049.9
U-004759,smb,438,147.8
U-004760,smb,29,265.99
U-004761,smb,543,323.14
U-004762,smb,236,301.77
U-004763,mid,176,847.01
U-004764,smb,571,83.66
U-004765,smb,472,161.07
U-004766,smb,571,329.68
U-004767,mid,117,382.43
U-004768,mid,327,721.89
U-004769,smb,514,289.4
U-004770,smb,125,329.28
U-004771,smb,206,279.79
U-004772,smb,553,157.03
U-004773,smb,173,275.29
U-004774,large,403,1104.03
U-004775,large,2,2547.24
U-004776,smb,176,275.89
U-004777,smb,503,222.23
U-004778,smb,391,345.63
U-004779,mid,14,491.74
U-004780,strategic,103,4891.3
U-004781,smb,115,236.37
U-004782,smb,463,202.43
U-004783,large,196,2267.02
U-004784,smb,580,291.03
U-004785,large,568,1625.63
U-004786,mid,162,554.82
U-004787,mid,214,638.8
U-004788,strategic,21,4346.57
U-004789,smb,409,277.97
U-004790,smb,46,138.46
U-004791,smb,280,128.95
U-004792,mid,236,491.89
U-004793,mid,240,645.31
U-004794,smb,452,334.67
U-004795,smb,159,252.19
U-004796,smb,162,207.12
U-004797,smb,576,223.49
U-004798,smb,485,304.77
U-004799,smb,450,96.03
U-004800,mid,139,359.54
U-004801,mid,452,563.79
U-004802,smb,424,335.49
U-004803,mid,432,654.19
U-004804,smb,58,284.78
U-004805,strategic,570,4983.13
U-004806,smb,128,230.23
U-004807,smb,450,183.84
U-004808,smb,230,460.68
