account_ref,plan,support_tier,theme,tenure_months,monthly_spend,sessions_week,churned
105967,basic,dedicated,dark,17.3,594.41,10.17,0
104577,basic,priority,light,14.0,494.53,6.81,0
103635,pro,none,dark,17.6,578.33,6.36,0
107187,basic,dedicated,light,22.4,593.53,3.25,1
101107,pro,none,light,16.5,542.06,11.38,0
106836,basic,none,light,36.3,946.72,6.86,0
103140,enterprise,none,dark,26.9,707.64,8.22,0
100520,pro,dedicated,light,27.8,796.31,11.85,0
105490,pro,none,light,31.0,916.91,10.01,0
103332,enterprise,email,dark,18.3,658.61,12.85,0
106514,basic,none,light,28.6,854.42,10.45,0
110291,basic,priority,light,16.9,762.28,2.09,1
100868,basic,email,light,20.2,683.68,8.95,0
110771,enterprise,none,dark,26.4,856.97,13.2,0
110057,basic,email,light,15.5,567.17,4.9,1
109799,pro,none,dark,18.1,437.56,11.61,0
103415,basic,email,dark,36.3,984.43,3.2,1
109164,pro,email,light,7.1,422.47,14.05,0
100183,basic,priority,light,13.1,540.4,11.89,0
107842,basic,none,dark,23.1,754.07,13.0,1
106106,pro,priority,dark,11.3,420.47,12.79,0
100414,pro,none,light,19.7,772.41,1.82,1
100361,enterprise,email,light,9.2,557.08,16.5,0
102094,basic,none,dark,16.1,739.59,10.95,1
110890,basic,none,dark,23.3,987.67,11.34,0
109618,pro,priority,light,31.1,787.27,7.83,0
111417,pro,none,light,18.5,599.54,4.94,1
103225,pro,dedicated,dark,2.6,264.06,10.74,0
104643,pro,email,dark,24.0,617.46,9.51,0
108126,basic,none,dark,0.1,195.72,9.0,1
100168,basic,none,light,30.1,695.28,6.61,1
109600,basic,priority,light,16.8,630.35,4.08,1
100187,enterprise,email,dark,17.9,678.5,15.85,0
106994,pro,priority,light,18.0,516.85,13.66,0
109107,pro,email,light,36.9,923.87,8.49,0
105261,enterprise,email,light,5.7,265.24,8.82,0
103533,basic,none,dark,24.7,758.66,11.68,0
103108,pro,none,light,21.2,765.75,10.16,0
103903,basic,none,light,13.4,601.3,13.92,0
109437,pro,none,light,23.5,691.24,14.72,0
100695,enterprise,email,light,19.4,612.43,15.85,0
106521,pro,none,dark,17.2,608.91,13.4,1
102726,basic,email,light,45.2,1221.14,12.06,0
107218,basic,none,light,24.9,656.55,10.51,0
107746,pro,email,dark,16.1,415.0,9.5,0
104393,pro,email,light,16.5,793.86,11.09,0
106970,enterprise,email,dark,22.1,618.31,8.73,0
106565,pro,none,dark,19.5,791.57,8.29,0
103590,pro,none,light,10.7,501.76,8.51,0
103591,basic,none,light,10.1,585.15,7.76,1
108854,basic,email,dark,10.3,428.92,11.88,0
101247,pro,none,light,23.0,636.63,10.39,0
100350,basic,dedicated,dark,23.3,780.33,10.95,1
111247,enterprise,none,dark,29.7,1003.08,5.14,1
109234,pro,none,light,22.2,556.65,9.77,0
106873,basic,email,dark,10.0,540.27,9.13,0
110872,pro,email,light,17.8,913.86,10.82,0
102419,basic,priority,dark,32.1,932.36,9.54,0
104767,basic,none,light,6.0,327.33,4.15,1
104140,pro,email,dark,19.1,688.32,8.25,0
109531,basic,none,light,22.5,681.31,12.72,0
111595,basic,priority,dark,18.3,782.34,13.35,0
105426,pro,none,dark,10.0,471.5,6.47,1
108602,basic,email,dark,12.2,407.62,12.09,0
111211,enterprise,email,dark,22.4,717.75,12.64,0
100514,pro,none,light,16.5,691.5,10.26,0
101423,basic,email,dark,16.2,397.9,3.94,1
106034,basic,none,dark,18.7,591.93,12.15,0
103568,pro,dedicated,light,16.9,667.1,11.33,0
104962,enterprise,dedicated,dark,23.5,708.75,2.47,1
103558,pro,dedicated,dark,25.1,762.71,5.82,1
100940,enterprise,email,light,27.3,960.07,15.48,0
109696,basic,none,dark,15.7,501.35,12.3,1
108937,basic,none,dark,16.7,556.62,9.88,0
106225,basic,none,light,15.2,485.36,12.8,0
111256,basic,priority,dark,19.1,885.98,3.22,1
107782,basic,none,dark,22.9,760.08,8.71,1
109553,pro,none,dark,28.5,797.67,15.31,0
101043,basic,none,light,15.8,693.76,6.89,0
106542,enterprise,email,light,21.0,630.54,11.61,0
102923,basic,email,dark,26.4,769.72,8.01,1
101496,basic,none,dark,33.4,861.23,4.13,1
105014,basic,email,dark,33.0,976.06,12.53,1
104519,basic,none,dark,4.7,376.33,9.1,0
101133,enterprise,priority,light,5.0,409.89,10.96,0
106498,enterprise,none,dark,27.5,722.99,13.19,0
108951,basic,email,dark,10.1,597.08,5.0,1
108648,basic,priority,dark,24.3,725.45,16.1,0
104721,pro,email,light,22.0,752.97,13.6,0
107325,basic,dedicated,dark,26.9,645.47,14.59,0
111791,basic,email,light,14.5,680.35,9.88,0
106206,pro,none,light,16.8,651.09,11.49,0
101694,enterprise,none,dark,30.1,1032.51,12.14,0
108154,enterprise,email,dark,15.8,654.8,13.71,0
104705,enterprise,dedicated,light,32.7,1104.28,10.27,0
110928,pro,none,dark,21.3,754.99,9.99,0
104419,pro,priority,dark,15.4,313.14,10.23,1
102034,basic,none,light,24.3,765.52,1.14,1
110132,pro,none,light,9.2,403.35,14.1,0
100025,enterprise,email,light,25.5,921.23,16.84,0
108014,pro,email,dark,10.5,326.96,2.5,1
102790,basic,email,dark,4.5,264.22,9.71,0
107764,basic,none,dark,17.8,606.64,9.24,0
103269,basic,none,dark,6.1,479.08,14.69,0
108719,basic,none,light,25.4,784.41,10.42,0
103233,pro,none,dark,0.1,299.16,7.19,1
110653,basic,dedicated,light,28.6,704.83,5.82,1
106964,enterprise,email,light,30.7,863.12,8.27,0
110745,enterprise,email,dark,19.5,618.18,10.08,0
106467,pro,none,light,18.4,464.1,9.41,0
104262,basic,none,dark,24.4,736.66,8.31,0
102814,pro,none,light,9.8,603.9,2.01,1
109127,pro,none,dark,23.1,881.31,10.41,0
104085,enterprise,email,dark,25.0,921.76,10.77,0
103776,pro,dedicated,light,14.2,672.9,1.57,1
100772,basic,dedicated,dark,21.5,721.16,6.04,0
105946,enterprise,none,dark,9.9,581.15,8.47,0
104079,basic,none,light,8.0,561.44,9.8,1
110799,pro,priority,dark,15.0,480.24,9.84,0
102274,basic,none,dark,9.3,482.14,10.56,1
101401,pro,none,light,25.6,670.25,9.89,1
103128,basic,priority,dark,4.1,352.52,2.45,1
103268,enterprise,none,light,16.0,501.82,9.86,0
107515,basic,email,light,11.7,670.81,11.8,0
105832,basic,none,dark,28.7,754.07,8.65,1
107274,pro,priority,dark,16.0,365.51,8.05,0
109756,pro,none,light,21.0,636.95,11.75,0
100489,pro,email,light,8.7,400.0,17.13,0
104107,basic,dedicated,dark,17.1,530.18,3.5,0
111547,basic,email,dark,11.2,500.65,12.27,1
105196,pro,email,dark,20.2,703.02,17.07,0
108722,basic,none,dark,22.1,791.55,4.62,0
110456,enterprise,none,dark,23.9,918.79,5.34,0
102108,pro,email,dark,16.1,504.39,5.39,0
111738,basic,none,dark,15.6,712.85,9.81,0
111271,basic,dedicated,light,20.3,345.97,9.89,0
107445,basic,none,light,20.1,590.31,7.89,1
101914,basic,priority,light,7.6,540.0,11.95,0
102794,basic,none,light,10.7,510.27,10.25,1
108898,pro,none,dark,25.8,780.78,10.2,0
100613,enterprise,none,dark,18.5,652.85,14.68,0
108959,basic,email,light,21.5,666.85,11.14,0
105881,basic,none,dark,26.1,933.39,8.59,0
109628,pro,none,dark,26.4,866.47,6.4,0
103832,enterprise,none,light,22.8,838.35,12.16,0
109748,basic,none,light,30.5,878.04,13.08,0
103991,basic,priority,light,13.9,675.32,11.75,0
105639,pro,priority,dark,25.3,897.32,5.66,0
106285,pro,none,light,9.1,488.72,6.57,1
104653,pro,none,light,8.9,486.76,10.75,1
100005,basic,email,light,31.5,926.53,5.03,1
109153,basic,priority,light,27.2,879.73,9.16,0
102163,basic,none,light,26.9,830.74,11.3,1
101516,pro,none,light,3.7,397.53,8.94,0
107955,pro,priority,dark,31.9,895.47,6.95,1
105432,pro,dedicated,dark,17.3,560.93,15.8,0
108450,enterprise,none,dark,2.8,367.29,10.47,0
101132,pro,priority,light,13.1,476.7,12.72,0
110058,basic,none,light,19.9,710.21,7.11,0
101418,basic,dedicated,dark,26.7,854.23,8.94,0
107212,basic,priority,light,24.5,804.1,14.9,0
102119,enterprise,priority,dark,20.7,776.16,13.28,0
104842,enterprise,priority,dark,16.6,321.88,14.45,0
106154,pro,email,dark,24.4,711.31,9.34,0
107703,basic,none,light,38.0,1178.47,13.4,0
104464,enterprise,dedicated,dark,24.2,776.83,10.55,0
101691,basic,none,dark,5.7,289.67,8.39,1
108997,basic,none,dark,11.1,303.47,11.44,0
111510,basic,dedicated,dark,9.7,607.16,6.74,1
104327,pro,email,dark,29.7,874.07,9.89,0
105952,pro,email,light,28.6,695.54,4.67,1
109917,basic,email,light,8.7,512.8,0.67,1
107009,basic,dedicated,dark,19.3,697.86,13.76,0
107671,enterprise,email,light,12.0,492.22,13.84,0
108721,basic,none,light,5.9,554.74,12.2,0
111128,basic,priority,light,24.4,654.87,13.92,0
100310,basic,email,dark,12.1,406.31,8.69,0
100512,pro,none,light,22.8,640.89,10.69,0
108947,pro,email,dark,26.8,793.99,14.31,0
109117,pro,priority,light,16.5,613.03,8.11,0
109272,basic,email,light,26.2,695.37,8.33,1
105637,basic,none,light,17.9,770.16,6.72,1
100236,basic,none,dark,15.4,362.6,16.27,0
110701,basic,priority,dark,14.1,631.42,11.73,0
105382,basic,none,light,14.1,682.11,7.13,1
103519,basic,email,light,12.6,403.09,11.25,1
110103,basic,email,light,26.1,629.65,10.35,0
102948,pro,priority,dark,24.9,780.93,7.73,0
105805,basic,email,dark,25.4,838.95,13.84,1
101910,basic,none,light,6.2,291.52,6.71,1
111286,pro,none,light,0.1,103.73,10.25,1
102513,basic,none,light,18.7,688.88,7.05,1
103098,basic,email,dark,31.1,734.32,7.3,1
109756,pro,none,light,20.5,684.02,8.57,0
109839,basic,none,dark,24.8,727.09,11.02,0
102928,basic,email,light,30.1,948.18,10.58,0
102005,pro,dedicated,dark,12.4,586.52,10.21,0
100303,pro,email,dark,0.1,209.39,10.55,1
106182,basic,dedicated,light,9.9,418.0,9.76,0
100912,basic,email,light,21.4,802.32,7.28,0
104111,basic,dedicated,dark,15.0,547.47,9.24,1
102943,enterprise,email,light,23.0,736.07,12.9,0
108844,enterprise,email,dark,13.7,386.8,2.4,0
103997,basic,email,dark,9.8,499.13,10.84,0
100463,enterprise,none,dark,14.0,414.22,10.64,0
102592,basic,priority,light,5.6,353.35,4.39,1
108266,basic,none,light,20.9,735.27,10.52,0
101831,pro,none,light,16.2,802.88,11.85,0
101638,basic,none,light,33.1,846.1,2.6,0
101989,basic,priority,light,30.5,959.04,15.3,0
101076,basic,none,light,30.6,888.54,5.27,1
103645,basic,none,light,20.1,697.79,5.99,0
106336,basic,none,dark,20.5,631.69,14.99,0
108094,pro,priority,light,26.1,783.42,9.2,0
100922,basic,priority,dark,0.1,253.64,7.79,1
106355,pro,dedicated,dark,29.3,659.75,9.62,0
110997,enterprise,priority,dark,19.9,704.82,12.06,0
103943,enterprise,none,dark,15.4,716.95,10.91,0
102607,basic,priority,dark,19.2,578.12,11.52,0
108347,basic,email,dark,15.3,775.23,13.28,0
109258,pro,dedicated,dark,13.3,674.93,6.96,0
104056,basic,none,dark,3.0,289.84,14.28,0
110551,enterprise,email,dark,7.6,303.72,13.01,0
110134,basic,none,dark,16.7,547.66,9.86,0
106128,basic,email,light,9.8,493.29,6.57,1
102989,enterprise,none,light,14.1,623.19,7.76,0
106456,pro,email,light,31.2,872.76,13.08,0
109376,basic,none,dark,8.5,457.52,17.78,0
108453,basic,dedicated,light,23.7,763.55,5.49,0
105334,basic,none,dark,2.5,206.04,8.7,0
104447,basic,none,dark,23.1,940.4,6.3,1
100027,basic,email,light,8.8,647.46,8.12,0
110466,basic,email,light,11.4,479.23,4.61,1
110630,basic,none,dark,17.6,811.29,9.83,0
106918,basic,priority,light,13.4,403.36,8.45,1
102315,basic,email,light,26.4,727.81,0.14,1
105041,enterprise,none,dark,13.7,517.31,14.16,0
111503,basic,priority,light,14.3,469.75,8.68,1
104609,basic,priority,dark,32.9,936.66,15.47,0
109447,pro,none,light,13.4,480.23,12.51,0
103637,pro,email,light,27.3,782.27,4.12,1
107895,basic,email,dark,12.6,573.06,11.12,0
107375,basic,none,light,32.4,818.11,6.42,1
108485,basic,dedicated,dark,14.7,583.68,9.91,0
100739,basic,priority,light,1.5,574.84,2.7,1
108695,basic,priority,light,9.5,425.99,8.53,0
110533,basic,none,dark,19.7,783.94,5.98,1
106487,pro,none,light,21.2,467.41,7.33,0
106529,pro,email,dark,16.7,565.68,10.28,1
111318,basic,none,light,0.7,188.95,6.35,1
101323,basic,email,light,26.8,740.55,2.32,1
105120,pro,priority,light,9.7,502.92,11.92,0
105792,basic,email,light,18.3,477.25,8.45,1
110162,basic,email,dark,25.8,876.71,14.99,0
102808,basic,none,dark,25.9,678.79,13.63,0
110256,enterprise,priority,light,32.8,1029.04,9.05,0
110836,basic,priority,light,11.5,425.63,11.83,0
107540,enterprise,email,dark,38.1,1091.69,8.71,0
110948,pro,none,dark,20.4,447.37,15.69,0
106005,pro,priority,light,25.3,690.34,11.58,0
105134,basic,none,dark,28.0,815.5,10.62,0
106303,pro,dedicated,dark,10.8,566.05,6.56,0
110322,enterprise,none,dark,21.6,706.27,10.3,0
106133,pro,none,light,8.1,268.2,5.63,0
106052,basic,none,dark,18.9,574.99,11.56,0
106403,pro,none,dark,18.0,595.54,14.52,0
103502,basic,none,dark,15.8,383.86,8.62,1
108275,basic,email,light,17.6,670.42,7.64,0
108003,basic,priority,dark,31.1,802.2,9.78,0
106248,pro,email,light,28.8,766.13,10.37,0
106197,pro,email,light,11.7,390.19,3.73,0
104061,basic,email,dark,14.7,579.96,7.14,1
102651,pro,email,light,6.9,437.91,13.13,0
102691,pro,none,light,15.5,528.77,13.74,0
103107,enterprise,email,light,18.0,755.63,5.64,0
100444,basic,none,dark,25.8,827.02,9.05,1
104932,enterprise,email,dark,22.3,707.2,8.03,0
102520,basic,none,dark,6.5,425.41,12.44,1
108289,pro,email,dark,11.8,594.61,12.62,0
104317,pro,email,dark,22.1,776.35,14.88,0
108341,basic,email,light,31.2,921.77,8.09,1
105555,pro,email,dark,13.2,441.98,11.51,0
100246,enterprise,priority,light,13.2,595.75,8.99,0
107618,pro,none,light,23.0,756.11,7.1,1
110194,basic,email,light,23.8,755.81,8.57,1
100118,enterprise,none,dark,12.1,521.66,6.94,1
107969,basic,none,dark,2.5,346.12,13.84,0
101091,enterprise,email,dark,14.5,670.2,13.25,0
101384,pro,none,light,33.5,942.19,10.21,0
111751,pro,email,light,24.9,781.81,2.0,1
110461,basic,email,dark,13.1,633.8,6.12,1
111503,basic,none,light,12.8,432.16,10.85,0
108853,enterprise,priority,dark,24.9,655.67,9.32,0
104491,pro,email,dark,14.5,612.23,7.04,1
103124,basic,none,dark,16.1,547.22,9.95,0
106600,pro,dedicated,dark,17.1,650.73,9.32,0
103536,basic,email,dark,17.4,626.64,9.88,0
106392,enterprise,none,dark,6.5,260.06,15.29,0
102982,basic,none,light,7.8,624.1,14.58,0
105474,basic,priority,light,5.2,423.41,10.46,0
104998,pro,priority,light,3.9,289.89,4.97,1
102972,pro,none,light,19.2,517.79,8.7,0
106919,pro,email,light,9.2,503.38,6.96,1
108441,pro,none,dark,28.6,804.6,12.62,0
111264,pro,none,light,22.9,837.42,11.29,0
101512,enterprise,dedicated,light,30.7,910.09,9.09,0
110038,enterprise,none,dark,17.3,558.57,14.71,0
111241,pro,none,dark,20.3,677.32,11.27,0
101974,basic,email,dark,18.6,815.09,6.4,0
106845,enterprise,none,dark,19.9,763.8,6.57,0
105422,pro,priority,dark,0.1,441.74,14.15,0
100932,basic,none,dark,7.5,450.57,4.31,1
106645,enterprise,none,light,20.8,762.21,13.08,0
110828,basic,email,light,27.6,577.89,3.96,1
107273,pro,priority,light,20.9,813.56,15.52,0
100617,enterprise,none,light,30.5,953.63,4.24,1
100042,pro,dedicated,light,20.3,580.09,11.73,0
108444,basic,none,light,23.6,694.8,9.47,0
102739,pro,priority,dark,0.1,118.39,17.5,0
100763,enterprise,none,dark,11.5,594.27,12.38,0
104123,pro,priority,light,22.2,693.31,12.84,0
109387,pro,none,dark,33.3,970.83,5.16,0
105113,pro,none,light,19.1,480.02,17.73,0
109759,basic,dedicated,dark,19.5,582.49,9.62,0
109172,pro,email,dark,23.2,849.93,7.91,0
109785,pro,none,dark,17.0,578.06,7.16,0
106022,basic,email,light,17.9,331.9,7.05,1
110404,basic,none,light,10.2,253.29,14.6,0
104791,basic,email,dark,36.4,995.43,10.37,0
111480,basic,email,light,21.0,761.63,4.08,1
111284,basic,email,light,25.1,754.47,10.77,1
106503,basic,none,dark,21.7,645.5,4.07,1
103571,pro,priority,dark,34.5,989.73,4.44,0
108619,basic,email,light,24.6,779.59,8.95,1
105779,basic,priority,dark,16.4,688.56,9.18,0
106789,basic,dedicated,light,38.8,1217.67,12.05,0
108353,basic,priority,light,27.4,614.61,13.4,0
104236,pro,dedicated,dark,21.5,749.3,12.7,0
105309,basic,email,light,28.4,872.89,12.41,0
104108,basic,none,light,29.6,888.59,4.55,0
102530,pro,email,dark,26.1,669.31,2.7,1
104200,pro,priority,light,24.1,798.48,15.35,0
102510,basic,none,light,4.9,337.66,11.91,0
106915,basic,priority,light,2.0,508.81,7.22,1
107244,basic,none,dark,25.3,971.63,11.84,0
103882,basic,email,dark,27.0,997.01,8.91,0
100651,pro,none,light,21.0,734.18,8.1,0
105560,basic,none,light,25.4,683.82,6.51,1
111794,pro,none,dark,16.7,568.41,9.51,0
108156,pro,none,light,18.7,776.05,12.13,0
103527,pro,none,light,23.7,963.72,11.06,0
102101,basic,email,light,13.8,522.47,9.83,0
107388,basic,none,dark,17.9,610.07,11.29,0
104073,enterprise,none,dark,20.5,797.47,11.67,0
110928,enterprise,email,light,9.7,381.75,3.79,0
110011,pro,email,dark,6.9,315.65,10.43,0
101728,pro,priority,light,12.8,404.99,15.35,0
110601,basic,email,light,17.6,680.89,6.67,1
108841,basic,priority,light,12.8,559.36,6.12,1
104577,enterprise,dedicated,dark,24.0,603.93,9.8,1
106088,basic,none,light,10.3,386.32,6.35,1
103023,basic,priority,light,16.9,675.83,16.82,0
107069,pro,dedicated,dark,8.9,306.6,9.39,0
105711,pro,dedicated,dark,30.4,598.63,12.85,0
100565,pro,priority,light,23.6,747.08,13.03,0
100533,pro,email,dark,15.9,603.95,10.09,0
110007,pro,none,dark,25.3,1043.05,13.86,0
106040,pro,email,light,7.0,353.41,10.39,0
103520,basic,priority,dark,12.4,531.39,8.15,0
109992,pro,email,dark,16.2,559.39,8.33,0
109756,basic,none,dark,11.9,580.22,5.58,1
100517,basic,none,dark,24.6,797.01,10.69,0
110826,pro,none,light,22.5,861.17,9.89,0
103790,pro,none,light,23.3,679.62,6.65,0
105829,basic,none,dark,38.3,736.74,9.63,0
106048,pro,none,dark,26.6,694.36,12.58,0
107613,basic,none,light,16.8,662.86,9.43,1
107531,pro,priority,dark,19.4,561.88,11.43,0
102834,basic,email,light,21.0,725.61,12.75,0
106897,basic,none,light,23.9,834.83,9.22,1
107038,basic,priority,dark,14.9,551.67,4.61,1
106547,basic,none,light,14.4,659.87,6.59,1
101340,basic,none,dark,25.8,892.99,6.9,1
106282,enterprise,none,dark,21.3,626.5,11.06,0
104868,basic,email,light,15.1,700.84,2.22,1
102588,enterprise,none,dark,22.0,836.19,11.61,0
100790,basic,none,light,24.0,616.74,4.95,0
111225,basic,email,light,0.1,318.56,15.27,0
104433,pro,dedicated,light,36.3,915.44,11.95,1
109937,basic,dedicated,light,18.0,753.74,9.72,0
104270,pro,dedicated,dark,27.9,679.92,10.6,0
100654,pro,none,dark,11.0,415.62,15.46,0
104933,enterprise,dedicated,light,27.3,969.41,4.82,0
100766,basic,priority,dark,21.6,641.2,10.82,0
107794,basic,priority,light,8.9,528.28,1.8,1
107222,basic,email,light,8.5,390.54,5.19,1
103452,enterprise,none,light,34.9,1095.58,5.84,0
105037,basic,dedicated,light,20.8,593.05,7.39,1
100709,basic,email,light,10.5,597.69,15.32,0
106137,basic,dedicated,light,22.1,734.01,12.65,0
104209,basic,email,light,6.5,286.83,6.19,0
106670,basic,none,dark,22.6,666.6,14.14,0
111353,basic,priority,light,14.9,762.82,13.81,0
110934,pro,none,dark,7.7,439.84,15.44,0
108338,pro,none,dark,25.3,785.35,12.14,0
100382,basic,none,dark,27.7,818.86,12.98,0
109409,basic,dedicated,dark,12.6,646.97,3.37,0
111536,enterprise,none,light,24.2,820.66,7.8,0
102475,basic,none,light,28.7,928.55,10.67,0
111278,basic,none,dark,15.4,494.19,8.51,1
104150,pro,email,dark,15.6,586.21,13.28,0
104134,pro,none,dark,12.2,565.16,10.02,0
102094,basic,none,dark,15.9,663.5,4.4,1
106927,basic,priority,dark,25.2,789.49,12.52,0
109128,pro,email,dark,15.5,509.55,13.28,0
100429,basic,priority,light,16.4,586.13,18.14,0
102824,basic,priority,dark,18.9,596.06,2.52,1
107921,pro,priority,dark,15.4,461.45,7.42,1
110259,enterprise,email,light,24.8,630.1,9.35,0
108016,pro,dedicated,light,20.5,573.61,11.07,0
104319,pro,dedicated,light,20.1,647.75,8.29,1
104637,pro,none,dark,3.2,381.31,3.19,0
110049,basic,email,light,25.4,993.11,8.18,0
109808,basic,none,light,28.7,967.97,6.3,1
106803,basic,email,dark,2.8,524.26,16.86,0
111176,pro,priority,light,8.3,224.03,3.21,0
102425,basic,none,light,30.4,936.95,10.86,0
107966,enterprise,email,dark,16.4,665.1,13.03,0
100130,pro,none,dark,19.8,646.94,9.15,0
108872,pro,none,dark,22.8,743.93,3.43,1
109169,basic,email,dark,29.0,668.46,12.25,0
101531,basic,none,light,20.9,795.59,9.89,1
101066,basic,priority,dark,23.4,922.86,11.88,0
105465,basic,none,light,24.9,742.7,7.47,0
103369,basic,dedicated,light,21.3,587.57,4.55,1
103997,pro,none,light,14.2,587.33,4.45,1
106539,pro,none,dark,27.5,748.71,6.14,0
104668,pro,priority,dark,17.7,575.14,6.07,1
103650,basic,priority,light,32.9,977.08,11.31,0
101189,pro,email,dark,31.8,867.27,12.31,1
100009,enterprise,dedicated,light,16.6,632.46,17.42,0
101484,basic,email,light,12.9,426.35,9.27,0
101478,basic,priority,dark,26.5,864.88,11.62,1
104038,basic,none,light,11.7,492.82,7.51,1
108155,pro,email,light,17.4,590.8,11.56,0
108612,enterprise,none,dark,22.9,622.24,14.44,0
111404,pro,email,dark,11.5,580.76,9.73,0
104592,enterprise,email,dark,23.3,643.55,10.81,0
100013,enterprise,email,dark,22.7,877.5,0.89,0
100877,basic,none,light,12.9,399.13,5.58,1
107967,basic,none,dark,38.7,923.09,8.9,1
100844,basic,none,dark,28.1,955.74,2.87,0
111696,basic,email,light,20.1,599.53,3.82,1
107494,basic,none,light,23.8,774.97,6.96,0
108293,basic,none,light,20.3,527.3,7.56,0
108282,enterprise,email,dark,13.4,446.97,9.58,0
104879,basic,none,light,12.9,712.26,5.83,1
100736,basic,dedicated,light,21.5,645.41,12.73,0
106828,pro,dedicated,dark,24.0,652.19,10.45,0
110929,pro,none,light,0.1,423.96,11.18,0
107713,basic,email,dark,14.9,883.89,9.17,0
107300,basic,none,light,16.3,513.0,11.21,0
109901,basic,dedicated,dark,21.6,635.56,12.2,0
102821,pro,email,dark,16.9,551.5,12.46,0
102590,basic,priority,dark,16.4,417.85,5.05,1
110575,pro,priority,dark,13.3,597.06,12.3,0
101547,pro,dedicated,light,14.3,436.15,6.02,1
111078,basic,priority,light,3.6,296.97,11.45,1
101079,basic,email,light,19.6,594.05,8.17,1
106549,basic,dedicated,dark,14.0,326.14,9.96,1
106869,pro,email,light,23.1,855.51,10.96,0
100507,pro,none,light,8.9,478.08,14.74,0
100143,basic,none,light,17.8,632.91,8.09,1
101025,pro,none,dark,8.4,474.67,9.93,0
110802,basic,email,dark,8.5,564.49,7.23,1
111226,basic,none,light,31.7,671.28,5.28,1
103349,pro,priority,light,9.4,551.75,6.99,0
108247,enterprise,email,light,18.5,548.83,10.85,0
100816,pro,email,dark,28.1,932.12,5.64,0
102154,basic,dedicated,light,27.8,777.08,9.57,0
104956,pro,none,light,14.9,611.82,12.19,0
105646,basic,email,light,20.9,741.97,9.66,0
107435,basic,email,dark,30.9,1002.3,7.21,1
110944,basic,none,dark,28.2,721.25,7.88,0
111556,basic,email,light,12.2,355.11,13.51,0
100435,basic,none,dark,19.7,698.65,4.11,1
105583,basic,email,light,12.1,471.36,12.48,0
104739,basic,email,light,24.9,860.61,5.65,1
100702,basic,none,dark,11.3,441.9,10.25,1
110149,pro,priority,dark,9.5,618.79,11.18,0
107352,pro,none,light,28.2,905.68,6.78,1
103169,pro,priority,light,16.3,787.11,6.17,0
105229,basic,none,light,11.1,510.09,2.5,1
109077,basic,email,dark,15.1,535.44,18.39,0
105995,pro,email,dark,20.8,404.88,8.2,0
106096,basic,none,dark,25.6,850.86,7.03,1
103080,pro,none,dark,13.6,369.4,11.68,0
102389,basic,none,dark,24.6,727.83,9.82,0
105883,pro,priority,dark,16.6,623.58,14.07,1
101122,basic,priority,light,17.1,449.0,7.37,1
101975,basic,none,dark,1.6,323.43,7.88,1
100614,basic,email,light,15.3,535.73,14.07,0
106250,pro,email,dark,6.3,372.46,6.29,0
103638,basic,none,light,18.8,456.3,8.26,1
107053,basic,priority,light,30.6,832.15,10.9,0
102882,basic,email,light,21.2,711.69,11.84,0
103037,pro,none,light,23.2,874.93,11.38,0
102869,enterprise,none,dark,7.9,631.2,12.12,0
103848,basic,none,light,29.5,1012.59,11.57,0
106514,basic,priority,dark,36.2,1004.28,12.63,0
105723,basic,dedicated,light,13.0,345.27,5.68,1
105062,pro,none,light,31.5,941.22,12.77,0
111572,basic,none,dark,17.5,616.75,14.16,0
103774,pro,dedicated,light,22.8,672.2,11.94,0
108918,pro,none,dark,16.9,457.01,7.96,0
106601,pro,none,light,16.9,698.08,12.06,0
110393,basic,none,light,22.5,735.61,9.48,0
106922,pro,none,dark,19.7,710.39,9.63,0
102166,pro,none,dark,25.6,863.3,9.46,0
107058,pro,email,dark,40.0,1105.85,8.9,1
108807,enterprise,dedicated,light,15.4,711.84,10.61,0
107312,pro,email,light,13.6,558.73,12.67,0
108551,basic,priority,light,14.4,638.26,6.37,1
102262,basic,none,dark,7.5,487.45,9.45,1
100429,pro,priority,light,15.1,576.08,2.29,1
101837,pro,email,dark,9.2,308.61,9.69,0
110487,basic,none,light,27.6,884.4,10.81,1
102773,basic,priority,dark,7.3,415.2,13.5,0
102076,pro,email,dark,18.6,699.69,9.11,0
109483,pro,none,light,9.7,365.79,9.1,0
109906,pro,priority,light,11.1,370.5,10.96,0
110301,enterprise,none,dark,29.2,887.75,7.16,0
101277,basic,none,dark,14.7,539.67,6.76,0
109475,basic,none,dark,33.6,1030.77,8.47,0
102891,basic,priority,light,20.4,709.48,9.24,1
102020,pro,email,light,14.8,474.89,11.54,0
108119,basic,none,light,33.4,840.23,5.46,0
110828,enterprise,email,light,28.1,741.83,11.38,0
101626,basic,none,light,16.9,687.56,4.42,1
107585,pro,email,dark,23.5,613.71,10.81,0
107987,pro,none,dark,12.0,469.61,9.95,0
107506,basic,none,dark,11.8,628.42,9.59,0
100669,basic,email,light,30.2,921.72,8.23,1
107385,pro,priority,light,10.8,367.19,10.9,0
103489,pro,email,dark,21.5,692.29,15.33,0
100194,basic,none,light,12.2,553.83,5.98,1
108909,basic,none,light,18.2,601.9,8.14,0
105036,pro,none,light,28.5,744.06,8.52,0
101984,enterprise,none,light,20.1,645.19,12.66,0
105338,basic,email,dark,6.8,316.46,3.37,1
104803,basic,dedicated,dark,10.4,309.78,7.54,0
108745,basic,none,light,17.2,628.27,3.69,1
