unit_id,region,stratum,cluster,satisfaction,office_temp_c,spend
5933,us-east,smb,362,2,20.45,296.1
5934,us-east,mid,526,4,21.27,765.85
5935,us-east,smb,311,1,18.74,226.88
5936,sa-east,smb,276,2,18.19,224.95
5937,eu-west,smb,325,4,22.05,107.98
5938,us-east,smb,162,5,21.31,251.85
5939,us-west,large,573,3,21.17,850.76
5940,eu-west,smb,393,5,21.61,259.99
5941,eu-west,mid,595,4,21.06,464.05
5942,us-east,large,576,5,22.0,696.54
5943,eu-west,smb,107,3,20.8,199.85
5944,eu-west,mid,490,5,21.56,476.2
5945,ap-south,smb,146,4,18.29,272.95
5946,eu-west,smb,76,3,21.15,289.9
5947,us-east,smb,234,3,20.97,235.99
5948,us-east,smb,310,4,22.27,282.47
5949,ap-south,mid,545,5,18.27,723.85
5950,eu-west,smb,234,2,22.42,349.42
5951,us-east,smb,538,4,21.91,200.36
5952,us-east,smb,168,3,22.3,138.92
5953,us-east,mid,376,5,21.83,608.09
5954,us-east,mid,338,4,22.29,537.68
5955,ap-south,large,486,5,20.32,1364.1
5956,eu-west,smb,74,3,20.94,123.16
5957,sa-east,smb,344,3,19.19,238.46
5958,us-east,smb,556,3,19.38,329.46
5959,ap-south,smb,492,4,22.73,282.91
5960,ap-south,mid,404,5,19.93,654.73
5961,us-east,large,502,4,19.26,1997.69
5962,us-east,mid,84,4,20.35,588.63
5963,ap-south,large,11,4,20.97,1588.87
5964,ap-south,smb,78,4,21.6,323.02
5965,us-east,smb,311,4,20.39,217.36
5966,us-west,smb,190,5,19.99,186.52
5967,sa-east,mid,191,3,23.45,708.37
5968,eu-west,mid,352,4,18.03,548.01
5969,us-east,smb,195,3,22.86,206.22
5970,us-east,smb,484,4,22.62,219.02
5971,ap-south,smb,24,1,21.21,257.06
5972,us-east,smb,333,2,21.95,228.7
5973,eu-west,strategic,126,4,22.06,5791.68
5974,us-east,mid,151,5,22.86,440.5
5975,eu-west,mid,287,4,21.53,481.04
5976,eu-west,smb,499,5,20.74,231.17
5977,us-east,mid,271,5,19.23,658.8
5978,ap-south,smb,271,2,19.29,219.57
5979,us-east,mid,380,4,20.15,570.84
5980,us-west,mid,30,4,21.37,813.2
5981,eu-west,smb,365,4,18.7,226.02
5982,ap-south,smb,15,3,21.37,237.91
5983,ap-south,smb,304,5,22.61,353.73
5984,us-east,large,45,5,21.78,1455.92
5985,ap-south,smb,448,5,22.17,208.71
5986,us-east,mid,96,2,23.38,674.44
5987,ap-south,smb,527,1,21.01,364.34
5988,ap-south,smb,513,2,19.59,131.86
5989,us-east,large,318,4,19.38,1263.45
5990,us-west,smb,337,3,20.04,200.51
5991,eu-west,smb,89,5,19.68,261.78
5992,us-east,smb,321,5,24.29,177.14
5993,ap-south,smb,23,5,18.88,172.28
5994,eu-west,smb,494,4,22.78,348.94
5995,sa-east,smb,44,2,22.67,353.65
5996,eu-west,smb,403,3,21.3,225.77
5997,us-west,mid,89,3,21.96,505.82
5998,us-west,smb,446,3,24.25,261.13
5999,eu-west,smb,301,4,25.75,288.65
6000,us-west,mid,592,5,21.29,590.05
6001,ap-south,smb,411,5,22.47,267.32
6002,us-east,mid,190,4,20.69,876.8
6003,us-east,smb,496,4,18.0,173.52
6004,eu-west,mid,331,3,18.08,814.89
6005,eu-west,smb,82,3,22.88,231.77
6006,eu-west,large,524,5,22.37,1335.19
6007,us-east,smb,112,3,19.54,150.8
6008,us-west,smb,153,2,21.87,247.55
6009,us-east,mid,304,4,17.5,363.19
6010,sa-east,mid,221,3,20.48,605.25
6011,us-east,smb,452,1,21.3,75.52
6012,ap-south,smb,187,4,17.68,370.15
6013,eu-west,mid,496,5,20.05,728.87
6014,us-east,smb,86,4,23.22,214.8
6015,us-east,smb,21,1,23.64,188.15
6016,ap-south,smb,275,5,20.96,171.09
6017,us-west,smb,128,3,20.48,254.94
6018,eu-west,smb,88,3,18.15,196.11
6019,eu-west,smb,532,2,19.56,274.58
6020,ap-south,smb,385,5,19.39,272.62
6021,eu-west,mid,300,5,17.93,581.97
6022,us-west,smb,319,2,19.22,386.76
6023,us-west,mid,59,2,18.36,463.99
6024,eu-west,smb,151,2,19.85,295.08
6025,us-east,mid,185,1,20.54,893.21
6026,us-east,smb,238,3,21.3,271.45
6027,eu-west,smb,355,3,23.99,250.19
6028,eu-west,mid,214,4,19.33,895.75
6029,eu-west,smb,358,1,19.55,231.01
6030,eu-west,smb,363,2,19.64,141.17
6031,eu-west,smb,509,4,22.01,198.8
6032,us-east,smb,334,1,16.92,224.3
6033,eu-west,smb,255,3,19.9,195.93
6034,ap-south,smb,296,3,18.12,284.43
6035,eu-west,mid,131,2,19.66,391.19
6036,eu-west,smb,57,3,21.84,201.2
6037,eu-west,smb,262,3,20.77,246.0
6038,us-east,large,174,4,22.72,1500.05
6039,us-east,mid,184,5,20.28,636.8
6040,eu-west,smb,562,3,18.4,249.6
6041,us-west,smb,108,3,21.56,190.16
6042,us-west,smb,44,4,18.4,259.01
6043,sa-east,mid,54,4,22.4,456.35
6044,us-east,strategic,591,1,22.58,2953.3
6045,us-east,mid,374,2,20.55,951.65
6046,eu-west,mid,506,3,20.65,668.83
6047,us-west,mid,530,4,19.3,541.43
6048,eu-west,smb,387,3,19.33,300.21
6049,eu-west,large,362,2,21.95,1614.57
6050,ap-south,large,576,5,17.27,1046.65
6051,sa-east,smb,241,4,18.28,278.46
6052,eu-west,smb,433,3,22.51,203.24
6053,sa-east,mid,106,1,20.4,587.63
6054,us-west,smb,277,4,23.55,217.95
6055,ap-south,smb,23,2,22.39,250.76
6056,us-east,smb,143,2,18.49,303.29
6057,us-west,smb,162,4,18.96,120.16
6058,us-east,smb,152,4,21.04,299.66
6059,us-west,mid,351,2,21.97,1094.88
6060,us-west,strategic,20,4,22.95,5482.99
6061,ap-south,smb,155,3,21.02,249.26
6062,us-east,mid,145,4,23.2,431.88
6063,ap-south,large,316,5,24.01,1555.78
6064,ap-south,large,592,5,21.58,1850.81
6065,us-east,smb,88,4,19.13,339.57
6066,ap-south,smb,231,2,20.53,325.13
6067,us-west,large,160,3,22.27,1245.19
6068,sa-east,smb,85,3,19.8,300.32
6069,us-east,smb,222,4,22.04,226.18
6070,us-west,mid,0,5,23.9,638.13
6071,ap-south,mid,389,4,22.21,723.35
6072,ap-south,mid,185,4,22.44,522.61
6073,us-east,large,326,4,22.15,1171.18
6074,us-west,mid,394,4,21.07,441.79
6075,eu-west,mid,438,4,21.15,495.05
6076,us-east,smb,340,4,23.42,275.49
6077,ap-south,smb,106,5,22.57,176.5
6078,sa-east,smb,229,4,21.7,438.05
6079,ap-south,mid,540,5,24.03,819.18
6080,ap-south,smb,297,3,22.78,268.69
6081,us-east,mid,151,3,20.01,467.02
6082,ap-south,mid,513,5,21.96,366.81
6083,ap-south,mid,274,5,22.21,808.72
6084,us-west,smb,105,4,22.29,196.46
6085,eu-west,smb,308,4,20.74,293.24
6086,us-east,smb,511,5,21.77,382.16
6087,eu-west,smb,138,5,23.68,330.54
6088,eu-west,smb,287,1,23.78,249.54
6089,eu-west,mid,42,4,21.52,664.63
6090,us-east,smb,562,5,22.05,224.9
6091,us-east,smb,421,5,21.31,225.46
6092,sa-east,smb,281,2,17.67,392.72
6093,us-east,smb,514,4,24.33,285.93
6094,us-east,large,507,4,20.28,1710.4
6095,us-east,smb,137,4,21.39,225.85
6096,ap-south,large,96,3,22.03,1711.25
6097,us-east,large,466,4,22.25,2011.85
6098,us-west,mid,588,3,21.96,800.74
6099,us-east,smb,286,3,20.88,164.11
6100,us-west,smb,184,4,20.27,171.54
6101,us-west,large,76,5,21.94,2004.54
6102,us-east,smb,293,2,21.7,204.98
6103,sa-east,mid,96,5,20.12,841.12
6104,us-east,smb,164,1,22.24,271.37
6105,us-east,smb,65,3,20.65,368.74
6106,sa-east,smb,543,4,19.61,278.66
6107,us-east,large,248,2,20.7,1280.07
6108,us-east,mid,534,4,21.85,626.21
6109,us-east,large,467,5,22.84,1421.62
6110,sa-east,smb,53,4,21.28,255.19
6111,eu-west,mid,29,3,22.62,781.75
6112,eu-west,smb,334,1,23.7,236.5
6113,eu-west,smb,467,1,20.0,211.28
6114,us-west,smb,234,3,19.93,186.34
6115,us-east,smb,86,4,21.17,364.61
6116,us-east,mid,531,5,21.68,598.52
6117,us-east,smb,414,4,23.88,182.83
6118,us-east,smb,430,4,22.12,229.17
6119,ap-south,mid,503,4,22.51,813.85
6120,us-east,mid,409,5,24.22,477.39
6121,eu-west,smb,272,3,20.77,302.8
6122,eu-west,smb,288,3,19.56,281.93
6123,us-west,smb,176,4,23.41,350.7
6124,us-west,smb,208,2,22.61,166.48
6125,ap-south,smb,519,5,21.63,231.15
6126,us-west,smb,531,4,23.8,262.47
6127,us-east,smb,204,3,20.69,226.68
6128,ap-south,smb,404,4,21.71,200.29
6129,us-west,smb,432,3,20.35,152.06
6130,ap-south,smb,567,4,22.66,194.62
6131,ap-south,strategic,116,4,18.85,2931.81
6132,us-west,large,166,2,19.95,1531.88
6133,ap-south,smb,560,2,21.34,219.17
6134,us-west,large,282,5,20.7,1665.13
6135,us-west,smb,17,4,21.71,379.12
6136,us-east,mid,247,3,21.13,645.6
6137,sa-east,mid,261,5,20.22,677.65
6138,us-east,smb,456,5,21.44,235.78
6139,us-east,large,29,2,24.09,1696.58
6140,ap-south,smb,150,5,19.65,136.16
6141,eu-west,smb,151,4,18.28,402.52
6142,ap-south,smb,564,4,20.36,96.57
6143,us-west,smb,318,4,21.31,226.51
6144,sa-east,large,265,5,22.53,1244.64
6145,ap-south,mid,423,3,22.35,723.67
6146,us-east,smb,191,5,20.85,284.16
6147,ap-south,smb,60,5,22.82,232.16
6148,eu-west,smb,27,4,22.18,169.22
6149,eu-west,smb,493,2,22.84,251.87
6150,eu-west,smb,21,4,21.16,101.51
6151,us-east,smb,210,4,20.66,313.66
6152,us-east,large,126,2,23.6,931.54
6153,us-west,smb,554,3,21.2,265.82
6154,eu-west,smb,127,3,22.1,350.68
6155,us-west,smb,181,4,20.28,267.65
6156,ap-south,smb,420,4,21.6,330.96
6157,us-east,large,162,3,23.35,1888.11
6158,us-east,smb,467,5,20.44,205.36
6159,us-east,smb,425,4,22.08,222.8
6160,eu-west,mid,139,1,21.65,532.76
6161,us-east,smb,379,4,21.76,198.49
6162,us-west,smb,276,3,23.74,246.62
6163,eu-west,strategic,433,2,19.42,4182.01
6164,us-east,large,470,3,20.0,1241.28
6165,us-east,strategic,528,4,20.21,4032.97
6166,ap-south,mid,409,1,20.59,878.65
6167,eu-west,mid,354,4,21.07,654.77
6168,eu-west,mid,528,4,20.92,903.31
6169,sa-east,smb,33,4,19.74,356.44
6170,ap-south,smb,463,4,22.07,201.7
6171,us-west,mid,586,3,21.0,569.23
6172,ap-south,smb,584,4,19.26,233.91
6173,ap-south,smb,156,4,23.22,115.22
6174,us-east,smb,106,4,20.95,299.93
6175,us-east,smb,334,4,20.17,263.17
6176,us-east,smb,566,2,23.59,356.67
6177,eu-west,smb,370,3,19.73,196.93
6178,ap-south,strategic,66,4,16.19,4685.66
6179,ap-south,mid,335,3,19.36,563.1
6180,us-east,smb,380,4,20.73,221.42
6181,us-west,mid,35,3,19.45,497.32
6182,ap-south,large,455,4,22.58,2098.61
6183,eu-west,large,462,4,19.32,1167.0
6184,ap-south,smb,76,4,20.17,322.62
6185,us-east,smb,294,4,22.55,202.58
6186,eu-west,large,135,2,20.01,1348.73
6187,eu-west,mid,296,3,19.82,578.17
6188,us-west,large,566,3,20.42,1181.65
6189,ap-south,large,498,4,18.84,1130.97
6190,us-west,mid,71,3,23.04,502.41
6191,us-east,smb,385,3,20.67,278.31
6192,eu-west,mid,53,4,21.64,649.67
6193,sa-east,smb,8,3,17.35,208.92
6194,us-west,smb,258,2,20.41,169.14
6195,eu-west,smb,11,3,21.1,269.76
6196,us-east,large,384,3,20.91,1238.52
6197,us-east,smb,337,4,26.51,343.26
6198,eu-west,mid,69,4,20.77,537.08
6199,us-east,mid,289,4,22.49,712.44
6200,sa-east,smb,16,4,21.06,294.42
6201,us-east,smb,513,4,18.79,266.36
6202,eu-west,smb,63,4,20.91,166.44
6203,us-east,large,316,4,21.62,1791.96
6204,us-east,mid,244,4,20.78,562.23
6205,us-east,smb,449,4,23.4,198.95
6206,us-east,large,557,3,22.29,1813.48
6207,ap-south,smb,482,3,20.51,193.46
6208,us-west,mid,220,2,20.28,798.99
6209,us-east,smb,537,3,19.85,321.69
6210,us-east,mid,587,4,21.41,605.71
6211,eu-west,smb,525,1,21.77,345.71
6212,ap-south,smb,99,4,24.01,191.24
6213,eu-west,mid,289,4,21.81,480.23
6214,us-west,smb,371,4,21.34,203.44
6215,eu-west,smb,230,4,21.51,414.17
6216,us-east,strategic,355,5,17.74,3823.95
6217,ap-south,smb,534,5,24.21,213.12
6218,ap-south,smb,31,5,22.63,259.61
6219,eu-west,smb,110,4,17.83,204.26
6220,us-west,smb,36,5,20.01,176.99
6221,eu-west,mid,151,4,21.6,136.06
6222,ap-south,large,105,4,20.75,1769.39
6223,us-west,strategic,494,4,20.38,2970.58
6224,eu-west,smb,118,4,22.71,198.09
6225,eu-west,large,590,4,20.61,2000.41
6226,us-east,mid,105,5,20.04,466.44
6227,eu-west,smb,103,5,24.26,301.6
6228,us-west,mid,167,4,22.23,826.77
6229,ap-south,smb,171,3,19.74,233.05
6230,ap-south,large,118,3,21.11,643.41
6231,us-east,mid,380,4,21.2,458.29
6232,us-east,large,367,2,23.4,1249.14
6233,ap-south,smb,2,5,19.47,333.92
6234,eu-west,smb,260,5,21.74,224.59
6235,us-west,smb,53,3,20.66,206.63
6236,us-west,smb,259,3,19.57,222.89
6237,us-east,mid,395,4,19.6,485.19
6238,eu-west,smb,365,3,19.48,189.94
6239,us-east,mid,80,3,18.7,788.09
6240,eu-west,smb,502,3,22.56,310.92
6241,sa-east,mid,287,1,21.71,876.96
6242,us-east,smb,77,4,22.72,126.05
6243,eu-west,smb,599,3,18.87,223.97
6244,ap-south,mid,572,5,21.59,415.22
6245,eu-west,mid,75,3,20.19,572.22
6246,eu-west,large,400,4,19.6,1113.46
6247,us-west,smb,411,5,19.07,224.23
6248,ap-south,mid,97,3,22.54,354.41
6249,ap-south,smb,282,3,22.41,424.95
6250,us-east,smb,353,4,17.95,226.48
6251,us-east,large,173,3,21.47,1900.08
6252,ap-south,smb,401,3,21.96,274.83
6253,eu-west,smb,249,1,19.64,273.59
6254,us-east,mid,182,5,16.95,409.93
6255,eu-west,smb,293,3,21.54,192.43
6256,us-east,mid,91,3,21.68,714.41
6257,us-east,smb,108,3,21.15,247.08
6258,us-east,smb,265,5,21.45,206.74
6259,ap-south,large,440,2,23.1,1141.63
6260,sa-east,mid,494,1,21.22,727.13
6261,ap-south,mid,358,1,20.4,733.45
6262,sa-east,large,227,3,20.76,1157.86
6263,us-east,mid,467,4,21.98,576.05
6264,sa-east,smb,563,4,19.24,228.58
6265,ap-south,large,321,3,20.3,1551.95
6266,eu-west,smb,82,4,20.77,248.61
6267,ap-south,mid,515,4,22.17,837.8
6268,ap-south,mid,417,2,22.08,632.93
6269,us-east,smb,378,3,19.41,134.82
6270,sa-east,mid,58,4,22.92,420.91
6271,ap-south,large,312,3,19.05,1662.18
6272,us-west,smb,492,3,21.42,140.71
6273,us-east,strategic,281,5,22.19,2523.64
6274,ap-south,smb,122,4,23.26,167.83
6275,us-east,smb,472,4,19.78,271.62
6276,us-west,smb,182,3,19.61,256.71
6277,us-east,large,75,3,18.81,1583.91
6278,eu-west,mid,46,3,21.95,679.26
6279,ap-south,mid,542,5,22.94,502.61
6280,us-east,mid,36,5,24.42,574.07
6281,us-east,large,21,3,22.17,1528.19
6282,eu-west,smb,549,2,20.31,356.24
6283,us-west,mid,308,1,19.06,675.71
6284,eu-west,large,339,5,21.89,1237.75
6285,ap-south,smb,172,4,21.3,320.58
6286,us-east,smb,121,4,19.22,109.35
6287,ap-south,smb,524,4,17.37,199.72
6288,sa-east,smb,452,4,22.94,152.43
6289,us-east,smb,572,1,24.62,212.7
6290,eu-west,strategic,137,4,23.45,3356.59
6291,us-east,smb,517,5,23.45,167.23
6292,eu-west,smb,232,2,21.89,246.29
6293,us-east,smb,370,3,19.48,157.18
6294,us-west,large,31,4,24.33,2076.61
6295,eu-west,smb,552,4,18.08,300.16
6296,sa-east,mid,463,2,21.93,908.98
6297,sa-east,large,103,3,20.79,1746.48
6298,us-east,large,171,5,24.26,1314.35
6299,us-west,mid,570,3,21.65,590.25
6300,ap-south,smb,49,3,22.89,209.68
6301,ap-south,smb,486,1,19.69,271.98
6302,eu-west,smb,44,4,20.27,269.95
6303,us-east,smb,527,5,19.78,251.14
6304,us-east,mid,124,2,21.11,531.42
6305,ap-south,smb,4,4,22.23,374.55
6306,us-west,smb,175,5,25.37,232.44
6307,eu-west,smb,5,4,16.87,213.12
6308,us-west,smb,211,1,26.58,38.33
6309,us-west,mid,440,4,23.38,590.66
6310,eu-west,smb,552,5,23.67,179.45
6311,eu-west,smb,520,4,18.36,303.29
6312,eu-west,smb,40,5,25.11,218.7
6313,eu-west,smb,253,5,19.84,203.25
6314,us-east,mid,99,5,20.31,621.14
6315,eu-west,smb,383,4,16.88,160.39
6316,us-east,smb,201,5,20.11,371.17
6317,sa-east,large,22,4,21.04,1823.05
6318,us-west,smb,539,4,17.95,154.54
6319,ap-south,smb,69,4,21.21,244.18
6320,eu-west,large,177,3,23.56,1787.22
6321,us-west,mid,427,3,19.55,518.1
6322,us-west,smb,36,5,20.45,339.08
6323,us-west,smb,147,4,19.12,167.89
6324,eu-west,smb,156,4,23.3,271.09
6325,us-east,smb,298,4,20.46,163.22
6326,us-east,mid,465,4,19.63,665.68
6327,us-east,large,100,2,23.11,2064.04
6328,us-east,mid,511,5,21.02,654.0
6329,eu-west,mid,129,5,15.77,631.82
6330,sa-east,mid,555,3,19.57,375.67
6331,ap-south,mid,39,5,20.55,696.69
6332,eu-west,smb,22,3,22.51,111.12
6333,us-west,smb,121,5,23.69,205.54
6334,ap-south,mid,333,5,22.87,538.2
6335,us-west,smb,239,2,22.71,266.8
6336,ap-south,large,451,2,20.5,861.01
6337,us-west,large,234,4,21.93,1345.67
6338,us-east,large,539,3,21.88,1412.5
6339,eu-west,mid,496,4,22.16,596.18
6340,eu-west,mid,198,4,23.26,476.59
6341,sa-east,smb,62,5,19.21,206.89
6342,ap-south,smb,109,3,18.8,239.17
6343,us-east,smb,65,5,20.0,296.45
6344,eu-west,large,364,5,21.69,1160.3
6345,ap-south,mid,448,3,22.43,124.72
6346,eu-west,smb,296,2,21.27,384.52
6347,sa-east,smb,87,2,21.71,263.47
6348,us-east,smb,471,3,23.8,296.97
6349,ap-south,smb,575,3,21.0,196.28
6350,eu-west,smb,457,3,21.99,418.43
6351,us-east,smb,247,1,23.33,186.38
6352,us-east,large,586,5,21.51,1488.02
6353,us-west,smb,19,5,17.93,156.17
6354,us-east,smb,279,1,20.88,255.54
6355,us-west,mid,433,4,21.41,478.24
6356,us-east,mid,47,4,21.66,440.5
6357,us-east,large,397,4,22.85,871.75
6358,us-west,smb,223,3,19.04,214.15
6359,ap-south,mid,102,5,21.7,811.0
6360,us-west,smb,8,5,22.76,165.44
6361,ap-south,smb,214,4,22.88,219.86
6362,ap-south,smb,291,3,21.35,229.15
6363,us-east,mid,546,5,19.54,528.3
6364,eu-west,large,333,3,21.17,1013.97
6365,us-east,smb,561,1,23.4,242.04
6366,us-east,smb,390,3,22.83,201.57
6367,eu-west,mid,116,4,16.98,411.11
6368,us-west,smb,56,3,23.55,94.55
6369,us-west,smb,237,3,17.46,335.76
6370,us-west,large,197,3,16.77,1379.72
6371,ap-south,smb,219,4,23.9,347.27
6372,us-east,smb,280,4,19.29,222.32
6373,us-east,smb,575,5,20.17,159.84
6374,sa-east,smb,94,3,23.11,141.42
6375,us-west,smb,179,4,23.36,373.44
6376,ap-south,smb,185,4,21.24,184.86
6377,us-east,smb,283,5,21.88,253.44
6378,ap-south,mid,465,4,20.35,754.92
6379,sa-east,smb,81,3,21.6,192.08
6380,ap-south,smb,299,3,18.9,224.66
6381,eu-west,large,254,1,21.99,1470.06
6382,us-east,smb,32,5,19.23,189.22
6383,us-east,smb,338,2,23.44,253.55
6384,us-east,large,467,4,19.77,1847.48
6385,us-east,mid,97,5,22.8,502.25
6386,us-east,mid,398,3,15.47,744.45
6387,ap-south,large,317,4,23.07,1703.87
6388,eu-west,smb,219,3,19.49,363.14
6389,us-east,smb,403,1,19.54,264.5
6390,us-east,smb,265,1,20.98,258.5
6391,us-east,smb,583,1,19.46,167.78
6392,us-east,mid,598,2,19.79,399.05
6393,us-east,mid,340,4,19.36,624.28
6394,eu-west,large,366,4,19.67,1787.69
6395,ap-south,large,142,4,20.45,744.04
6396,eu-west,mid,296,4,23.65,645.22
6397,us-east,smb,527,5,20.94,195.21
6398,us-east,mid,137,3,21.41,586.41
6399,us-west,large,539,4,20.24,1650.71
6400,us-east,smb,342,5,22.3,284.03
6401,sa-east,mid,154,5,19.88,474.31
6402,eu-west,large,572,5,23.28,1942.65
6403,us-east,smb,517,1,20.95,251.67
6404,us-west,smb,83,3,18.22,276.79
6405,eu-west,large,543,4,22.95,1584.96
6406,us-east,large,316,3,22.4,1589.26
6407,us-east,mid,585,5,16.81,278.22
6408,us-west,smb,332,5,20.72,258.36
6409,eu-west,strategic,312,4,24.27,3062.05
6410,ap-south,smb,440,1,21.69,260.12
6411,eu-west,mid,138,3,19.35,764.02
6412,us-west,mid,522,4,21.12,886.28
6413,us-east,mid,371,2,24.33,490.09
6414,ap-south,large,200,5,24.21,1537.59
6415,us-east,mid,20,2,23.91,523.18
6416,us-east,strategic,473,1,24.51,4266.57
6417,eu-west,smb,356,2,21.33,350.07
6418,ap-south,strategic,398,4,21.9,4449.17
6419,eu-west,smb,11,4,20.47,124.81
6420,ap-south,smb,576,5,19.57,216.85
6421,ap-south,smb,170,3,20.81,245.05
6422,us-east,smb,340,3,22.07,259.19
6423,us-west,smb,148,4,20.89,229.86
6424,ap-south,mid,589,4,20.36,780.99
6425,us-east,smb,236,4,20.87,296.49
6426,us-east,mid,429,5,19.28,701.19
6427,eu-west,smb,251,5,24.43,110.73
6428,ap-south,smb,288,4,23.62,86.67
6429,eu-west,large,334,3,19.92,1182.65
6430,us-west,large,82,5,22.79,1762.75
6431,eu-west,mid,221,2,25.44,813.34
6432,eu-west,smb,13,3,19.74,329.0
6433,us-east,mid,321,4,18.44,659.62
6434,us-east,smb,298,5,20.73,319.5
6435,us-east,strategic,64,4,22.54,4372.83
6436,eu-west,mid,108,3,20.92,513.7
6437,eu-west,smb,563,1,22.2,237.23
6438,us-east,large,317,2,22.03,1121.17
6439,us-east,mid,239,4,17.83,767.95
6440,us-west,smb,475,3,22.81,133.35
6441,sa-east,smb,246,4,21.85,249.8
6442,us-east,smb,26,4,23.72,301.51
6443,eu-west,smb,278,4,23.93,359.49
6444,eu-west,large,299,4,17.54,2231.18
6445,eu-west,large,477,5,19.74,2131.36
6446,eu-west,smb,587,2,20.92,285.94
6447,ap-south,large,350,3,20.54,307.49
6448,us-east,large,26,4,20.88,1444.01
6449,eu-west,smb,170,4,21.56,151.83
6450,us-east,large,504,3,24.09,1938.95
6451,ap-south,large,284,3,20.26,1217.17
6452,eu-west,smb,513,3,20.69,274.48
6453,eu-west,large,446,3,18.98,1310.0
6454,eu-west,smb,452,4,21.4,164.03
6455,us-east,mid,265,2,19.09,679.42
6456,eu-west,large,460,1,22.89,1454.42
6457,eu-west,smb,303,4,23.42,265.92
6458,us-east,large,438,4,21.42,1239.55
6459,us-west,smb,107,1,22.04,219.91
6460,us-east,smb,24,2,22.35,312.23
6461,us-east,smb,442,4,19.56,201.99
6462,us-west,smb,109,4,19.13,158.73
6463,us-east,mid,313,4,20.96,739.47
6464,us-west,smb,206,4,21.74,221.35
6465,us-east,smb,38,4,21.67,271.15
6466,us-east,smb,500,3,20.06,197.35
6467,us-east,large,470,5,18.81,1432.12
6468,sa-east,smb,370,4,23.36,215.2
6469,eu-west,smb,231,4,21.66,337.3
6470,us-east,smb,436,4,18.87,255.52
6471,sa-east,mid,166,4,16.2,657.77
6472,sa-east,smb,582,3,18.77,92.25
6473,ap-south,smb,360,5,22.44,115.8
6474,us-east,smb,91,2,21.07,309.46
6475,ap-south,smb,11,1,22.71,285.74
6476,us-west,mid,142,2,21.59,387.0
6477,ap-south,strategic,568,4,21.27,4807.95
6478,us-west,smb,9,3,19.96,185.68
6479,us-east,smb,337,5,19.99,311.82
6480,us-west,smb,9,3,20.49,189.28
6481,us-east,large,80,4,18.32,845.98
6482,ap-south,smb,24,4,19.18,165.27
6483,ap-south,smb,483,5,19.27,197.13
6484,us-east,smb,480,5,22.39,245.59
6485,us-east,smb,322,3,21.8,235.02
6486,ap-south,mid,90,5,18.54,483.19
6487,us-east,mid,352,3,19.33,482.74
6488,eu-west,smb,247,5,21.05,230.89
6489,ap-south,mid,482,5,21.19,618.6
6490,us-west,smb,11,4,23.06,410.81
6491,eu-west,mid,158,4,20.87,740.92
6492,ap-south,smb,230,4,20.93,386.27
6493,ap-south,mid,36,4,21.26,829.65
6494,us-east,smb,568,5,19.65,156.16
6495,us-east,smb,597,4,21.09,184.84
6496,us-west,smb,37,4,19.92,89.51
6497,eu-west,mid,111,3,20.07,501.8
6498,us-west,strategic,320,1,21.61,3866.9
6499,ap-south,mid,585,4,21.32,385.59
6500,eu-west,smb,120,1,20.26,280.26
6501,us-west,smb,330,5,19.46,311.24
6502,us-west,smb,291,4,21.04,303.42
6503,eu-west,large,548,5,22.94,955.51
6504,us-east,smb,310,3,17.43,377.03
6505,us-east,smb,221,5,20.57,284.49
6506,eu-west,smb,335,3,26.88,252.04
6507,eu-west,mid,405,4,19.57,770.21
6508,us-east,mid,432,3,23.29,736.23
6509,eu-west,mid,356,3,21.11,321.79
6510,us-east,smb,515,4,20.27,252.99
6511,us-west,smb,461,4,22.98,205.55
6512,eu-west,strategic,549,3,19.98,5723.41
6513,eu-west,smb,564,3,20.3,284.95
6514,eu-west,smb,33,4,19.95,158.27
6515,us-east,large,112,3,21.34,1793.12
6516,us-east,smb,336,3,20.77,237.69
6517,eu-west,mid,264,1,20.81,477.22
6518,eu-west,smb,346,4,18.21,240.15
6519,sa-east,smb,183,5,21.42,196.6
6520,eu-west,mid,21,4,18.27,557.54
6521,us-east,smb,461,1,21.92,250.38
6522,us-west,smb,97,5,20.15,313.31
6523,eu-west,smb,291,3,20.26,247.71
6524,us-west,smb,58,4,17.86,214.19
6525,us-east,smb,340,3,23.21,296.51
6526,us-west,smb,458,3,21.02,195.22
6527,us-east,mid,334,5,18.67,471.11
6528,us-east,large,135,1,19.84,1483.13
6529,us-east,smb,42,2,20.52,268.59
6530,eu-west,smb,478,4,22.83,424.03
6531,eu-west,smb,457,3,21.75,294.1
6532,eu-west,smb,423,3,24.76,195.55
6533,us-east,mid,417,4,21.45,664.37
6534,eu-west,large,415,3,20.32,1247.46
6535,us-east,smb,223,5,24.88,158.15
6536,us-west,mid,250,2,19.46,531.1
6537,us-east,strategic,156,5,23.44,4170.71
6538,us-east,smb,275,3,23.88,257.95
6539,eu-west,smb,306,3,20.99,302.13
6540,ap-south,smb,199,2,20.43,263.19
6541,us-east,mid,473,4,22.59,473.78
6542,ap-south,mid,567,4,22.3,948.06
6543,us-east,smb,589,4,21.57,349.71
6544,us-west,mid,422,5,21.0,566.61
6545,us-east,smb,376,3,19.61,413.73
6546,eu-west,mid,555,4,22.83,546.34
6547,us-west,mid,143,5,20.39,571.8
6548,us-west,smb,150,1,19.44,155.84
6549,us-east,mid,533,5,22.12,823.67
6550,us-west,mid,511,1,19.85,653.49
6551,eu-west,large,234,4,23.18,2168.26
