reading_id,hours_since_service,load_pct,vibration_mm_s,coolant_c,failed
3180,527.1,75.49,2.691,50.59,0
3181,260.3,60.21,1.499,31.46,1
3182,395.0,66.89,3.01,34.98,0
3183,340.1,82.67,5.808,34.07,1
3184,818.8,79.92,3.353,37.09,1
3185,383.9,85.46,1.895,35.72,1
3186,126.7,63.32,0.876,45.03,0
3187,164.6,30.39,1.507,43.32,0
3188,299.5,32.98,1.74,30.28,1
3189,736.6,77.6,1.778,39.58,1
3190,505.6,89.56,3.819,35.29,1
3191,136.2,50.44,3.517,37.58,0
3192,70.6,46.93,1.913,38.15,0
3193,254.5,45.26,4.727,34.09,0
3194,308.8,69.9,3.333,40.61,1
3195,499.2,18.81,2.862,40.31,0
3196,421.4,87.51,2.427,33.96,0
3197,325.5,34.51,2.048,30.51,0
3198,105.9,68.16,4.674,45.23,0
3199,1010.2,20.61,1.939,33.83,0
3200,191.0,54.93,0.949,38.24,0
3201,230.0,67.96,5.871,38.42,0
3202,519.3,63.14,2.626,40.48,0
3203,259.8,60.82,2.463,42.87,0
3204,216.8,38.41,0.955,29.35,0
3205,487.8,46.87,2.198,44.83,0
3206,478.3,39.41,2.037,51.29,0
3207,389.6,91.44,2.129,39.62,1
3208,187.1,49.99,0.558,43.51,0
3209,425.1,23.11,3.985,34.57,0
3210,293.9,45.22,1.36,36.4,0
3211,165.3,70.38,2.136,41.11,0
3212,972.0,82.45,1.387,30.21,1
3213,359.1,14.33,2.091,44.11,0
3214,331.2,69.24,1.701,31.16,0
3215,386.6,38.02,2.292,39.73,0
3216,498.9,89.91,0.601,38.04,1
3217,951.8,88.13,2.532,33.49,1
3218,606.6,73.73,4.419,48.49,0
3219,333.8,26.95,0.878,54.75,0
3220,1026.5,34.48,3.736,34.73,0
3221,223.5,42.05,5.784,34.9,0
3222,194.5,67.68,4.006,42.59,0
3223,532.8,54.3,2.497,26.02,1
3224,819.5,41.31,2.312,38.14,0
3225,1372.7,54.55,1.794,30.58,1
3226,784.6,78.64,2.447,46.88,0
3227,78.7,31.31,1.056,32.54,0
3228,653.3,79.8,2.437,34.17,1
3229,897.7,77.23,1.711,39.18,0
3230,60.2,60.35,2.998,48.72,0
3231,1288.4,24.66,1.143,36.71,0
3232,214.6,13.8,2.121,30.19,0
3233,483.4,50.41,1.189,35.97,0
3234,993.7,51.39,2.849,52.4,0
3235,110.1,43.17,2.02,48.12,0
3236,119.7,90.71,0.478,43.73,0
3237,526.8,91.23,1.254,33.23,1
3238,722.5,58.7,3.283,41.05,0
3239,288.9,58.9,3.685,41.73,0
3240,252.3,36.16,2.689,29.44,0
3241,223.8,74.71,1.025,43.45,0
3242,340.9,59.31,1.742,37.28,1
3243,475.4,68.71,1.414,41.66,0
3244,767.9,52.99,5.237,40.66,1
3245,345.1,67.19,2.821,34.35,0
3246,245.1,16.0,1.479,35.34,0
3247,765.3,61.63,2.178,49.88,0
3248,200.4,23.26,2.55,40.43,0
3249,269.1,72.19,1.333,32.34,0
3250,364.3,43.25,1.516,43.13,0
3251,260.7,49.82,2.819,45.95,0
3252,1285.4,65.43,1.432,41.71,1
3253,360.5,42.49,1.493,32.08,0
3254,332.9,81.57,1.757,50.4,0
3255,798.5,41.8,3.487,47.11,0
3256,195.8,85.02,4.049,39.0,1
3257,337.5,60.77,2.159,28.32,0
3258,120.6,71.83,1.756,34.75,0
3259,429.6,71.69,0.451,41.02,0
3260,776.0,44.03,3.502,44.79,1
3261,647.4,46.05,3.17,40.05,0
3262,221.3,81.28,4.024,30.48,1
3263,591.4,48.45,2.086,43.15,0
3264,393.4,81.4,2.971,34.59,1
3265,329.5,16.06,3.154,42.16,0
3266,191.1,71.55,1.465,41.95,0
3267,178.0,43.08,5.278,22.47,0
3268,134.6,90.07,1.548,37.22,0
3269,646.0,51.33,2.212,32.32,0
3270,332.7,79.85,2.187,26.18,1
3271,378.9,57.42,2.184,36.71,0
3272,823.2,41.54,2.599,36.2,0
3273,238.8,62.91,1.84,35.86,0
3274,423.8,29.98,1.12,42.69,0
3275,304.6,78.6,1.624,44.7,0
3276,532.9,87.48,4.874,31.99,1
3277,236.5,49.47,3.745,38.44,0
3278,356.2,30.55,3.356,42.27,0
3279,635.2,63.89,0.857,34.0,0
3280,363.0,40.91,3.445,28.4,0
3281,303.9,74.53,1.128,33.25,0
3282,316.7,53.72,3.021,40.45,0
3283,291.3,74.3,2.104,34.12,0
3284,814.2,75.81,1.695,43.93,0
3285,349.0,29.28,1.181,46.4,0
3286,137.7,90.29,2.733,36.01,0
3287,147.1,74.94,2.662,32.68,0
3288,1218.5,50.73,2.641,28.35,0
3289,543.2,70.45,2.452,42.49,0
3290,403.5,11.76,1.215,40.2,0
3291,469.7,19.6,1.739,35.45,0
3292,735.4,27.46,2.591,37.82,0
3293,238.7,56.66,1.301,51.38,0
3294,159.4,12.17,2.381,46.16,0
3295,393.4,35.25,3.669,36.28,0
3296,632.3,21.72,1.345,44.34,0
3297,126.6,49.04,3.409,18.84,0
3298,776.2,29.18,3.053,41.08,0
3299,887.7,57.44,2.883,39.56,0
3300,123.3,63.74,6.722,29.82,0
3301,635.9,39.79,1.605,40.48,0
3302,320.8,50.76,2.762,28.71,0
3303,756.3,44.9,1.159,36.03,1
3304,284.1,75.17,2.105,30.42,0
3305,147.5,84.73,1.526,39.21,0
3306,731.8,36.4,4.837,45.67,0
3307,305.9,67.51,0.788,38.38,0
3308,707.2,84.46,1.771,35.43,0
3309,1768.8,46.21,2.457,38.48,0
3310,262.5,47.73,10.523,34.1,0
3311,234.7,76.67,3.111,39.72,0
3312,336.7,41.09,2.404,29.33,0
3313,381.6,79.09,1.289,33.5,0
3314,416.6,34.38,4.597,29.61,0
3315,280.3,33.66,0.874,42.85,0
3316,505.0,69.78,1.452,45.07,1
3317,637.3,14.77,2.16,35.91,0
3318,1293.1,71.17,2.785,35.93,1
3319,880.4,72.03,1.89,38.07,1
3320,346.0,45.95,2.921,27.84,0
3321,616.8,58.86,1.674,33.08,0
3322,899.0,68.43,8.541,38.67,1
3323,570.1,81.35,2.315,54.25,0
3324,231.0,29.08,1.961,36.26,0
3325,561.0,34.67,2.179,42.89,0
3326,139.7,46.37,4.167,42.7,0
3327,327.2,95.51,3.372,48.18,0
3328,312.7,29.11,2.224,41.4,0
3329,514.5,55.95,1.917,35.51,1
3330,446.7,47.84,0.589,46.53,0
3331,268.6,48.5,1.04,40.3,0
3332,550.0,24.86,1.032,41.08,0
3333,1034.2,56.95,1.707,35.13,0
3334,411.8,42.3,2.569,37.27,0
3335,191.7,38.61,2.223,37.33,0
3336,391.0,40.46,3.924,48.52,0
3337,321.6,81.3,1.902,40.8,0
3338,428.5,21.67,1.448,43.88,0
3339,192.4,63.28,3.104,42.55,0
3340,323.2,41.31,2.209,41.34,0
3341,776.8,53.97,4.481,37.22,1
3342,1241.5,71.66,1.35,32.22,1
3343,172.5,16.27,1.13,39.29,0
3344,26.8,57.01,2.255,42.95,0
3345,389.1,44.07,3.925,38.03,0
3346,115.7,40.54,2.72,43.43,0
3347,434.5,24.87,1.955,38.99,0
3348,302.0,69.98,2.527,45.18,1
3349,1205.5,38.56,1.632,41.57,0
3350,91.4,35.18,2.516,33.58,0
3351,431.1,81.14,1.12,32.7,0
3352,1298.7,48.48,1.688,46.04,0
3353,210.3,92.69,1.17,37.33,0
3354,1133.0,12.52,3.967,36.78,0
3355,572.4,61.54,0.8,38.63,0
3356,290.9,49.04,2.173,38.02,0
3357,346.7,68.39,4.338,44.51,1
3358,731.7,43.22,1.773,32.05,0
3359,434.3,28.53,2.839,35.78,0
3360,322.7,40.61,2.957,39.35,0
3361,1160.0,41.22,3.785,30.44,0
3362,429.1,80.85,1.504,48.71,0
3363,1161.9,55.69,2.56,45.85,0
3364,405.0,45.39,0.895,46.69,0
3365,161.9,12.14,1.813,36.76,0
3366,950.1,59.93,3.168,42.54,1
3367,204.4,42.0,1.395,37.75,0
3368,167.6,75.68,6.037,38.9,1
3369,606.0,40.6,3.276,44.45,0
3370,299.2,64.09,3.714,49.95,0
3371,362.5,52.81,2.467,30.28,0
3372,309.4,78.77,1.633,42.59,0
3373,839.4,45.4,2.726,33.87,0
3374,319.3,66.85,0.579,43.51,0
3375,360.1,64.44,0.854,36.06,0
3376,181.6,19.63,0.879,31.76,0
3377,868.1,83.86,2.789,39.63,1
3378,364.9,64.91,2.207,41.51,0
3379,369.5,51.09,2.45,37.39,0
3380,215.1,34.79,3.76,40.96,0
3381,608.9,58.21,2.041,20.43,1
3382,107.6,67.34,3.778,34.99,1
3383,344.6,79.26,1.985,35.46,0
3384,466.7,43.62,1.647,27.98,0
3385,78.8,42.79,1.154,40.57,0
3386,195.6,34.29,2.699,41.86,0
3387,530.7,40.03,3.676,50.01,0
3388,289.8,56.58,1.357,35.57,0
3389,376.9,50.99,3.768,39.35,0
3390,163.3,44.7,4.989,33.53,0
3391,875.7,71.13,4.08,25.16,1
3392,463.0,28.11,4.09,36.9,0
3393,302.1,57.21,3.49,37.33,0
3394,158.6,25.63,1.652,34.62,0
3395,552.8,42.52,1.754,26.13,0
3396,375.5,61.58,2.864,38.66,0
3397,581.3,46.63,5.152,49.3,0
3398,354.0,79.04,2.919,40.68,0
3399,142.5,73.06,1.512,43.12,0
3400,405.1,78.4,1.197,31.03,0
3401,434.4,34.98,1.257,29.04,1
3402,323.2,71.71,3.161,45.93,0
3403,794.4,86.73,3.115,34.23,0
3404,395.3,83.33,7.201,43.66,0
3405,153.1,57.88,5.279,34.05,0
3406,793.0,58.92,1.98,30.88,0
3407,477.1,82.02,1.858,35.11,1
3408,203.1,59.04,2.893,38.57,0
3409,241.0,39.92,1.968,41.31,0
3410,254.4,66.95,1.866,37.49,0
3411,382.8,40.06,1.131,28.99,0
3412,1204.2,57.63,7.15,44.36,1
3413,84.1,17.58,4.284,30.44,0
3414,193.2,30.35,3.283,46.04,0
3415,387.0,55.59,1.262,39.13,0
3416,463.0,57.84,1.304,34.01,0
3417,208.9,77.58,3.257,36.16,0
3418,837.9,38.3,1.443,33.98,0
3419,524.7,46.33,4.887,39.61,0
3420,1225.2,28.02,3.228,32.59,0
3421,181.6,36.04,2.109,38.9,0
3422,709.3,56.3,1.835,33.85,0
3423,406.2,29.03,1.143,29.09,0
3424,254.2,40.04,4.428,41.26,0
3425,313.8,27.95,2.075,26.77,0
3426,510.7,30.04,1.443,44.63,0
3427,321.7,11.6,2.206,34.7,0
3428,404.6,49.16,2.308,40.73,0
3429,612.5,61.29,2.494,45.46,1
3430,215.5,73.09,2.269,35.38,1
3431,175.0,54.83,3.054,44.18,0
3432,287.4,89.88,2.615,46.12,1
3433,248.2,61.28,1.708,42.35,0
3434,451.1,52.05,1.179,36.61,1
3435,459.7,28.78,1.669,35.46,0
3436,206.2,42.2,3.909,39.19,0
3437,583.6,63.66,2.856,29.92,0
3438,310.5,61.49,1.435,31.71,0
3439,591.0,49.13,2.431,29.73,0
3440,372.5,38.67,1.407,36.13,0
3441,106.4,43.68,2.395,32.22,0
3442,143.0,58.26,1.791,42.96,0
3443,336.2,56.26,2.603,30.39,1
3444,135.4,60.47,1.58,37.02,0
3445,465.7,42.25,1.684,45.33,0
3446,1429.2,69.89,1.516,43.31,0
3447,243.9,51.15,3.273,34.35,0
3448,278.0,24.58,4.008,39.75,0
3449,318.5,39.62,1.48,25.08,0
3450,325.2,36.51,2.588,38.22,0
3451,68.5,67.19,2.256,36.71,0
3452,655.9,59.73,4.563,41.77,0
3453,404.3,47.07,4.227,48.39,0
3454,337.7,84.72,3.359,36.19,1
3455,167.5,90.6,2.657,40.22,1
3456,335.8,41.66,2.503,33.15,0
3457,549.2,66.04,1.486,36.46,1
3458,423.0,92.87,3.621,46.76,0
3459,337.0,71.93,1.08,35.19,1
3460,365.0,77.42,6.582,37.17,1
3461,273.2,6.8,2.933,41.69,0
3462,193.7,57.46,4.504,42.2,0
3463,49.6,77.19,2.023,39.22,0
3464,671.1,60.14,4.449,47.36,0
3465,290.1,56.21,1.573,45.74,0
3466,79.8,18.75,1.812,34.5,0
3467,395.3,72.41,2.546,37.83,0
3468,167.3,72.61,2.262,38.94,0
3469,777.7,60.68,1.708,39.34,0
3470,588.5,53.93,3.847,41.35,0
3471,154.3,49.78,1.233,31.26,0
3472,851.7,55.44,2.966,39.61,1
3473,737.5,38.71,4.054,37.53,0
3474,2052.5,67.89,0.844,26.05,0
3475,1101.6,79.9,0.761,32.77,1
3476,795.0,52.06,0.835,37.4,0
3477,856.7,92.46,1.168,38.09,1
3478,102.8,37.18,1.805,43.22,0
3479,536.1,50.77,1.562,36.34,1
3480,703.1,84.43,2.699,35.13,0
3481,203.9,10.11,4.225,38.26,0
3482,512.0,56.74,0.864,45.0,0
3483,1312.2,50.05,3.614,42.02,0
3484,400.6,62.36,2.308,49.6,0
3485,621.4,70.9,2.333,40.96,0
3486,310.5,52.49,2.481,37.57,0
3487,717.8,43.19,1.361,27.25,0
3488,246.2,97.34,2.082,32.48,0
3489,259.1,40.2,4.101,40.68,0
3490,225.4,46.89,4.709,47.33,0
3491,501.3,21.63,1.807,39.78,0
3492,414.2,80.3,1.708,44.13,0
3493,728.0,29.33,2.987,37.22,0
3494,890.1,44.88,1.469,38.93,0
3495,713.8,56.43,1.972,45.02,0
3496,315.0,39.73,1.22,34.48,0
3497,437.7,67.93,4.463,44.36,0
3498,233.6,40.98,1.5,39.28,0
3499,305.8,30.57,0.548,33.81,0
3500,457.6,71.62,3.358,41.0,1
3501,402.8,52.37,2.017,27.86,0
3502,396.9,42.7,3.462,36.4,0
3503,189.0,60.06,1.637,36.16,1
3504,576.8,72.57,0.973,34.62,1
3505,147.6,49.58,4.078,46.18,0
3506,262.3,70.37,1.683,42.61,0
3507,175.7,67.05,1.628,42.26,0
3508,493.3,82.67,2.748,29.23,1
3509,367.1,24.37,1.15,46.83,0
3510,475.7,53.89,2.223,35.2,0
3511,496.6,60.61,1.503,28.7,0
3512,508.9,80.03,1.537,29.03,1
3513,178.4,18.22,4.56,40.92,0
3514,248.7,49.59,2.679,33.69,0
3515,506.2,54.9,5.11,29.71,1
3516,983.3,89.14,4.255,49.11,0
3517,449.9,62.56,1.646,35.95,0
3518,181.2,53.78,1.078,29.44,0
3519,325.2,41.71,2.749,42.32,0
3520,544.8,25.94,4.777,27.49,0
3521,242.6,42.17,0.976,43.4,0
3522,389.8,32.13,2.419,37.53,0
3523,121.5,78.02,1.112,45.64,0
3524,778.0,47.68,6.535,38.29,0
3525,342.9,60.96,2.43,37.44,0
3526,857.0,77.84,2.701,29.68,1
3527,743.0,58.44,0.894,26.71,0
3528,154.0,23.37,1.681,40.11,0
3529,767.7,54.01,2.101,37.31,0
3530,546.6,64.43,3.392,44.88,0
3531,318.7,21.74,1.602,37.11,0
3532,250.2,79.76,1.704,46.77,0
3533,270.9,39.15,2.9,28.43,0
3534,327.9,73.17,1.324,30.79,0
3535,301.9,32.58,3.263,35.75,0
3536,243.4,28.23,1.634,35.64,0
3537,64.7,46.93,2.269,33.88,0
3538,306.6,32.3,2.749,40.63,0
3539,210.4,35.42,0.593,37.97,0
3540,811.6,57.57,2.988,27.5,1
3541,343.5,29.31,1.589,34.59,0
3542,192.8,40.19,1.58,41.62,0
3543,430.8,37.45,1.486,24.88,0
3544,633.5,65.63,0.68,34.61,0
3545,215.3,23.44,1.086,29.35,0
3546,239.2,45.88,3.48,28.06,0
3547,257.9,47.06,2.766,53.18,0
3548,237.4,50.79,1.022,37.51,0
3549,147.9,11.72,1.18,39.49,0
3550,572.9,35.42,4.312,30.15,1
3551,471.2,34.9,0.92,40.17,0
3552,373.9,22.38,4.888,50.2,0
3553,361.9,86.1,2.364,37.27,1
3554,444.7,28.38,2.626,45.87,0
3555,202.0,61.85,1.327,45.08,0
3556,380.3,22.7,1.847,38.09,0
3557,393.9,54.36,3.106,36.31,0
3558,220.6,31.9,4.068,39.94,0
3559,647.6,41.6,2.169,42.6,0
3560,964.9,86.05,1.764,48.4,0
3561,451.4,30.66,1.914,38.35,0
3562,477.8,33.35,3.849,46.67,0
3563,109.3,86.41,9.014,39.27,1
3564,210.7,56.26,0.883,35.48,0
3565,386.4,80.94,2.461,27.03,1
3566,718.1,46.04,0.813,37.1,0
3567,887.6,36.95,0.691,30.55,0
3568,386.5,42.88,1.536,35.9,0
3569,862.6,40.06,2.254,39.03,0
3570,585.1,73.32,1.853,45.29,0
3571,35.0,47.73,3.91,34.78,0
3572,313.4,35.7,2.92,38.65,0
3573,619.7,26.66,3.164,48.44,0
3574,341.6,63.36,1.108,45.34,0
3575,348.5,59.43,1.716,38.24,1
3576,206.0,33.66,1.306,38.78,0
3577,236.6,49.57,3.588,46.97,0
3578,268.0,19.68,1.637,42.45,0
3579,466.3,68.0,2.251,39.19,0
3580,306.4,90.5,3.405,34.56,0
3581,136.6,48.33,1.03,43.11,0
3582,470.7,60.97,2.581,43.66,0
3583,174.8,38.01,1.943,40.55,0
3584,223.2,89.92,6.032,41.88,1
3585,222.8,26.93,3.868,37.77,0
3586,1174.7,98.03,1.243,48.03,1
3587,522.1,27.79,1.524,24.59,0
3588,839.8,41.51,0.842,32.3,0
3589,483.9,54.49,2.287,26.47,0
3590,127.9,60.84,2.621,36.62,0
3591,363.4,70.08,2.21,36.02,0
3592,515.3,64.8,2.471,33.3,0
3593,327.8,82.33,0.788,41.21,0
3594,522.8,71.52,3.295,36.73,0
3595,489.1,62.11,1.473,46.64,0
3596,433.3,78.94,1.923,45.41,0
3597,317.8,40.92,1.461,38.04,0
3598,828.1,19.23,0.882,35.91,0
3599,416.2,67.34,2.597,21.82,1
3600,422.9,55.03,3.106,31.69,0
3601,241.9,24.28,4.181,42.23,0
3602,247.4,29.78,3.504,34.48,0
3603,432.0,62.67,2.061,45.58,0
3604,374.8,59.55,2.502,35.36,1
3605,397.6,36.64,2.022,35.56,0
3606,79.1,61.42,4.056,33.64,0
3607,484.8,41.16,1.621,32.76,0
3608,398.6,75.07,1.494,37.34,1
3609,38.8,53.47,2.929,37.35,0
3610,165.5,77.99,3.249,47.82,0
3611,328.2,65.55,2.736,35.03,1
3612,596.9,77.08,2.464,44.01,1
3613,288.1,81.27,2.702,43.65,0
3614,120.8,47.51,1.914,32.23,0
3615,163.9,56.9,4.469,35.86,1
3616,111.8,56.02,1.984,36.44,0
3617,434.0,54.43,2.329,38.97,1
3618,509.8,23.05,1.203,41.79,0
3619,561.1,61.08,3.331,36.91,0
3620,439.2,35.28,3.565,46.04,0
3621,382.2,39.44,4.737,33.12,0
3622,43.4,49.98,1.626,45.92,0
3623,588.8,19.86,5.82,40.33,0
3624,756.1,66.11,2.21,39.79,0
3625,116.3,52.46,1.614,38.84,0
3626,705.8,12.23,2.17,39.49,0
3627,339.9,69.8,1.543,25.0,0
3628,866.4,19.98,1.19,33.18,0
3629,149.0,44.59,2.585,36.03,0
3630,254.0,70.96,2.326,41.64,0
3631,100.0,47.88,1.609,40.46,0
3632,80.1,56.22,3.282,41.43,0
3633,523.9,40.14,4.128,40.69,0
3634,304.2,50.76,2.664,36.62,0
3635,154.3,48.89,5.257,43.52,0
3636,978.7,81.44,3.605,43.38,0
3637,938.3,22.41,3.069,35.9,0
3638,471.3,49.48,1.171,30.72,0
3639,523.9,50.77,2.14,37.45,0
3640,83.3,27.34,0.692,38.73,0
3641,396.4,59.55,1.696,41.57,0
3642,706.8,36.51,2.621,49.94,0
3643,357.4,52.39,4.473,31.85,0
3644,185.1,77.08,3.831,44.46,1
3645,346.5,43.14,5.319,41.63,0
3646,94.2,39.4,1.187,34.42,0
3647,130.4,81.3,3.778,39.38,1
3648,372.2,27.12,4.076,41.89,0
3649,402.7,76.57,2.213,34.65,1
3650,250.5,80.75,1.427,32.34,0
3651,991.6,47.11,1.419,38.33,0
3652,635.3,83.96,1.235,34.16,0
3653,372.3,22.72,0.94,29.85,0
3654,343.8,71.81,3.337,25.7,1
3655,198.4,61.35,1.775,42.1,0
3656,645.8,53.53,4.301,38.26,1
3657,54.2,76.33,3.051,34.03,0
3658,182.2,59.74,1.125,54.58,0
3659,114.2,44.55,1.096,27.07,0
3660,636.4,65.83,5.743,37.09,1
3661,296.6,30.18,2.507,31.95,0
3662,308.0,81.3,0.855,31.8,0
3663,388.3,72.17,1.037,36.38,0
3664,420.4,79.43,2.81,35.88,0
3665,274.9,31.47,1.459,42.25,1
3666,779.1,51.52,2.549,38.33,0
3667,66.1,82.45,2.045,27.85,0
3668,110.8,88.87,1.075,50.66,0
3669,197.7,62.07,3.569,27.68,1
3670,474.8,73.07,6.14,34.78,1
3671,452.6,79.58,2.222,36.68,0
3672,203.4,42.76,1.947,44.68,0
3673,759.7,19.12,3.496,30.34,0
3674,218.4,76.61,1.915,26.5,1
3675,187.3,74.29,1.429,34.58,0
3676,789.4,91.95,3.447,36.35,1
3677,247.8,28.67,4.435,28.06,0
3678,639.8,27.35,1.583,39.02,0
3679,392.6,24.99,3.951,35.16,0
3680,1231.8,28.91,1.967,38.73,0
3681,635.3,20.36,1.782,33.33,0
3682,314.2,78.71,1.358,33.34,1
3683,201.5,38.02,4.569,34.87,0
3684,283.2,75.26,2.466,48.68,0
3685,400.7,36.38,0.855,41.13,0
3686,738.9,25.09,1.921,34.71,0
3687,281.1,60.54,3.384,23.05,0
3688,356.8,82.22,1.104,34.27,0
3689,682.5,53.56,2.404,46.05,0
3690,823.9,59.13,2.285,36.57,0
3691,184.3,38.1,2.646,29.9,0
3692,354.4,67.23,1.207,33.75,0
3693,310.7,39.52,1.722,46.08,0
3694,599.0,49.29,3.214,30.73,1
3695,322.0,46.85,1.577,31.51,0
3696,511.4,67.98,3.874,34.64,0
3697,223.6,24.55,1.635,43.4,0
3698,337.3,60.6,2.64,31.13,1
3699,591.3,39.86,1.028,33.17,0
3700,439.9,53.47,1.32,40.1,0
3701,575.3,86.71,1.092,42.04,0
3702,513.4,85.9,2.385,33.04,0
3703,337.1,62.9,3.639,40.95,1
3704,317.6,84.23,3.607,42.61,1
3705,586.2,64.37,2.824,35.17,0
3706,1097.5,69.52,1.521,30.71,1
3707,155.5,59.42,1.923,39.39,0
3708,253.5,49.77,2.757,38.77,0
3709,427.9,33.35,1.226,48.63,0
3710,250.7,28.0,1.605,40.06,0
3711,472.0,33.97,2.728,29.53,0
3712,471.6,50.9,2.046,30.55,0
3713,608.7,30.44,2.564,35.25,0
3714,801.4,31.55,3.454,37.53,0
3715,498.9,40.27,3.72,37.25,0
3716,110.5,73.52,1.051,27.01,0
3717,22.9,37.29,1.389,48.18,0
3718,1123.8,21.7,5.933,47.64,0
3719,1333.0,64.1,5.655,45.9,0
3720,556.1,75.72,1.249,34.21,1
3721,186.6,96.81,1.664,27.63,1
3722,760.2,72.81,1.695,33.58,1
3723,350.1,96.57,2.085,49.1,1
3724,351.5,42.34,2.679,37.49,0
3725,452.9,38.82,3.077,42.57,0
3726,568.9,75.58,0.604,28.8,1
3727,199.4,23.06,2.014,36.62,0
3728,739.2,69.43,1.147,36.7,1
3729,416.0,31.53,3.747,32.3,0
3730,647.5,62.51,6.726,41.65,1
3731,224.5,74.18,2.653,47.99,0
3732,549.8,74.64,1.843,40.16,0
3733,708.8,67.08,2.124,41.64,0
3734,487.2,21.44,4.295,32.47,0
3735,111.9,85.68,2.322,36.94,0
3736,549.1,64.85,1.419,42.96,0
3737,625.7,30.47,2.702,46.79,0
3738,179.1,65.52,1.367,31.79,0
3739,468.3,84.43,1.393,39.99,0
3740,112.0,41.63,2.935,34.89,0
3741,255.3,52.79,2.703,46.95,0
3742,468.2,63.41,3.313,36.03,0
3743,975.3,49.7,1.863,34.92,1
3744,426.7,53.82,1.374,44.57,0
3745,470.3,6.13,1.061,28.48,0
3746,393.4,43.39,3.317,35.41,0
3747,305.4,22.79,3.607,48.62,0
3748,176.8,76.72,1.55,48.71,0
3749,73.5,59.04,2.436,47.54,0
3750,540.8,74.45,3.105,45.56,1
3751,387.6,60.87,7.425,40.86,0
3752,318.3,44.67,1.912,32.41,0
3753,1082.4,83.82,2.27,28.95,0
3754,86.5,27.46,7.292,41.95,0
3755,444.6,13.83,2.209,35.85,0
3756,288.8,46.84,2.232,43.95,0
3757,522.4,21.45,2.095,44.08,0
3758,86.0,81.01,0.89,46.26,0
3759,651.4,44.89,0.6,33.98,0
3760,78.9,39.89,1.637,26.64,0
3761,257.4,15.07,2.561,44.61,0
3762,85.4,77.09,4.987,36.13,0
3763,330.1,18.89,4.175,38.34,0
3764,351.4,14.42,2.146,45.54,0
3765,593.0,64.9,1.847,37.06,0
3766,160.2,49.5,1.144,42.0,0
3767,643.5,66.29,2.058,38.75,0
3768,70.2,51.06,1.428,39.85,0
3769,183.9,44.42,7.196,39.72,0
3770,289.9,80.67,1.579,26.9,1
3771,128.5,45.21,1.146,37.84,0
3772,314.4,44.61,2.114,43.94,0
3773,660.2,28.13,1.636,41.54,0
3774,781.3,39.63,3.876,38.74,0
3775,784.6,59.19,2.873,39.09,0
3776,261.8,75.07,7.625,40.13,0
3777,527.9,61.09,5.349,38.9,0
3778,395.1,22.46,1.666,40.03,0
3779,152.6,19.06,1.917,31.72,0
3780,188.9,55.29,5.01,34.35,0
3781,151.3,70.23,1.668,52.89,0
3782,464.9,37.44,2.568,39.18,0
3783,589.3,71.07,2.396,39.07,0
3784,347.0,41.83,1.603,34.08,0
3785,145.3,73.98,2.306,37.49,0
3786,573.1,35.32,1.593,28.92,0
3787,95.6,54.48,2.162,35.28,0
3788,208.2,53.43,1.455,36.47,0
3789,940.4,37.1,2.381,38.1,0
3790,290.7,75.08,1.799,36.24,1
3791,284.5,56.98,0.825,45.1,0
3792,78.2,62.69,0.731,47.47,0
3793,116.2,68.0,4.018,34.58,0
3794,388.2,78.54,1.636,33.47,0
3795,317.8,69.38,3.32,34.78,1
3796,335.0,52.25,4.079,22.32,1
3797,221.0,76.19,2.088,34.7,0
3798,834.8,44.5,2.108,42.13,0
3799,485.6,48.89,1.104,30.02,0
3800,85.5,74.54,0.854,46.12,0
3801,353.4,15.54,0.841,38.67,0
3802,430.5,26.75,4.322,22.09,0
3803,207.9,46.26,3.251,37.14,0
3804,241.0,91.02,3.848,57.58,0
3805,347.5,88.38,2.149,37.56,1
3806,512.5,82.21,1.677,40.42,0
3807,912.8,74.89,5.47,32.51,1
3808,189.4,14.7,1.146,40.36,0
3809,727.2,67.19,2.835,40.36,0
3810,313.1,26.52,2.179,28.99,0
3811,387.3,46.42,1.086,36.17,0
3812,150.3,61.8,0.838,24.46,0
3813,485.0,52.66,1.244,34.25,0
3814,281.0,40.27,1.102,37.76,0
3815,479.0,36.76,3.076,38.3,0
3816,256.9,66.01,2.011,49.05,0
3817,431.3,81.71,3.473,34.05,1
3818,237.0,22.71,4.752,40.05,0
3819,784.7,63.15,2.619,43.37,0
3820,563.8,55.34,2.189,36.1,0
3821,611.2,65.08,1.324,40.5,0
3822,136.8,25.37,3.684,33.08,0
3823,544.6,91.95,5.092,31.11,1
3824,432.1,35.6,2.591,43.83,0
3825,125.9,71.66,2.037,30.2,0
3826,789.3,80.15,3.489,33.15,1
3827,240.7,97.24,4.307,42.89,1
3828,292.5,51.29,2.031,47.99,0
3829,955.2,51.35,2.191,35.91,0
3830,131.6,40.23,1.681,27.69,0
3831,226.5,51.92,3.708,24.85,0
3832,430.5,57.13,0.911,30.62,0
3833,177.4,32.33,1.849,27.83,0
3834,44.3,48.58,1.131,41.95,0
3835,263.9,42.37,1.655,30.69,1
3836,676.1,65.91,6.067,29.3,0
3837,857.9,79.51,2.682,38.15,1
3838,476.0,55.97,1.876,36.6,0
3839,593.4,30.66,1.743,43.17,0
3840,951.3,20.85,0.538,22.74,0
3841,284.3,57.27,2.231,40.01,0
3842,893.4,72.94,2.78,33.86,1
