doc_id,topic,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47
453,1,-0.197372,0.125384,-0.021143,-0.09607,-0.061912,0.161591,-0.112141,-0.18259,-0.175844,-0.077082,-0.147543,-0.162656,-0.058961,-0.124124,-0.016387,-0.123842,0.085006,0.13593,-0.203914,0.216132,-0.022494,-0.239927,0.002677,-0.204496,0.079899,0.112143,-0.156409,-0.201654,0.217042,0.211894,0.133897,-0.165748,-0.017534,0.112084,0.093328,0.186174,-0.109264,0.202486,0.064355,-0.144548,-0.246796,-0.13706,0.047639,-0.053421,0.134427,-0.036653,0.125149,-0.225192
454,2,-0.229864,-0.008344,-0.071042,0.042852,-0.316355,0.046095,-0.06636,-0.156534,-0.225465,0.048352,-0.105563,0.190354,0.024496,-0.01145,-0.06812,-0.223587,0.041385,0.079348,0.035767,0.129422,-0.071295,-0.134691,-0.103417,0.031251,0.019015,0.020869,-0.062029,-0.189592,0.188039,0.345884,0.115699,-0.198996,-0.012985,0.12754,-0.021655,0.111892,-0.092718,0.273853,0.147761,-0.151003,-0.242116,-0.204242,-0.210024,-0.119415,0.067627,-0.032039,0.146214,-0.01859
455,4,-0.081585,0.003234,-0.218085,-0.068797,-0.122326,-0.001262,-0.111158,-0.051464,-0.020385,-0.221807,-0.201742,0.069308,0.176999,-0.128978,0.064104,-0.256749,-0.034956,-0.023377,-0.305702,0.282119,0.14696,-0.171482,0.007426,-0.004998,0.070167,0.103524,-0.214885,-0.122878,0.073049,0.108603,0.094747,-0.134077,0.028015,0.101565,-0.002554,0.142222,-0.304793,0.154364,0.054095,0.035407,-0.229565,-0.292115,-0.125161,-0.111711,0.021353,-0.052019,0.171509,0.008315
456,4,-0.066329,0.007024,-0.19982,-0.044502,-0.188642,-0.063127,-0.05418,-0.00592,-0.052658,-0.154514,-0.019233,0.016315,0.102555,-0.036245,0.057178,-0.330801,-0.099602,-0.018798,-0.27579,0.189196,0.016028,-0.213716,-0.090983,0.050615,0.104189,0.261686,-0.069071,-0.110079,0.01838,0.127449,0.196589,-0.208203,-0.068765,0.063402,-0.159971,0.081571,-0.137852,0.120566,-0.018038,-0.076105,-0.283908,-0.299006,-0.203035,-0.082139,0.09697,-0.146814,0.206731,-0.115171
457,1,-0.214387,-0.04919,-0.077426,0.016566,0.0017,0.252268,-0.075204,-0.27368,-0.152274,-0.066993,-0.13426,-0.116648,-0.128053,-0.083023,-0.128775,-0.192745,0.001544,0.094769,-0.181891,0.105827,-0.069337,-0.162769,-0.058055,-0.115314,0.15376,0.203112,-0.117336,-0.274559,0.223696,0.159296,0.090261,-0.212099,-0.075339,0.034771,0.103762,0.046715,-0.121966,0.233486,0.112296,-0.135795,-0.175516,-0.205489,-0.016917,-0.055967,0.133393,-0.07436,0.064913,-0.238171
458,1,-0.227551,0.068934,-0.019212,-0.165498,0.100635,0.18179,-0.005295,-0.255528,-0.124879,-0.088066,-0.091379,-0.148968,-0.070224,0.004793,0.041919,-0.148838,0.148192,0.1388,-0.228276,0.206488,-0.075821,-0.229455,-0.026993,-0.128057,0.054574,0.126785,-0.168017,-0.276204,0.203689,0.266565,0.148711,-0.12614,-0.010434,-0.010284,0.054547,0.181411,-0.039658,0.257238,0.049005,-0.039052,-0.12634,-0.11524,-0.059634,-0.084111,0.144386,-0.08517,0.105349,-0.227971
459,3,-0.120865,-0.055529,0.041779,0.17175,0.02247,0.157013,-0.075938,-0.175559,-0.056195,-0.253081,-0.067433,0.082848,-0.071433,-0.047414,-0.191703,-0.139963,0.053262,0.040387,-0.168019,0.299993,-0.088625,0.163717,-0.095808,-0.071488,0.122243,-0.135234,-0.113376,-0.045333,0.040947,0.311364,0.178619,-0.161503,0.057825,-0.045418,-0.032778,0.203434,-0.043618,0.191095,0.21007,-0.26097,-0.07758,-0.231225,-0.198011,-0.031898,-0.038803,-0.22574,0.028736,-0.138185
460,2,-0.188079,-0.077861,-0.086532,-0.001114,-0.227162,0.123906,-0.105993,-0.120886,-0.243855,-0.064822,0.007113,0.133728,0.01999,-0.107412,-0.197756,-0.223481,-0.022655,0.141733,-0.059712,0.192949,-0.085782,-0.208669,-0.10896,0.081673,-0.094008,-0.06472,0.013034,-0.158644,0.14717,0.288229,0.01382,-0.16364,-0.115676,0.223289,-0.061281,0.241608,-0.035473,0.22392,0.060619,-0.13756,-0.167367,-0.16762,-0.261508,0.003741,0.125604,-0.167542,0.079036,-0.028431
461,3,0.010017,-0.055468,-0.004691,0.146588,0.087062,-0.044501,-0.157612,-0.175693,-0.055682,-0.118565,-0.047753,0.014925,-0.018246,-0.027315,-0.230831,-0.14624,0.013357,0.082571,-0.165922,0.276473,-0.143201,0.093625,-0.082046,-0.061477,0.08129,-0.122581,-0.10131,-0.156071,0.082729,0.342905,0.149299,-0.100696,0.030999,-0.047331,-0.146417,0.160121,-0.034404,0.155844,0.14492,-0.20063,-0.197741,-0.333903,-0.10788,-0.043742,-0.131554,-0.270691,-0.085878,-0.227312
462,5,0.100697,-0.072594,-0.138105,-0.112626,0.062989,-0.141471,-0.043236,-0.074284,-0.083046,-0.066055,-0.090564,-0.158767,-0.030228,-0.139823,-0.035569,-0.218089,-0.020694,0.183569,-0.189336,0.316598,-0.140846,-0.037047,-0.114014,-0.030964,-0.052755,0.257242,0.015152,-0.217351,0.087704,-0.011512,0.073306,-0.120229,-0.020132,0.037214,0.037169,0.250949,-0.022765,0.386667,-0.068464,0.001134,-0.317842,-0.258466,0.00842,-0.037475,0.093822,0.06867,0.221211,-0.073648
463,0,-0.110178,0.168179,-0.189656,-0.151908,0.007158,0.098755,-0.104393,-0.107174,-0.022039,-0.231812,-0.046134,0.03846,-0.091655,-0.081468,-0.045593,-0.246703,0.08402,0.156915,-0.120255,0.287999,0.036789,-0.252905,-0.074286,2.2e-05,0.061439,0.007164,-0.044831,-0.126638,0.010077,0.184456,0.004621,-0.176776,0.140611,-0.049712,0.168256,0.310838,-0.126969,0.08875,0.079798,-0.025516,-0.274179,-0.178039,0.135964,-0.148723,0.070327,-0.134867,0.235607,-0.202568
464,5,0.069179,-0.086731,-0.106332,0.070155,-0.153219,-0.027768,0.025841,-0.058205,-0.149543,-0.039329,-0.096943,-0.246097,-0.048543,-0.174433,0.056168,-0.272462,0.026086,0.167295,-0.159761,0.223866,-0.098954,0.041454,-0.173027,-0.118308,-0.014804,0.227465,-0.012764,-0.210029,0.19655,0.127074,0.124722,-0.142314,-0.05132,0.043825,-0.039017,0.159642,-0.034976,0.379701,0.047202,0.036425,-0.300436,-0.321441,-0.030818,0.011939,0.022099,0.054793,0.018217,-0.1163
465,1,-0.159403,0.070634,0.045176,-0.082328,0.028491,0.067558,-0.037342,-0.339212,-0.162013,0.059019,-0.040723,-0.069846,-0.177129,-0.123091,-0.044534,-0.169726,0.108058,0.134027,-0.137364,0.222838,0.043317,-0.215163,0.007115,-0.165911,-0.050609,0.050841,-0.10954,-0.246981,0.186834,0.209135,0.084483,-0.156474,-0.05388,0.183574,0.092916,0.130344,-0.124652,0.262141,0.052897,-0.134995,-0.22154,-0.168346,0.115821,-0.220069,0.087444,-0.060239,0.12473,-0.171573
466,4,-0.110518,0.035153,-0.157059,-0.131138,-0.173873,-0.065659,-0.073054,-0.098185,-0.020259,-0.113022,0.022535,-0.007044,-0.007063,-0.074355,0.062963,-0.195276,-0.073479,-0.077063,-0.272744,0.28234,0.016323,-0.216135,-0.113157,-0.098847,0.12253,0.149183,-0.035739,-0.256177,0.110961,0.241873,0.08674,-0.102505,-0.039286,0.06699,-0.205365,0.094513,-0.167188,0.037564,0.185757,0.006103,-0.382324,-0.225571,-0.238862,-0.064062,0.113941,-0.074771,0.040128,-0.079297
467,1,-0.310444,0.037825,-0.060028,-0.119326,0.043671,0.221767,-0.063816,-0.260594,-0.032831,0.057489,-0.124358,-0.06721,0.009745,-0.109228,-0.059663,-0.174685,0.050355,0.170273,-0.209756,0.21747,-0.087577,-0.177742,0.066003,-0.151629,0.026325,0.082255,-0.111006,-0.16127,0.180993,0.195206,0.137009,-0.226677,-0.066453,0.072982,0.116021,0.115508,-0.133748,0.244481,0.142074,-0.203825,-0.176903,-0.214105,-0.01826,-0.078612,0.102028,-0.060305,0.077948,-0.18675
468,2,-0.206915,-0.012417,-0.094232,0.122511,-0.220872,0.09076,-0.100948,-0.084462,-0.205064,-0.118279,-0.174065,0.130237,0.131018,-0.002132,-0.051975,-0.235477,-0.015316,0.132381,-0.114138,0.077632,-0.04441,-0.153182,-0.107274,-0.014115,-0.054305,-0.072076,-0.11044,-0.138469,0.16472,0.334766,0.05589,-0.062109,-0.042912,0.206353,-0.009239,0.274867,0.093272,0.206418,0.098266,-0.104141,-0.228263,-0.224527,-0.239235,-0.028276,0.200092,-0.017481,0.165938,-0.014947
469,1,-0.22978,0.033746,-0.03357,-0.104347,0.01052,0.104886,-0.09224,-0.208669,-0.162912,-0.073712,-0.15687,-0.125607,-0.098125,-0.031335,-0.085691,-0.11558,0.012984,0.197951,-0.157052,0.207874,0.020953,-0.236706,-0.075016,-0.126484,0.006205,0.166627,-0.128903,-0.254951,0.268615,0.274271,0.142897,-0.188774,-0.073794,0.070304,-0.01848,0.188697,-0.041587,0.255207,0.065639,-0.106588,-0.203225,-0.140494,-0.026938,-0.050876,0.115159,-0.127941,0.034493,-0.212123
470,0,-0.201889,0.098967,-0.212529,-0.100156,0.072573,0.016583,-0.081948,-0.111158,0.015208,-0.132831,-0.077398,0.073384,-0.11129,0.027519,-0.112789,-0.239513,0.13803,0.089881,-0.135249,0.230508,-0.052344,-0.353066,-0.096415,-0.034992,-0.008714,0.180228,-0.184293,-0.093047,0.231977,0.060533,-0.018534,-0.118699,0.132729,0.01306,-0.037682,0.213544,-0.097168,0.182301,0.030264,-0.007534,-0.226378,-0.245743,0.123175,-0.060932,-0.00793,0.020183,0.09083,-0.354811
471,3,-0.032511,0.021898,-0.114349,0.185522,-0.02274,0.062571,-0.224285,-0.112172,-0.036952,-0.121614,-0.076971,0.024765,0.056863,-0.14481,-0.192665,-0.152188,-0.003686,0.127491,-0.196245,0.254628,-0.101902,0.198696,-0.070949,-0.072405,0.08513,-0.092157,-0.050634,-0.191831,0.11323,0.305504,0.229973,-0.04494,0.038319,-0.037092,-0.093892,0.211268,-0.057743,0.15036,0.226169,-0.134426,-0.123602,-0.286175,-0.175804,-0.166657,-0.031346,-0.14433,-0.051005,-0.220964
472,0,-0.102927,0.190625,-0.241536,-0.155127,-0.057885,-0.023023,-0.147249,-0.154882,-0.022451,-0.215873,-0.159793,0.119873,-0.074936,-0.090633,-0.185695,-0.253391,-0.014818,0.145101,-0.073934,0.258259,0.126664,-0.314505,0.015453,0.005598,-0.050657,0.050045,-0.172135,-0.101647,0.144355,0.10389,-0.045488,-0.213641,0.124355,-0.042456,-0.102261,0.161294,0.061491,0.037829,0.062818,-0.026454,-0.229939,0.000378,0.176991,-0.19316,-0.006925,-0.0384,0.108332,-0.300298
473,5,0.016978,0.112302,-0.056279,0.077109,-0.131407,0.014851,-0.069566,-0.09154,-0.033304,-0.015742,-0.053241,-0.188403,0.045867,-0.173371,-0.112865,-0.170997,0.081648,0.127331,-0.082263,0.195745,0.002252,0.030566,-0.145643,-0.144375,0.008104,0.158046,-0.064446,-0.262881,0.143211,0.060561,0.114956,-0.036901,-0.102822,0.034823,-0.208094,0.338828,-0.060295,0.388993,-0.04884,-0.08531,-0.218963,-0.377449,-0.144474,-0.035921,0.012605,0.088099,0.164385,-0.058412
474,4,-0.145304,0.068881,-0.287226,-0.10671,-0.161454,0.061189,-0.165798,-0.057384,-0.18272,-0.157888,-0.064069,0.072649,0.051201,-0.124374,-0.063633,-0.280417,0.053192,-0.010141,-0.195277,0.165425,-0.015047,-0.176084,-0.07565,0.025844,0.143173,0.142589,-0.113518,-0.091754,0.028502,0.278687,0.039249,-0.152256,-0.038254,0.086714,-0.058468,0.095777,-0.2486,0.144681,0.048994,0.018707,-0.299967,-0.278827,-0.142362,-0.167131,-0.035025,-0.001812,0.189303,-0.140542
475,3,0.022816,0.093614,0.091718,0.100065,0.007578,0.012444,-0.219414,-0.133635,-0.001085,-0.190433,0.012593,-0.027109,0.009308,0.014874,-0.134986,-0.172348,-0.026888,0.07079,-0.161741,0.287785,-0.090063,0.166046,-0.146524,-0.007445,0.061446,-0.065699,-0.079507,-0.1971,0.086675,0.36019,0.212966,-0.131633,0.025508,-0.13501,-0.122496,0.129266,-0.02234,0.15289,0.154237,-0.188442,-0.0619,-0.394844,-0.148168,-0.113488,-0.036889,-0.23197,-0.009234,-0.109454
476,5,0.201427,0.078281,-0.01052,0.038991,-0.186976,0.010326,-0.038058,-0.000876,0.053799,-0.129107,-0.069295,-0.009465,-0.03165,-0.219713,-0.067734,-0.207153,0.045036,0.136841,-0.190168,0.141042,-0.021385,-0.040254,-0.11277,-0.01037,-0.038582,0.204847,0.061902,-0.234716,0.175557,0.007256,0.173213,-0.129841,0.007321,0.195463,-0.096677,0.291063,-0.095309,0.377412,0.03785,-0.183864,-0.149286,-0.322507,-0.130872,-0.01176,0.146088,0.03227,0.101593,-0.16355
477,3,0.004212,0.015383,-0.129185,0.247556,-0.002241,-0.002726,-0.182953,-0.168255,-0.099566,-0.173298,0.004499,0.032185,0.023748,-0.023069,-0.10395,-0.232837,-0.023293,-0.00249,-0.259856,0.233947,-0.075939,0.092248,-0.102098,0.092042,0.069689,-0.110634,-0.114635,-0.258322,0.052026,0.289401,0.211057,-0.166103,-0.032838,-0.097836,-0.188212,0.127694,-0.041601,0.064066,0.124462,-0.245244,-0.101088,-0.273443,-0.207612,-0.189293,-0.023453,-0.134825,-0.065941,-0.102333
478,5,0.052052,0.011831,-0.126965,0.098455,-0.134036,-0.048916,-0.102341,-0.037441,-0.073453,-0.072166,-0.079185,-0.117801,0.022194,-0.161623,-0.034007,-0.133461,0.043101,0.132764,-0.067785,0.189776,-0.131821,0.004705,-0.17566,0.087167,-0.045433,0.124429,0.004714,-0.288435,0.175496,0.063853,0.111906,-0.18298,-0.061787,0.192933,-0.010959,0.175722,-0.109265,0.396973,-0.056963,0.006261,-0.272835,-0.425345,-0.144311,0.0864,-0.004074,-0.033126,0.169327,-0.083041
479,1,-0.157084,0.172324,0.021772,-0.063684,-0.008662,0.073893,0.009974,-0.311018,-0.106327,0.004489,-0.068798,-0.06398,-0.058856,0.003714,0.005882,-0.134263,0.032162,0.091992,-0.134668,0.239486,0.013932,-0.203332,-0.111602,-0.156433,0.02658,-0.043733,-0.066612,-0.230854,0.197229,0.230808,0.188922,-0.213076,-0.025972,0.075479,0.078621,0.120329,-0.028673,0.306275,0.075325,-0.110087,-0.260674,-0.210518,0.055029,0.016743,0.172097,-0.07249,0.087088,-0.320142
480,4,-0.085894,-0.006817,-0.286347,-0.058004,-0.094747,0.057677,-0.192101,0.019382,-0.044869,-0.161871,-0.073731,-0.036861,-0.065852,-0.080126,-0.056471,-0.239476,-0.031171,-0.004808,-0.32712,0.286886,0.136257,-0.079672,-0.118692,0.015731,-0.000221,0.136493,-0.239805,-0.071985,0.084202,0.044399,0.199216,-0.253216,0.131625,0.106424,-0.065335,0.110823,-0.169925,0.035387,0.048804,0.045618,-0.311858,-0.216994,-0.171749,-0.112882,-0.044159,-0.114309,0.194171,-0.092185
481,4,-0.024481,0.127274,-0.165499,-0.058501,-0.145661,0.017387,-0.158332,-0.142152,0.015079,-0.066378,-0.134432,0.010329,0.074671,-0.006731,0.050151,-0.310027,0.008089,0.021126,-0.201642,0.311214,0.053387,-0.238603,-0.10882,-0.126346,0.096494,0.134107,-0.169796,-0.141539,0.086236,0.185005,0.196162,-0.141155,-0.006028,-0.020602,-0.162494,0.190401,-0.111301,0.159037,0.122875,-0.044189,-0.294003,-0.275074,-0.086348,-0.185003,-0.003126,-0.094972,0.148567,-0.06287
482,1,-0.150928,0.032032,-0.031461,-0.125776,0.017521,0.209842,-0.079954,-0.181534,-0.175392,-0.052779,-0.14056,-0.081391,-0.102519,-0.072684,-0.014282,-0.235562,0.023106,0.129952,-0.17896,0.121846,-0.09443,-0.237709,-0.025618,-0.164739,0.097576,0.065177,-0.082205,-0.246076,0.193138,0.232995,0.183627,-0.172804,0.0435,0.129311,0.138018,0.227748,-0.117657,0.190246,0.086007,-0.140255,-0.197393,-0.183741,-0.036626,-0.0132,0.133917,-0.140999,0.077047,-0.256695
483,2,-0.242395,-0.090182,-0.081784,0.085679,-0.239064,0.171556,-0.220817,-0.186012,-0.262518,-0.093633,-0.062105,0.171026,0.028876,-0.016228,-0.107355,-0.205872,0.038867,0.044837,-0.070673,0.03628,-0.121008,-0.141334,-0.075855,-0.048079,-0.097759,-0.008313,0.015659,-0.171078,0.22605,0.313619,0.089618,-0.010978,0.060393,0.170145,-0.036644,0.114607,0.032071,0.133357,0.078045,-0.248941,-0.176886,-0.248521,-0.218874,-0.209509,0.057775,-0.079696,0.074551,-0.005785
484,0,-0.188563,0.205069,-0.14944,-0.137213,0.036904,0.02795,0.007031,-0.150266,-0.09911,-0.211055,-0.135599,0.047772,-0.070581,0.01035,-0.237361,-0.142777,0.138692,0.155287,-0.108584,0.262471,-0.024957,-0.361319,0.0391,-0.031146,-0.00418,0.082415,-0.066115,-0.078023,0.14841,0.116132,0.023077,-0.209628,0.040126,-0.136953,-0.055331,0.298021,-0.09763,0.089096,0.061238,-0.010521,-0.259828,-0.206971,0.157402,-0.080585,-0.088978,-0.012686,0.180664,-0.169522
485,3,-0.045432,0.014944,0.081801,0.097511,0.127117,-0.00121,-0.131654,-0.145321,-0.091122,-0.204529,-0.012396,0.033808,0.096194,-0.017817,-0.12896,-0.157186,-0.0404,0.094858,-0.130822,0.287428,-0.120483,0.159563,-0.218256,0.030746,0.115756,-0.141876,-0.046151,-0.218065,0.140818,0.3589,0.206396,-0.10911,0.047082,0.074251,-0.053258,0.23986,-0.010924,0.229112,0.139968,-0.183924,-0.103999,-0.185239,-0.192683,-0.109739,-0.000753,-0.172825,-0.12569,-0.158727
486,4,-0.036409,0.109756,-0.28712,0.001622,-0.159919,0.041896,-0.187432,-0.085489,-0.055426,-0.10409,-0.018836,-0.043107,-0.013836,-0.121815,-0.036309,-0.250836,-0.101542,0.002645,-0.202476,0.266619,0.088788,-0.243366,-0.034416,-0.000952,0.15983,0.11725,-0.130293,-0.10908,0.066055,0.172016,0.168825,-0.169287,0.007274,0.010338,-0.018593,0.128802,-0.081418,0.088453,0.106557,0.025992,-0.388702,-0.258581,-0.182668,-0.052984,0.002096,-0.027547,0.300565,-0.01572
487,4,-0.104413,0.019994,-0.220179,-0.157255,-0.181135,-0.076253,-0.144431,-0.00267,-0.08215,-0.061917,-0.024977,0.022593,0.038245,-0.041715,-0.044544,-0.215765,-0.00856,-0.069628,-0.288905,0.298616,0.031819,-0.21138,-0.111563,0.074112,0.104314,0.105267,-0.103357,-0.091128,0.159164,0.197779,0.158873,-0.137617,0.078722,0.103868,-0.134013,0.079112,-0.174786,0.105217,0.176249,-0.007086,-0.290106,-0.303865,-0.126442,-0.115052,-0.036064,-0.126554,0.231587,-0.105654
488,1,-0.171832,0.118738,-0.046264,-0.110896,0.088405,0.16126,-0.01307,-0.182134,-0.190199,0.073697,-0.018503,-0.032868,-0.128451,-0.154795,-0.000296,-0.115621,0.040156,0.141862,-0.169648,0.113112,0.000969,-0.218962,-0.010153,-0.12732,-0.018034,0.195966,-0.094812,-0.229161,0.214691,0.245597,0.09876,-0.219731,0.031947,0.069146,0.0189,0.238629,-0.123787,0.282789,0.078492,-0.160507,-0.208114,-0.166221,-0.001317,-0.107773,0.195683,-0.023461,0.103737,-0.251367
489,5,0.118358,-0.044737,-0.12644,-0.016194,-0.077391,0.013806,-0.116013,-0.10258,-0.0255,-0.05482,-0.027539,-0.078528,0.068322,-0.180831,-0.079004,-0.213309,0.111066,0.233193,-0.074075,0.198753,-0.018341,-0.09014,-0.083936,-0.054573,-0.122384,0.146702,0.032585,-0.313168,0.103896,0.062499,0.022487,-0.098997,-0.029963,0.017063,0.004799,0.341601,-0.091759,0.416638,-0.0036,-0.120311,-0.149161,-0.358028,-0.1532,-0.05152,0.160613,0.04006,0.110591,-0.128335
490,1,-0.232794,0.149396,0.014318,-0.091975,0.044272,0.131466,-0.180589,-0.271462,-0.109592,-0.060852,-0.065018,-0.111405,-0.137631,-0.046935,-0.104911,-0.13711,0.076172,0.096018,-0.07669,0.155095,0.04137,-0.176847,-0.057548,-0.11814,0.02457,0.075075,-0.094754,-0.301576,0.264456,0.182478,0.098837,-0.230954,0.007432,0.055087,0.152813,0.163768,-0.156633,0.291402,0.066872,-0.139115,-0.189034,-0.1793,-0.000101,-0.049977,0.06339,-0.075997,0.091794,-0.251228
491,3,-0.012763,-0.039241,-0.117259,0.107384,0.037075,-0.048558,-0.178696,-0.111242,-0.011807,-0.065369,0.066619,0.097152,0.014397,-0.000358,-0.076827,-0.057066,0.00249,-0.038835,-0.230762,0.284958,-0.063809,0.174579,-0.148945,-0.072381,0.051566,-0.087954,-0.052565,-0.22668,0.087259,0.295085,0.217983,-0.070789,0.068257,0.045269,-0.203763,0.200715,-0.001931,0.251197,0.237806,-0.249594,-0.136554,-0.355497,-0.06173,-0.049298,-0.023774,-0.193575,-0.036521,-0.162851
492,1,-0.237955,0.128773,-0.010178,-0.097811,0.022317,0.231596,-0.108018,-0.224149,-0.096529,-0.006224,-0.12846,-0.140983,-0.11698,-0.156738,-0.00205,-0.195294,0.066852,0.163933,-0.192341,0.188169,-0.054887,-0.203677,-0.053511,-0.176286,0.077989,0.065828,-0.106283,-0.207127,0.15759,0.17041,0.142541,-0.227389,0.019473,0.095424,0.061714,0.098158,-0.058346,0.256755,0.07274,-0.134638,-0.122512,-0.28726,-0.023388,-0.13038,0.112001,-0.020478,0.127936,-0.214885
493,2,-0.256488,-0.062885,-0.088177,0.121341,-0.181305,0.011463,-0.085876,-0.229152,-0.091554,-0.002023,-0.046114,0.232067,-0.033435,-0.05895,-0.045323,-0.122908,-0.144485,0.002736,-0.017393,0.07217,-0.002263,-0.114209,-0.195232,-0.092685,-0.084233,-0.042129,-0.00352,-0.154783,0.226403,0.2985,-0.040052,-0.190764,-0.052532,0.256912,-0.092551,0.212483,0.028847,0.252144,0.084172,-0.159418,-0.27314,-0.200889,-0.196231,-0.097491,0.116821,-0.043041,0.116209,-0.141575
494,3,-0.069046,0.069445,-0.049161,0.125802,0.000693,0.006441,-0.199428,-0.112855,-0.140653,-0.050756,-0.045499,0.040033,-0.028709,-0.108323,-0.175514,-0.193775,-0.006255,0.121531,-0.300467,0.191053,-0.030352,0.106535,-0.076404,-0.00128,0.175398,-0.099435,-0.092287,-0.148055,0.118046,0.325266,0.105197,-0.120841,0.027136,-0.044048,-0.102811,0.174103,-0.007728,0.127583,0.145167,-0.254046,0.056117,-0.364735,-0.132307,-0.114106,-0.143121,-0.257983,-0.087203,-0.172117
495,0,-0.10795,0.118701,-0.172388,-0.210228,0.099029,0.024479,-0.117866,-0.120405,-0.114284,-0.211135,-0.205574,0.030787,-0.061902,0.04305,-0.04729,-0.23065,0.106302,0.107867,-0.182362,0.219764,0.004387,-0.268952,-0.068313,-0.010228,0.036211,0.057005,-0.072055,-0.201516,0.105568,0.191696,0.078486,-0.139203,0.161329,-0.056536,-0.040959,0.223793,-0.161874,0.119044,0.186417,-0.08517,-0.235923,-0.134329,0.151289,0.005988,0.047792,-0.07416,0.194356,-0.297701
496,4,-0.113007,-0.027513,-0.254592,-0.117242,-0.157623,0.012304,-0.147705,-0.041859,-0.067487,-0.088577,-0.074737,0.011399,0.065721,-0.019342,-0.047333,-0.24837,-0.002388,-0.111669,-0.196627,0.248368,0.040106,-0.254905,-0.156978,-0.07205,0.145917,0.2408,-0.077452,-0.086027,-0.009139,0.207445,0.079592,-0.186052,-0.02404,0.165546,-0.066894,0.10518,-0.048175,0.126308,0.123264,0.001789,-0.369503,-0.274262,-0.105242,-0.153722,0.069467,-0.109227,0.211646,-0.040258
497,4,-0.197036,-0.037075,-0.230953,-0.065179,-0.124522,0.032573,-0.170846,0.053998,-0.132317,-0.116767,0.009416,0.057642,0.099738,-0.036413,0.052594,-0.299879,-0.006526,-0.023671,-0.207941,0.222904,0.104162,-0.246555,-0.06586,0.049567,0.146957,0.136078,0.001073,-0.075091,-0.031656,0.156424,0.171371,-0.085987,-0.00154,0.002144,-0.181896,0.104166,-0.198357,0.181134,0.023969,-0.068636,-0.381592,-0.273443,-0.140675,-0.033686,0.011096,-0.078145,0.210917,-0.1472
498,4,-0.086479,-0.028921,-0.144689,-0.108728,-0.161473,0.018495,-0.140543,-0.003444,-0.08504,-0.198514,0.065425,-0.086706,0.058188,-0.124371,-0.097968,-0.260523,-0.088791,-0.044125,-0.26352,0.216871,0.055635,-0.227447,-0.067214,-0.070683,0.101847,0.125536,-0.064215,-0.117038,0.02828,0.132715,0.169685,-0.188103,-0.001493,0.137012,-0.053821,0.187748,-0.14801,0.091435,0.10487,0.023731,-0.346001,-0.223933,-0.106199,-0.20078,0.018914,-0.20987,0.242795,-0.131306
499,3,0.009628,-0.065558,-0.047004,0.103883,0.054617,0.077048,-0.113958,-0.200177,0.062043,-0.199205,-0.008749,-0.085169,0.045153,-0.068622,-0.146043,-0.109183,0.080762,0.083487,-0.157046,0.345239,-0.040811,0.130693,-0.14894,0.001576,0.088763,-0.13361,-0.097393,-0.169552,0.16056,0.265626,0.121503,-0.183855,0.05227,-0.002592,-0.176094,0.214147,-0.065419,0.148379,0.161852,-0.197856,-0.113529,-0.306598,-0.170256,-0.105733,-0.184691,-0.163536,-0.032468,-0.205949
500,3,-0.016063,0.017608,-0.036573,0.171087,-0.029188,-0.025724,-0.039087,-0.081477,-0.062214,-0.109286,0.022739,0.078276,0.000683,-0.171842,-0.151774,-0.19903,-0.042774,-0.001815,-0.16106,0.330815,-0.057002,0.104466,-0.147387,-0.052262,0.063043,-0.102822,-0.076724,-0.2483,0.179339,0.323684,0.163552,-0.168314,0.02215,-0.089172,-0.154268,0.162608,-0.013989,0.189691,0.049116,-0.12971,-0.071691,-0.342068,-0.220312,-0.12611,-0.056797,-0.221088,-0.062656,-0.194572
501,3,-0.038573,0.051532,0.077047,0.215524,0.053843,0.038195,-0.21766,-0.20003,-0.146837,-0.165863,-0.048412,-0.050135,-0.02781,-0.019991,-0.179557,-0.187773,-0.038639,0.029371,-0.109033,0.220859,-0.103575,0.116937,-0.193644,-0.052286,0.100045,-0.021535,-0.013347,-0.26433,0.100264,0.246911,0.139825,-0.049432,0.12928,0.091489,-0.074145,0.204377,-0.143855,0.175413,0.064894,-0.118481,-0.08576,-0.363104,-0.300834,-0.043694,-0.090055,-0.1413,0.048421,-0.154398
502,3,-0.083682,0.006905,0.054679,0.184091,-0.023387,0.011087,-0.193351,-0.182982,-0.095402,-0.135601,-0.16365,0.047082,0.007448,-0.079638,-0.092715,-0.107554,0.020782,0.139364,-0.266605,0.261974,-0.122319,0.124628,-0.174898,-0.014207,0.077619,-0.098544,-0.101944,-0.182367,0.223134,0.24514,0.091731,-0.088379,0.048372,-0.009512,-0.101668,0.244393,-0.088763,0.190111,0.102726,-0.228195,-0.079204,-0.311629,-0.205383,-0.101799,-0.055958,-0.190365,-0.00175,-0.143866
