income_inr,age_years,utilisation_ratio,enquiries_6m,tenure_months,emi_to_income,late_payments_12m,card_count,noise_1,noise_2,noise_3,noise_4,default,credit_limit_inr
23309.8,31.9,0.403117,2.0,204.0,0.323123,0.0,3.0,2.548019,1.338572,-0.035635,-1.641208,0,81210.41
47358.99,38.2,0.184159,0.0,66.0,0.162811,2.0,3.0,-0.98406,0.76995,0.686501,-1.435521,0,111887.61
22386.79,36.3,0.161308,0.0,22.0,0.077709,0.0,3.0,-0.334278,2.746211,-0.277057,1.127363,1,80411.9
63517.28,38.4,0.21848,0.0,53.0,0.120553,1.0,0.0,0.579887,1.191442,-0.993101,-1.394298,0,169883.3
24366.54,52.4,0.794882,0.0,49.0,0.597452,2.0,4.0,1.239016,-0.438101,1.333942,-0.976726,0,18922.11
92171.93,40.7,0.356962,0.0,94.0,0.257542,1.0,4.0,-0.371625,1.915407,1.184558,-0.255988,0,220863.21
48341.32,34.2,0.665909,2.0,53.0,0.414663,1.0,2.0,-0.783382,-0.953056,-0.570018,0.470636,0,95636.44
178928.16,30.0,0.294487,1.0,33.0,0.257989,0.0,2.0,1.463445,0.195712,0.21994,-0.953412,0,416408.1
50644.89,57.3,0.30052,1.0,87.0,0.116269,1.0,3.0,-0.550187,-0.152628,0.840262,-1.080863,0,108743.75
44248.48,29.4,0.323556,1.0,99.0,0.208871,1.0,2.0,-1.168727,-0.713921,-1.062517,-0.264274,0,68328.35
25880.4,25.9,0.718176,1.0,201.0,0.568106,0.0,1.0,0.461677,0.695482,-0.762175,0.385785,0,47644.81
31081.3,52.3,0.364062,1.0,53.0,0.280634,1.0,0.0,-0.47305,-0.615504,-0.171793,0.182521,0,58847.56
45110.62,38.8,0.351038,0.0,122.0,0.303099,0.0,2.0,1.27559,0.096161,0.116841,-0.109273,0,95943.29
32330.91,46.8,0.342828,1.0,11.0,0.385236,1.0,1.0,1.76659,0.28968,-0.033219,-0.895388,0,48933.39
24019.76,66.1,0.21208,2.0,81.0,0.084691,1.0,2.0,-0.002425,-0.976378,-0.160353,0.545009,1,82330.85
22744.27,33.1,0.326953,0.0,74.0,0.259827,4.0,3.0,0.574682,-0.252573,0.130292,-0.527073,0,8451.05
44048.58,61.2,0.435315,3.0,34.0,0.379318,2.0,4.0,0.244841,-0.510647,-0.389366,-0.953798,0,107225.82
23436.22,38.9,0.148874,1.0,99.0,0.0,2.0,1.0,-0.527125,0.937343,-0.957565,-0.186931,0,51218.75
52682.47,48.9,0.206208,2.0,16.0,0.121088,1.0,2.0,-1.098511,-0.371839,-0.131706,1.236441,0,112977.68
57975.61,33.6,0.084008,0.0,22.0,0.023719,2.0,3.0,-0.592589,-0.330925,0.428612,-0.106939,0,125866.5
86648.98,56.0,0.257809,3.0,53.0,0.244147,1.0,1.0,0.126178,-0.29857,-0.744009,-0.851485,0,196470.64
24633.21,43.3,0.418086,3.0,48.0,0.29987,0.0,2.0,1.574791,-0.07022,0.490725,-0.835378,0,51413.69
64727.56,35.0,0.505254,1.0,72.0,0.364741,0.0,2.0,-1.906286,0.40658,1.264079,-0.953083,0,176411.97
65360.0,49.9,0.372493,2.0,154.0,0.344292,1.0,2.0,-0.745757,0.395431,1.257569,0.195696,0,128032.21
286609.31,44.9,0.422523,1.0,52.0,0.242496,3.0,1.0,-0.293269,0.314407,-1.138228,-1.858606,0,618658.39
108386.89,33.9,0.175014,0.0,43.0,0.090714,0.0,4.0,0.277088,-1.529347,-1.719011,0.268265,0,250290.77
75709.32,44.9,0.582388,2.0,50.0,0.410809,1.0,3.0,1.283485,1.118744,-0.097528,-0.182876,1,164367.58
56837.84,38.7,0.356027,4.0,115.0,0.236609,0.0,6.0,-1.256814,-1.5416,-1.184619,-0.610341,0,129528.6
51846.62,47.9,0.173838,1.0,36.0,0.165318,1.0,2.0,-1.666402,1.368839,-1.740599,0.846314,0,97091.86
52163.82,37.0,0.187737,3.0,54.0,0.108347,0.0,4.0,-0.649484,-1.470624,-1.239333,-0.047404,0,116788.44
77792.24,26.6,0.043502,3.0,18.0,0.032898,0.0,2.0,0.954772,0.425555,-1.102155,0.394428,0,204661.24
16221.73,37.5,0.422961,0.0,86.0,0.31462,1.0,5.0,-0.967415,-0.19015,0.310427,1.524879,1,24581.97
25723.0,24.7,0.086104,2.0,78.0,0.149386,0.0,4.0,0.152158,0.672726,-1.575348,-1.704143,0,75137.66
25570.98,45.6,0.248194,2.0,19.0,0.125474,1.0,1.0,-0.345275,1.98197,-1.303176,1.111903,0,69968.1
64608.63,47.1,0.530922,3.0,46.0,0.440082,2.0,1.0,-2.15789,0.242201,-0.83973,0.125504,1,117799.17
57832.66,38.3,0.410038,1.0,94.0,0.199874,0.0,5.0,0.265633,-0.952908,-0.711349,0.696621,0,155312.03
34701.57,49.9,0.199456,1.0,44.0,0.151231,1.0,1.0,0.757569,-0.109685,-0.981798,0.483403,0,73529.0
45783.22,40.5,0.3256,2.0,48.0,0.197538,0.0,2.0,0.242144,-0.20923,0.229991,0.242775,0,109055.74
13342.45,30.8,0.517435,1.0,6.0,0.386015,1.0,1.0,-0.612038,0.690098,-0.076299,1.905517,0,8696.14
91035.23,43.1,0.28369,1.0,28.0,0.231177,3.0,2.0,-0.936381,-1.784299,0.40953,-0.796051,0,185030.71
45589.2,47.5,0.543759,3.0,64.0,0.423474,1.0,4.0,-0.638627,-0.1169,-0.916669,0.450548,0,71429.32
28442.54,42.9,0.304182,4.0,128.0,0.205262,2.0,3.0,-0.573949,-0.819275,0.508877,1.940016,0,56781.16
42088.95,21.0,0.375976,1.0,72.0,0.306262,0.0,5.0,-0.403174,0.69801,0.268112,-0.290583,0,89379.29
37629.08,24.1,0.588947,1.0,31.0,0.401562,4.0,2.0,0.426356,-0.563388,-0.643463,-0.551525,0,19838.9
65348.07,48.2,0.309959,0.0,37.0,0.104766,1.0,2.0,-0.626769,-1.409568,-0.375122,0.75644,0,136175.5
159980.77,39.8,0.062799,1.0,44.0,0.068808,1.0,1.0,1.516243,0.915053,-0.12726,-3.273081,0,369401.11
107721.97,41.1,0.273066,1.0,35.0,0.194377,1.0,0.0,-1.097557,1.985548,-1.438016,-0.477366,0,225695.35
61621.21,33.9,0.361628,0.0,34.0,0.321379,1.0,6.0,-0.099561,-1.235844,-0.37693,-0.288347,0,118986.07
36628.51,21.0,0.27856,2.0,57.0,0.206817,2.0,3.0,0.792414,-0.375004,0.943342,-0.352238,0,75656.83
98577.99,51.0,0.130647,0.0,58.0,0.110956,0.0,4.0,-0.927987,1.086377,0.828737,-0.0058,0,247478.65
70651.18,32.3,0.149537,1.0,143.0,0.138605,1.0,0.0,-0.071202,-0.386708,-0.560586,1.559383,0,186758.48
107749.37,52.5,0.216412,2.0,105.0,0.138751,2.0,3.0,2.006529,2.530507,0.112277,-0.140198,0,255706.64
40538.34,48.1,0.468731,1.0,21.0,0.380893,3.0,4.0,-0.299377,-1.017141,0.341192,0.161254,0,82417.11
34180.77,21.4,0.431121,2.0,161.0,0.315586,0.0,1.0,-0.830876,-0.495017,-1.582399,0.620317,0,87730.66
62804.97,43.8,0.778863,2.0,69.0,0.589527,1.0,2.0,0.764938,-0.328479,-0.560229,0.062308,0,131550.83
93481.84,37.4,0.133601,1.0,57.0,0.058784,1.0,2.0,1.554598,0.429044,-1.24112,-0.192942,0,206469.64
20843.15,39.3,0.30594,0.0,141.0,0.326745,0.0,0.0,-0.667326,0.388623,1.215572,-0.183282,0,45531.07
28359.48,39.7,0.163684,1.0,75.0,0.110699,0.0,3.0,-2.462837,1.838958,-2.326642,-0.676219,0,81568.61
104964.7,44.7,0.183642,1.0,145.0,0.049001,0.0,2.0,0.525169,0.49749,-0.075634,1.044706,0,270349.67
107298.05,54.3,0.627827,1.0,35.0,0.474889,4.0,1.0,-0.229588,-0.067846,0.485081,1.690879,1,201174.07
27536.09,31.3,0.314875,2.0,156.0,0.185499,0.0,1.0,-0.005356,-0.431615,-0.918972,-0.178154,0,65019.64
60885.59,57.7,0.400698,0.0,70.0,0.389453,2.0,3.0,-1.05014,-1.125522,-0.931553,-1.130538,0,120353.93
44732.57,49.4,0.456788,1.0,46.0,0.296301,2.0,1.0,1.22316,0.678744,0.439401,-0.703406,0,79279.59
72007.05,29.4,0.222729,1.0,50.0,0.246187,1.0,0.0,-0.462642,0.978757,-0.773191,1.251343,0,161043.43
46662.5,44.6,0.432975,1.0,47.0,0.380253,1.0,3.0,1.237906,1.234688,0.632796,1.36692,0,115392.61
32509.43,44.2,0.246717,0.0,58.0,0.149317,0.0,1.0,-1.445554,-0.289471,-0.760691,0.213686,0,78080.16
93768.08,30.5,0.485362,0.0,44.0,0.335248,2.0,0.0,0.721898,-0.256006,0.242484,0.434587,1,202956.6
31848.25,62.9,0.199252,2.0,65.0,0.142428,3.0,2.0,-0.285234,-0.832188,-0.311585,0.364125,0,60473.9
49225.28,36.7,0.453511,2.0,113.0,0.189093,1.0,1.0,-1.677234,0.101034,-0.688563,-1.392614,0,109203.81
13179.94,40.6,0.227356,0.0,41.0,0.259852,2.0,1.0,1.402313,0.9884,1.771659,-2.485337,0,11395.84
53767.83,28.6,0.099345,0.0,61.0,0.074336,0.0,2.0,0.153502,0.153533,-1.18619,-1.351604,0,121176.04
71392.26,47.4,0.135921,3.0,75.0,0.110285,3.0,4.0,0.929809,0.198825,0.526469,1.686937,0,138924.35
35762.46,35.5,0.319467,2.0,98.0,0.283051,1.0,1.0,-0.061424,1.32422,-0.170871,-0.853219,0,60756.81
26788.02,46.5,0.404449,1.0,100.0,0.206177,1.0,5.0,1.109493,-1.51712,-1.980941,0.054755,0,82887.45
41982.62,43.8,0.251788,0.0,31.0,0.226739,1.0,2.0,-0.502511,0.707213,0.564363,-1.024928,0,65955.98
69705.1,63.8,0.158362,3.0,19.0,0.10597,0.0,1.0,-0.394663,1.636786,-0.420553,1.918434,0,163697.96
24554.97,38.3,0.300399,1.0,48.0,0.25442,1.0,2.0,-0.295682,-0.052383,-0.103409,-0.208362,0,58999.15
34296.77,24.3,0.311895,1.0,51.0,0.248292,2.0,2.0,-0.233277,-1.654027,0.442032,-0.115317,0,67641.21
35011.31,48.1,0.480463,1.0,51.0,0.385077,2.0,3.0,0.79694,1.558036,0.686732,1.060205,1,41487.58
17161.1,31.0,0.61896,2.0,129.0,0.457113,3.0,2.0,-0.64159,0.993269,1.256656,-1.574625,0,6984.14
151442.2,22.3,0.332689,1.0,2.0,0.198214,0.0,2.0,0.041333,-0.696706,0.684428,-0.026788,0,348222.06
28714.36,38.1,0.254623,2.0,58.0,0.188691,0.0,5.0,0.70586,1.643547,0.617374,-0.129532,1,96892.19
31348.96,27.8,0.34378,1.0,27.0,0.269452,1.0,2.0,-0.31223,1.146432,-1.521986,-0.047997,0,60304.19
50658.08,25.3,0.621556,0.0,99.0,0.439322,0.0,4.0,-0.274772,-0.185488,0.038389,0.68841,0,125754.58
117561.38,41.9,0.174769,1.0,29.0,0.093385,3.0,0.0,-0.147178,1.344341,-0.820591,0.515061,0,229076.73
28876.35,26.0,0.206349,3.0,37.0,0.19202,1.0,0.0,0.624781,0.147272,0.947419,-0.599086,0,73164.75
95073.81,42.3,0.249322,1.0,58.0,0.21651,1.0,3.0,-0.712565,0.070495,0.254269,-0.363707,0,211456.99
50785.11,46.7,0.445069,1.0,64.0,0.263413,2.0,4.0,-0.256778,0.760255,-0.0746,-0.506763,0,120811.6
72370.89,21.0,0.413517,2.0,73.0,0.269071,4.0,2.0,1.454927,0.335485,-1.247151,0.44902,1,128286.04
29490.13,39.2,0.365255,1.0,67.0,0.353248,0.0,1.0,-0.752849,-0.747129,-1.181647,1.473024,0,50032.37
98140.89,25.3,0.331688,0.0,96.0,0.270896,0.0,1.0,0.890276,-0.393566,0.189192,0.791818,0,243881.82
50053.94,43.0,0.236876,3.0,99.0,0.179355,1.0,4.0,0.05563,-0.088825,-0.943663,-0.151458,0,127595.62
49091.83,73.1,0.152089,3.0,50.0,0.12688,0.0,2.0,1.298654,-0.442181,-1.016414,1.703538,0,130234.23
62978.33,25.0,0.393096,1.0,103.0,0.285239,1.0,3.0,0.668969,0.91215,-0.442962,0.34749,0,158106.2
73470.17,43.5,0.843373,0.0,71.0,0.632617,2.0,0.0,0.988519,-1.250022,0.198199,0.847814,0,112725.01
57484.22,45.3,0.569416,2.0,33.0,0.359342,5.0,1.0,-0.959129,0.275609,-0.395154,-0.552296,0,104349.38
32843.39,34.8,0.454803,3.0,60.0,0.164567,2.0,0.0,0.443392,1.840368,2.079414,-0.57582,0,51532.87
63255.94,58.1,0.692896,0.0,25.0,0.507456,2.0,2.0,-2.52987,-0.816172,-0.179377,-0.377973,1,92574.65
86216.67,41.2,0.227916,2.0,30.0,0.209899,0.0,2.0,0.219558,2.523523,-0.191839,0.14215,0,193317.16
41961.55,55.0,0.182152,0.0,128.0,0.142408,0.0,2.0,-0.506917,-0.923462,0.136004,0.69735,0,116689.18
50341.77,42.5,0.617766,1.0,28.0,0.506468,1.0,1.0,0.142871,-0.27991,-1.394879,-0.58923,0,111877.73
12642.73,58.7,0.370238,2.0,42.0,0.239602,2.0,2.0,1.113324,-0.270152,0.342476,-0.435388,0,5000.0
49094.39,29.0,0.67897,1.0,88.0,0.434786,1.0,1.0,1.824195,-0.93652,-0.278052,0.191247,0,90285.01
42490.99,46.2,0.614254,1.0,27.0,0.541056,3.0,2.0,-0.269669,-0.823109,-0.534026,1.077893,0,63031.9
66509.14,32.9,0.644459,0.0,44.0,0.383747,3.0,2.0,-0.075189,0.73952,-0.562246,0.064221,1,99934.45
35415.63,29.6,0.539559,2.0,54.0,0.362273,2.0,2.0,-0.784012,-0.73386,0.217311,0.166416,0,62364.07
25825.61,49.8,0.442528,1.0,33.0,0.371541,3.0,4.0,0.402048,-0.260866,0.67535,-0.46649,0,37162.99
58057.1,50.2,0.495488,2.0,64.0,0.396486,1.0,3.0,0.291823,1.358119,-2.049518,1.987361,0,128680.12
45784.41,25.0,0.326335,0.0,33.0,0.317283,0.0,1.0,0.800073,-0.519165,-0.235225,0.965107,0,112926.66
95641.65,30.5,0.25544,2.0,20.0,0.232035,1.0,1.0,1.114614,-1.898869,-0.110665,0.923272,0,205733.78
50606.69,50.5,0.23887,1.0,106.0,0.185854,1.0,3.0,0.320171,-1.100872,0.43308,0.032742,0,140399.15
41196.45,49.9,0.237677,1.0,99.0,0.200409,3.0,4.0,0.795736,-0.605681,0.6101,0.106428,0,82624.33
50892.12,49.9,0.625361,2.0,82.0,0.380284,0.0,5.0,-0.71523,-1.369566,-0.186371,0.300973,0,114520.43
34260.95,21.6,0.394101,0.0,109.0,0.217081,0.0,2.0,0.238575,0.422079,-0.630121,0.628944,0,107152.29
75236.06,30.2,0.620265,1.0,27.0,0.462258,1.0,2.0,-1.849069,1.51449,0.323892,0.669289,0,150071.45
26316.75,34.5,0.290532,0.0,31.0,0.159528,2.0,3.0,-0.918775,-0.424348,1.182702,-0.221972,0,15595.46
84851.91,26.8,0.247459,1.0,29.0,0.203115,3.0,3.0,-0.086747,-1.008979,1.614334,2.309073,0,174170.89
37442.3,31.6,0.460106,3.0,92.0,0.309986,3.0,1.0,0.73275,-0.012061,0.401436,1.094309,0,68047.39
39786.97,30.4,0.257729,5.0,53.0,0.193329,1.0,4.0,0.147938,0.193182,0.611181,0.835688,0,84894.56
51934.45,47.6,0.208693,0.0,38.0,0.14142,2.0,2.0,-1.351974,-1.11292,-0.250303,0.76742,0,111471.95
29399.62,26.5,0.716856,3.0,132.0,0.540585,2.0,2.0,-0.678313,0.549439,-0.269104,0.437748,1,53971.47
149506.76,39.8,0.396307,3.0,62.0,0.242211,1.0,1.0,0.055436,-0.961612,-0.425183,-0.909937,0,331120.5
68388.4,25.0,0.416723,2.0,94.0,0.358117,1.0,1.0,0.132846,-0.318726,-0.183214,0.448816,1,161274.83
206167.0,21.0,0.509074,6.0,51.0,0.44932,4.0,3.0,-1.044661,0.158991,0.621438,0.745563,0,439253.79
122371.73,21.0,0.578659,3.0,24.0,0.363624,2.0,2.0,-0.285842,-0.499465,1.24019,-0.954511,0,244263.17
157861.37,34.4,0.599427,2.0,58.0,0.360208,0.0,1.0,0.626733,-0.470395,-0.450344,0.058891,0,376403.37
32392.97,40.6,0.54247,4.0,96.0,0.307758,1.0,4.0,-1.977713,-1.056168,0.176235,1.335293,1,70111.14
61413.62,42.9,0.782205,1.0,63.0,0.51196,1.0,2.0,-1.368192,-2.009722,0.752494,-0.135146,1,137505.97
45097.48,52.4,0.31017,0.0,32.0,0.274126,1.0,2.0,0.321476,-0.494449,0.73226,0.9458,1,90332.35
43306.1,44.6,0.421431,2.0,51.0,0.318162,3.0,3.0,1.111859,-0.262509,1.244761,-0.412397,1,67160.72
22669.43,26.7,0.484422,3.0,48.0,0.35403,1.0,4.0,-0.755206,-1.49514,0.39951,1.097995,1,27196.57
91658.66,49.4,0.658339,1.0,41.0,0.486892,1.0,1.0,0.799998,1.465946,0.480595,0.243808,0,182748.09
78698.04,43.6,0.447596,2.0,24.0,0.326734,2.0,2.0,-0.467049,-0.329183,-0.690981,0.209811,0,161830.42
72310.87,53.6,0.266192,4.0,84.0,0.191784,1.0,2.0,0.312705,0.306319,-0.583378,0.801344,0,188388.08
13967.38,35.6,0.705488,4.0,70.0,0.63745,3.0,1.0,0.916471,2.844673,1.507538,-2.147582,1,5000.0
62345.96,38.2,0.147656,0.0,48.0,0.164799,2.0,2.0,1.401251,-0.037108,0.230441,0.005548,0,129390.73
63549.03,32.8,0.325881,1.0,70.0,0.229063,1.0,1.0,0.921311,1.354582,-0.118941,-1.263485,0,146352.51
66751.42,58.4,0.524343,2.0,25.0,0.32315,1.0,2.0,0.215106,1.748834,-0.699484,0.712011,0,158512.38
39391.2,21.0,0.530904,0.0,69.0,0.392815,2.0,3.0,-1.927711,0.656953,0.047298,2.225772,0,47477.63
46873.68,40.1,0.234924,2.0,12.0,0.197871,3.0,3.0,-0.870197,-0.129212,0.323264,-0.765043,0,78801.49
73028.44,45.3,0.178059,0.0,67.0,0.121285,2.0,1.0,2.022803,-0.430495,-1.668747,-0.653935,0,142714.38
53944.83,34.2,0.24923,2.0,50.0,0.245273,0.0,1.0,-0.117151,-1.250384,0.703783,-0.308311,0,142314.29
80582.25,60.1,0.099819,1.0,22.0,0.069502,1.0,0.0,0.442228,-1.653238,-1.141556,-1.628221,0,183915.58
33584.66,22.8,0.678208,0.0,30.0,0.3935,2.0,5.0,-1.365955,0.484289,-0.187761,-1.38781,0,66772.64
234206.42,44.1,0.461146,2.0,151.0,0.308782,1.0,2.0,-0.706516,-1.747079,-0.441449,-0.622339,0,544460.36
57290.23,36.0,0.270148,3.0,34.0,0.126385,3.0,2.0,1.157483,1.59441,-0.501188,1.101154,0,87665.56
30789.9,29.7,0.164198,1.0,60.0,0.130991,1.0,1.0,0.748809,0.485778,-0.17136,0.963398,0,56323.06
147398.94,26.8,0.228565,0.0,116.0,0.295244,1.0,2.0,-0.54958,-0.51668,-0.34651,1.806222,0,363632.47
62486.52,57.2,0.489883,2.0,107.0,0.377941,3.0,1.0,1.763568,-0.748276,-0.763237,-0.369769,0,114165.19
65693.43,33.6,0.208664,1.0,64.0,0.079429,2.0,3.0,0.357423,0.407057,-0.009358,-0.264258,0,161875.53
50138.94,51.9,0.249357,2.0,20.0,0.179221,0.0,1.0,-0.296247,1.416082,0.664329,-0.533238,0,109791.9
25363.61,30.0,0.400552,1.0,100.0,0.369328,1.0,3.0,-0.976995,1.942895,1.149766,-1.028432,0,59758.8
25427.94,35.2,0.422106,1.0,102.0,0.309322,1.0,2.0,0.187095,-0.311589,-0.983709,0.16176,0,59741.62
114830.94,53.4,0.710613,1.0,63.0,0.511451,3.0,2.0,1.326077,-1.475956,0.698106,-0.370423,0,187074.9
40923.45,30.9,0.259247,6.0,57.0,0.174338,2.0,0.0,-0.598193,2.318439,0.059563,-2.02156,1,86105.51
116599.89,23.3,0.573173,1.0,48.0,0.323658,2.0,2.0,0.190642,0.91717,-0.06286,-0.544388,0,231591.12
51880.63,63.3,0.337682,1.0,53.0,0.259071,0.0,1.0,-0.623892,-1.370184,0.609432,1.595248,0,98058.41
63242.14,43.5,0.474947,1.0,34.0,0.279159,2.0,3.0,1.976284,-1.246175,0.033591,-0.22,0,140406.78
41762.47,32.6,0.351737,1.0,38.0,0.337556,0.0,1.0,-0.584103,-0.920601,0.233988,-0.999062,0,88953.6
53306.61,29.0,0.484355,3.0,81.0,0.487698,1.0,4.0,-1.285503,-3.327686,0.164716,0.174274,1,104598.37
96594.55,43.5,0.341479,1.0,116.0,0.27563,1.0,2.0,1.23689,-0.249226,0.20479,1.532653,0,238112.28
54197.32,21.0,0.330436,1.0,138.0,0.305109,1.0,3.0,1.278724,1.693029,0.07026,-0.86053,0,118408.72
83388.0,36.9,0.326412,3.0,70.0,0.221554,1.0,5.0,-1.377411,-1.614732,-0.202897,0.608714,0,212297.72
56493.42,28.4,0.701977,1.0,71.0,0.505695,1.0,0.0,-0.168322,-1.781354,0.062543,0.210246,0,120265.82
46116.87,21.0,0.067187,2.0,85.0,0.036619,3.0,5.0,-0.768389,1.508437,1.318196,-2.212985,0,111954.08
26219.96,21.0,0.74681,0.0,52.0,0.46537,3.0,2.0,-0.279425,1.420901,1.734738,-1.303353,1,22398.99
50302.01,47.2,0.36649,0.0,52.0,0.180931,3.0,1.0,-1.101618,1.251238,1.405989,-0.210076,0,66133.87
63054.67,31.2,0.216667,3.0,52.0,0.123783,0.0,2.0,-0.178626,0.890578,-0.909152,-0.005477,0,146919.74
21252.25,21.0,0.44814,0.0,35.0,0.235731,0.0,1.0,-0.968703,-0.44467,1.444014,0.266368,0,40465.65
55368.6,55.0,0.061543,1.0,136.0,0.005988,2.0,2.0,0.18826,1.985077,0.595299,-1.24962,0,155751.35
50102.91,64.8,0.679066,0.0,6.0,0.536842,3.0,0.0,-0.439979,0.517259,0.010584,0.615721,0,50712.27
118491.16,26.5,0.10282,1.0,40.0,0.056727,0.0,0.0,-0.961605,1.689457,-1.484845,-0.173228,0,295673.5
18837.09,49.5,0.260333,1.0,60.0,0.17156,0.0,1.0,0.640078,0.097751,0.768149,1.476511,0,57403.5
20300.98,27.8,0.732313,1.0,104.0,0.598585,3.0,5.0,0.029872,0.334643,-1.151221,0.54425,1,18878.94
86085.1,22.8,0.52042,0.0,18.0,0.371314,3.0,3.0,-0.78793,0.976783,-0.163064,1.267892,1,144842.15
66792.57,28.5,0.192032,1.0,112.0,0.169024,2.0,3.0,-0.294985,0.385555,-0.400616,0.011637,0,163634.93
67617.37,47.3,0.423189,0.0,68.0,0.337532,1.0,1.0,1.054039,0.529785,-1.560983,-1.815489,0,133064.37
76108.55,43.0,0.405059,0.0,24.0,0.298636,0.0,4.0,-1.52514,0.546238,-2.169709,1.351403,1,159744.44
63530.46,33.1,0.383208,1.0,62.0,0.260251,3.0,1.0,-0.884257,-0.918186,1.768819,1.376856,1,146674.45
56995.07,36.5,0.358393,1.0,17.0,0.281725,1.0,2.0,-0.179868,-0.41725,-1.553307,-0.839849,0,99179.94
89708.81,31.8,0.668807,1.0,69.0,0.488992,2.0,0.0,1.678762,0.54062,-0.965818,-0.747758,0,165545.09
33973.18,39.8,0.124307,0.0,70.0,0.0,1.0,3.0,0.074105,1.41411,0.38883,-0.264872,0,92286.81
45139.28,34.5,0.405516,2.0,83.0,0.379104,3.0,0.0,-1.582955,0.708659,0.933253,-2.426401,1,97292.89
40392.85,60.2,0.416097,1.0,21.0,0.230348,0.0,3.0,0.203825,-1.086918,1.094707,-0.340233,0,67507.51
91110.13,52.6,0.415341,1.0,40.0,0.209535,0.0,0.0,-0.135572,-1.503255,-0.809049,1.294693,0,223401.94
23314.86,34.0,0.079124,2.0,126.0,0.04753,1.0,2.0,0.938802,0.446155,0.348937,-0.580754,0,60099.1
33271.84,30.7,0.344746,2.0,35.0,0.239072,2.0,3.0,1.502942,-0.652478,0.86247,-0.072632,1,47343.87
36164.91,32.1,0.703655,0.0,45.0,0.46018,2.0,2.0,-1.050266,-1.0089,0.576943,0.948809,1,35671.76
65993.13,34.6,0.196918,2.0,104.0,0.17243,1.0,2.0,1.518308,-0.177679,-0.856275,1.018913,0,149148.36
41238.99,28.2,0.322569,1.0,53.0,0.098198,1.0,2.0,0.672259,0.986228,1.483973,0.271631,0,68716.94
64644.39,36.5,0.532924,0.0,38.0,0.526056,0.0,2.0,1.818682,2.671302,1.166693,-1.214719,0,147914.99
13193.17,51.1,0.073007,1.0,58.0,0.0,0.0,1.0,-0.005268,0.965061,1.532376,0.5924,0,52129.11
80736.98,51.3,0.031698,1.0,127.0,0.046659,0.0,0.0,-0.010085,-0.835086,0.573142,0.411711,0,247030.08
120102.84,34.8,0.345731,1.0,76.0,0.257694,0.0,3.0,-1.136776,-0.529265,-2.502299,0.773282,0,289609.52
37868.55,36.1,0.562778,0.0,69.0,0.322607,2.0,2.0,-0.762674,0.152748,0.667996,0.216474,0,71256.38
27655.09,46.7,0.067788,1.0,75.0,0.019316,0.0,4.0,1.893408,-0.073308,0.992455,0.09347,0,72668.98
82408.22,39.7,0.404355,0.0,120.0,0.293544,1.0,3.0,-0.807375,1.376503,-1.374502,-0.683732,0,203413.79
34975.57,31.1,0.217704,2.0,86.0,0.161527,0.0,4.0,0.01397,-0.138636,0.546773,1.210279,0,100483.34
35138.42,38.5,0.531894,3.0,53.0,0.391445,2.0,3.0,2.105761,-0.596701,0.978723,-0.418651,1,60000.3
33848.28,51.8,0.422749,1.0,15.0,0.382775,1.0,1.0,0.408287,-1.211666,-0.47551,1.539823,0,21864.01
57084.16,32.4,0.082034,1.0,47.0,0.133894,3.0,1.0,-0.018696,1.217097,1.176316,2.045767,0,100633.94
37163.45,57.5,0.385488,0.0,52.0,0.356696,2.0,3.0,0.489231,0.169047,0.597191,0.569033,1,70011.78
16024.11,33.8,0.539891,0.0,46.0,0.338487,3.0,2.0,0.887809,-1.131637,-1.098299,-0.062619,0,9935.28
29228.91,33.9,0.152435,2.0,122.0,0.140278,1.0,3.0,-0.033616,-0.557579,-1.028525,0.325963,0,76972.65
106110.55,21.2,0.396577,2.0,132.0,0.270131,3.0,3.0,-0.100607,-0.699756,-0.183416,-1.075256,0,238609.8
48144.53,31.5,0.131563,4.0,58.0,0.0,0.0,3.0,0.549392,0.103346,-0.863055,0.134416,0,114547.49
38005.45,46.0,0.297711,1.0,64.0,0.257573,1.0,3.0,-1.158454,-0.532903,0.19278,0.140331,1,89446.08
30937.67,42.7,0.205178,1.0,54.0,0.161566,1.0,0.0,-0.578184,0.677704,0.164589,-1.026709,0,48351.51
45671.24,46.9,0.53738,1.0,59.0,0.343892,0.0,4.0,0.784643,-1.110003,0.005151,-0.499649,1,109799.73
49423.41,21.0,0.234197,1.0,37.0,0.090294,1.0,3.0,-0.058581,-1.227995,-1.056239,-0.674643,1,141392.34
110844.12,57.0,0.286281,2.0,22.0,0.276214,1.0,1.0,-1.763236,-0.307311,-0.141019,-0.553605,1,244858.24
100480.51,21.0,0.371507,0.0,123.0,0.312976,2.0,0.0,-0.06241,0.072815,-0.82128,0.093666,0,247125.98
46624.8,45.0,0.440325,0.0,27.0,0.317854,3.0,2.0,0.225043,-2.239816,1.500511,0.376449,0,70714.59
52443.42,37.9,0.432233,2.0,36.0,0.378757,0.0,0.0,-0.217903,0.386777,1.417382,-1.489945,0,97859.47
64615.25,21.0,0.180181,2.0,54.0,0.12143,0.0,0.0,-0.689939,0.599183,-0.392005,0.252996,0,132566.45
35251.61,28.4,0.751667,2.0,75.0,0.581854,4.0,0.0,-0.428205,0.80778,0.34967,-1.84804,0,35108.57
58910.49,40.0,0.155292,1.0,43.0,0.187898,0.0,3.0,-0.550348,0.531782,-0.819549,0.405024,0,191292.45
