week,ad_spend_k,revenue_k
1361,48.077,165.91
1362,28.829,103.051
1363,59.448,191.871
1364,58.819,205.803
1365,6.593,20.833
1366,49.588,177.589
1367,23.294,103.464
1368,42.122,141.225
1369,54.506,180.643
1370,46.691,156.013
1371,26.893,114.367
1372,9.582,30.441
1373,4.536,28.446
1374,18.138,74.636
1375,57.045,198.829
1376,24.972,83.696
1377,24.925,90.155
1378,23.416,80.675
1379,53.789,185.546
1380,7.253,47.101
1381,7.758,38.799
1382,51.833,176.952
1383,10.899,52.054
1384,16.462,62.532
1385,19.803,80.273
1386,30.528,117.367
1387,7.465,40.992
1388,12.509,50.145
1389,41.326,144.898
1390,32.154,114.684
1391,20.979,81.565
1392,42.77,155.731
1393,19.735,84.505
1394,30.4,113.019
1395,44.627,160.449
1396,33.739,126.692
1397,24.914,84.121
1398,53.189,176.648
1399,46.094,162.703
1400,17.109,62.875
1401,47.644,163.943
1402,19.854,76.942
1403,31.052,104.633
1404,50.801,177.999
1405,3.032,18.477
1406,17.768,75.007
1407,8.055,38.364
1408,43.494,151.653
1409,3.552,23.008
1410,8.534,45.004
1411,37.547,134.075
1412,43.681,150.592
1413,11.106,49.677
1414,36.515,140.551
1415,54.382,189.942
1416,55.238,183.739
1417,48.109,158.358
1418,32.883,118.482
1419,4.978,20.415
1420,6.713,41.749
1421,48.306,166.403
1422,18.663,62.003
1423,47.403,173.267
1424,44.036,143.495
1425,31.724,117.784
1426,43.596,157.408
1427,35.923,121.103
1428,4.713,29.432
1429,27.595,102.19
1430,34.275,129.225
1431,46.739,167.095
1432,25.599,90.427
1433,29.57,109.312
1434,44.276,154.573
1435,29.937,100.65
1436,56.23,200.631
1437,36.567,122.685
1438,30.753,112.06
1439,9.528,38.557
1440,12.568,50.483
1441,42.57,140.776
1442,50.312,182.779
1443,53.971,191.002
1444,49.947,176.427
1445,7.515,39.186
1446,51.685,178.352
1447,18.158,69.779
1448,25.133,92.958
1449,48.718,163.051
1450,8.322,34.374
1451,27.155,95.428
1452,17.341,65.226
1453,40.568,129.137
1454,36.003,136.336
1455,41.109,154.595
1456,36.663,129.451
1457,5.43,35.703
1458,11.438,49.817
1459,9.417,43.209
1460,54.69,174.896
1461,6.41,35.656
1462,54.074,185.611
1463,28.953,106.313
1464,42.193,140.497
1465,28.073,112.839
1466,19.983,67.661
1467,30.27,101.414
1468,8.591,37.993
1469,33.389,119.291
1470,17.686,62.028
1471,36.391,143.124
1472,13.97,62.134
1473,24.922,90.229
1474,48.406,162.886
1475,19.319,70.395
1476,8.821,30.688
1477,23.163,82.849
1478,12.845,41.588
1479,21.298,82.762
1480,17.752,74.307
1481,39.498,140.019
1482,15.342,57.765
1483,46.344,165.939
1484,46.919,168.941
1485,5.002,29.957
1486,38.298,146.723
1487,3.994,36.214
1488,33.66,118.314
1489,39.436,126.474
1490,45.143,149.038
1491,36.25,128.592
1492,26.938,108.311
1493,44.9,168.576
1494,57.665,185.949
1495,24.397,102.872
1496,50.645,189.261
1497,2.692,19.15
1498,43.97,150.996
1499,41.286,128.265
1500,12.812,54.065
1501,16.673,77.209
1502,16.539,70.801
1503,45.952,164.833
1504,30.904,113.187
1505,42.006,165.923
1506,30.26,111.558
1507,47.427,176.639
1508,52.47,167.942
1509,7.847,45.888
1510,52.019,195.755
1511,43.754,154.256
1512,46.219,164.327
1513,6.298,37.144
1514,55.708,187.316
1515,7.455,29.332
1516,9.679,43.766
1517,40.407,166.426
1518,39.494,134.958
1519,49.169,171.515
1520,43.346,149.042
1521,11.267,56.515
1522,59.446,208.15
1523,12.165,38.846
1524,11.538,50.289
1525,12.611,61.95
1526,49.344,171.437
1527,50.42,190.522
1528,45.678,152.887
1529,47.341,154.376
1530,7.485,28.124
1531,4.256,8.892
1532,49.46,158.28
1533,3.598,6.033
1534,58.786,203.235
1535,15.265,67.067
1536,30.834,110.127
1537,16.321,63.543
1538,19.8,67.858
1539,16.009,67.29
1540,32.551,114.441
1541,57.541,182.6
1542,39.271,130.869
1543,8.916,40.394
1544,42.352,152.534
1545,22.65,78.957
1546,21.212,95.956
1547,37.655,141.684
1548,40.394,150.948
1549,49.637,170.13
1550,26.306,96.944
1551,6.252,35.595
1552,2.943,35.254
1553,26.308,105.162
1554,3.084,31.925
1555,58.813,204.331
1556,21.691,81.091
1557,18.302,73.337
1558,42.733,142.908
1559,37.111,134.221
1560,32.049,121.263
1561,26.122,83.92
1562,58.818,206.42
1563,53.514,188.441
1564,40.294,138.308
1565,22.724,92.297
1566,41.394,159.197
1567,34.252,138.135
1568,5.713,18.528
1569,24.023,83.316
1570,19.007,60.48
1571,53.443,184.924
1572,49.665,171.206
1573,18.201,83.765
1574,27.083,100.866
1575,30.622,116.45
1576,40.546,145.815
1577,56.571,184.479
1578,58.294,201.135
1579,7.322,38.429
1580,24.179,82.545
1581,8.726,44.784
1582,24.265,93.411
1583,4.552,21.782
1584,31.954,101.991
1585,22.506,96.508
1586,21.819,93.63
1587,35.687,118.847
1588,24.41,88.858
1589,54.476,183.565
1590,38.976,138.027
1591,51.753,159.001
1592,30.096,105.493
1593,42.698,159.212
1594,34.478,140.157
1595,5.274,41.448
1596,36.585,137.008
1597,45.022,162.638
1598,13.465,81.129
1599,6.756,31.372
1600,47.147,163.51
1601,24.752,94.143
1602,22.162,85.53
1603,49.95,172.312
1604,50.464,180.876
1605,33.219,93.951
1606,37.148,137.949
1607,2.379,12.524
1608,20.85,74.707
1609,25.408,82.068
1610,19.701,73.968
1611,20.836,75.866
1612,8.282,41.058
1613,7.745,44.4
1614,29.528,94.047
1615,58.778,196.22
1616,41.895,161.848
1617,50.496,175.097
1618,27.516,115.507
1619,51.105,189.058
1620,34.734,124.977
1621,38.206,148.377
1622,14.753,54.259
1623,56.082,206.496
1624,17.701,76.583
1625,41.718,152.893
1626,24.117,98.465
1627,18.216,68.022
1628,19.595,78.092
1629,23.784,90.592
1630,29.612,111.228
1631,22.202,85.149
1632,4.44,20.253
1633,41.238,142.087
1634,58.705,190.508
1635,50.991,175.05
1636,21.49,80.78
1637,45.355,152.444
1638,50.375,155.55
1639,25.724,112.94
1640,26.99,95.84
1641,42.433,146.455
1642,30.935,104.625
1643,51.204,175.947
1644,24.971,93.064
1645,20.411,88.171
1646,57.157,179.436
1647,45.248,141.869
1648,53.244,173.535
1649,8.343,33.506
1650,10.629,41.43
1651,18.089,82.416
1652,44.904,153.774
1653,44.484,144.478
1654,27.996,86.373
1655,28.04,109.275
1656,18.205,75.98
1657,2.336,28.89
1658,55.722,196.436
1659,33.499,120.729
1660,2.897,26.725
1661,36.649,123.898
1662,45.331,160.661
1663,43.874,156.858
1664,21.41,79.407
1665,15.489,63.852
1666,57.463,195.865
1667,18.278,71.948
1668,35.509,132.53
1669,11.764,50.656
1670,58.528,196.673
1671,14.173,68.743
1672,7.243,37.314
1673,27.536,93.261
1674,40.95,141.311
1675,56.933,204.822
1676,21.526,78.568
1677,9.984,60.067
1678,45.915,156.248
1679,26.603,103.566
1680,22.996,84.068
1681,24.097,92.961
1682,32.79,128.097
1683,42.285,126.257
1684,41.412,163.416
1685,57.799,206.519
1686,46.703,166.578
1687,34.25,131.311
1688,6.84,33.075
1689,42.778,138.626
1690,29.464,108.322
1691,22.781,71.636
1692,22.579,85.266
1693,42.598,136.78
1694,17.211,70.647
1695,3.747,19.312
1696,15.483,54.785
1697,54.749,195.984
1698,53.869,189.485
1699,36.474,134.255
1700,7.3,39.972
1701,41.198,147.355
1702,32.055,113.345
1703,57.771,192.896
1704,4.216,29.011
1705,38.826,140.899
1706,3.564,19.603
1707,4.219,25.733
1708,36.199,136.388
1709,38.078,123.441
1710,32.104,120.284
1711,59.672,193.889
1712,56.299,182.7
1713,6.293,11.232
1714,47.242,154.978
1715,9.102,41.686
1716,20.459,59.287
1717,29.262,106.186
1718,21.185,67.802
1719,46.207,158.045
1720,14.97,49.106
1721,24.206,93.026
1722,8.134,29.228
1723,49.01,186.692
1724,8.61,52.968
1725,27.039,98.819
1726,41.325,145.97
1727,54.203,184.618
1728,25.816,96.417
1729,14.426,61.57
1730,52.757,188.353
1731,20.511,85.824
1732,19.76,72.517
1733,8.375,38.868
1734,12.224,47.128
1735,41.106,139.736
1736,12.274,51.309
1737,49.405,161.888
1738,9.914,36.744
1739,45.698,146.253
1740,17.824,61.668
1741,21.086,94.897
1742,38.733,143.147
1743,48.861,171.938
1744,19.118,82.725
1745,10.336,44.09
1746,34.104,117.137
1747,2.029,15.087
1748,45.104,152.175
1749,58.704,208.649
1750,32.219,104.481
1751,43.443,152.451
1752,22.605,91.848
1753,39.248,141.184
1754,45.409,148.022
1755,52.829,184.441
1756,57.862,192.953
1757,38.673,141.482
1758,16.234,59.393
1759,44.43,155.464
1760,50.19,183.993
1761,46.319,164.171
1762,55.362,173.873
1763,48.438,178.593
1764,39.225,133.598
1765,30.124,111.462
1766,33.295,117.853
1767,35.383,131.779
1768,15.843,69.809
1769,3.95,24.926
1770,50.599,175.285
1771,14.912,57.648
1772,25.544,89.912
1773,19.218,79.795
1774,52.304,172.487
1775,33.235,105.505
1776,51.321,185.078
1777,55.982,186.446
1778,7.515,48.25
1779,20.242,70.489
1780,52.207,176.271
1781,10.957,42.549
1782,31.887,119.482
1783,9.455,36.906
1784,13.581,50.253
1785,59.154,203.04
1786,41.251,147.144
1787,9.389,42.635
1788,26.36,101.082
1789,53.671,180.064
1790,21.586,89.299
1791,8.6,43.013
1792,48.812,174.34
1793,33.668,114.714
1794,4.929,24.914
1795,54.593,201.076
1796,6.14,36.626
1797,44.751,154.144
1798,35.89,126.754
1799,21.167,75.003
1800,57.866,208.948
1801,18.78,81.577
1802,55.396,184.915
1803,28.053,96.215
1804,58.92,198.373
1805,58.133,203.471
1806,58.485,199.999
1807,16.636,62.113
1808,5.995,34.409
1809,34.924,123.614
1810,13.675,50.073
1811,30.612,116.291
1812,59.789,201.319
1813,15.079,61.537
1814,13.942,52.508
1815,53.591,181.735
1816,4.113,15.692
1817,19.075,71.432
1818,18.621,57.95
1819,32.755,100.965
1820,15.585,63.946
1821,20.688,84.312
1822,25.738,119.776
1823,6.959,28.564
1824,53.466,194.711
1825,18.225,79.845
1826,47.265,176.603
1827,57.5,193.44
1828,43.611,152.265
1829,32.911,110.089
1830,35.091,116.029
1831,52.457,179.647
1832,46.343,165.81
1833,21.433,80.364
1834,29.828,130.581
1835,2.427,19.225
1836,34.658,125.079
1837,27.574,107.102
1838,20.698,85.456
1839,12.974,47.54
1840,31.425,113.381
1841,21.58,69.919
1842,5.433,34.966
1843,19.353,65.009
1844,34.51,117.743
1845,4.782,27.37
1846,49.047,160.578
1847,53.101,197.805
1848,59.535,201.66
1849,23.424,79.641
1850,34.559,134.037
1851,54.721,182.256
1852,53.788,199.249
1853,43.068,145.842
1854,48.794,163.181
1855,53.279,182.924
1856,38.455,137.965
1857,9.055,53.48
1858,47.389,160.171
1859,9.734,37.192
1860,38.867,137.465
1861,58.65,203.852
1862,24.772,90.199
1863,4.023,32.672
1864,41.038,137.275
1865,6.648,37.523
1866,54.108,176.235
1867,26.723,89.494
1868,5.576,38.673
1869,23.273,82.506
1870,17.945,68.702
1871,34.071,133.163
1872,23.018,100.979
1873,54.654,204.756
1874,59.99,203.817
1875,18.609,68.903
1876,44.589,157.144
1877,40.886,139.295
1878,11.256,50.042
1879,40.695,152.005
1880,41.709,139.169
1881,28.725,112.615
1882,15.906,55.843
1883,49.409,161.021
1884,8.934,56.449
1885,25.839,103.19
1886,10.315,66.086
1887,43.479,151.731
1888,44.595,148.38
1889,33.679,126.096
1890,44.897,159.236
1891,17.159,72.142
1892,29.388,92.948
1893,33.672,128.344
1894,25.611,77.874
1895,40.193,134.592
1896,11.661,49.185
1897,58.977,194.323
1898,15.125,42.037
1899,50.37,167.535
1900,4.108,21.849
1901,4.866,29.793
1902,37.834,128.256
1903,5.876,29.309
1904,10.409,48.458
1905,31.494,110.81
1906,51.357,182.501
1907,4.632,31.84
1908,13.452,44.499
1909,56.271,186.019
1910,24.272,84.53
1911,11.449,44.603
1912,23.83,86.101
1913,11.845,54.653
1914,59.751,189.808
1915,12.395,47.128
1916,46.848,161.108
1917,43.516,139.285
1918,11.999,64.045
1919,8.024,45.287
1920,17.876,83.71
1921,25.081,118.029
1922,39.521,141.669
1923,7.189,38.106
1924,23.978,109.355
1925,30.412,117.66
1926,36.163,122.614
1927,41.599,150.4
1928,27.859,90.565
1929,30.634,116.083
1930,43.816,149.438
1931,47.149,165.665
1932,55.25,191.739
1933,51.346,188.312
1934,29.159,112.562
1935,3.78,23.922
1936,19.731,69.191
1937,35.416,132.479
1938,17.694,54.268
1939,26.031,82.872
1940,47.454,163.377
1941,8.755,34.149
1942,51.508,163.814
1943,51.604,179.933
1944,23.313,89.703
1945,10.685,45.619
1946,25.868,99.191
1947,11.013,52.131
1948,34.047,128.247
1949,58.913,192.627
1950,11.132,45.329
1951,15.268,57.972
1952,26.716,104.904
1953,15.549,73.838
1954,46.355,151.582
1955,6.923,22.314
1956,36.737,129.872
1957,56.187,183.575
1958,11.886,40.88
1959,22.494,81.168
1960,24.016,81.67
1961,43.512,130.198
1962,43.695,158.757
1963,43.527,143.949
1964,59.778,209.94
1965,6.243,46.171
1966,23.109,86.206
1967,34.648,126.842
1968,20.495,86.492
1969,59.913,200.743
1970,2.576,16.15
1971,47.574,156.337
1972,33.537,122.158
1973,17.83,67.92
1974,11.832,53.257
1975,44.052,163.858
1976,34.062,132.755
1977,44.947,157.203
1978,34.712,118.872
1979,30.803,119.668
1980,30.565,97.799
1981,3.388,12.414
1982,23.823,86.35
1983,39.708,143.396
1984,57.029,203.589
1985,49.751,179.739
1986,49.626,171.086
1987,12.47,56.313
1988,19.406,76.282
1989,52.746,176.514
1990,8.772,44.392
1991,43.644,160.324
1992,23.229,91.804
1993,21.763,83.801
1994,35.322,119.777
1995,44.897,163.424
1996,38.566,141.596
1997,47.23,179.135
1998,39.233,147.36
1999,51.701,185.534
2000,55.627,204.295
