label,logit,score
0,-2.010138,0.118143
0,1.238089,0.775231
1,0.260204,0.564686
1,2.625314,0.932473
0,-1.913449,0.128594
1,-0.437352,0.392372
0,-0.452121,0.388857
0,-0.110303,0.472452
1,1.773272,0.854864
1,1.948827,0.875319
0,-1.156931,0.239225
0,-2.059906,0.113055
0,-3.405998,0.032109
1,0.108688,0.527145
1,3.204028,0.960986
0,-2.726454,0.06143
0,1.575483,0.828564
0,-2.891839,0.052558
0,0.232083,0.557762
0,1.014645,0.733928
1,0.093904,0.523459
0,-0.845865,0.300301
1,2.343779,0.912438
1,2.352413,0.913126
0,-2.610151,0.068488
1,2.048228,0.885768
1,1.564992,0.827069
0,0.86459,0.703619
0,0.117786,0.529412
1,3.200994,0.960872
0,-2.372782,0.085272
1,1.265052,0.779895
0,-2.569041,0.071158
0,-1.110503,0.247777
0,-1.715568,0.152443
0,0.899145,0.710774
1,-0.69539,0.332835
1,1.978678,0.87854
0,-1.405797,0.196898
0,-0.826146,0.304461
0,0.456857,0.612268
1,0.567746,0.638243
0,-1.286924,0.216374
1,-0.166925,0.458365
0,-0.345429,0.414491
0,1.187684,0.766327
0,0.162514,0.540539
0,-2.685474,0.063836
0,-1.817685,0.139712
0,-1.326435,0.20975
1,0.861276,0.702927
0,-0.880803,0.293011
1,-1.082957,0.252947
0,-0.065914,0.483528
0,-2.764478,0.059274
0,-0.756377,0.319433
0,1.805275,0.85879
0,-0.298967,0.42581
1,2.717923,0.938076
0,-1.289041,0.216015
0,0.177866,0.54435
1,1.640344,0.837582
1,2.139994,0.89473
0,-0.951299,0.278624
0,1.99553,0.880327
0,1.469006,0.812906
0,-2.956626,0.049424
0,1.125489,0.755005
0,-0.25592,0.436367
1,1.890989,0.868868
1,1.234895,0.774674
0,-2.076669,0.111385
0,-1.949582,0.124599
1,0.503926,0.623381
0,-0.021985,0.494504
0,-0.153432,0.461717
0,-0.32254,0.420057
0,-1.256117,0.221643
1,1.382129,0.799333
1,-0.236054,0.441259
0,1.076866,0.7459
1,0.434336,0.606909
1,2.664482,0.934898
0,0.295482,0.573338
0,0.218924,0.554513
0,0.667098,0.660853
0,-0.478517,0.382602
1,1.309261,0.787389
0,-2.206889,0.099134
0,-0.576028,0.359847
1,0.233674,0.558154
0,-0.658076,0.341172
0,-3.435375,0.031208
0,-1.096702,0.250358
1,-0.062843,0.484294
1,2.984147,0.951853
0,-1.378301,0.201282
0,0.645543,0.656005
0,-2.728335,0.061322
0,-2.298297,0.091264
1,2.153215,0.895969
0,-2.323997,0.089155
0,-3.088231,0.043595
0,0.929247,0.716922
0,-1.449841,0.190026
0,-1.68405,0.15656
0,-0.191267,0.452329
1,0.638309,0.654371
0,-2.294634,0.091568
0,-1.757702,0.147078
0,-0.786476,0.312926
0,-1.510025,0.180935
0,-2.267564,0.093845
0,-0.530275,0.370453
0,-2.950696,0.049704
1,1.523815,0.8211
0,-0.711295,0.329313
0,-0.165808,0.458643
0,0.732248,0.675298
1,2.556741,0.928025
0,-3.10327,0.042973
0,-0.48632,0.380761
0,-0.217937,0.44573
1,2.502773,0.924336
0,-0.60695,0.352755
0,2.156159,0.896243
0,-2.215166,0.098397
0,-0.412316,0.398357
0,-1.078716,0.253749
0,-1.455129,0.189214
0,-1.918676,0.128009
0,-1.097368,0.250233
0,-1.205067,0.230575
0,-1.533078,0.177544
0,0.257925,0.564126
1,1.135952,0.756936
0,0.583219,0.641808
0,-2.252161,0.095163
0,-1.623611,0.164707
0,-0.967799,0.275319
0,-0.706469,0.33038
0,0.070824,0.517699
0,-1.04,0.26115
0,-0.013111,0.496722
1,-0.962731,0.276332
0,-1.321631,0.210547
0,-2.249315,0.095409
0,-2.614823,0.068191
1,-1.220141,0.227912
0,2.265146,0.905949
0,-1.643621,0.161973
1,-0.66474,0.339676
0,-0.830924,0.30345
0,0.483073,0.618473
0,-1.36766,0.202998
0,-2.215103,0.098402
1,2.097677,0.890677
0,-2.447562,0.079617
0,-0.121572,0.469644
0,-0.016737,0.495816
1,1.154251,0.760287
0,-1.241552,0.224166
0,-2.546232,0.07268
1,1.321888,0.789496
0,-2.180324,0.101531
0,-0.554578,0.364803
1,1.66877,0.841412
1,1.40182,0.802473
0,-0.956337,0.277612
0,0.099219,0.524784
0,-2.143462,0.104944
0,0.276739,0.568747
1,-0.979711,0.272949
0,-2.740959,0.060599
0,0.468257,0.614971
0,-1.726237,0.151069
0,-2.791699,0.057774
0,1.621755,0.835037
1,0.548002,0.633672
0,-0.764045,0.317769
0,1.902699,0.870197
1,1.644162,0.838101
0,-0.197396,0.45081
1,1.816819,0.860184
1,0.080144,0.520025
1,1.744554,0.851265
0,0.936727,0.718438
0,-1.988283,0.120439
0,-1.684189,0.156542
0,-4.353222,0.012702
0,-0.360473,0.410845
1,1.577693,0.828877
0,-2.500906,0.075795
1,2.916089,0.948636
0,-3.182315,0.039837
1,-0.542873,0.367519
0,-0.62299,0.349102
1,1.370217,0.797415
0,0.38771,0.595731
0,-1.53653,0.17704
0,-1.26445,0.220209
0,1.97464,0.878109
0,-0.580933,0.358718
0,-0.652825,0.342353
0,-0.538374,0.368566
1,0.963785,0.723879
0,-0.965803,0.275718
0,-1.856707,0.135087
0,-0.454029,0.388403
0,1.977369,0.8784
1,0.859693,0.702596
0,-0.128251,0.467981
0,0.505038,0.623643
0,-1.080344,0.253441
0,-1.586788,0.169836
1,1.253807,0.777958
0,2.410185,0.917601
0,-5.676623,0.003413
0,-1.125576,0.244978
0,0.030932,0.507732
0,-2.145254,0.104776
0,0.611243,0.648224
0,-2.04486,0.114573
1,2.688215,0.936328
0,-3.192175,0.039461
0,0.568994,0.638531
0,-0.093658,0.476603
1,1.509459,0.818981
1,-0.105516,0.473645
1,1.412981,0.804236
0,-0.962852,0.276307
0,0.111588,0.527868
0,-1.561016,0.173501
0,0.977057,0.726524
0,-0.703002,0.331147
0,0.312023,0.577379
0,0.208623,0.551967
0,-0.595363,0.355405
0,-2.229156,0.097163
0,-0.654385,0.342002
0,-2.150264,0.104307
1,1.040077,0.738865
0,-0.96576,0.275726
0,2.301616,0.909011
0,0.706187,0.669558
1,2.259158,0.905438
1,0.195467,0.548712
0,-1.981772,0.12113
0,-2.549395,0.072467
0,1.94446,0.874841
0,0.857909,0.702224
0,-0.707464,0.330159
1,2.670569,0.935267
0,-1.666812,0.15885
0,-2.460495,0.078674
1,0.24808,0.561704
0,-2.540668,0.073056
0,-2.31762,0.089674
0,-0.50689,0.375923
0,-0.360887,0.410745
1,0.47126,0.615682
0,0.121551,0.53035
0,0.969286,0.724977
0,-1.065029,0.25635
0,-2.285997,0.092289
0,-0.972514,0.27438
0,-1.068464,0.255695
0,-0.695621,0.332784
1,1.305334,0.786731
0,-1.960984,0.123361
0,-1.175849,0.235799
0,1.110292,0.752184
0,-0.493883,0.378979
0,-1.216854,0.228491
1,2.602322,0.931011
1,2.32406,0.91085
1,0.20698,0.551561
0,-1.3443,0.206804
0,-1.707902,0.153436
1,0.451642,0.61103
1,2.394885,0.916436
1,0.931318,0.717343
0,0.038187,0.509546
0,-3.287288,0.03601
1,-0.45188,0.388914
0,-0.675208,0.337332
0,2.070685,0.888021
0,-1.902078,0.129874
1,1.682864,0.843283
1,2.542287,0.927054
1,-0.463926,0.386055
0,-1.633779,0.163313
0,-0.689753,0.334088
0,-1.858672,0.134858
0,-0.672338,0.337973
1,2.084429,0.889381
0,-2.127442,0.106458
0,-2.45749,0.078893
1,1.197314,0.768047
0,-0.972222,0.274438
0,-2.108603,0.108263
0,-1.871517,0.133366
1,-0.25302,0.43708
1,0.906422,0.712267
0,-2.740093,0.060649
0,-2.619368,0.067902
1,1.355092,0.794961
0,-0.731259,0.324919
0,-1.379551,0.201081
0,-1.997092,0.119509
0,-0.101731,0.474589
0,-0.91077,0.286842
0,-2.508745,0.075247
1,-1.982281,0.121076
1,-1.544993,0.175811
0,0.181906,0.545352
0,0.042726,0.51068
0,-0.502695,0.376908
0,1.589541,0.830551
0,-2.348954,0.087149
1,0.496174,0.62156
0,-1.329542,0.209235
1,-1.351376,0.205646
1,2.957571,0.95062
1,0.215661,0.553707
1,1.322971,0.789676
1,3.691541,0.975673
0,0.279882,0.569517
1,0.823561,0.694992
0,-1.891608,0.131061
0,-0.541897,0.367746
0,-2.144631,0.104834
1,1.994208,0.880188
1,0.853872,0.701379
1,-0.147099,0.463291
1,-0.347764,0.413925
0,-0.340841,0.415605
0,2.094256,0.890344
0,-1.821607,0.139241
0,-0.511776,0.374777
1,2.358265,0.913589
0,1.509478,0.818984
0,-0.87294,0.294643
0,-2.97693,0.048479
0,-0.445453,0.390442
0,-0.458915,0.387243
0,0.302597,0.575077
0,-1.95515,0.123993
0,-1.494216,0.18329
1,0.669101,0.661302
0,0.019091,0.504773
0,-1.227471,0.226624
1,-0.010805,0.497299
1,1.823325,0.860965
0,-2.547645,0.072585
0,-2.860436,0.054144
0,-0.742598,0.322436
1,2.065917,0.887546
1,2.907635,0.948223
1,-0.314684,0.421972
0,-0.209054,0.447926
1,2.010835,0.88193
0,-2.365342,0.085854
1,1.019963,0.734965
0,-1.089577,0.251698
0,-1.156566,0.239292
1,2.107871,0.891666
0,-0.103816,0.474069
1,1.639103,0.837413
0,-0.417393,0.397141
0,-0.598937,0.354587
1,0.261439,0.56499
1,1.70046,0.845595
0,-1.683057,0.156691
1,2.930662,0.949342
0,-0.838319,0.301889
0,-0.143178,0.464266
0,-1.206638,0.230296
1,4.384406,0.987683
0,-3.227914,0.038129
0,1.718703,0.847962
0,-2.414298,0.082089
0,-1.78771,0.143354
1,3.302593,0.964518
0,-2.309613,0.09033
0,0.187942,0.546848
0,-1.189906,0.233276
0,-1.434198,0.192445
1,-0.288583,0.428351
0,-0.127699,0.468119
1,0.28479,0.57072
0,-0.283227,0.429663
0,-0.728188,0.325592
0,-0.97294,0.274295
1,4.203909,0.985283
0,0.506495,0.623985
0,-3.364642,0.033419
0,-1.449343,0.190103
0,0.133783,0.533396
0,1.206297,0.769643
0,1.978103,0.878479
1,0.432075,0.606369
0,-2.811319,0.056716
1,1.065672,0.743773
0,-3.379389,0.032946
0,-3.228083,0.038122
0,-0.135817,0.466098
0,-1.096688,0.250361
0,-0.296674,0.426371
1,2.92641,0.949137
0,-1.422124,0.194329
0,-1.63756,0.162797
0,-2.04997,0.114055
1,3.355856,0.966296
1,-1.774934,0.14493
0,-0.70728,0.3302
0,-0.497725,0.378075
0,-2.253453,0.095052
0,-2.236142,0.096552
1,2.355424,0.913364
0,-1.237145,0.224933
0,-0.172378,0.457012
0,0.568983,0.638529
1,1.294148,0.784848
0,2.093768,0.890296
1,4.81304,0.991942
0,-0.378348,0.406525
0,1.218047,0.77172
0,-2.328711,0.088773
0,-1.519672,0.17951
0,-1.935702,0.126121
0,0.931075,0.717293
0,1.009479,0.732918
1,0.301666,0.57485
0,0.784592,0.686669
0,0.373823,0.592382
1,4.173729,0.984839
1,0.642772,0.65538
1,2.422786,0.918548
0,-1.167214,0.237359
1,0.835153,0.697443
1,1.379973,0.798987
0,-2.219444,0.098018
1,-0.852269,0.298957
0,-5.440535,0.004318
0,-0.063031,0.484248
0,-2.02725,0.116371
0,-0.353861,0.412446
1,1.9212,0.872272
0,0.777695,0.685183
1,1.408975,0.803604
1,2.751585,0.940003
0,1.264886,0.779866
0,-1.433048,0.192624
0,-0.306691,0.423923
1,2.286727,0.907772
0,0.255263,0.563472
0,0.688882,0.665718
1,1.016333,0.734258
0,-2.761124,0.059461
0,-0.419709,0.396586
1,-1.45998,0.18847
0,0.640359,0.654835
0,-3.368087,0.033308
1,2.11332,0.892191
1,1.727461,0.849087
0,-3.130756,0.041856
0,-1.247966,0.223052
0,-0.551023,0.365627
0,-1.159339,0.238787
0,1.014097,0.733821
0,-2.444195,0.079864
0,0.570536,0.638887
0,-0.925584,0.283822
0,0.142459,0.535555
0,-1.765533,0.146099
1,2.696006,0.936791
0,-1.655161,0.160413
1,1.965865,0.877166
0,-0.379984,0.406131
0,-2.186919,0.100931
1,0.252852,0.562878
0,-0.302006,0.425067
1,3.586239,0.973044
0,1.648465,0.838683
1,-0.047843,0.488042
0,-0.333707,0.417339
0,-2.341017,0.087782
0,-2.535119,0.073433
0,-2.591059,0.069716
0,-0.119638,0.470126
0,-1.023845,0.264279
1,-0.844304,0.300629
0,0.596316,0.644813
1,2.975822,0.95147
0,1.607876,0.833116
0,-0.645219,0.344068
0,-2.732149,0.061103
0,2.434732,0.919438
1,0.691038,0.666198
0,-0.23417,0.441724
1,-1.451459,0.189777
0,0.42845,0.605503
0,-0.28351,0.429593
1,2.437143,0.919616
0,-0.420392,0.396423
1,0.957616,0.722644
1,-0.755935,0.319529
0,0.757063,0.680716
0,-1.659602,0.159815
0,-0.412454,0.398324
0,-0.945599,0.279771
1,4.415108,0.988051
1,1.484397,0.815236
0,0.230704,0.557422
0,-1.624757,0.16455
1,2.566244,0.928657
0,-0.045074,0.488733
0,-0.456351,0.387852
0,-0.85425,0.298542
0,-1.274768,0.218442
0,-2.448642,0.079538
0,-1.578625,0.17099
0,-1.244925,0.22358
0,1.486497,0.815552
0,0.683955,0.664621
0,-4.000422,0.017979
0,-2.03062,0.116025
1,0.551893,0.634575
1,0.337892,0.583678
0,-1.267824,0.21963
0,-0.862584,0.2968
0,-0.361923,0.410494
1,0.846337,0.699798
0,-0.645499,0.344005
0,0.735827,0.676083
0,-1.491014,0.18377
0,0.408678,0.600771
0,-1.973439,0.12202
0,-0.66219,0.340248
0,-1.942048,0.125423
1,3.408644,0.967974
1,0.176257,0.54395
0,0.006113,0.501528
0,-0.867548,0.295765
1,0.234895,0.558455
0,-1.755947,0.147299
0,-0.209258,0.447876
0,-3.754854,0.022869
1,1.469804,0.813028
0,0.467905,0.614888
1,2.561134,0.928318
0,0.599441,0.645528
0,0.035287,0.508821
1,1.587651,0.830285
1,-0.480327,0.382175
0,-1.92619,0.127173
0,-2.316822,0.089739
1,-0.405557,0.399978
0,-0.483947,0.38132
0,-0.445553,0.390419
0,-1.929173,0.126842
0,-0.32524,0.419399
0,-0.459352,0.38714
0,-0.409908,0.398934
1,1.297215,0.785366
0,1.627393,0.835812
1,0.492139,0.62061
0,-0.424797,0.395369
0,-0.885906,0.291955
1,4.168889,0.984766
1,2.036967,0.884624
0,-0.633134,0.3468
1,1.882186,0.867862
0,-2.331787,0.088524
0,-1.045997,0.259995
1,-0.504381,0.376512
0,-0.761606,0.318298
1,0.513661,0.625664
0,-2.22047,0.097927
0,-2.120731,0.107098
0,-1.187371,0.23373
0,-0.238826,0.440576
1,0.572318,0.639298
0,0.135015,0.533703
0,1.406861,0.80327
0,-2.693454,0.063361
0,-2.018981,0.117224
0,-2.465008,0.078348
0,-0.957438,0.277391
1,4.213391,0.98542
0,-2.369706,0.085512
0,-3.319582,0.034905
1,0.497068,0.62177
0,-2.073274,0.111722
1,0.660784,0.659436
1,3.449924,0.969229
0,-1.940245,0.125621
0,-1.698619,0.154646
0,-2.548101,0.072554
0,-0.172224,0.45705
0,-1.57069,0.172118
0,-2.191486,0.100518
0,-1.379347,0.201114
0,-0.502133,0.377039
0,-0.435129,0.392902
1,1.885826,0.868279
1,-0.341529,0.415438
0,-1.065448,0.25627
0,-1.747163,0.148405
0,-1.23499,0.225309
1,2.546646,0.927348
0,0.386927,0.595543
0,-1.870802,0.133449
1,0.86027,0.702717
0,-3.328801,0.034596
0,-0.663637,0.339923
1,0.389451,0.596151
0,-0.145808,0.463612
0,0.06989,0.517465
0,-1.822461,0.139139
1,3.310579,0.96479
0,-1.341054,0.207337
1,3.807247,0.978273
0,-0.16428,0.459022
0,-2.065567,0.112489
0,-2.869057,0.053705
0,0.123698,0.530885
1,0.306641,0.576065
1,0.221179,0.55507
0,-3.65898,0.025112
0,0.255385,0.563501
0,-0.176023,0.456108
0,0.631421,0.652812
0,-0.883115,0.292533
0,-0.584148,0.357979
0,0.280451,0.569657
0,-2.332107,0.088499
1,1.259413,0.778925
0,-3.513925,0.028919
1,0.334407,0.582831
0,0.148694,0.537105
0,0.662088,0.659729
0,-1.855052,0.135281
0,-1.830402,0.13819
1,3.558682,0.972312
0,0.483647,0.618609
0,-2.3473,0.087281
0,-1.469702,0.186988
1,-0.197304,0.450833
1,2.627559,0.932614
1,-0.281417,0.430106
0,-1.673809,0.157917
1,2.995411,0.952366
0,1.431188,0.807086
0,-2.708796,0.062456
1,2.852471,0.945446
1,0.58159,0.641433
0,1.215431,0.771258
1,1.143008,0.758232
1,0.487191,0.619445
0,-0.588429,0.356995
0,-0.008601,0.49785
0,-2.546265,0.072678
0,-1.316499,0.211401
1,0.78005,0.685691
0,-1.461879,0.18818
1,0.876992,0.706199
1,3.409461,0.967999
1,1.081565,0.74679
0,-0.726893,0.325877
0,-0.978746,0.273141
0,0.588471,0.643014
0,-2.653771,0.065757
0,0.996751,0.730419
0,-0.105359,0.473685
0,1.04998,0.740771
0,0.296948,0.573696
1,0.842902,0.699076
0,-2.079278,0.111127
0,-1.135834,0.243086
0,-3.045016,0.045433
0,-1.060457,0.257222
1,3.543543,0.971902
0,-3.296741,0.035683
0,-0.486054,0.380824
1,0.678581,0.663422
1,2.156559,0.89628
1,1.591248,0.830792
1,2.385605,0.915723
1,2.453477,0.920815
0,-2.514588,0.074842
0,-0.455707,0.388005
0,-2.712538,0.062238
0,-0.973685,0.274147
0,-1.173458,0.236231
0,-0.844252,0.30064
0,-0.03225,0.491938
0,-1.968313,0.12257
0,1.067603,0.744141
1,1.827147,0.861422
0,-0.516843,0.373591
0,2.256867,0.905241
1,1.598298,0.83178
0,0.737545,0.676459
0,1.336528,0.791918
0,0.391983,0.59676
0,-2.022723,0.116838
0,-2.754697,0.059822
0,-1.876167,0.13283
0,-1.598342,0.168213
1,-0.249979,0.437829
0,-1.641929,0.162203
0,0.755588,0.680395
0,-2.741218,0.060585
0,-0.9747,0.273945
0,-1.892594,0.130949
0,-1.440822,0.191418
0,0.427422,0.605258
0,0.152083,0.537948
1,1.413056,0.804247
0,-2.261071,0.094399
0,-1.932599,0.126463
0,-0.874499,0.294319
0,1.301519,0.78609
0,-0.49576,0.378537
0,-1.01671,0.265669
1,1.907847,0.870777
1,3.900365,0.980167
0,0.386692,0.595486
0,-2.209691,0.098884
0,-1.614475,0.165968
1,2.012292,0.882082
0,-0.407414,0.399532
0,-1.308571,0.212726
0,1.325447,0.790087
1,1.747365,0.85162
0,-0.467106,0.385301
1,1.186345,0.766087
1,-0.034258,0.491436
0,0.694036,0.666864
0,-1.313022,0.211982
0,-0.274302,0.431851
0,0.203101,0.550602
0,-1.667106,0.15881
0,-0.081035,0.479752
1,0.001356,0.500339
0,0.015202,0.5038
1,0.664313,0.660229
1,0.043141,0.510784
0,-1.142928,0.241783
0,-0.989819,0.270948
0,-0.428087,0.394583
0,-1.172156,0.236465
0,-0.430597,0.393984
0,-1.629224,0.163937
1,0.437734,0.607719
0,1.093007,0.748948
0,-2.749414,0.06012
0,-0.819839,0.305798
0,-0.333743,0.41733
0,-2.171096,0.102376
0,-0.546474,0.366683
1,2.765485,0.940782
0,0.515676,0.626136
0,-2.206119,0.099202
1,-0.082492,0.479389
0,-3.081777,0.043865
1,3.778492,0.977654
0,-1.917378,0.128154
0,0.912369,0.713485
0,1.293034,0.78466
0,-0.466411,0.385466
0,0.281305,0.569866
1,3.047486,0.954674
0,-1.643349,0.16201
1,0.812148,0.692567
0,-2.402228,0.083003
0,0.577732,0.640545
1,2.270936,0.906441
0,0.721307,0.672895
1,-0.165733,0.458661
0,-2.946174,0.049918
1,1.551346,0.825108
1,-0.077608,0.480608
0,1.66441,0.840829
1,1.331905,0.791156
0,-1.465611,0.187611
0,-2.183204,0.101269
0,-1.505414,0.181619
1,1.280236,0.78249
1,1.365463,0.796646
0,-0.347399,0.414013
1,1.345305,0.793361
1,1.516474,0.820019
0,-1.723733,0.151391
0,-2.419562,0.081693
0,-3.536261,0.028298
0,-0.03669,0.490829
0,0.048917,0.512227
0,-1.008551,0.267263
1,1.455921,0.810908
0,-1.882101,0.132148
1,2.643826,0.933629
0,-1.761063,0.146657
0,-1.490135,0.183901
1,0.279404,0.5694
0,1.148537,0.759244
0,-1.158052,0.239021
0,-2.167832,0.102677
1,1.867722,0.866194
0,-0.096645,0.475858
0,-0.942323,0.280431
1,1.435906,0.80782
0,1.163006,0.761879
1,1.880871,0.867711
0,-2.893525,0.052475
0,-1.155893,0.239414
0,-2.546096,0.072689
0,-0.110536,0.472394
0,-2.3762,0.085006
0,-1.789377,0.143149
1,3.870068,0.979569
0,1.654286,0.839469
0,-0.053058,0.486739
1,1.743798,0.851169
0,-1.752756,0.1477
0,0.098312,0.524558
1,-1.423002,0.194191
0,-1.591049,0.169236
0,-1.827729,0.138509
0,-0.972579,0.274367
0,0.311701,0.5773
0,-0.372976,0.407822
0,1.160531,0.761429
0,0.089791,0.522433
1,2.412184,0.917752
0,0.125679,0.531378
0,-0.87211,0.294815
0,1.536044,0.822889
1,3.536592,0.971711
0,0.093483,0.523354
0,1.157018,0.76079
1,-0.485276,0.381007
0,1.245095,0.77645
0,0.10368,0.525897
0,0.211818,0.552757
0,-0.978459,0.273198
1,0.019519,0.50488
0,-2.743492,0.060455
1,5.113621,0.994022
1,-0.389427,0.403855
1,-0.398987,0.401556
0,0.240585,0.559858
1,0.358496,0.588676
1,0.023187,0.505797
1,0.086919,0.521716
1,2.632888,0.932948
1,0.412199,0.601615
0,-2.515998,0.074744
0,-1.203678,0.230822
0,-3.04611,0.045386
1,3.031979,0.953998
0,-0.356442,0.411821
0,-1.613534,0.166099
0,-0.902649,0.288506
0,-0.258329,0.435774
0,-0.565443,0.362289
0,0.205312,0.551149
1,0.314109,0.577888
0,-1.676492,0.15756
0,-1.955721,0.123931
1,1.293173,0.784684
0,-0.716459,0.328173
0,-1.286,0.216531
0,-1.370383,0.202558
0,0.93557,0.718204
0,-1.168437,0.237138
1,3.119816,0.957703
0,-1.89777,0.130361
0,-1.987044,0.12057
0,-0.177979,0.455622
0,-0.968237,0.275232
0,-3.206013,0.03894
1,2.991693,0.952197
0,-0.784434,0.313365
0,-0.894475,0.290187
0,-1.641308,0.162287
1,0.998138,0.730692
1,0.906147,0.712211
0,-1.760197,0.146766
0,0.564668,0.637532
0,-0.724664,0.326367
0,-1.381131,0.200827
0,-0.731803,0.324799
0,-2.399213,0.083233
0,-0.715034,0.328487
0,-0.221861,0.444761
0,-0.371204,0.40825
1,3.247943,0.962599
1,2.117033,0.892548
0,-3.183733,0.039782
0,0.01002,0.502505
0,-2.408682,0.082513
0,-0.12816,0.468004
0,-0.417647,0.39708
0,0.297152,0.573746
1,2.125193,0.893328
1,1.121587,0.754283
0,-0.910988,0.286798
1,0.613489,0.648736
1,-0.056903,0.485778
0,0.3597,0.588968
0,1.23972,0.775515
1,2.070458,0.887998
0,-1.947958,0.124776
0,-0.731748,0.324811
0,0.082602,0.520639
0,-0.43141,0.39379
0,-4.1212,0.015966
1,0.629737,0.65243
1,1.56431,0.826971
1,1.806862,0.858982
1,1.077142,0.745953
0,1.07536,0.745615
1,0.982226,0.72755
1,1.474894,0.8138
0,0.139515,0.534822
0,-0.718728,0.327673
0,0.24703,0.561445
1,1.522814,0.820952
0,-1.234537,0.225388
1,-1.664432,0.159168
0,-1.136846,0.2429
0,-1.075006,0.254452
1,0.31957,0.57922
1,0.131652,0.532865
0,-0.890394,0.291029
1,1.532439,0.822363
0,-0.984612,0.271978
1,-0.760599,0.318516
0,-0.003856,0.499036
0,-0.763328,0.317924
0,-1.974426,0.121914
0,-2.449773,0.079455
0,-1.26042,0.220902
0,-0.281321,0.43013
0,-0.611442,0.35173
0,0.982358,0.727576
0,-0.212699,0.447025
0,-2.593294,0.069571
1,-0.269723,0.432975
0,-0.218652,0.445554
0,-1.76191,0.146551
0,0.730681,0.674955
0,-0.477665,0.382804
0,-2.658762,0.065451
0,-1.083331,0.252876
0,-0.004953,0.498762
0,-1.966133,0.122805
0,-1.387828,0.199755
1,2.295618,0.908513
0,-1.341536,0.207258
0,0.915153,0.714053
0,-0.028783,0.492805
1,1.740327,0.850729
0,-1.002965,0.268359
0,1.060773,0.742838
0,-0.792921,0.311542
0,2.254427,0.905032
0,-1.651778,0.160869
0,0.053526,0.513378
1,-1.612759,0.166206
0,-0.218769,0.445525
0,-0.546556,0.366664
0,-1.172732,0.236362
1,-1.285045,0.216693
0,-2.32107,0.089393
0,-1.941423,0.125492
0,-0.305597,0.42419
0,-0.209781,0.447746
0,-0.211282,0.447375
0,-1.967707,0.122635
0,-1.180392,0.234982
1,3.591038,0.97317
0,-2.789653,0.057886
0,1.469247,0.812943
0,0.717807,0.672124
0,-0.100776,0.474827
1,1.62486,0.835464
1,2.1231,0.893128
1,3.34215,0.965847
0,-1.102324,0.249305
1,2.424454,0.918673
1,1.90518,0.870477
0,-1.693614,0.155301
1,-0.98607,0.271689
1,1.788228,0.85671
0,-1.547167,0.175496
0,-0.512688,0.374564
0,1.361335,0.795977
0,-0.184283,0.454059
1,0.831619,0.696697
1,-1.878477,0.132564
0,-3.010507,0.046953
0,-1.458631,0.188677
0,0.55138,0.634456
0,-1.685595,0.156356
0,0.674446,0.662498
0,-0.976607,0.273566
1,0.605559,0.646927
1,3.810494,0.978342
1,3.132792,0.958225
0,-0.330676,0.418076
0,0.986167,0.72833
0,-1.614192,0.166007
0,-0.325025,0.419452
0,-0.837307,0.302102
0,0.145488,0.536308
0,-0.765079,0.317545
0,-0.05948,0.485134
1,2.425121,0.918723
0,-1.824811,0.138858
1,0.933693,0.717824
1,0.327497,0.58115
0,0.126352,0.531546
0,-1.181667,0.234753
1,1.592494,0.830967
0,-0.770463,0.316379
0,-2.806369,0.056981
0,-0.745095,0.321891
0,-1.369642,0.202678
0,-2.875404,0.053383
1,0.794953,0.688894
0,3.737471,0.97674
0,-1.749631,0.148094
0,0.662753,0.659879
0,-2.75147,0.060004
0,-0.762168,0.318176
0,0.348708,0.586304
0,-2.453922,0.079152
0,-0.716467,0.328171
0,0.545702,0.633138
1,0.212426,0.552908
0,-1.556561,0.174141
1,1.66028,0.840276
0,1.232774,0.774304
0,-2.402525,0.08298
1,-0.136313,0.465974
1,-0.40842,0.399291
0,-2.752236,0.05996
0,0.951161,0.721349
0,0.715611,0.67164
0,-1.871192,0.133404
0,-0.110069,0.472511
1,0.955625,0.722245
1,1.079873,0.74647
1,2.997932,0.952481
0,-2.324234,0.089136
0,-2.082059,0.110853
1,2.149834,0.895653
0,-1.854237,0.135376
0,-3.544184,0.028081
1,-0.962428,0.276392
0,0.000801,0.5002
1,-0.041944,0.489515
0,-1.06298,0.25674
1,0.788701,0.687552
0,-1.442776,0.191116
0,0.239511,0.559593
0,-0.374313,0.407499
1,2.240273,0.903808
0,-2.266866,0.093904
0,-0.719829,0.327431
0,-1.174837,0.235982
0,-2.68023,0.06415
0,-2.812264,0.056665
1,2.672365,0.935376
1,0.998717,0.730806
0,-2.572195,0.07095
0,-1.18148,0.234786
0,-1.735656,0.149866
0,-1.641021,0.162326
1,3.544937,0.97194
1,2.911178,0.948396
0,-2.448798,0.079527
1,2.186371,0.899019
1,1.778472,0.855508
1,-1.115264,0.246891
0,0.547346,0.63352
1,-0.64883,0.343253
0,-1.339106,0.207657
0,-0.890493,0.291008
0,-2.147046,0.104608
1,0.0505,0.512622
1,2.757639,0.940343
0,-1.448739,0.190196
0,0.004943,0.501236
0,-0.344192,0.414791
1,0.492328,0.620655
0,-2.76798,0.059079
1,1.471742,0.813322
0,1.368373,0.797117
1,-1.948498,0.124717
0,0.021148,0.505287
1,0.835949,0.697611
1,2.391576,0.916183
1,1.311044,0.787688
1,0.50281,0.623119
1,1.727219,0.849056
1,1.009821,0.732985
0,-0.875244,0.294164
0,1.705563,0.84626
