area_k_sqft,area_sqft,bedrooms,bathrooms,age_years,lot_sqft,price_usd
1.8223,1822.3,3,2,41.03,2981.4,603747.08
2.7894,2789.4,4,2,12.71,4484.2,885530.86
1.4936,1493.6,2,1,68.91,2660.3,439491.98
2.1292,2129.2,4,2,15.66,3007.7,786927.19
2.0848,2084.8,3,2,8.45,3188.0,779433.02
2.6648,2664.8,5,3,26.98,5164.9,935355.55
2.478,2478.0,4,2,22.7,5148.6,802153.32
1.9459,1945.9,3,2,2.65,3970.9,688248.73
2.7602,2760.2,4,2,18.46,7782.3,890564.08
3.9515,3951.5,7,4,61.92,13441.6,1299238.13
2.3788,2378.8,4,2,50.42,8218.2,768751.32
1.6868,1686.8,3,2,29.73,6580.5,601823.0
2.3189,2318.9,4,1,2.89,6601.9,809336.72
2.1122,2112.2,4,2,11.85,5490.7,755504.61
2.4266,2426.6,3,2,24.36,4114.5,746148.97
1.6895,1689.5,3,2,8.71,7003.2,627821.25
2.117,2117.0,3,1,28.11,7914.8,670001.04
3.3393,3339.3,5,2,20.75,8192.1,1078753.73
4.4208,4420.8,6,4,28.81,15459.4,1410775.16
1.6177,1617.7,3,1,92.93,4400.2,435456.42
0.9422,942.2,1,1,26.24,2999.4,255518.45
2.3134,2313.4,3,2,8.7,6203.6,762661.59
1.397,1397.0,3,2,73.37,3617.8,449247.93
2.4436,2443.6,3,2,17.3,4519.0,780068.63
2.0515,2051.5,4,2,5.66,7266.2,705017.91
4.3405,4340.5,6,3,87.78,13295.8,1323453.58
1.2918,1291.8,2,1,22.56,2106.3,450834.91
2.4338,2433.8,4,2,15.74,6397.9,768195.16
4.5474,4547.4,7,4,18.04,13158.2,1504106.75
1.7518,1751.8,3,2,18.49,6375.3,634877.35
4.1773,4177.3,6,3,32.59,6938.6,1300298.58
2.8195,2819.5,5,3,68.52,6454.2,900547.13
2.0168,2016.8,3,1,32.14,5351.9,651486.38
2.1881,2188.1,3,2,12.63,7453.8,796744.19
3.2278,3227.8,5,3,79.54,10178.3,1018775.44
2.443,2443.0,4,2,54.38,6309.0,799405.7
2.1154,2115.4,4,3,45.25,4371.9,738178.89
4.2383,4238.3,6,3,15.94,15922.8,1344220.02
2.4282,2428.2,3,2,72.54,9954.0,762462.6
4.2428,4242.8,6,3,11.12,9967.5,1355360.3
2.3593,2359.3,4,3,49.4,7213.4,850958.26
1.5786,1578.6,1,1,23.28,5650.0,459527.89
3.7555,3755.5,5,3,31.13,9963.9,1223759.9
1.7314,1731.4,2,1,9.02,6838.4,531729.92
1.5994,1599.4,3,1,32.93,5380.8,579411.51
2.9077,2907.7,5,3,63.74,7967.8,927781.91
2.043,2043.0,3,2,20.56,8523.9,665084.93
2.2353,2235.3,5,3,38.17,6638.5,822601.27
2.0747,2074.7,3,2,37.04,4833.9,696221.18
3.4918,3491.8,6,3,32.65,12251.0,1199626.06
2.105,2105.0,3,2,70.49,5060.4,617977.34
2.2281,2228.1,3,1,18.54,4851.9,681731.56
1.6508,1650.8,3,2,33.2,5481.3,612122.28
3.5609,3560.9,5,3,46.37,7582.4,1110803.57
2.2423,2242.3,4,2,38.96,7523.5,756001.0
2.2559,2255.9,3,1,69.64,3792.4,647230.78
1.7684,1768.4,2,1,11.88,6427.8,543185.82
2.9152,2915.2,4,2,90.46,4506.3,899206.93
1.3629,1362.9,2,2,15.08,2489.6,494562.33
2.1818,2181.8,3,2,41.78,6017.6,663300.08
2.5336,2533.6,2,1,25.62,10324.0,698376.07
1.2338,1233.8,2,1,35.82,2874.9,381191.18
1.7008,1700.8,3,1,119.38,3048.8,474690.06
2.7086,2708.6,4,2,25.22,10713.5,855520.17
2.0134,2013.4,3,2,28.54,4876.7,686363.63
0.7448,744.8,1,1,32.58,1516.6,238538.66
2.2777,2277.7,2,1,25.77,6681.0,655448.55
1.5836,1583.6,2,1,23.06,5251.9,489386.31
3.579,3579.0,4,3,26.22,10246.7,1097223.61
2.5235,2523.5,4,2,8.1,8440.3,850719.09
2.0521,2052.1,2,1,22.26,6324.6,602219.11
1.566,1566.0,3,1,3.78,5106.5,560320.8
2.7677,2767.7,4,2,45.55,7927.1,899617.97
2.2737,2273.7,4,3,36.82,9084.6,812711.89
2.8432,2843.2,5,4,57.86,11676.5,974194.5
2.21,2210.0,3,3,37.72,8783.0,718476.17
1.5047,1504.7,2,1,33.85,4899.6,484323.62
2.3596,2359.6,4,2,50.82,3983.9,772736.4
2.4433,2443.3,4,2,21.44,4986.1,865905.4
2.1171,2117.1,4,2,4.62,7797.2,757325.98
3.3826,3382.6,6,3,25.5,11677.2,1190464.18
2.3314,2331.4,3,2,18.22,8816.0,732261.63
1.5454,1545.4,2,1,20.11,3476.9,502867.46
3.3791,3379.1,6,3,9.08,13297.2,1167747.68
2.5626,2562.6,3,2,38.74,8732.2,762048.4
1.727,1727.0,3,2,33.02,5232.4,650381.26
1.8557,1855.7,3,2,17.52,5155.4,589127.96
1.8999,1899.9,3,2,65.83,3439.0,613089.7
2.295,2295.0,3,1,43.25,6767.7,700670.26
4.3375,4337.5,6,3,41.9,8359.5,1351685.44
1.2586,1258.6,2,1,15.55,3640.0,458004.76
1.6921,1692.1,2,1,20.78,2724.8,521157.41
2.3072,2307.2,4,2,34.81,6757.8,772438.19
2.5235,2523.5,4,2,10.37,4906.5,857812.47
1.7471,1747.1,2,2,13.12,5782.2,535182.82
3.4883,3488.3,6,4,27.89,12516.2,1176097.2
2.6923,2692.3,4,3,38.16,4850.8,847868.69
4.3846,4384.6,7,3,25.52,13253.7,1393560.57
1.6507,1650.7,3,2,25.4,6305.0,580023.8
3.1717,3171.7,5,3,9.45,5414.5,1092902.96
2.3629,2362.9,3,1,7.02,6398.9,743525.96
1.8992,1899.2,3,2,25.4,2982.9,630675.32
2.0882,2088.2,3,2,22.18,7591.1,725573.56
2.6546,2654.6,4,3,46.4,9368.6,863895.82
2.1125,2112.5,3,2,31.28,6174.6,693140.42
2.3583,2358.3,5,3,57.56,3651.5,896993.68
2.9246,2924.6,5,2,18.9,6908.3,977440.44
1.7699,1769.9,3,2,8.91,7338.0,658985.77
1.6269,1626.9,2,1,3.13,3103.9,532191.99
2.0059,2005.9,3,2,19.56,6713.8,712873.51
1.8795,1879.5,3,2,22.92,7775.6,702889.76
0.9745,974.5,2,1,18.55,4029.3,343361.82
2.4903,2490.3,4,3,13.3,4750.4,841979.74
2.5144,2514.4,4,3,21.45,5447.8,851665.18
1.7379,1737.9,3,3,12.36,3610.6,616943.79
2.8491,2849.1,5,2,11.2,7096.2,1005340.05
2.0778,2077.8,4,2,33.06,8441.2,715113.67
2.8686,2868.6,5,3,19.41,5975.0,941753.22
2.2647,2264.7,3,1,50.04,6126.3,708063.29
1.3578,1357.8,2,1,63.9,5367.4,431793.78
1.5063,1506.3,2,1,72.84,5581.3,432265.25
2.1566,2156.6,4,2,35.21,4913.7,753605.33
1.4765,1476.5,2,1,26.2,4846.3,435095.02
2.531,2531.0,3,2,4.29,8259.9,791372.98
4.8321,4832.1,7,4,14.06,16497.2,1581951.71
1.8653,1865.3,3,1,20.43,6133.0,614665.07
1.9761,1976.1,4,2,18.87,8135.8,691493.36
2.1026,2102.6,4,2,31.16,6059.9,753538.27
2.1233,2123.3,3,2,28.36,7478.9,631373.36
1.1839,1183.9,2,1,8.83,4134.0,406098.92
3.0366,3036.6,5,2,32.25,10800.6,1003013.58
2.3575,2357.5,3,2,27.33,3462.4,741906.97
2.1611,2161.1,4,2,3.61,6812.8,748355.09
1.5992,1599.2,3,2,29.55,6669.6,551138.71
2.1554,2155.4,3,2,26.36,6186.2,741826.06
2.7582,2758.2,4,2,5.52,5215.8,909149.86
2.411,2411.0,3,2,31.59,5722.2,752737.15
2.1589,2158.9,4,2,58.07,4578.5,747063.05
2.2427,2242.7,3,1,14.98,4148.1,728143.16
1.9607,1960.7,3,1,38.39,4577.8,642195.16
1.6941,1694.1,4,2,28.74,3207.1,637323.22
1.0845,1084.5,2,1,10.87,4346.2,368467.98
3.0751,3075.1,5,3,11.45,7695.7,1042585.35
2.0143,2014.3,4,2,34.06,5565.9,769308.17
1.2387,1238.7,3,2,19.51,2132.2,507931.64
2.3314,2331.4,4,2,5.83,3294.2,789629.49
1.5983,1598.3,2,1,15.0,5247.4,512985.73
3.3415,3341.5,6,4,43.53,9349.9,1160212.13
2.8621,2862.1,5,3,81.4,7420.6,920457.81
1.5497,1549.7,2,1,11.96,5535.0,514521.74
3.5215,3521.5,6,3,20.31,7480.5,1166299.38
3.2421,3242.1,5,2,15.32,10728.4,1089153.73
6.1307,6130.7,7,4,15.13,11414.4,1880239.12
4.1062,4106.2,7,4,3.53,7281.0,1428950.02
3.384,3384.0,6,3,53.36,12270.5,1162666.93
3.5335,3533.5,4,2,49.06,6521.3,1075104.33
1.3423,1342.3,1,1,8.8,5005.5,431763.15
2.7232,2723.2,5,2,58.04,5698.9,924365.75
3.1561,3156.1,4,2,24.04,11156.6,1014107.86
1.7299,1729.9,3,2,52.68,2759.7,585719.49
2.6581,2658.1,4,3,44.35,6499.3,870283.99
4.577,4577.0,7,4,16.83,9334.3,1493723.03
2.3468,2346.8,4,2,65.58,3726.6,718543.0
2.9477,2947.7,4,2,14.82,7458.1,933412.59
2.0779,2077.9,2,1,13.5,3881.0,633535.2
3.193,3193.0,6,3,3.9,12884.3,1170991.75
1.8729,1872.9,3,2,41.29,4187.3,602804.68
1.9154,1915.4,3,2,40.38,3696.8,597045.9
1.8034,1803.4,4,2,52.67,4490.4,638398.43
2.629,2629.0,3,2,12.44,10561.8,872881.68
2.3859,2385.9,4,3,42.08,9658.6,857234.29
3.2184,3218.4,6,3,56.69,13198.1,1086554.29
3.6136,3613.6,4,1,21.09,14853.7,1114751.05
3.183,3183.0,5,3,27.48,11214.1,1050284.99
1.3566,1356.6,2,1,19.27,2300.7,432219.42
2.0919,2091.9,4,2,23.95,3741.4,685834.13
2.4525,2452.5,3,1,14.54,4345.1,757173.24
1.8312,1831.2,2,2,17.27,2938.7,554490.15
2.0633,2063.3,4,2,106.49,8495.8,608429.26
2.5085,2508.5,4,2,35.85,6056.9,796897.86
2.3531,2353.1,2,2,11.47,5900.1,746254.04
2.3361,2336.1,5,3,67.99,9542.5,790714.16
1.6772,1677.2,3,1,31.99,6683.6,547421.44
2.8312,2831.2,5,3,59.89,8627.8,967194.25
1.5244,1524.4,2,1,67.5,4727.8,442325.29
1.9256,1925.6,2,1,9.67,4106.0,602519.91
1.6294,1629.4,3,2,51.31,5539.5,533298.93
2.607,2607.0,4,2,12.83,9935.5,895687.23
2.2488,2248.8,4,2,12.94,7300.3,796239.82
2.5586,2558.6,4,2,8.39,8485.5,887190.15
2.6161,2616.1,4,3,30.49,7869.2,890930.93
2.6496,2649.6,4,2,8.15,8865.0,828263.06
1.6392,1639.2,3,2,38.5,4851.0,577044.78
1.8812,1881.2,2,1,19.45,5454.1,596128.98
2.6422,2642.2,4,2,22.63,10708.6,886324.7
3.8333,3833.3,6,3,56.51,14838.0,1245520.48
2.487,2487.0,4,3,34.38,7993.4,809729.57
1.6491,1649.1,2,1,13.95,4061.7,512577.56
2.123,2123.0,3,2,6.26,5213.9,697537.26
2.7464,2746.4,3,2,40.62,5324.8,840452.87
1.6862,1686.2,1,1,18.55,6937.0,522815.8
1.8612,1861.2,4,2,6.22,6669.8,677333.38
2.3154,2315.4,4,2,36.84,5791.9,758236.98
1.4207,1420.7,3,2,20.49,5004.0,539987.78
3.3422,3342.2,5,3,32.6,6565.1,1080297.88
2.1769,2176.9,3,2,34.66,8843.0,693128.33
3.5343,3534.3,6,3,8.84,5755.8,1197961.04
3.2557,3255.7,5,3,83.02,13073.7,1072651.19
1.5488,1548.8,2,1,35.22,3889.5,467723.91
3.3169,3316.9,5,2,36.57,8802.7,1080583.36
2.7512,2751.2,4,3,20.99,7709.5,927925.81
2.1032,2103.2,3,2,12.6,3864.6,712551.28
1.8863,1886.3,2,1,19.82,4213.8,621678.02
1.9533,1953.3,3,2,26.18,3634.7,649102.26
2.1313,2131.3,3,2,14.33,4754.7,695208.91
2.0513,2051.3,3,3,14.05,4803.0,719862.19
1.8637,1863.7,3,2,51.03,2944.2,619461.22
1.1649,1164.9,1,1,12.53,3470.7,360720.84
2.0659,2065.9,3,2,23.26,3841.6,659648.69
1.7524,1752.4,3,2,9.58,5437.2,610097.13
3.4245,3424.5,6,4,22.85,8107.8,1161512.25
2.1784,2178.4,3,2,55.15,6189.5,655599.33
1.6908,1690.8,2,1,33.24,3844.6,546538.89
2.4329,2432.9,3,1,37.57,4869.1,745950.23
2.9791,2979.1,4,3,28.98,5698.0,934084.67
1.7691,1769.1,3,1,13.33,5159.9,633773.95
1.8499,1849.9,3,1,9.14,4879.2,614340.95
1.9111,1911.1,3,2,21.52,6874.1,631878.46
1.8439,1843.9,3,1,45.03,4819.7,576518.18
1.5252,1525.2,2,1,37.16,3730.3,441220.66
2.821,2821.0,5,3,35.77,11580.9,938948.16
2.5463,2546.3,4,1,52.86,10492.3,823087.78
2.2689,2268.9,4,2,27.41,3343.7,772336.16
2.2334,2233.4,4,2,40.65,9145.0,723581.34
2.4724,2472.4,4,2,33.6,8361.8,828494.01
1.7233,1723.3,3,1,41.01,6692.2,515868.33
2.2876,2287.6,4,3,10.51,6959.4,821476.66
2.3274,2327.4,3,2,6.01,8352.2,739884.82
1.7874,1787.4,3,1,51.12,7117.4,597387.29
3.0153,3015.3,4,2,2.24,11766.2,976610.4
3.7902,3790.2,6,4,54.32,8275.9,1218371.6
2.491,2491.0,4,2,9.49,6589.3,863314.64
2.5646,2564.6,4,2,10.73,4918.7,821881.52
1.3699,1369.9,2,1,58.8,5198.0,418814.7
1.7533,1753.3,2,1,6.14,4611.0,527594.17
2.3054,2305.4,4,3,21.04,6068.7,840624.82
3.1938,3193.8,7,3,46.17,8406.6,1165693.29
3.6076,3607.6,6,4,19.57,14972.2,1254462.89
2.3057,2305.7,4,2,11.09,4484.4,815041.29
3.5477,3547.7,6,3,7.3,8990.6,1219333.84
2.853,2853.0,4,3,20.46,7641.5,970917.35
0.997,997.0,2,1,13.78,1718.8,311449.91
2.087,2087.0,3,1,47.56,3213.7,630715.1
2.9434,2943.4,5,3,51.36,9072.8,992284.04
2.1727,2172.7,3,2,12.48,8439.5,773618.23
2.1936,2193.6,3,1,5.69,5565.4,728763.68
1.7371,1737.1,3,1,10.18,6096.8,578984.9
1.8411,1841.1,3,1,7.68,2749.3,643895.96
1.9441,1944.1,2,1,35.04,3248.8,571341.19
2.5327,2532.7,4,2,23.81,4140.9,861403.86
2.0654,2065.4,4,1,14.06,5398.3,683156.68
1.4814,1481.4,3,2,59.84,5548.9,501202.19
2.5449,2544.9,3,3,21.71,10261.8,829257.65
1.6262,1626.2,3,1,37.69,4328.4,524295.81
1.796,1796.0,2,1,51.95,6917.6,528080.73
1.7948,1794.8,4,3,25.92,5935.9,701880.18
4.2715,4271.5,7,4,45.96,8865.2,1398018.63
2.6855,2685.5,4,2,1.71,9367.6,851998.43
3.4928,3492.8,5,3,49.77,11960.3,1111330.7
2.5812,2581.2,3,2,18.33,6171.0,834751.4
1.4468,1446.8,2,1,43.26,4740.0,429237.95
2.238,2238.0,4,2,7.44,6082.4,755227.65
2.667,2667.0,4,2,41.55,9618.5,863796.41
2.1311,2131.1,4,3,29.26,3921.7,723724.44
2.6873,2687.3,4,2,25.73,9921.3,896786.43
2.5955,2595.5,4,2,18.15,5708.3,790610.18
2.4401,2440.1,3,2,19.8,4012.9,822999.08
2.1005,2100.5,3,2,20.15,6371.1,713166.23
3.4644,3464.4,5,4,59.9,13769.3,1093727.38
2.3915,2391.5,3,2,26.2,4732.0,799343.39
2.4106,2410.6,5,2,23.08,4799.0,853120.77
1.8589,1858.9,2,1,35.38,3114.4,550516.85
1.8771,1877.1,3,1,31.56,6387.7,608151.06
2.4364,2436.4,5,3,24.49,8071.5,865770.01
2.2715,2271.5,4,2,26.64,9298.6,784500.45
2.338,2338.0,4,2,22.35,4209.7,809114.01
1.2354,1235.4,2,1,40.33,4896.7,413974.7
2.5838,2583.8,4,2,5.7,4312.4,852710.51
2.341,2341.0,3,1,73.21,3947.0,675445.95
1.0211,1021.1,1,1,9.52,1498.3,361090.68
1.5917,1591.7,3,1,19.93,4403.6,607358.8
2.1322,2132.2,4,2,26.53,6745.7,754413.27
2.884,2884.0,5,2,42.37,4592.8,939556.1
2.0081,2008.1,3,2,87.69,5600.2,692107.75
1.4181,1418.1,2,1,24.73,3688.8,477458.44
1.5858,1585.8,2,1,18.04,5202.5,514250.39
1.3805,1380.5,1,1,47.7,2647.2,372473.84
2.442,2442.0,4,2,47.58,8516.6,763647.83
2.652,2652.0,4,2,29.54,9934.0,891189.09
2.7898,2789.8,5,2,19.35,7515.4,926350.12
4.0815,4081.5,7,4,2.17,8156.2,1391756.97
2.4569,2456.9,4,2,10.12,9133.7,827400.78
2.2931,2293.1,3,2,28.79,7679.6,702400.92
1.0489,1048.9,2,1,4.59,3050.8,429426.18
2.8627,2862.7,5,3,4.1,6838.7,995675.29
3.2883,3288.3,5,3,9.15,7746.9,1104889.6
1.3992,1399.2,2,1,18.56,2230.3,508148.05
3.1628,3162.8,6,3,20.97,6902.0,1112046.72
2.1678,2167.8,4,2,24.32,7585.8,732132.89
3.5569,3556.9,6,3,23.38,10748.1,1218746.14
1.5294,1529.4,3,2,85.96,2923.2,467269.19
1.8985,1898.5,2,1,32.4,7474.4,575441.41
1.3302,1330.2,2,1,13.2,4253.1,422801.4
1.2401,1240.1,2,1,26.09,2240.9,453595.66
2.6903,2690.3,5,3,14.59,8442.4,964411.03
2.0584,2058.4,3,1,20.6,7551.7,672826.62
1.5496,1549.6,4,2,7.8,3528.6,641751.02
3.8227,3822.7,6,4,18.01,7673.0,1243367.06
3.7277,3727.7,5,2,11.06,14935.2,1171201.61
2.5464,2546.4,4,2,38.57,7491.4,800987.66
2.6903,2690.3,5,2,13.06,4837.0,890178.99
1.2551,1255.1,2,2,28.48,3985.1,426864.93
2.3346,2334.6,4,3,10.9,7332.0,895928.95
3.1654,3165.4,5,3,48.06,7966.8,1017477.5
2.2202,2220.2,4,3,20.59,9010.3,783255.82
1.6631,1663.1,3,2,5.24,3935.0,613953.75
2.1877,2187.7,5,3,14.86,4784.0,815745.36
1.3044,1304.4,2,1,29.08,2471.4,466149.72
1.4568,1456.8,3,1,16.65,4464.4,541126.55
2.264,2264.0,4,2,24.86,4777.3,762253.04
2.3529,2352.9,3,2,30.28,8261.8,750183.2
1.8871,1887.1,4,2,14.46,4639.3,686739.43
3.8526,3852.6,6,3,7.85,16144.9,1352138.66
2.9835,2983.5,4,2,9.94,7057.5,951740.9
2.2644,2264.4,4,3,8.46,4354.6,808048.54
2.1794,2179.4,3,1,2.41,8403.0,703207.43
1.7106,1710.6,2,1,7.42,2669.4,558256.15
3.0106,3010.6,4,2,47.86,5274.7,977858.24
1.1097,1109.7,2,1,15.58,2067.6,418496.29
1.6528,1652.8,3,1,11.82,2382.4,561511.12
1.3908,1390.8,2,1,11.47,3872.2,467324.28
2.9865,2986.5,4,2,39.74,9128.5,951756.56
2.0347,2034.7,5,3,38.83,4726.3,768740.06
2.0703,2070.3,3,1,17.55,5620.8,664028.01
2.311,2311.0,4,2,10.95,4406.7,800609.97
2.4034,2403.4,3,1,14.78,5677.4,790003.13
1.9661,1966.1,3,2,45.38,5264.0,619227.07
3.345,3345.0,6,4,52.31,9733.1,1181868.1
1.1719,1171.9,2,2,35.51,4566.0,376771.83
1.3765,1376.5,3,1,37.94,2542.3,466124.99
1.7082,1708.2,3,1,28.63,3913.3,586940.81
2.5562,2556.2,4,2,18.74,6953.5,841994.77
2.4943,2494.3,3,2,12.35,9134.4,824414.55
1.7281,1728.1,3,1,10.5,6786.9,547123.13
3.2972,3297.2,4,2,14.2,10914.0,971044.85
1.7798,1779.8,3,2,31.5,3456.5,553053.67
1.6711,1671.1,1,1,18.03,5269.5,554345.74
3.3703,3370.3,5,3,24.97,7916.4,1120526.95
1.8783,1878.3,3,2,20.96,6768.0,657014.69
2.9952,2995.2,4,2,33.17,9496.5,924470.97
2.3237,2323.7,3,2,39.71,4867.3,761939.22
4.3993,4399.3,7,4,8.85,13004.3,1470835.8
2.9836,2983.6,4,2,62.06,7994.7,933315.66
2.0893,2089.3,3,2,6.94,6934.9,716069.74
1.7212,1721.2,2,1,63.57,5126.2,508177.41
1.9926,1992.6,2,1,20.8,4544.1,591561.02
2.3469,2346.9,3,1,26.65,4355.2,710997.46
3.2457,3245.7,6,4,53.92,7252.6,1127609.0
1.986,1986.0,3,2,48.47,8012.8,581336.35
2.2182,2218.2,3,1,22.87,6629.7,714760.59
3.1041,3104.1,5,2,12.18,6985.7,1063705.38
3.4543,3454.3,5,2,39.83,6187.2,1096346.78
1.6603,1660.3,2,2,30.02,5449.2,504962.04
2.2112,2211.2,3,2,8.61,7406.7,695319.73
2.0787,2078.7,3,1,20.13,4543.0,606065.98
2.8895,2889.5,4,2,29.35,5323.9,899848.57
2.1132,2113.2,3,2,11.84,4065.6,670854.09
2.6565,2656.5,4,2,52.81,4966.7,797244.47
1.7974,1797.4,2,1,20.44,6524.0,523504.31
2.1599,2159.9,4,2,9.78,8993.9,782770.9
2.8692,2869.2,5,3,5.05,6414.1,985209.67
2.4587,2458.7,4,2,26.21,3470.0,854990.77
2.8274,2827.4,5,2,8.45,11082.6,997341.19
2.6619,2661.9,5,3,28.5,6450.3,865458.5
2.1592,2159.2,2,1,7.19,8140.8,651923.08
2.1,2100.0,3,1,55.02,7711.7,648409.73
2.8561,2856.1,5,4,50.55,4907.6,1005801.07
4.0968,4096.8,6,3,14.87,10051.5,1299559.64
1.5543,1554.3,3,1,28.45,3446.7,528554.19
1.8968,1896.8,4,2,26.34,3691.1,732614.95
2.4249,2424.9,3,2,85.85,8919.0,714424.96
1.8877,1887.7,3,2,11.38,3882.8,588451.32
2.5485,2548.5,4,2,14.45,10391.1,858442.86
2.5474,2547.4,4,2,7.02,5450.9,824871.76
2.9148,2914.8,4,3,6.24,11272.1,1019756.27
3.3997,3399.7,5,3,7.36,11941.0,1094807.31
2.6223,2622.3,4,3,16.07,8522.9,917894.2
1.3749,1374.9,2,1,16.9,3486.6,427836.24
0.9133,913.3,2,1,38.32,2432.9,341264.98
4.1566,4156.6,6,4,25.82,16411.2,1383794.6
4.6228,4622.8,7,4,19.39,9614.7,1543280.99
2.7764,2776.4,4,2,28.83,8195.0,935318.02
1.6687,1668.7,2,1,8.43,6912.9,588047.73
3.2984,3298.4,5,3,23.95,7568.1,1103919.9
2.1983,2198.3,3,2,19.54,3569.5,692862.93
2.2025,2202.5,4,2,21.15,8756.4,780688.75
2.4952,2495.2,4,2,9.53,7499.8,903954.65
2.8103,2810.3,5,3,44.68,8854.5,913039.7
1.7138,1713.8,3,1,57.69,6698.2,570754.7
3.2462,3246.2,5,3,30.72,11274.5,1056937.83
2.391,2391.0,3,2,21.0,7020.2,777588.96
3.015,3015.0,4,1,5.51,9774.8,965503.94
1.8006,1800.6,2,1,25.67,3966.1,567882.94
2.7597,2759.7,6,4,23.47,7837.8,1054387.12
3.1705,3170.5,5,2,62.17,13298.8,1026235.86
2.5902,2590.2,3,2,43.53,6525.4,777089.16
1.3808,1380.8,2,1,31.03,3062.5,408791.22
2.7579,2757.9,5,3,4.0,10200.2,982826.58
2.9589,2958.9,4,2,19.63,11702.4,959425.64
1.6415,1641.5,2,1,37.05,6046.4,474342.28
2.5382,2538.2,4,2,11.14,4756.7,844960.18
1.3813,1381.3,1,1,22.18,3826.8,442189.04
1.9028,1902.8,3,2,24.64,5132.7,613398.52
2.5378,2537.8,4,3,16.74,9274.1,899246.36
3.8148,3814.8,6,2,19.03,9274.4,1287796.78
2.4213,2421.3,4,2,45.3,4521.9,817694.77
2.5436,2543.6,3,2,19.81,4431.8,779729.25
2.3259,2325.9,4,3,50.62,5942.3,769349.79
2.0622,2062.2,3,2,15.89,3413.5,690631.7
1.6333,1633.3,3,2,22.25,4003.0,595275.37
1.2085,1208.5,1,1,28.95,4821.5,392935.11
2.7357,2735.7,5,2,23.03,11226.4,937026.98
2.3089,2308.9,4,1,34.84,4587.5,749981.1
2.1019,2101.9,4,2,52.41,6763.0,722844.1
4.0621,4062.1,6,3,9.5,10212.0,1354210.71
1.2697,1269.7,2,1,6.04,2207.7,493400.39
2.472,2472.0,4,2,92.84,4229.6,785399.36
2.0102,2010.2,2,1,30.86,3610.4,593271.71
2.6861,2686.1,5,3,37.63,8890.4,950949.13
1.2672,1267.2,2,1,59.9,4335.4,423384.84
3.0249,3024.9,4,2,12.38,5264.2,945187.21
1.234,1234.0,3,1,13.57,2355.2,464512.67
1.9097,1909.7,4,2,7.42,7380.8,688410.6
1.2648,1264.8,2,1,42.09,5206.4,390395.96
2.1382,2138.2,4,2,26.08,3884.8,739884.8
2.2021,2202.1,3,2,35.84,8306.7,711062.45
2.8739,2873.9,5,3,7.28,10420.1,987156.43
1.5722,1572.2,2,1,11.67,5485.6,542612.33
3.0048,3004.8,5,3,87.29,4365.4,967661.51
1.1923,1192.3,2,1,47.45,2962.6,401571.59
1.6589,1658.9,3,1,26.86,6425.1,539205.19
2.0139,2013.9,3,2,39.82,4008.2,640424.49
1.4493,1449.3,2,1,47.34,2790.7,394672.2
2.09,2090.0,2,1,20.72,3741.3,630230.48
3.0474,3047.4,5,3,20.1,6530.5,1028241.68
3.3503,3350.3,5,2,9.24,10341.4,1098373.35
3.3586,3358.6,5,3,60.76,13396.3,1090748.52
1.9239,1923.9,2,1,99.97,8013.3,563276.46
2.7009,2700.9,3,1,13.58,7732.8,836084.65
2.3308,2330.8,4,2,22.98,8282.8,803742.22
1.5434,1543.4,2,2,22.37,5976.5,525049.52
1.6768,1676.8,2,1,37.92,5606.6,510655.8
1.5384,1538.4,3,1,18.23,4936.8,562937.1
2.5288,2528.8,4,3,21.36,8279.0,893826.9
2.8642,2864.2,4,3,49.57,4314.6,923561.02
2.1891,2189.1,5,3,9.85,3176.7,808057.26
1.5153,1515.3,2,2,8.45,5738.1,528043.39
2.8214,2821.4,4,2,22.53,8340.4,878699.49
1.3106,1310.6,2,1,23.64,2063.5,408328.83
1.7445,1744.5,3,2,68.42,2517.3,568372.35
3.7328,3732.8,6,3,33.67,7835.8,1188074.93
2.0163,2016.3,3,2,9.36,4526.7,677367.47
1.9966,1996.6,3,1,9.09,4056.4,613048.91
1.2309,1230.9,3,1,12.12,3061.6,514217.67
1.399,1399.0,2,1,14.0,2120.2,423679.64
2.3109,2310.9,4,3,23.44,8446.8,865090.76
2.1006,2100.6,4,2,31.36,8488.9,752110.7
2.1529,2152.9,3,2,25.33,7454.6,751155.1
1.7886,1788.6,2,1,16.76,6586.7,536552.92
3.4808,3480.8,6,3,81.86,9182.3,1087786.85
2.5859,2585.9,5,3,16.34,4437.8,941954.6
1.2652,1265.2,1,1,22.14,5223.9,420605.95
2.2081,2208.1,3,3,7.14,3137.6,750874.15
2.4324,2432.4,4,2,93.47,4008.5,686800.17
1.7437,1743.7,2,1,32.13,6853.4,580373.11
1.8556,1855.6,3,2,23.49,6047.4,615193.73
2.1906,2190.6,3,1,53.9,8052.4,731116.46
2.6593,2659.3,4,3,23.66,9292.7,889462.97
3.6674,3667.4,5,3,29.77,6863.7,1126740.41
1.6788,1678.8,3,2,70.96,4790.0,556901.8
3.2164,3216.4,5,3,6.07,6721.2,1075366.71
2.0862,2086.2,4,2,30.86,6721.6,753454.81
2.3082,2308.2,4,2,34.92,5958.9,799241.54
1.5345,1534.5,2,1,3.88,2457.3,494983.41
2.5844,2584.4,4,2,37.49,7070.2,854885.73
1.9857,1985.7,3,2,31.49,4039.6,662037.13
2.5677,2567.7,4,2,12.19,10390.3,881766.16
