area_sqft,bedrooms,age_years,lot_sqft,price_k
1803.7,3,16.5,8071.9,517.65
2047.2,3,5.2,11318.4,619.03
1296.3,2,17.5,4446.1,343.94
1388.8,1,11.8,4066.7,332.72
1975.5,4,47.1,10201.5,583.39
600.0,2,4.4,2190.1,201.71
2399.1,4,16.2,10230.9,678.16
1822.4,2,11.4,5566.1,448.95
2337.8,4,17.0,7014.2,567.96
2337.0,5,4.0,12191.0,702.28
2068.9,3,30.0,11384.0,598.77
1667.4,5,17.0,9840.1,554.87
2433.2,4,28.6,4401.7,517.99
2497.8,4,20.4,16123.4,787.7
1283.9,3,6.3,6899.1,402.55
2090.8,2,90.0,4955.4,430.42
2081.7,4,7.0,10113.8,590.21
2556.5,3,27.9,5942.5,543.92
1525.1,3,21.7,6980.6,433.33
1689.8,3,14.3,5124.6,446.58
1621.6,3,59.7,3165.8,344.27
600.0,1,7.6,1713.5,184.96
1902.9,4,42.0,9885.0,559.59
600.0,2,24.9,1539.1,186.52
3389.1,5,27.3,11179.1,800.93
2344.8,4,52.0,8419.6,574.39
2111.5,3,24.6,13215.1,661.53
1054.0,1,30.2,5831.4,321.23
852.3,1,12.0,3419.7,228.29
1606.9,4,36.4,8227.9,498.26
2616.5,3,40.0,6483.8,574.47
2041.9,3,43.7,5314.4,467.27
1506.3,2,7.7,5651.0,410.27
1525.0,3,10.5,4507.0,384.61
2491.3,4,13.2,6404.2,595.92
1513.7,1,9.7,6894.1,430.78
1482.8,2,16.2,6918.2,445.65
1286.1,2,26.0,7362.1,372.6
2078.9,3,24.4,5591.6,521.16
2661.0,4,5.4,6191.4,613.78
2387.7,4,74.7,10504.3,579.62
1054.9,2,18.3,4050.0,313.91
1133.5,2,8.2,5425.4,347.53
2011.1,3,32.6,9044.6,554.14
1563.8,3,9.7,2886.5,374.39
2507.7,3,11.9,11764.3,696.89
1984.3,3,90.0,11168.2,563.51
2110.7,4,39.9,11334.1,626.91
2224.9,3,20.7,7860.1,564.77
1808.9,4,11.8,9376.3,545.7
2298.5,3,24.3,9691.5,572.25
897.1,3,55.6,3689.5,257.28
1889.8,2,61.3,8729.0,489.8
1451.3,3,10.5,7679.3,414.41
1977.8,3,37.2,8890.2,545.44
1650.1,3,59.6,5033.0,387.63
2517.5,4,30.6,14352.4,728.42
1567.1,2,21.1,8704.8,478.46
2489.6,4,31.1,8156.3,598.97
2650.9,4,5.8,15907.1,834.15
2664.3,3,6.2,16181.7,819.59
2359.6,4,12.7,6105.4,567.34
1854.6,2,51.1,8246.1,458.73
1421.3,3,45.3,4876.6,374.54
1266.7,2,21.1,3552.4,318.6
2399.2,4,14.7,11778.3,673.01
1614.3,3,11.2,7383.9,469.97
1463.6,3,22.6,9150.6,484.43
856.3,2,12.9,4981.4,264.01
1809.6,3,17.4,11279.0,577.72
3329.8,5,50.8,6237.8,710.94
2203.5,4,39.3,8630.4,516.29
1784.9,4,30.0,5758.8,443.68
1124.0,1,32.7,4317.3,301.64
2753.9,4,23.2,11013.9,682.64
2742.7,4,24.3,17283.4,849.57
2228.6,3,14.8,10303.6,631.48
1162.2,2,70.9,6099.1,327.42
1985.5,3,24.6,9142.3,569.63
890.9,1,11.9,5432.3,291.56
2723.9,4,32.2,6902.4,625.33
1847.4,4,8.0,5578.4,446.63
1916.0,3,10.8,4649.3,466.77
1560.9,2,24.2,4395.4,395.36
2702.6,4,6.7,7952.7,664.16
1419.2,3,30.9,8039.4,437.21
1897.6,2,25.7,6848.3,443.34
1688.5,3,11.3,4989.0,433.17
2239.3,4,2.4,13558.5,716.95
2421.7,5,44.8,11990.7,681.65
2852.8,4,45.1,9418.8,646.35
1269.8,2,9.6,7640.7,404.46
3233.1,4,20.1,12158.6,824.58
2364.5,4,47.1,12428.2,679.91
1205.6,2,14.7,5478.1,375.02
893.5,2,7.0,4999.7,305.83
2440.0,3,38.3,12008.3,697.33
1948.4,4,70.6,5599.9,421.71
2052.4,4,7.6,12376.0,637.54
1742.8,3,4.9,5188.0,449.69
1418.3,3,16.0,6320.6,362.26
2113.4,4,12.2,5807.4,517.35
1787.4,2,12.3,4382.6,402.04
1664.8,4,11.1,10366.6,546.18
1457.2,1,5.0,7550.5,432.05
1630.3,3,36.1,7894.2,446.18
2552.0,4,36.2,5441.3,560.52
2400.4,4,7.4,11866.8,671.0
2023.6,3,17.1,7751.0,503.57
2811.9,4,44.1,16974.3,836.81
1320.7,2,20.2,6144.6,381.53
3347.9,4,19.9,7825.6,747.62
1021.8,1,69.6,5468.2,280.49
2209.2,3,3.9,7837.2,608.02
1580.0,3,46.7,7422.6,436.75
1602.0,3,2.3,6561.1,473.76
3036.1,5,26.7,5784.4,689.74
2244.0,4,21.5,8330.7,606.52
1868.4,3,30.1,8062.8,501.99
2422.9,4,10.4,11602.5,707.61
1247.8,2,28.9,4779.5,329.26
1677.9,3,45.1,7452.0,447.67
936.4,2,13.9,6058.6,342.2
4033.6,5,14.9,8115.6,878.6
905.3,3,14.5,5425.8,320.03
1933.7,4,48.2,12170.0,588.1
1899.4,4,58.7,11287.8,562.63
2432.2,4,22.1,8288.6,617.0
2311.9,4,10.8,14751.6,728.12
2264.3,3,17.7,8955.2,561.94
600.0,1,41.1,1500.0,118.5
1829.1,4,23.5,3642.5,417.36
2358.8,4,14.5,11063.8,689.85
2433.6,4,33.0,11127.5,671.12
1870.9,2,27.8,11882.8,553.63
2111.1,4,2.6,7779.1,590.29
1573.0,3,3.8,8260.0,483.84
2399.8,5,20.7,14129.8,746.49
2563.1,5,5.4,8871.0,680.69
1816.0,3,15.3,8145.8,485.79
1649.7,3,4.4,3075.9,386.34
2203.3,4,26.8,7634.4,577.99
2546.3,4,13.1,9412.1,639.03
1360.4,2,38.9,8381.2,416.87
600.0,2,73.8,2460.3,174.29
2955.5,5,39.2,13355.5,805.1
2838.3,4,43.4,17052.0,801.51
2790.2,4,35.9,11312.0,739.18
1098.5,3,14.1,4302.3,338.73
1540.4,3,2.6,9443.3,518.42
2519.3,4,5.5,8067.1,637.86
2144.8,3,42.5,12650.7,585.83
2744.9,4,43.0,15386.5,779.45
1047.5,3,8.3,2441.2,268.93
749.5,3,14.0,1614.2,197.3
1796.4,3,27.7,4656.9,428.13
2308.1,3,21.1,14363.8,699.83
1289.0,1,35.5,7327.9,348.41
2074.6,3,16.7,11599.2,633.48
2535.2,3,7.0,7659.1,610.43
1379.3,2,26.1,5394.6,355.66
1656.0,4,15.9,10188.3,545.48
2494.8,3,16.2,6683.7,581.72
1658.2,3,23.0,9115.0,549.25
2042.7,3,21.3,5980.7,498.25
1389.6,2,8.6,6623.8,410.53
1569.8,2,6.2,8330.1,469.11
1379.4,2,12.6,5814.4,399.69
3123.1,5,1.5,13509.3,863.31
2431.9,4,46.4,11474.7,667.38
1784.3,3,26.5,7489.1,463.81
2010.6,3,11.9,4148.0,452.65
1488.5,3,11.2,7366.4,454.76
2465.2,4,47.7,4964.0,533.67
2157.6,3,39.0,4643.8,496.29
1652.9,4,0.9,8033.5,491.79
2114.1,3,5.7,6585.7,487.8
1771.7,3,18.8,10052.3,527.98
1439.2,2,5.1,4537.5,367.83
2221.6,4,16.7,7630.7,566.76
2688.7,4,16.8,9391.4,680.12
1649.3,2,29.6,7791.7,462.04
1758.9,4,13.4,10244.8,553.59
2487.4,5,23.4,4959.3,548.69
2816.6,4,24.6,11443.9,748.52
1523.4,2,36.1,7015.2,397.46
1554.9,3,16.9,4075.0,416.14
2390.3,3,6.3,11636.4,709.97
1403.1,3,29.7,6212.5,393.5
600.0,3,5.3,1603.3,217.33
2304.5,4,4.6,8289.4,623.31
2567.3,3,30.1,6203.6,564.6
2835.6,5,15.1,15701.3,820.95
2617.7,4,24.3,5818.3,574.42
2239.3,3,3.4,11567.0,656.2
1856.6,3,23.5,8670.0,489.13
2187.7,4,50.0,7015.5,552.72
1691.9,3,17.7,7185.7,442.76
3045.8,4,20.4,14361.7,870.59
1742.8,4,3.6,9020.9,551.61
1406.1,3,34.6,5151.7,373.82
1641.2,2,6.1,7462.0,463.66
600.0,1,26.3,1500.0,143.15
1866.4,3,43.9,4780.1,399.82
2618.1,5,33.1,8462.4,651.12
2752.0,5,22.0,7278.5,634.97
2065.9,3,27.1,4338.8,457.94
2134.6,4,1.8,5435.6,521.41
2086.1,3,42.6,5116.7,494.98
1774.3,3,13.8,7443.3,474.86
2171.6,3,9.9,10494.4,606.97
2437.3,4,16.9,12039.8,720.74
2182.7,3,6.9,11420.5,633.32
2128.3,3,24.7,11934.2,610.22
2147.0,3,24.4,12941.8,657.75
2355.0,4,27.5,7614.1,537.46
1999.3,3,9.2,8319.3,522.06
2514.6,4,31.9,10105.4,611.23
1265.6,1,21.5,4016.5,364.08
2006.4,4,10.1,6465.9,504.36
1756.4,3,23.3,9781.6,505.13
1488.0,2,24.1,8462.3,430.13
2721.2,4,23.9,15770.5,799.36
1988.6,4,10.8,12902.9,658.76
2525.9,4,34.5,12596.8,719.67
1266.0,2,45.2,5192.5,362.36
2907.3,5,12.6,6089.2,661.71
1281.6,3,29.9,4760.9,340.24
2483.3,3,24.5,9301.2,619.69
600.0,2,17.2,2243.2,197.99
2777.0,5,27.5,11770.7,727.49
1693.5,3,36.5,8167.5,489.69
1914.7,4,60.9,6782.5,468.17
2270.6,3,20.1,8048.6,564.63
1294.1,2,42.9,2536.0,278.94
1772.4,3,16.0,8054.5,512.66
2558.5,3,39.6,6026.4,559.94
1382.0,2,9.7,4809.2,337.28
600.0,2,20.9,1660.4,155.86
2366.5,4,10.6,9247.0,676.98
2127.1,4,14.5,12322.3,654.02
2259.0,2,54.5,8973.9,577.13
2380.8,4,11.8,8038.0,609.92
1908.3,4,37.4,11326.0,586.08
2064.3,2,14.6,7751.1,509.93
1259.2,2,12.4,4154.6,351.72
1127.5,2,7.8,7124.7,368.25
1914.1,4,42.0,6443.5,468.34
600.0,2,34.8,3009.2,171.33
1275.3,2,66.7,6759.9,346.63
1816.2,3,16.9,7698.3,510.63
2440.7,3,21.1,8091.9,592.54
2071.9,4,34.8,6419.9,471.01
3432.6,5,31.0,8837.6,789.63
1591.4,3,49.7,4617.0,338.96
1759.6,2,13.5,9663.2,496.76
1773.6,3,42.4,6776.2,413.4
2243.7,4,22.5,13329.3,711.81
2475.8,4,14.2,7709.7,597.48
1329.4,3,11.7,5015.0,372.2
1532.5,2,9.1,4352.8,405.78
2203.8,3,1.5,7896.5,580.81
1114.5,2,6.3,2339.8,273.56
2202.8,3,22.8,6298.4,511.91
1937.6,4,14.7,5487.3,524.45
1211.1,2,28.6,3169.2,288.24
2625.9,4,10.2,5373.2,603.1
1450.8,2,4.1,7786.8,436.81
600.0,2,23.1,2879.3,181.87
2266.8,4,28.4,11835.1,660.55
1487.3,3,19.6,7537.6,441.71
1568.1,2,34.4,4949.3,384.22
1677.7,2,13.6,10551.1,526.86
2352.1,4,15.5,12441.8,717.88
1430.9,2,29.1,7669.6,408.52
2552.2,4,5.7,15281.5,804.91
965.3,2,5.3,3289.9,311.8
2351.1,2,20.5,4556.2,515.98
1906.7,3,6.7,7378.4,536.54
2043.8,4,15.1,10318.6,628.9
872.1,2,29.2,2470.0,232.64
2299.2,3,35.6,7453.3,551.5
2272.1,2,35.5,9454.2,592.17
1332.7,3,42.8,7923.7,410.33
1976.7,4,35.7,3953.5,441.74
2943.1,4,61.0,18411.6,863.83
1292.3,2,7.7,2609.6,289.76
2563.0,4,17.3,15476.6,800.07
2045.4,4,25.5,6726.4,530.7
2880.1,4,29.1,12111.2,727.54
2211.7,4,23.3,11299.0,633.03
2855.5,4,57.3,15522.4,790.1
847.2,2,25.9,4357.6,254.04
823.7,2,26.7,4225.3,256.25
1416.6,2,22.2,6237.4,380.27
2214.8,4,27.4,6100.8,529.22
2341.3,3,16.8,13323.5,697.76
2691.0,4,28.4,5938.6,623.97
1272.2,2,32.3,4375.2,349.14
1563.5,3,30.5,3367.8,378.39
2079.3,4,24.6,5874.1,461.26
1209.2,2,16.9,5392.7,357.61
1098.0,3,31.5,2895.6,256.92
1462.6,3,8.7,7224.1,410.85
1639.1,4,53.6,3892.4,359.77
2052.5,2,2.0,12345.7,649.07
1458.4,2,22.9,9383.8,450.88
1382.9,1,14.7,4131.8,307.67
975.9,2,30.9,2263.6,257.99
2731.3,4,10.3,16919.6,847.72
2798.9,4,5.4,9057.5,712.35
2487.1,3,12.7,7953.8,631.35
782.0,2,7.4,4247.8,224.82
2986.3,5,31.2,8422.7,679.36
2370.4,3,20.7,10023.2,617.57
1958.1,3,11.1,7784.6,521.12
2005.7,4,18.7,5199.4,483.8
1806.6,3,16.1,8513.7,549.34
2131.1,3,33.0,6778.2,493.59
2875.2,4,9.1,17425.0,893.29
2333.9,3,40.9,5892.2,505.58
1672.0,3,2.8,3767.0,418.87
1990.3,3,37.2,8273.7,549.38
2092.5,3,6.5,12821.0,623.87
913.7,3,20.7,3751.7,254.71
2424.0,4,59.8,9422.1,597.95
1530.9,2,17.3,6124.4,397.28
1531.9,3,8.5,5045.6,387.05
624.4,1,9.4,1500.0,138.35
3014.1,3,21.1,16842.2,887.43
1043.1,2,10.2,1947.6,267.54
2792.8,4,58.5,14518.1,780.34
3010.3,4,14.5,6873.0,667.49
2171.5,4,9.4,6505.8,499.71
874.0,2,12.3,4606.3,306.67
2514.9,4,34.0,16175.0,765.1
1837.0,3,55.6,5723.6,401.72
971.3,2,45.9,1804.6,203.95
1530.8,3,88.4,9426.4,429.16
2538.1,3,21.5,14207.2,734.42
2632.1,4,53.2,9648.1,604.37
2326.2,4,37.9,7983.9,574.98
1625.6,3,29.2,5560.8,438.32
2483.0,3,37.3,5987.2,537.61
1440.8,2,13.7,6475.0,418.17
1712.4,4,10.9,9836.1,535.72
2073.2,3,42.0,10705.3,571.82
2725.7,3,33.7,9981.3,704.6
1259.5,2,3.2,3593.4,331.39
2821.2,4,16.0,13837.7,779.29
1961.1,3,15.9,8880.1,558.65
1869.1,3,16.0,10700.0,594.25
1910.4,3,24.0,6934.3,480.3
2345.1,3,28.5,13911.3,684.05
2505.6,3,12.2,13107.2,715.03
2811.6,4,3.3,14277.4,830.96
2347.8,4,12.1,5171.4,519.08
1236.7,2,13.8,5973.9,335.71
2179.8,3,31.1,12217.1,636.27
1223.3,2,24.1,5920.0,348.13
1138.1,2,34.1,5618.1,302.1
1749.9,4,6.1,7790.0,498.47
2136.3,4,21.8,13183.8,675.03
2486.4,4,8.1,9017.7,626.77
2799.6,4,16.8,15351.7,787.52
3170.6,5,36.3,11797.8,809.13
2435.0,4,58.7,15759.4,729.83
1746.4,3,7.8,5765.7,446.54
1543.3,3,67.1,8800.6,457.12
1487.7,3,23.7,9148.0,470.45
1365.6,3,2.7,6999.0,412.45
2545.7,4,37.6,4649.2,519.41
1029.6,1,21.3,2615.1,239.25
1927.8,4,5.9,8918.8,548.99
1172.8,3,18.7,3434.5,300.43
1852.8,3,13.2,9429.7,511.82
2380.9,3,27.3,13207.2,695.42
1859.6,3,31.2,7513.2,466.31
2900.8,4,41.1,12507.7,757.11
2365.3,3,22.3,5701.7,557.56
736.3,2,10.1,1657.3,192.81
2126.0,3,19.3,11003.7,623.13
1217.4,3,29.6,7692.9,391.82
2063.0,4,19.2,12395.8,641.26
1963.5,3,52.5,8466.2,511.64
1726.3,3,28.0,8890.4,491.79
1432.8,2,45.5,6963.4,384.02
1790.8,2,8.2,8867.9,508.59
1664.3,3,6.4,10014.4,544.64
3493.7,4,58.5,20000.0,981.13
2397.7,4,40.0,4438.8,516.38
1693.7,2,27.7,7794.1,469.66
1333.9,2,48.4,6217.4,333.51
1526.2,3,18.3,7218.7,424.31
2861.0,4,11.3,18119.0,904.87
1064.9,3,6.3,6199.6,345.36
1912.6,3,21.1,6319.3,476.98
1328.8,3,22.1,8173.4,449.5
2540.1,4,12.4,5354.8,546.16
1630.8,3,16.6,4620.4,411.35
3177.6,5,39.7,16897.4,882.88
2013.4,4,38.2,9612.6,574.74
1383.9,3,15.7,7957.2,463.38
677.4,2,33.7,3829.2,202.4
1934.9,4,31.3,9895.8,548.56
1737.6,2,68.7,8918.0,463.41
691.6,2,15.7,3551.8,224.93
2073.1,3,52.6,5674.7,434.34
2022.0,3,17.9,13102.5,624.32
2239.0,3,17.5,8444.2,578.0
1346.4,3,22.8,3364.0,302.45
2272.3,3,26.2,6865.7,521.35
2628.3,3,14.4,5977.1,577.13
1570.8,3,14.0,2926.9,366.36
1421.6,2,12.4,2621.8,322.63
1179.3,2,64.2,5215.6,307.54
1381.2,1,60.5,4349.0,308.07
2293.7,4,7.8,5211.1,559.97
2307.7,4,16.6,4786.1,516.97
1422.5,2,40.4,5440.6,337.51
1818.8,2,36.2,4552.9,394.99
1786.6,3,9.7,10985.5,538.02
1920.7,4,23.5,10025.6,574.13
2415.6,4,24.7,8518.5,581.19
2941.2,4,4.8,6276.0,623.34
1822.8,3,35.2,7589.4,490.21
1493.9,3,3.3,3648.5,355.8
2269.3,3,23.9,9958.7,617.03
1304.5,2,25.9,2356.5,285.56
1426.8,3,6.1,8234.0,454.22
1965.8,4,32.9,3733.5,435.24
2023.1,3,5.9,10367.3,601.33
2042.9,2,3.4,13261.4,649.71
1409.1,3,42.6,8919.0,438.92
1782.2,3,3.5,11183.0,557.48
2079.0,3,5.0,9698.2,579.83
1499.5,2,1.5,9177.9,463.56
1931.1,3,28.7,12331.9,585.92
600.0,2,2.1,1500.0,184.07
2408.4,4,12.4,5746.1,524.24
2116.6,3,12.8,4303.6,491.07
2664.6,5,9.5,6530.8,621.56
2086.7,3,21.8,3947.9,444.0
2011.0,3,4.1,7947.8,548.27
2363.3,4,12.5,15323.6,744.04
1637.0,3,22.0,7288.7,462.83
2352.3,4,29.0,12438.1,674.63
1332.9,2,23.5,3701.2,302.61
2160.8,4,8.0,13897.0,708.67
777.2,2,52.8,4647.5,200.88
2406.3,3,24.4,5397.1,516.15
1317.7,2,7.5,4804.6,346.86
600.0,2,14.8,3569.3,225.22
1303.9,2,13.1,6849.4,397.51
1368.5,2,25.3,8242.0,412.5
1526.5,3,38.2,4787.3,355.1
2853.1,3,11.4,8511.4,662.61
1551.4,2,21.9,7874.6,403.99
2787.4,4,29.3,5781.0,623.72
600.0,1,1.9,1500.0,198.71
1767.6,3,34.2,7041.0,469.74
1449.9,3,36.0,5717.8,353.82
2086.5,4,22.0,10002.4,583.19
2257.3,3,15.9,4549.3,496.9
1884.8,3,2.8,4393.9,464.04
1981.0,3,32.8,7034.1,464.12
600.0,1,41.5,2492.1,180.77
2322.2,3,38.9,6900.5,521.42
2059.3,4,15.3,9678.2,591.95
1572.0,3,25.6,10071.6,535.17
2252.0,3,14.3,13734.0,706.6
1913.1,4,31.0,8863.8,513.04
1458.9,3,10.8,9262.2,449.9
1644.2,3,41.9,4041.0,368.19
2482.9,4,72.5,15098.6,689.88
1713.0,3,27.9,11103.8,542.03
2679.4,4,24.2,12475.5,726.41
2358.8,4,15.6,8917.9,615.58
1056.7,2,19.9,6305.1,335.39
1347.2,3,17.4,5647.1,373.5
2620.9,4,20.8,11071.7,695.5
1139.2,2,7.1,5291.6,353.12
2692.2,4,3.5,16589.8,839.35
1576.8,4,61.9,7813.1,430.32
3305.8,4,20.6,13776.3,857.54
2698.8,4,36.3,13296.9,738.17
1476.6,2,15.0,3396.6,377.18
1194.8,2,21.3,6340.4,358.72
1712.2,3,19.2,7703.4,471.18
2025.9,4,36.0,4798.0,462.83
1038.1,2,20.8,6635.1,339.03
1222.5,2,30.2,6995.2,371.86
1500.7,2,28.9,6414.3,394.33
1711.7,3,17.4,3379.6,397.15
2883.1,5,30.0,13982.0,810.84
2201.5,3,37.8,7283.5,538.38
1311.7,3,23.5,6280.6,396.97
1471.1,3,23.3,4672.0,380.44
809.9,1,38.5,3007.8,226.41
2718.7,3,31.8,5110.7,534.81
1782.9,3,16.1,3441.2,411.03
639.5,1,16.1,1500.0,200.87
1809.3,3,23.5,10365.8,534.59
600.0,2,7.1,3104.7,232.27
2611.4,4,24.5,16433.2,777.77
2249.6,4,16.8,4986.6,472.95
1441.2,3,48.4,4333.4,332.73
2237.5,4,11.8,6339.1,522.09
603.3,2,11.0,3513.4,244.53
2010.6,3,29.3,8045.6,509.16
2579.8,4,19.2,9691.5,661.86
2771.3,4,3.0,16827.1,840.85
2508.7,4,21.6,10451.0,669.78
1947.0,3,4.7,3865.4,467.69
2236.9,4,42.3,14392.1,717.95
2535.5,4,17.8,16060.3,806.43
2238.9,3,27.9,4627.9,479.64
849.4,2,16.1,2985.7,261.43
2019.8,3,22.3,4579.5,420.89
1195.8,3,14.1,4671.0,348.61
2521.9,4,30.8,7279.7,609.55
1757.3,2,30.5,6410.2,451.34
1683.7,3,18.7,3979.6,395.62
1945.4,4,4.5,10143.1,588.92
1376.6,3,10.3,2917.7,344.08
2555.8,3,4.8,11016.3,662.59
1917.4,3,22.2,12088.0,598.79
1501.8,2,27.8,7141.0,433.13
2592.4,5,30.8,16662.9,827.48
1992.0,3,52.8,9443.5,538.7
1705.2,3,10.4,3719.3,404.86
1557.4,3,23.2,5000.0,383.53
2000.7,3,46.6,4822.4,450.56
2256.4,4,25.5,8337.9,580.31
1654.7,2,3.4,3082.2,388.25
2419.5,3,23.6,4646.4,517.85
1482.1,3,11.6,7187.1,420.3
1638.6,2,30.8,4560.3,383.12
2166.6,5,13.2,5003.5,508.21
2192.9,3,13.8,7805.6,569.49
1663.5,3,5.8,8498.9,492.38
1563.1,1,41.4,3415.2,324.56
2469.6,3,27.2,8417.6,613.67
1560.6,3,13.9,5692.2,406.72
1609.5,3,5.7,5408.7,438.7
2388.4,4,19.6,6847.0,581.18
834.8,1,27.2,3804.1,238.51
1626.9,3,26.0,7855.5,457.25
600.0,1,21.2,3446.9,201.83
2110.7,3,20.6,4461.0,460.2
1845.6,4,12.9,11680.3,596.75
1669.0,3,7.2,6881.3,474.48
2718.4,4,9.8,8583.8,645.73
2674.5,3,19.8,14017.1,778.75
882.6,3,2.4,5066.8,326.17
3405.4,5,54.0,10162.3,765.36
1651.3,3,12.6,6061.0,434.96
2756.2,5,22.8,6407.0,616.38
2407.2,3,18.5,5378.4,516.61
1035.9,2,35.4,2595.6,226.01
1416.0,3,6.2,8049.8,465.06
1879.2,3,20.6,3394.5,417.94
1592.7,3,16.5,8233.2,503.42
664.3,2,15.8,2196.7,239.59
1469.6,3,13.5,3175.7,372.02
1302.5,1,43.4,8211.5,394.98
1253.4,3,33.0,6666.4,358.25
3315.3,4,22.8,13795.7,867.11
1610.5,3,50.0,6703.3,387.5
1949.7,3,60.3,3913.5,375.99
2127.5,4,25.9,7459.6,537.36
2766.3,4,8.3,15636.7,810.3
2345.5,3,29.9,13859.9,708.92
1787.7,3,27.5,10346.6,558.3
1054.7,2,10.8,5813.5,326.75
1817.2,4,56.4,4708.3,359.81
2150.4,3,33.6,4314.1,420.23
1240.6,2,27.9,2370.4,304.96
1152.5,3,17.1,3395.9,274.62
2339.9,3,20.4,10326.1,643.28
2551.6,4,9.5,5248.2,599.37
1291.2,3,41.8,4477.3,303.26
1067.3,3,15.3,6128.6,338.52
977.3,2,19.4,1916.0,207.14
600.0,2,20.3,1905.2,207.8
1268.6,2,52.4,3427.4,289.87
1813.1,3,8.1,7348.2,496.96
1227.1,2,7.4,5286.7,355.39
2446.1,3,4.1,6605.6,599.42
600.0,2,23.7,2616.3,207.75
600.0,1,5.5,2253.4,174.04
1910.0,4,46.1,11901.6,594.29
1857.2,3,11.7,11790.1,589.85
665.9,2,13.5,2355.6,169.57
2545.8,4,11.0,13268.6,731.49
1760.6,3,24.0,8833.8,516.13
1632.9,2,11.4,7979.2,454.49
1966.6,3,59.9,11694.1,571.34
1786.6,4,27.2,8829.0,531.82
2598.9,4,12.5,13634.8,738.17
2298.5,3,15.6,4367.8,530.82
1978.1,3,3.7,5307.3,461.69
1900.7,4,15.7,6809.4,519.4
2057.7,4,8.6,8530.8,596.71
2316.1,4,12.3,14990.4,730.21
952.9,1,16.0,5889.5,311.4
1248.8,2,5.1,7777.2,401.87
2490.8,3,16.4,7020.6,598.75
1870.2,3,14.2,8500.2,541.4
2237.3,3,27.2,7775.0,555.75
2791.6,3,16.1,11509.1,711.34
666.9,1,12.5,1500.0,213.73
2740.5,4,40.7,7346.1,604.11
3175.9,6,20.4,8808.8,729.61
2800.1,3,15.1,15091.7,791.97
2897.4,5,21.0,16508.6,862.6
2086.5,4,17.8,7538.2,580.38
2024.6,3,13.8,4973.3,477.54
2529.1,5,9.3,6207.6,586.12
2470.4,4,33.3,13722.3,713.2
1717.3,3,9.3,10820.5,544.05
2163.9,3,5.6,5752.6,529.6
1171.5,2,23.9,3175.7,295.44
1029.1,2,14.4,6368.7,328.61
1761.5,2,38.4,7744.5,457.19
1522.9,2,10.5,6515.7,451.52
1519.6,3,37.4,7591.2,406.12
735.9,1,35.9,2541.4,189.71
2493.1,3,42.4,10954.3,659.59
1887.7,3,10.9,9521.9,570.04
1900.7,4,4.7,8881.0,548.69
1714.9,2,25.8,10459.7,513.13
1422.6,3,33.1,9160.4,486.11
2139.9,3,43.4,5017.4,460.03
2470.6,4,26.3,10406.8,665.76
2206.9,3,2.9,4594.3,508.54
2107.8,3,6.4,5946.6,500.87
920.1,2,9.3,4036.4,285.36
2076.2,3,55.9,12282.9,621.94
1922.6,2,12.6,8921.4,539.46
1596.9,3,12.8,3981.3,370.22
1784.2,3,36.3,9108.7,520.97
2204.5,4,30.3,9776.5,608.99
1703.5,2,54.4,5206.3,397.91
600.0,2,12.5,3867.3,238.51
1759.4,3,20.3,8459.4,501.33
1985.9,5,35.3,11709.9,644.67
1878.7,4,17.5,11791.1,600.41
2331.1,4,14.2,5349.6,564.03
1739.1,3,37.5,10652.8,541.85
1699.0,3,58.0,3643.7,333.44
848.2,2,26.2,1724.5,230.87
1778.7,2,9.9,5882.2,430.58
1256.5,2,36.3,7988.1,380.03
1774.8,4,23.9,3821.0,442.26
1872.9,3,38.5,5664.4,421.33
2166.4,4,13.7,10956.9,655.48
1016.7,2,37.5,5929.7,311.01
2158.6,4,11.4,5362.2,474.51
2578.4,3,26.2,8038.6,621.9
682.1,2,50.2,3417.4,174.83
887.7,2,30.1,2248.6,229.7
2270.3,3,9.9,10310.9,612.68
2644.0,3,20.5,8709.4,664.59
1810.5,4,46.0,4906.7,402.72
600.0,2,30.7,1991.7,184.85
1342.1,2,22.6,3425.3,320.33
2016.9,3,22.5,6517.7,465.44
1214.5,2,16.5,4637.5,310.06
1951.1,3,59.7,5476.7,467.14
1130.5,2,3.3,5135.9,351.12
2872.9,5,5.8,9638.1,712.73
1476.0,3,22.2,3808.5,365.19
1424.5,3,55.6,5359.1,357.66
3488.9,6,12.0,10192.2,838.62
1453.0,1,14.2,6375.1,389.16
1800.1,4,12.2,3539.1,415.07
1415.4,3,46.0,4419.0,373.78
1983.9,3,26.2,9504.7,556.49
2611.3,3,34.5,14135.0,729.3
2255.9,4,15.9,7300.6,568.77
1451.8,4,10.1,6643.1,437.08
1488.4,3,10.4,3275.9,361.53
2924.3,3,21.9,5850.5,623.95
1556.0,3,21.2,8281.3,464.4
1929.8,2,58.7,11607.8,582.11
2575.1,3,14.7,15999.4,776.23
600.0,2,5.6,2266.5,187.58
1954.5,3,51.5,10451.0,537.18
2047.0,2,25.7,12708.6,628.22
1499.4,3,15.9,9483.5,502.01
2559.8,4,12.8,7532.3,668.59
2766.4,4,42.4,8591.9,676.16
1628.3,2,25.7,10500.3,506.05
1872.2,3,27.9,5406.3,444.21
1702.5,3,19.1,10765.0,569.87
1342.4,3,33.2,8499.6,414.63
2137.5,3,10.0,11562.5,655.54
1624.8,3,31.8,3718.2,379.36
1463.4,2,59.5,7673.1,375.44
1604.2,2,16.1,5367.0,421.12
