session_id,region,plan,satisfaction,temp_c,latency_ms,page_views,session_minutes,bytes_sent_kb,converted
NM-003326,ap-south,free,3,21.61,94.7,5,19.26,1460.53,0
NM-003327,us-west,free,4,19.66,114.6,10,11.55,740.88,0
NM-003328,eu-west,basic,4,20.78,55.7,12,2.53,298.5,0
NM-003329,us-east,free,3,20.58,36.4,9,14.16,422.19,0
NM-003330,us-west,pro,4,22.29,58.5,7,12.57,533.3,0
NM-003331,us-west,free,5,19.96,93.0,8,17.49,300.98,0
NM-003332,eu-west,pro,5,20.61,139.0,7,35.79,1261.64,0
NM-003333,us-west,free,5,23.44,116.0,6,5.75,569.8,0
NM-003334,ap-south,basic,3,20.85,42.6,5,7.8,756.61,0
NM-003335,eu-west,basic,5,18.72,108.8,5,7.58,403.82,0
NM-003336,ap-south,basic,5,20.66,64.0,12,4.85,332.14,0
NM-003337,us-west,free,4,22.22,100.8,7,5.38,215.95,0
NM-003338,ap-south,free,3,20.16,124.0,8,9.77,0.0,0
NM-003339,ap-south,free,4,18.73,78.2,9,4.5,469.33,0
NM-003340,us-east,free,2,21.55,67.2,9,17.21,745.53,0
NM-003341,eu-west,free,4,19.42,46.4,6,10.42,643.45,0
NM-003342,sa-east,free,3,19.59,34.2,7,4.02,436.07,0
NM-003343,us-west,free,3,22.72,61.5,5,11.49,867.47,0
NM-003344,eu-west,basic,5,17.69,61.7,6,12.75,319.94,0
NM-003345,us-west,free,4,22.41,151.8,7,15.89,1045.61,0
NM-003346,eu-west,free,4,23.64,323.6,4,20.98,1112.44,0
NM-003347,eu-west,basic,5,21.63,60.4,8,3.67,205.69,0
NM-003348,us-east,free,4,19.54,81.1,7,16.38,943.11,0
NM-003349,ap-south,basic,2,23.3,189.1,7,6.9,572.58,0
NM-003350,ap-south,basic,5,19.7,69.1,5,14.77,450.52,0
NM-003351,eu-west,basic,4,24.94,44.4,9,14.64,929.34,0
NM-003352,us-east,basic,3,24.87,110.0,4,7.51,316.49,0
NM-003353,ap-south,basic,3,19.56,67.0,7,11.2,122.72,0
NM-003354,us-east,basic,5,22.09,72.0,5,13.89,758.96,0
NM-003355,us-west,basic,3,19.3,125.1,9,12.62,268.05,0
NM-003356,eu-west,basic,3,20.6,647.5,12,11.93,827.08,0
NM-003357,sa-east,free,4,19.47,32.7,13,13.06,792.3,0
NM-003358,eu-west,free,1,20.72,55.0,8,10.32,209.11,0
NM-003359,us-east,basic,4,22.1,106.5,3,38.55,1681.21,0
NM-003360,us-east,free,2,21.46,76.3,7,3.08,559.84,0
NM-003361,us-east,basic,5,23.61,103.6,8,11.15,346.92,0
NM-003362,eu-west,free,1,21.8,89.7,5,8.94,582.3,0
NM-003363,us-east,pro,5,18.4,83.9,7,11.38,862.61,0
NM-003364,us-east,free,5,20.04,70.7,10,13.6,490.17,0
NM-003365,us-east,pro,5,23.23,91.3,7,19.84,1059.24,0
NM-003366,eu-west,free,5,22.01,32.5,5,12.74,443.31,0
NM-003367,us-east,free,5,20.53,53.5,5,2.08,0.0,0
NM-003368,sa-east,free,1,21.78,91.9,4,7.29,0.0,0
NM-003369,ap-south,pro,2,22.27,153.5,5,10.44,385.89,0
NM-003370,ap-south,free,4,20.48,123.2,9,24.96,1482.59,0
NM-003371,sa-east,free,5,25.12,87.1,6,0.76,0.0,0
NM-003372,eu-west,free,4,19.49,59.8,14,8.46,193.33,0
NM-003373,us-east,pro,4,22.33,82.6,6,17.07,487.32,0
NM-003374,sa-east,free,4,22.1,54.5,8,6.3,0.0,0
NM-003375,eu-west,free,2,20.05,135.8,5,20.69,820.81,0
NM-003376,us-east,basic,2,20.25,106.1,7,4.79,421.96,0
NM-003377,us-west,free,5,21.92,40.8,7,20.2,852.94,0
NM-003378,ap-south,free,4,20.59,21.9,6,7.37,327.39,0
NM-003379,us-west,free,1,21.05,49.7,12,14.29,724.19,0
NM-003380,ap-south,free,3,17.79,1453.1,3,16.27,703.75,0
NM-003381,us-east,free,4,20.68,122.3,7,7.15,1097.04,0
NM-003382,us-west,pro,4,21.88,72.9,10,10.14,725.95,0
NM-003383,eu-west,basic,4,20.31,55.0,10,11.27,555.78,0
NM-003384,ap-south,pro,4,19.92,30.9,7,10.22,648.46,1
NM-003385,ap-south,free,3,18.29,99.8,11,18.8,1281.84,0
NM-003386,us-east,free,4,20.72,49.4,3,5.91,353.21,0
NM-003387,ap-south,basic,4,19.44,48.8,8,5.24,598.66,0
NM-003388,ap-south,basic,4,21.17,82.8,5,12.24,919.82,0
NM-003389,eu-west,free,5,20.63,113.3,7,15.59,172.39,0
NM-003390,eu-west,free,3,20.22,63.8,7,5.42,744.58,0
NM-003391,us-west,basic,5,24.14,27.2,3,17.12,761.43,0
NM-003392,eu-west,pro,2,21.47,740.2,13,27.43,1159.06,0
NM-003393,eu-west,free,4,19.27,27.0,9,4.77,112.14,0
NM-003394,eu-west,basic,3,20.97,68.4,13,29.3,1041.29,0
NM-003395,us-east,free,4,21.08,50.3,7,19.88,1027.56,1
NM-003396,us-west,basic,4,20.76,90.4,7,21.54,591.2,0
NM-003397,us-east,free,2,18.3,48.1,11,14.42,461.01,0
NM-003398,sa-east,free,3,22.88,65.1,13,18.77,843.18,0
NM-003399,sa-east,basic,3,20.64,33.5,5,4.29,44.3,0
NM-003400,us-east,pro,4,17.98,2942.3,7,4.34,586.98,0
NM-003401,ap-south,basic,4,17.43,33.2,4,58.68,2594.84,0
NM-003402,ap-south,basic,3,24.35,201.9,11,11.03,322.54,0
NM-003403,us-east,basic,3,20.87,92.9,11,7.56,558.86,0
NM-003404,us-west,free,5,20.37,153.2,7,2.09,16.85,0
NM-003405,eu-west,free,4,20.52,58.1,3,18.0,537.07,0
NM-003406,ap-south,free,5,20.24,84.8,7,32.71,1219.28,0
NM-003407,eu-west,free,2,23.73,79.7,10,4.73,0.0,0
NM-003408,eu-west,pro,4,21.52,69.8,13,27.39,1394.11,1
NM-003409,eu-west,enterprise,1,21.46,130.7,7,9.39,546.53,0
NM-003410,us-west,free,4,22.91,60.9,12,10.61,1179.32,0
NM-003411,us-west,free,4,21.88,136.6,7,5.83,165.08,0
NM-003412,us-east,free,3,19.46,27.0,9,15.81,726.93,0
NM-003413,us-east,basic,3,21.53,71.2,8,15.73,711.67,0
NM-003414,us-west,basic,4,20.36,76.5,4,23.87,1029.15,0
NM-003415,us-west,basic,4,18.52,100.3,7,3.88,0.0,0
NM-003416,eu-west,pro,2,20.9,46.8,3,16.33,621.17,0
NM-003417,ap-south,free,4,22.47,95.6,12,2.69,211.91,0
NM-003418,us-east,free,5,23.14,126.8,6,12.34,96.66,0
NM-003419,us-east,free,4,20.91,47.7,11,2.17,0.0,0
NM-003420,us-west,free,4,21.8,104.6,7,2.2,0.0,0
NM-003421,us-west,pro,4,20.65,87.1,6,16.56,422.18,0
NM-003422,us-east,basic,4,21.62,154.3,7,20.97,1199.4,0
NM-003423,us-east,pro,4,23.69,69.5,9,17.94,815.47,0
NM-003424,sa-east,free,4,19.41,326.7,4,16.67,455.03,0
NM-003425,eu-west,free,2,22.36,56.2,6,12.81,908.04,0
NM-003426,ap-south,free,3,21.87,98.1,12,6.49,363.04,0
NM-003427,us-west,basic,3,20.09,104.0,8,3.11,701.31,0
NM-003428,us-west,pro,4,20.53,79.3,9,4.97,875.07,1
NM-003429,sa-east,basic,4,19.44,70.5,8,9.74,224.75,0
NM-003430,us-east,free,4,23.74,40.2,7,2.14,314.74,0
NM-003431,us-east,free,4,20.7,74.5,5,4.88,0.0,0
NM-003432,ap-south,pro,3,22.13,81.2,9,9.13,641.62,0
NM-003433,us-east,free,4,18.94,124.7,5,7.56,909.12,0
NM-003434,ap-south,free,3,20.95,95.5,11,10.32,616.07,0
NM-003435,eu-west,free,5,24.7,26.4,8,5.92,2.11,0
NM-003436,ap-south,basic,3,20.01,35.6,6,6.11,360.23,0
NM-003437,eu-west,free,5,21.32,112.2,5,6.22,487.13,0
NM-003438,us-east,free,3,20.46,109.8,9,27.42,1617.56,0
NM-003439,sa-east,basic,3,21.55,199.4,3,13.28,173.5,0
NM-003440,us-east,pro,2,21.02,80.4,13,4.84,566.76,1
NM-003441,us-west,free,5,18.05,46.0,10,2.98,9.25,0
NM-003442,eu-west,free,3,20.61,162.3,10,11.48,511.43,0
NM-003443,us-east,free,5,20.24,46.9,8,4.81,0.0,0
NM-003444,us-east,basic,3,21.8,31.1,5,6.35,0.0,0
NM-003445,us-east,basic,3,20.19,105.3,8,2.21,0.0,0
NM-003446,us-west,free,1,21.39,185.5,6,7.19,268.56,0
NM-003447,eu-west,pro,3,21.86,31.2,8,8.85,514.77,0
NM-003448,us-east,free,5,23.68,61.1,5,5.54,826.26,0
NM-003449,ap-south,free,5,24.26,91.1,4,9.53,57.36,0
NM-003450,ap-south,basic,4,22.18,100.7,8,8.1,448.0,0
NM-003451,sa-east,free,3,24.92,106.8,7,14.21,454.35,0
NM-003452,eu-west,basic,4,19.05,83.9,6,18.09,909.53,0
NM-003453,ap-south,enterprise,4,24.79,68.0,5,48.38,2734.97,0
NM-003454,us-east,basic,3,19.71,56.3,7,7.18,47.89,0
NM-003455,us-west,pro,5,19.78,34.0,3,12.15,895.26,0
NM-003456,eu-west,free,4,23.28,157.1,6,12.12,337.89,0
NM-003457,eu-west,free,5,23.05,40.3,4,5.96,658.4,0
NM-003458,us-east,free,4,23.77,73.0,7,15.17,928.84,0
NM-003459,eu-west,basic,4,19.6,263.2,7,12.6,550.17,0
NM-003460,us-east,free,5,19.15,47.5,4,11.01,367.18,0
NM-003461,us-east,free,3,18.21,86.5,3,6.13,313.5,0
NM-003462,us-east,free,4,22.47,78.7,8,16.87,1335.26,0
NM-003463,us-east,free,5,20.34,55.1,12,18.9,818.04,0
NM-003464,us-east,basic,3,19.94,64.2,5,17.08,571.65,0
NM-003465,ap-south,free,4,21.83,53.3,5,6.2,612.33,0
NM-003466,us-west,enterprise,4,18.32,70.8,8,8.17,230.51,0
NM-003467,us-west,basic,2,20.04,68.0,9,14.98,494.68,0
NM-003468,ap-south,basic,5,20.3,60.1,7,23.85,734.19,0
NM-003469,eu-west,free,3,23.86,113.0,10,8.9,426.01,0
NM-003470,us-east,free,2,23.13,72.8,9,24.06,796.05,0
NM-003471,ap-south,pro,1,19.52,71.4,9,25.15,906.41,0
NM-003472,us-east,free,5,19.94,91.0,7,8.08,516.83,0
NM-003473,us-west,pro,5,21.48,22.5,3,14.33,780.33,0
NM-003474,us-west,free,2,18.82,48.7,7,7.75,0.0,0
NM-003475,sa-east,pro,3,21.04,240.6,3,14.56,755.46,0
NM-003476,eu-west,free,5,20.32,267.2,4,30.75,1414.97,0
NM-003477,sa-east,free,2,20.24,60.9,7,9.63,497.44,0
NM-003478,us-west,basic,2,18.6,55.4,5,3.3,119.58,0
NM-003479,us-east,enterprise,3,20.48,98.1,6,12.72,1308.75,0
NM-003480,ap-south,basic,3,22.9,121.2,6,12.29,0.0,0
NM-003481,us-east,free,3,18.93,58.4,11,12.13,466.03,0
NM-003482,us-east,pro,4,22.37,26.9,3,11.26,38.14,0
NM-003483,eu-west,free,3,26.38,62.8,5,9.45,0.0,0
NM-003484,ap-south,free,5,18.41,41.7,6,24.27,1053.82,0
NM-003485,us-east,free,2,23.35,171.9,5,0.55,0.0,0
NM-003486,ap-south,free,5,20.17,63.5,6,10.08,241.55,0
NM-003487,eu-west,free,3,17.64,114.0,6,2.64,635.47,0
NM-003488,eu-west,free,1,21.77,112.1,4,4.31,0.0,0
NM-003489,us-east,basic,3,20.97,42.8,5,32.11,1263.73,0
NM-003490,us-east,basic,4,23.44,48.3,10,7.6,369.14,0
NM-003491,eu-west,basic,4,20.4,24.4,8,15.04,395.3,0
NM-003492,us-east,pro,4,23.13,71.1,7,7.8,253.36,0
NM-003493,eu-west,free,5,19.56,16.6,3,3.75,467.55,0
NM-003494,us-west,free,3,22.01,82.3,4,5.89,204.07,0
NM-003495,eu-west,enterprise,2,19.38,77.2,6,14.77,192.34,1
NM-003496,eu-west,pro,5,23.38,96.4,8,16.1,962.39,0
NM-003497,us-west,basic,2,18.7,80.9,14,2.73,210.12,1
NM-003498,sa-east,free,4,21.98,79.3,7,6.05,415.14,0
NM-003499,ap-south,basic,3,20.86,337.9,5,12.74,1466.35,0
NM-003500,us-east,free,4,19.82,59.1,8,14.4,717.98,0
NM-003501,us-east,basic,5,21.42,126.4,3,16.15,639.02,0
NM-003502,us-east,free,2,21.49,21.4,10,10.91,417.42,0
NM-003503,us-west,free,4,22.09,50.4,5,21.78,1288.1,0
NM-003504,eu-west,free,4,21.44,51.2,12,16.89,482.42,0
NM-003505,eu-west,pro,5,22.05,140.6,11,13.36,985.38,0
NM-003506,us-west,basic,5,19.29,93.8,13,15.99,932.54,0
NM-003507,us-east,basic,5,23.27,97.5,3,2.4,0.0,0
NM-003508,ap-south,free,3,21.4,91.3,6,12.31,383.78,0
NM-003509,eu-west,free,3,20.27,70.8,7,19.3,782.22,0
NM-003510,us-east,pro,2,19.59,67.3,8,11.34,371.67,0
NM-003511,us-east,basic,2,18.47,63.9,5,0.92,143.08,0
NM-003512,us-west,pro,4,21.42,152.1,7,6.01,487.7,0
NM-003513,us-west,free,3,21.22,68.5,6,4.26,260.0,0
NM-003514,us-east,free,5,22.73,182.7,3,12.41,609.5,0
NM-003515,sa-east,free,4,22.0,260.0,10,5.2,111.76,0
NM-003516,eu-west,free,3,20.72,71.8,6,21.76,1120.67,0
NM-003517,ap-south,free,4,21.75,78.0,11,3.87,159.61,0
NM-003518,ap-south,pro,4,21.81,65.2,6,3.73,0.0,0
NM-003519,us-east,free,3,23.69,67.7,3,12.59,795.95,0
NM-003520,us-east,free,2,20.5,56.3,4,6.86,380.06,0
NM-003521,eu-west,pro,3,20.52,179.8,10,11.26,1092.96,0
NM-003522,us-east,free,1,25.06,61.6,6,12.27,830.81,0
NM-003523,eu-west,basic,3,20.96,24.1,7,14.59,1098.08,0
NM-003524,ap-south,basic,5,23.18,95.5,8,3.5,0.0,0
NM-003525,us-east,pro,4,21.11,108.4,6,8.53,365.31,0
NM-003526,eu-west,basic,4,22.23,106.4,4,6.64,236.71,0
NM-003527,us-east,free,2,21.64,93.7,10,4.25,0.0,0
NM-003528,us-east,pro,1,18.3,87.6,5,11.84,327.99,0
NM-003529,us-east,free,5,21.79,105.7,9,12.08,505.45,0
NM-003530,us-east,free,4,17.92,52.3,8,7.28,423.19,0
NM-003531,ap-south,free,3,20.38,91.0,7,17.26,803.01,0
NM-003532,sa-east,free,4,18.2,61.4,10,5.71,0.0,0
NM-003533,us-east,basic,3,20.4,159.1,9,4.3,0.0,0
NM-003534,us-west,free,5,21.85,156.6,14,2.32,256.64,0
NM-003535,ap-south,free,3,22.87,157.6,11,3.88,244.53,0
NM-003536,ap-south,pro,3,25.86,25.2,10,3.56,309.81,0
NM-003537,eu-west,pro,4,21.68,116.3,12,20.02,364.38,0
NM-003538,eu-west,free,3,17.02,40.7,8,10.19,905.5,0
NM-003539,eu-west,basic,5,20.5,29.0,12,8.37,302.45,1
NM-003540,us-east,free,3,20.43,58.8,3,6.93,208.72,0
NM-003541,ap-south,free,2,18.81,52.2,4,26.72,1468.01,0
NM-003542,us-west,pro,5,20.1,45.9,7,5.01,509.44,0
NM-003543,us-east,free,3,19.67,35.3,9,29.12,1261.22,0
NM-003544,eu-west,enterprise,2,20.91,96.3,13,4.76,337.68,0
NM-003545,us-west,free,4,19.67,116.4,4,16.73,861.46,0
NM-003546,ap-south,basic,3,20.59,90.9,13,32.31,1684.82,0
NM-003547,ap-south,pro,5,19.14,42.9,4,4.92,321.41,0
NM-003548,us-east,free,4,18.57,24.7,13,11.37,212.78,0
NM-003549,us-west,basic,4,21.86,64.9,11,11.04,898.87,0
NM-003550,sa-east,free,3,22.07,82.7,7,14.64,610.9,0
NM-003551,us-east,pro,2,18.54,56.4,7,14.53,254.46,0
NM-003552,us-west,basic,4,22.52,129.1,6,15.12,975.87,0
NM-003553,eu-west,basic,1,18.79,129.3,13,1.5,315.43,0
NM-003554,ap-south,pro,1,21.21,116.7,6,18.4,616.86,0
NM-003555,us-east,free,4,22.09,66.2,7,26.76,1935.98,0
NM-003556,eu-west,basic,5,21.33,115.3,9,5.18,216.6,0
NM-003557,us-east,free,2,18.65,51.3,8,15.85,636.28,0
NM-003558,us-east,basic,3,22.7,43.5,7,20.49,1296.23,0
NM-003559,ap-south,pro,1,20.89,125.6,6,2.55,151.71,0
NM-003560,eu-west,basic,5,21.88,154.3,6,13.42,829.11,0
NM-003561,eu-west,free,4,15.57,78.6,10,8.9,381.02,0
NM-003562,ap-south,free,3,24.64,121.8,10,11.87,472.83,0
NM-003563,ap-south,pro,3,20.54,41.7,9,6.6,637.28,0
NM-003564,ap-south,enterprise,4,22.7,86.5,12,18.08,1211.88,0
NM-003565,us-east,free,5,18.03,35.2,8,12.53,572.58,0
NM-003566,eu-west,basic,4,22.04,55.0,6,25.03,948.38,0
NM-003567,ap-south,free,5,19.53,185.0,8,2.5,10.51,0
NM-003568,us-west,pro,4,22.97,42.2,8,16.69,552.24,0
NM-003569,eu-west,free,4,18.8,42.6,10,5.99,147.27,0
NM-003570,eu-west,enterprise,4,23.19,182.2,4,2.79,272.0,0
NM-003571,eu-west,free,3,21.57,93.7,8,13.49,1005.96,0
NM-003572,sa-east,free,4,21.89,175.8,6,21.8,1225.14,0
NM-003573,ap-south,free,5,19.79,32.8,9,14.97,1163.67,0
NM-003574,eu-west,free,5,19.78,83.5,7,4.72,344.78,0
NM-003575,ap-south,basic,4,19.76,47.5,3,2.31,108.4,0
NM-003576,us-west,free,3,19.6,227.0,6,11.94,80.69,0
NM-003577,ap-south,free,4,23.12,50.6,10,13.45,691.34,0
NM-003578,eu-west,free,3,20.57,118.8,5,4.53,0.0,0
NM-003579,us-east,free,3,21.99,42.8,7,3.21,48.02,0
NM-003580,ap-south,pro,2,18.95,66.7,5,2.65,0.0,0
NM-003581,us-west,basic,1,19.94,107.4,3,6.82,594.01,0
NM-003582,us-east,basic,4,22.58,137.2,9,5.3,247.15,0
NM-003583,eu-west,basic,4,24.76,51.3,7,13.35,858.1,1
NM-003584,us-east,basic,3,20.4,90.7,3,24.9,1133.94,0
NM-003585,us-west,pro,4,21.75,77.7,8,3.73,331.41,0
NM-003586,eu-west,free,2,20.36,59.8,8,10.68,434.27,0
NM-003587,eu-west,enterprise,4,18.23,139.4,7,3.93,94.42,0
NM-003588,us-east,basic,5,18.42,69.3,4,17.44,1084.23,0
NM-003589,ap-south,free,3,21.39,128.0,4,24.62,713.79,0
NM-003590,us-east,free,4,23.21,130.1,7,3.81,0.0,0
NM-003591,eu-west,free,2,20.38,51.0,7,11.95,290.78,0
NM-003592,us-west,pro,4,16.36,146.1,9,10.29,473.86,1
NM-003593,us-east,free,4,21.39,246.2,8,13.25,397.3,0
NM-003594,us-east,free,3,20.23,63.3,6,4.65,242.38,0
NM-003595,us-east,free,4,22.18,106.6,12,8.01,464.12,0
NM-003596,eu-west,pro,4,20.37,144.8,9,22.69,775.61,0
NM-003597,sa-east,basic,3,23.11,73.8,3,15.01,470.14,0
NM-003598,us-east,pro,4,18.99,145.9,7,10.85,777.64,0
NM-003599,us-east,free,5,20.06,39.9,4,28.88,1051.3,0
NM-003600,eu-west,pro,4,23.99,90.8,4,10.75,408.39,0
NM-003601,ap-south,free,1,20.81,54.4,9,20.93,1050.16,0
NM-003602,eu-west,basic,4,20.33,2083.8,10,14.47,611.02,0
NM-003603,us-west,free,3,18.6,72.7,8,17.06,1026.86,0
NM-003604,eu-west,free,3,21.82,94.3,5,18.55,1182.21,0
NM-003605,us-west,free,4,20.79,29.5,8,10.85,112.75,0
NM-003606,ap-south,free,4,21.24,131.6,11,9.15,553.05,0
NM-003607,us-east,pro,3,20.98,55.3,4,19.18,1355.02,0
NM-003608,eu-west,pro,1,18.38,70.1,8,9.68,948.18,0
NM-003609,us-east,basic,1,19.34,59.6,4,11.5,244.28,0
NM-003610,eu-west,free,3,21.33,45.1,11,7.13,37.05,0
NM-003611,us-west,enterprise,2,21.93,59.9,7,12.31,499.74,0
NM-003612,us-west,free,4,20.64,60.3,3,13.01,319.72,0
NM-003613,us-west,free,5,20.6,58.4,12,7.85,557.3,0
NM-003614,us-west,free,5,20.56,133.7,16,8.24,297.83,0
NM-003615,us-west,free,3,22.69,48.2,7,25.53,1557.91,0
NM-003616,eu-west,free,4,19.63,52.0,7,24.5,1534.93,0
NM-003617,ap-south,free,5,24.33,212.9,6,16.66,849.1,0
NM-003618,ap-south,free,1,17.88,94.3,7,15.03,480.54,0
NM-003619,ap-south,basic,3,18.09,25.5,7,12.5,612.23,0
NM-003620,us-east,free,5,16.99,68.6,6,15.98,428.06,0
NM-003621,eu-west,free,4,23.01,27.4,11,9.98,106.45,0
NM-003622,us-east,basic,4,22.68,72.3,8,17.93,1149.67,0
NM-003623,us-east,pro,4,18.59,66.3,6,13.24,481.49,0
NM-003624,us-west,pro,1,22.21,129.2,2,10.82,437.4,0
NM-003625,eu-west,free,4,21.98,45.4,9,42.54,2228.12,0
NM-003626,ap-south,enterprise,1,24.59,78.7,11,25.34,1571.12,1
NM-003627,sa-east,pro,1,19.24,26.8,7,8.09,727.46,0
NM-003628,us-west,basic,2,23.67,91.9,11,11.95,1036.2,0
NM-003629,eu-west,pro,4,22.33,68.7,5,17.98,661.98,0
NM-003630,eu-west,free,4,21.09,134.1,8,17.48,982.04,0
NM-003631,ap-south,basic,4,24.7,112.2,4,2.76,0.0,0
NM-003632,us-east,free,1,20.84,89.4,11,30.0,1574.73,0
NM-003633,us-east,free,4,18.68,109.5,4,11.07,620.06,0
NM-003634,ap-south,free,1,23.72,80.5,10,8.13,196.35,0
NM-003635,ap-south,free,4,20.86,42.2,7,18.77,937.79,0
NM-003636,us-west,basic,4,22.38,62.6,11,18.83,698.04,0
NM-003637,ap-south,basic,4,22.09,62.9,6,10.14,772.61,0
NM-003638,us-east,free,3,21.93,77.3,5,12.78,58.77,0
NM-003639,eu-west,free,3,21.9,38.2,10,13.86,231.61,0
NM-003640,eu-west,basic,4,21.89,81.0,8,9.51,741.17,0
NM-003641,eu-west,free,3,26.38,31.0,8,1.73,0.0,0
NM-003642,eu-west,free,4,18.55,23.8,5,15.22,560.08,0
NM-003643,us-east,free,2,23.28,152.2,4,4.71,208.69,0
NM-003644,us-west,basic,4,21.87,62.7,13,5.31,255.33,0
NM-003645,us-east,free,4,20.83,81.2,4,14.54,760.34,0
NM-003646,us-west,free,5,24.3,84.1,7,10.39,533.5,0
NM-003647,eu-west,free,3,20.41,48.2,5,7.68,218.77,0
NM-003648,ap-south,free,5,20.69,46.5,3,5.55,350.91,0
NM-003649,us-west,pro,4,18.75,201.6,12,17.98,612.88,0
NM-003650,us-east,free,2,20.93,48.7,10,30.72,1617.27,0
NM-003651,us-east,free,2,19.67,45.1,7,9.03,337.02,0
NM-003652,ap-south,free,1,24.24,160.6,9,2.62,54.62,0
NM-003653,eu-west,pro,4,22.05,72.6,2,5.61,72.73,0
NM-003654,us-east,enterprise,5,19.1,58.0,5,20.23,241.59,0
NM-003655,us-west,basic,2,19.0,62.4,10,10.34,630.68,0
NM-003656,eu-west,free,3,22.05,100.9,9,29.5,999.27,0
NM-003657,eu-west,pro,4,20.65,124.2,8,14.75,246.1,0
NM-003658,us-east,basic,4,21.61,73.5,13,5.69,274.2,0
NM-003659,ap-south,free,4,23.38,83.4,7,19.0,933.55,0
NM-003660,eu-west,free,4,19.57,72.8,8,6.35,124.35,0
NM-003661,us-east,basic,4,18.26,67.0,4,1.73,340.63,0
NM-003662,ap-south,free,5,21.61,48.8,4,15.64,728.33,0
NM-003663,eu-west,basic,3,21.57,77.2,8,11.87,665.63,0
NM-003664,us-east,enterprise,5,22.39,39.2,13,6.32,433.85,0
NM-003665,ap-south,free,4,22.58,33.3,11,9.35,682.77,0
NM-003666,eu-west,pro,2,21.38,105.5,9,2.57,570.3,0
NM-003667,us-east,basic,4,21.83,85.3,8,14.93,1092.91,0
NM-003668,us-west,free,4,22.34,87.2,8,19.06,467.11,0
NM-003669,sa-east,free,3,20.59,46.8,8,12.73,340.66,0
NM-003670,us-west,free,2,22.69,37.4,7,3.7,0.0,0
NM-003671,eu-west,free,4,20.87,62.5,11,13.14,989.32,0
NM-003672,us-east,basic,1,22.44,65.2,7,12.24,482.85,0
NM-003673,us-east,pro,5,19.72,74.0,12,9.05,175.15,0
NM-003674,us-east,basic,3,21.04,201.7,7,5.14,507.57,0
NM-003675,sa-east,free,5,22.93,66.8,8,5.21,0.0,0
NM-003676,us-west,basic,5,17.99,454.5,8,16.09,929.93,0
NM-003677,eu-west,basic,5,26.02,44.0,10,7.04,386.04,0
NM-003678,ap-south,free,4,18.85,54.6,7,33.61,1324.18,0
NM-003679,ap-south,free,5,19.74,39.2,10,10.02,55.16,0
NM-003680,eu-west,free,5,19.5,167.0,7,25.04,1308.44,0
NM-003681,us-east,free,4,20.64,51.6,17,11.65,473.6,0
NM-003682,ap-south,free,4,20.02,73.5,5,6.89,947.86,0
NM-003683,us-east,free,3,21.12,118.5,6,15.35,693.73,0
NM-003684,eu-west,pro,1,21.57,109.8,10,12.29,137.59,1
NM-003685,us-east,free,3,23.11,161.5,7,9.07,175.55,0
NM-003686,eu-west,free,4,16.48,31.7,5,17.02,724.7,0
NM-003687,us-west,basic,4,20.07,35.5,6,16.05,593.1,0
NM-003688,us-east,pro,4,19.25,79.1,5,15.32,998.91,0
NM-003689,ap-south,basic,3,22.89,107.2,9,13.9,0.0,0
NM-003690,eu-west,free,1,20.68,32.6,7,6.72,410.41,0
NM-003691,us-west,free,3,17.94,526.9,4,4.69,172.15,0
NM-003692,us-east,free,4,20.89,37.3,8,17.18,967.24,0
NM-003693,eu-west,free,4,19.75,80.3,7,10.68,175.58,0
NM-003694,us-east,basic,4,23.77,106.6,3,14.84,781.78,0
NM-003695,us-east,basic,2,20.59,131.7,6,21.15,995.17,0
NM-003696,ap-south,basic,5,23.55,86.2,11,11.05,315.41,0
NM-003697,us-west,free,1,20.26,70.4,6,15.05,742.05,0
NM-003698,ap-south,enterprise,2,24.09,56.4,6,10.46,222.13,0
NM-003699,us-west,basic,4,21.09,61.7,10,15.62,925.37,0
NM-003700,us-east,free,3,22.5,55.0,9,9.1,424.17,0
NM-003701,us-west,basic,3,18.11,71.9,6,3.64,0.0,0
NM-003702,eu-west,free,5,19.06,46.7,7,11.96,451.2,0
NM-003703,us-west,free,3,21.48,82.6,5,11.08,716.99,0
NM-003704,us-west,free,3,20.33,77.4,10,16.02,924.9,0
NM-003705,ap-south,free,5,24.1,65.4,13,2.01,0.0,0
NM-003706,us-east,enterprise,3,18.1,38.0,10,14.13,627.66,1
NM-003707,us-east,basic,4,21.69,79.0,12,15.33,588.25,0
NM-003708,us-east,basic,3,20.72,39.7,5,6.14,467.29,0
NM-003709,eu-west,free,3,20.21,63.5,9,3.04,155.84,0
NM-003710,us-west,pro,4,21.58,125.9,10,23.73,829.4,0
NM-003711,us-west,free,4,19.73,17.0,3,24.85,1239.49,0
NM-003712,ap-south,free,5,23.05,55.9,9,7.12,992.93,0
NM-003713,eu-west,basic,4,23.51,34.0,8,7.27,109.66,1
NM-003714,us-east,free,3,22.69,91.6,6,10.12,170.85,0
NM-003715,us-west,basic,5,21.51,37.7,9,7.9,623.08,0
NM-003716,sa-east,free,2,18.81,188.1,6,9.26,259.54,0
NM-003717,us-west,basic,5,21.65,38.7,4,9.11,1028.09,0
NM-003718,us-west,free,3,18.64,150.9,7,39.54,1207.46,0
NM-003719,eu-west,free,4,24.66,113.6,11,15.05,1079.01,0
NM-003720,eu-west,pro,5,19.52,62.2,7,12.9,556.47,0
NM-003721,ap-south,free,3,22.9,93.7,7,20.24,1238.47,0
