request_id,tier,prompt_tokens,output_tokens,queue_depth,gpu_util,latency_ms,cache_hit,screen_dpi,log_resid,resid_energy
2912,enterprise,297,62,0,47.708,76.357,0,210.91,-0.1258,0.0158
2913,pro,337,91,2,51.338,114.649,0,230.44,-0.3013,0.0908
2914,free,482,303,7,83.922,922.682,0,280.86,1.502,2.256
2915,free,413,85,3,70.763,779.642,0,173.82,2.0015,4.006
2916,free,208,41,3,34.569,148.184,0,239.6,0.4629,0.2143
2917,pro,802,72,1,52.981,116.875,0,204.69,-0.2094,0.0438
2918,pro,1075,207,5,77.262,673.84,0,225.46,2.0971,4.3978
2919,pro,203,69,1,77.143,314.713,0,148.83,1.0614,1.1266
2920,free,150,43,1,73.694,432.756,0,151.23,1.2226,1.4948
2921,pro,360,94,0,58.93,77.655,0,309.09,-1.3238,1.7524
2922,free,634,244,1,66.149,576.901,0,219.06,1.2539,1.5723
2923,free,88,17,4,57.084,237.619,0,170.25,0.9891,0.9783
2924,pro,78,27,1,59.283,122.864,0,242.15,0.132,0.0174
2925,free,243,75,1,34.062,74.361,0,202.99,-0.8511,0.7244
2926,free,283,74,2,54.487,451.115,0,285.05,1.5643,2.447
2927,free,246,16,3,48.847,131.579,0,183.24,0.2577,0.0664
2928,free,144,72,2,59.744,127.676,0,200.99,-0.5897,0.3477
2929,free,319,87,0,39.782,172.408,0,197.01,0.3133,0.0982
2930,free,100,33,0,29.891,128.312,0,200.2,0.4216,0.1777
2931,free,61,17,5,63.783,214.004,0,181.87,0.6572,0.4319
2932,free,455,72,3,59.88,144.655,0,273.24,-0.3917,0.1534
2933,free,178,69,1,77.935,164.01,0,242.83,-0.6134,0.3763
2934,pro,149,85,4,41.274,164.251,0,167.42,0.7514,0.5646
2935,pro,653,161,5,81.119,140.544,0,280.88,-1.0436,1.0891
2936,free,231,239,1,68.567,242.98,0,194.41,-0.1923,0.037
2937,free,273,32,3,67.966,123.754,0,216.25,-0.5524,0.3051
2938,enterprise,269,37,4,41.229,77.65,0,246.84,0.4745,0.2252
2939,free,124,37,1,38.592,42.365,0,250.44,-1.6181,2.6182
2940,pro,170,40,1,85.659,160.617,0,205.32,-0.3009,0.0905
2941,free,277,53,2,49.077,120.375,0,247.62,-0.3164,0.1001
2942,free,129,32,4,48.822,120.623,0,188.42,-0.1279,0.0164
2943,free,637,123,3,68.658,264.643,0,197.02,0.179,0.032
2944,free,75,40,0,34.142,157.458,0,181.15,0.58,0.3364
2945,free,243,97,6,77.983,105.357,0,179.46,-1.4492,2.1002
2946,free,568,133,2,64.843,481.364,0,140.89,1.209,1.4617
2947,pro,169,41,2,60.651,98.877,0,186.52,-0.5275,0.2783
2948,free,468,75,2,70.235,93.573,0,153.1,-1.3607,1.8515
2949,pro,379,52,7,70.58,95.311,0,268.71,-1.0051,1.0102
2950,pro,211,45,2,61.569,250.545,0,228.35,1.2634,1.5962
2951,free,335,54,2,69.522,46.255,0,154.09,-2.3632,5.5847
2952,free,348,42,5,73.025,97.025,0,250.37,-1.1644,1.3558
2953,free,360,85,11,93.569,299.613,0,277.78,-0.0959,0.0092
2954,pro,154,89,6,82.252,503.178,0,201.56,1.7338,3.0061
2955,enterprise,541,74,7,81.288,158.815,0,250.27,0.3658,0.1338
2956,free,247,62,6,70.853,227.312,0,231.15,0.1234,0.0152
2957,free,191,119,5,35.442,211.039,0,243.9,0.6339,0.4018
2958,pro,284,203,6,62.427,159.745,0,232.08,-0.3255,0.106
2959,pro,203,59,9,77.807,193.776,0,226.87,0.1404,0.0197
2960,free,110,39,0,14.622,99.706,0,199.27,0.327,0.1069
2961,free,394,148,0,38.137,189.267,0,235.92,0.3153,0.0994
2962,free,248,22,0,50.689,96.011,0,215.8,-0.4084,0.1668
2963,free,311,59,2,70.233,235.681,0,323.62,0.2144,0.046
2964,pro,297,312,0,25.533,62.853,0,183.06,-1.2669,1.605
2965,pro,122,36,0,51.715,195.467,0,192.8,1.1624,1.3512
2966,pro,619,54,0,51.121,60.294,0,201.46,-1.3504,1.8236
2967,free,177,41,2,45.538,97.747,0,295.53,-0.4751,0.2257
2968,free,597,94,2,75.005,45.338,0,250.06,-2.7256,7.4289
2969,free,566,69,1,22.493,169.227,0,232.97,0.7863,0.6183
2970,free,335,29,5,80.567,179.733,0,224.65,-0.2222,0.0494
2971,free,152,41,3,16.676,75.873,0,178.34,-0.1813,0.0329
2972,free,204,158,6,79.416,99.562,0,147.1,-1.7484,3.0569
2973,free,158,49,1,66.25,619.882,0,280.81,1.937,3.752
2974,free,39,32,1,17.399,197.607,0,200.81,1.4329,2.0532
2975,enterprise,79,25,5,79.138,74.725,0,282.2,-0.9046,0.8183
2976,pro,400,98,1,71.375,185.332,0,319.64,0.0221,0.0005
2977,pro,102,44,3,61.525,149.637,0,156.32,0.2437,0.0594
2978,free,135,31,1,58.984,118.87,0,275.12,-0.3875,0.1502
2979,pro,108,47,1,43.111,62.509,0,238.88,-0.9755,0.9516
2980,pro,429,95,1,57.265,139.152,0,256.42,-0.1117,0.0125
2981,free,439,103,4,66.403,143.85,0,225.5,-0.6864,0.4711
2982,pro,378,117,3,42.055,71.12,0,184.51,-1.0868,1.1811
2983,pro,372,41,5,90.395,133.604,0,243.3,-0.823,0.6773
2984,free,564,100,1,50.716,204.289,1,212.33,0.2715,0.0737
2985,pro,368,54,3,45.087,164.886,0,211.63,0.8437,0.7118
2986,free,141,68,5,90.263,163.805,0,225.36,-0.9102,0.8285
2987,free,267,23,4,63.978,530.444,0,235.61,2.0093,4.0373
2988,free,36,22,2,59.444,211.798,0,133.77,0.6546,0.4285
2989,free,201,109,2,63.815,287.83,0,203.28,0.4752,0.2258
2990,pro,128,18,3,57.369,72.338,0,136.84,-0.6913,0.4779
2991,free,53,54,1,14.392,75.316,0,216.38,-0.2353,0.0554
2992,free,746,101,0,49.358,106.215,0,212.74,-0.7539,0.5684
2993,pro,98,51,5,80.486,186.293,0,212.97,0.0449,0.002
2994,free,273,140,4,57.01,469.859,0,211.39,1.3424,1.802
2995,pro,218,72,5,82.035,197.346,0,239.56,-0.0383,0.0015
2996,pro,226,100,1,36.978,141.072,0,139.82,0.5053,0.2553
2997,pro,193,157,1,23.637,60.496,0,186.15,-0.984,0.9683
2998,free,398,59,4,65.196,143.088,0,221.0,-0.4679,0.2189
2999,free,269,56,1,56.186,142.427,0,216.91,-0.2376,0.0565
3000,free,208,108,6,86.545,178.409,0,217.89,-0.8461,0.7159
3001,free,156,44,3,74.191,171.205,0,216.76,-0.2934,0.0861
3002,free,131,99,4,62.886,143.995,0,240.2,-0.5852,0.3425
3003,enterprise,65,56,2,76.951,108.936,0,228.51,-0.2927,0.0857
3004,pro,80,78,0,64.096,246.184,0,190.82,0.91,0.8281
3005,pro,163,141,2,15.647,92.783,0,220.95,0.1598,0.0255
3006,free,47,45,4,30.548,160.844,0,236.99,0.66,0.4356
3007,free,615,110,0,15.582,59.497,0,341.06,-0.897,0.8046
3008,free,141,87,3,65.826,99.805,0,176.9,-1.2021,1.445
3009,free,267,34,3,61.918,129.442,0,221.3,-0.3542,0.1255
3010,pro,424,95,2,58.416,87.723,0,230.74,-1.0692,1.1432
3011,free,415,62,5,62.281,171.902,0,132.84,-0.1187,0.0141
3012,free,304,99,0,32.066,108.49,0,254.45,-0.2919,0.0852
3013,free,260,67,9,85.326,172.492,0,223.0,-0.7014,0.492
3014,pro,160,36,1,42.917,155.273,0,346.94,0.9675,0.9361
3015,pro,256,42,1,42.274,125.683,0,203.18,0.4962,0.2462
3016,pro,156,25,2,46.211,78.98,0,213.98,-0.3235,0.1047
3017,free,181,50,10,85.545,263.729,0,221.33,0.0819,0.0067
3018,free,145,76,3,66.028,112.003,0,274.04,-0.9731,0.9469
3019,pro,737,124,0,40.949,108.649,0,265.95,-0.2315,0.0536
3020,free,310,100,3,58.946,112.713,0,202.72,-0.8879,0.7884
3021,free,229,35,4,66.488,161.946,0,257.45,-0.1144,0.0131
3022,free,143,30,0,61.639,258.433,0,160.49,0.8121,0.6595
3023,pro,103,32,4,57.265,53.419,0,280.29,-1.5477,2.3954
3024,free,37,20,5,78.652,92.901,0,244.53,-1.1081,1.2279
3025,free,418,89,5,52.62,51.899,0,114.16,-1.9435,3.7772
3026,free,565,343,4,61.367,406.269,0,168.78,0.6838,0.4676
3027,free,704,46,1,38.651,122.939,0,249.53,0.0216,0.0005
3028,pro,86,22,3,55.386,116.414,0,199.62,0.2319,0.0538
3029,pro,141,57,6,84.72,250.247,0,295.01,0.4584,0.2101
3030,pro,310,53,2,40.013,136.856,0,188.26,0.6324,0.3999
3031,enterprise,389,167,11,79.684,379.275,0,167.98,2.2491,5.0585
3032,free,124,46,3,60.022,49.982,0,246.23,-1.9501,3.8029
3033,enterprise,612,91,2,43.229,83.96,0,227.56,0.0797,0.0064
3034,pro,275,56,6,45.176,106.271,0,245.58,-0.0535,0.0029
3035,pro,267,162,3,85.227,271.547,0,295.18,0.1469,0.0216
3036,free,1114,144,12,91.39,491.887,0,304.97,0.5697,0.3246
3037,free,378,202,0,23.924,100.014,0,203.72,-0.478,0.2285
3038,pro,117,45,3,27.665,54.746,0,205.42,-0.7555,0.5708
3039,pro,79,30,1,25.275,66.017,0,223.45,-0.1305,0.017
3040,pro,162,72,1,87.522,94.095,0,165.96,-1.6852,2.8399
3041,free,85,33,2,55.796,101.741,0,198.28,-0.5831,0.34
3042,free,247,69,3,38.441,322.721,0,182.96,1.4394,2.0719
3043,free,115,56,6,67.439,238.662,0,243.35,0.3212,0.1032
3044,pro,420,36,6,85.992,138.714,0,254.59,-0.5578,0.3111
3045,pro,177,103,1,40.674,56.351,0,234.85,-1.4546,2.1159
3046,free,92,40,1,42.625,112.744,0,262.47,-0.1652,0.0273
3047,free,263,137,3,43.218,280.303,0,225.35,0.8525,0.7268
3048,pro,268,84,10,84.909,239.183,0,243.29,0.1917,0.0367
3049,free,257,73,1,28.18,328.188,0,279.07,1.6962,2.8771
3050,enterprise,188,29,2,52.219,75.882,0,238.8,0.1186,0.0141
3051,free,320,61,5,67.652,135.265,0,241.66,-0.6302,0.3972
3052,free,231,111,2,77.242,69.543,0,188.62,-2.149,4.6182
3053,free,1564,211,2,79.488,423.458,0,203.23,0.4821,0.2324
3054,pro,254,54,2,45.359,375.984,0,169.67,2.4841,6.1708
3055,free,306,63,2,46.895,74.137,0,166.23,-1.1064,1.2241
3056,pro,215,72,2,38.518,103.361,0,167.36,-0.0187,0.0003
3057,free,173,76,2,64.208,243.677,0,200.74,0.325,0.1056
3058,enterprise,381,89,5,74.26,106.264,0,220.77,-0.5195,0.2699
3059,pro,115,34,4,40.658,117.258,0,272.56,0.4992,0.2492
3060,free,246,83,1,36.345,39.878,0,209.85,-1.9477,3.7935
3061,pro,826,67,3,70.442,162.432,0,190.39,-0.0462,0.0021
3062,free,492,57,0,36.925,53.335,0,237.76,-1.3595,1.8482
3063,pro,476,57,0,41.646,47.1,0,244.82,-1.5822,2.5034
3064,free,339,57,3,63.753,894.059,0,176.93,2.5348,6.4252
3065,free,660,237,3,64.984,383.825,0,208.47,0.6353,0.4036
3066,free,107,37,2,12.134,81.475,0,253.75,0.0805,0.0065
3067,pro,345,107,3,80.236,215.206,0,244.46,0.0149,0.0002
3068,pro,1191,424,4,69.114,269.074,0,217.13,0.1915,0.0367
3069,free,163,32,3,80.693,159.463,0,196.11,-0.4532,0.2054
3070,pro,848,194,3,44.7,206.082,0,227.87,0.7387,0.5457
3071,free,92,30,2,68.19,121.323,0,234.81,-0.5669,0.3214
3072,free,72,32,3,22.696,26.884,0,143.51,-1.9133,3.6607
3073,free,155,49,2,61.172,300.974,0,273.34,0.8952,0.8014
3074,pro,76,22,3,87.825,166.925,0,261.36,-0.0262,0.0007
3075,free,424,116,3,74.473,180.186,0,180.97,-0.5617,0.3155
3076,pro,212,40,3,59.061,174.597,0,218.52,0.6686,0.447
3077,free,177,89,0,59.53,302.167,0,193.74,0.7298,0.5326
3078,free,145,41,3,74.896,98.052,0,264.65,-1.1844,1.4028
3079,enterprise,323,155,8,73.33,87.061,0,195.44,-1.3283,1.7644
3080,free,376,172,1,54.769,169.492,0,145.93,-0.3207,0.1028
3081,free,1171,394,11,83.996,254.832,0,194.36,-0.6683,0.4466
3082,free,835,118,0,11.103,161.533,0,290.93,0.798,0.6368
3083,pro,200,117,0,53.593,82.128,0,232.56,-1.1471,1.3158
3084,pro,478,201,0,77.287,186.884,0,139.63,-0.4557,0.2077
3085,free,109,18,2,48.54,158.495,0,272.23,0.5236,0.2742
3086,free,249,89,1,27.802,109.289,0,238.3,-0.1385,0.0192
3087,free,395,102,3,23.492,207.014,0,126.0,0.9483,0.8993
3088,pro,294,123,0,18.384,135.805,0,203.34,0.8992,0.8086
3089,free,158,161,6,73.292,111.495,0,193.98,-1.4235,2.0264
3090,free,130,46,3,72.937,136.279,0,292.76,-0.6466,0.4181
3091,free,617,57,3,47.757,283.277,0,116.96,1.0702,1.1453
3092,free,90,27,1,52.838,234.904,0,249.32,0.9097,0.8276
3093,free,220,70,1,36.893,114.871,0,148.87,-0.1941,0.0377
3094,pro,277,186,1,26.673,131.254,0,217.29,0.3989,0.1591
3095,free,360,117,1,27.282,201.956,0,175.38,0.7675,0.5891
3096,pro,393,187,0,41.427,187.359,0,126.68,0.6632,0.4398
3097,free,398,94,1,23.041,119.235,0,251.51,0.0985,0.0097
3098,enterprise,230,20,0,4.752,25.189,0,210.6,-0.6837,0.4674
3099,free,341,238,3,30.508,85.681,0,218.2,-0.9459,0.8947
3100,free,321,114,3,55.037,300.178,0,295.44,0.7406,0.5485
3101,pro,277,179,3,35.439,64.968,0,133.04,-1.2552,1.5755
3102,free,373,52,2,23.801,37.597,0,192.55,-1.5715,2.4696
3103,free,112,28,5,50.41,145.701,0,195.19,0.1855,0.0344
3104,free,266,91,4,53.336,84.258,0,249.47,-1.1872,1.4094
3105,enterprise,117,84,14,90.858,147.745,0,223.54,-0.2777,0.0771
3106,free,337,99,1,53.094,205.901,0,206.29,0.2299,0.0529
3107,free,123,34,5,70.288,126.534,0,160.89,-0.5946,0.3535
3108,pro,292,106,1,68.432,128.591,0,149.29,-0.6547,0.4286
3109,free,443,146,3,45.862,98.631,0,302.31,-0.9191,0.8447
3110,pro,214,30,1,65.432,372.311,0,273.01,2.1174,4.4834
3111,free,651,275,0,18.055,175.04,0,261.75,0.4581,0.2099
3112,pro,243,59,3,65.341,124.518,0,210.04,-0.368,0.1354
3113,free,544,83,2,39.253,190.59,0,212.96,0.5046,0.2546
3114,pro,271,113,1,75.879,422.896,0,192.34,1.4734,2.1709
3115,free,748,73,2,25.484,169.565,0,223.73,0.6967,0.4854
3116,enterprise,182,56,3,48.726,51.145,0,167.27,-1.1619,1.35
3117,free,296,116,4,78.927,574.978,0,272.99,1.2014,1.4434
3118,pro,413,92,0,58.323,48.458,0,213.32,-2.2392,5.014
3119,free,125,23,1,27.428,198.961,0,177.31,1.3171,1.7348
3120,free,1039,119,2,81.666,450.68,0,132.12,0.7328,0.537
3121,free,170,48,5,54.305,219.678,0,358.52,0.5618,0.3156
3122,free,77,25,5,71.197,249.685,0,244.07,0.5887,0.3466
3123,free,122,51,1,43.508,73.378,0,209.22,-0.9656,0.9324
3124,free,192,44,2,45.223,140.396,0,213.56,0.0916,0.0084
3125,free,119,48,3,16.759,27.932,0,232.07,-1.851,3.4262
3126,free,186,94,0,59.59,371.811,0,236.24,1.0434,1.0887
3127,free,797,102,5,76.259,144.978,0,260.06,-0.9102,0.8285
3128,pro,465,157,2,46.437,172.735,0,183.68,0.4264,0.1818
3129,free,744,179,4,67.177,182.429,0,153.69,-0.5182,0.2685
3130,free,1533,337,3,36.035,227.769,0,242.38,0.3732,0.1393
3131,free,541,207,3,79.156,208.2,0,272.75,-0.6481,0.42
3132,pro,305,110,3,65.0,389.62,0,201.34,1.6496,2.7212
3133,pro,94,60,1,64.197,61.794,0,238.28,-1.7421,3.0349
3134,pro,523,133,6,53.696,88.948,0,169.12,-1.0471,1.0964
3135,pro,101,42,0,38.392,93.804,0,282.08,0.0282,0.0008
3136,pro,72,26,0,15.355,58.515,0,166.53,-0.0095,0.0001
3137,free,104,71,5,76.756,292.139,0,212.46,0.3363,0.1131
3138,free,131,28,2,56.26,226.843,0,273.55,0.7572,0.5734
3139,free,495,85,2,74.517,364.598,0,197.23,0.6843,0.4683
3140,free,510,56,0,9.674,79.423,0,247.87,-0.0478,0.0023
3141,free,133,63,0,64.965,808.808,1,257.39,2.3081,5.3273
3142,pro,50,14,4,34.715,90.118,0,192.46,0.5424,0.2942
3143,pro,49,13,4,52.423,117.322,0,173.03,0.5683,0.323
3144,free,458,127,3,76.282,100.065,0,241.01,-1.5866,2.5173
3145,free,158,39,3,69.2,247.771,0,266.55,0.4671,0.2182
3146,enterprise,448,144,1,40.121,93.004,0,293.23,0.2066,0.0427
3147,free,635,193,1,28.961,131.223,0,242.01,-0.1463,0.0214
3148,pro,309,30,1,58.029,122.171,0,261.59,0.1122,0.0126
3149,pro,292,52,4,66.627,96.173,0,229.78,-0.8678,0.7531
3150,free,62,57,9,62.243,236.927,0,261.22,0.4295,0.1845
3151,free,624,178,2,29.511,21.302,0,166.0,-3.0634,9.3844
3152,pro,177,151,2,76.053,177.003,0,179.56,-0.4013,0.161
3153,pro,168,59,4,49.838,128.874,0,238.59,0.1686,0.0284
3154,pro,505,90,3,46.179,151.044,0,188.02,0.4106,0.1686
3155,free,627,263,1,47.488,128.504,0,263.64,-0.7407,0.5486
3156,free,263,173,11,90.216,423.595,0,294.35,0.292,0.0853
3157,free,137,62,1,60.967,267.648,0,240.42,0.6274,0.3936
3158,free,314,99,0,67.882,360.666,0,181.07,0.7742,0.5994
3159,pro,238,59,9,89.569,208.588,0,209.27,-0.0672,0.0045
3160,free,57,20,2,23.56,115.443,0,219.24,0.5828,0.3397
3161,free,348,48,7,90.74,155.381,0,220.37,-0.8834,0.7804
3162,free,813,153,5,81.158,257.739,0,254.42,-0.2453,0.0602
3163,free,83,24,0,68.251,134.695,0,242.26,-0.3206,0.1028
3164,free,170,119,0,17.444,72.664,0,179.48,-0.6478,0.4196
3165,free,394,79,1,76.827,194.752,0,278.07,-0.3573,0.1277
3166,free,94,33,3,71.535,366.178,0,187.0,1.0996,1.2091
3167,pro,589,300,1,39.122,103.471,0,178.43,-0.6627,0.4392
3168,free,145,24,2,40.194,133.917,0,283.06,0.3528,0.1245
3169,free,486,121,4,59.331,312.533,0,125.42,0.68,0.4624
3170,pro,427,178,5,50.0,188.697,0,204.01,0.4404,0.194
3171,free,210,23,1,39.954,73.836,0,219.03,-0.5865,0.344
3172,free,487,108,6,86.093,614.389,0,184.22,1.1593,1.344
3173,free,105,40,3,66.191,713.055,0,227.56,2.2363,5.001
3174,pro,661,110,0,21.626,66.927,0,266.23,-0.5647,0.3189
3175,free,296,135,3,30.989,149.696,0,233.63,0.1436,0.0206
3176,free,292,97,5,53.847,117.319,0,191.84,-0.6884,0.4739
3177,free,210,77,1,67.034,127.524,0,249.68,-0.7929,0.6287
3178,free,1315,285,4,73.458,406.292,0,218.63,0.4554,0.2074
3179,enterprise,146,57,5,80.456,177.77,1,228.96,0.8466,0.7167
3180,enterprise,159,37,5,66.244,122.351,0,218.16,0.6779,0.4595
3181,free,220,67,4,61.048,188.318,0,205.49,0.0309,0.001
3182,free,141,52,0,31.265,209.464,0,210.87,1.0172,1.0347
3183,free,938,335,4,75.568,339.3,0,279.74,0.0561,0.0031
3184,free,298,53,4,79.925,126.02,0,181.86,-0.9932,0.9864
3185,pro,207,87,3,42.623,196.322,0,299.86,1.0572,1.1177
3186,pro,174,70,12,96.201,521.588,0,210.49,1.4905,2.2216
3187,free,172,43,0,53.84,144.755,0,113.94,-0.0607,0.0037
3188,free,293,112,1,34.608,33.599,0,204.38,-2.2881,5.2354
3189,pro,253,215,5,50.842,141.617,0,248.73,-0.2421,0.0586
3190,free,270,79,5,46.892,86.092,0,216.44,-0.9455,0.894
3191,pro,278,40,4,40.899,200.591,0,132.98,1.4942,2.2326
3192,free,492,89,0,68.266,298.821,0,183.37,0.4992,0.2492
3193,free,168,29,3,49.732,100.705,0,213.59,-0.4061,0.1649
3194,pro,256,66,4,61.514,96.702,0,238.17,-0.8075,0.6521
3195,free,363,115,1,50.099,343.419,0,191.34,1.0747,1.155
3196,free,469,156,2,53.0,389.559,0,223.7,1.0993,1.2085
3197,pro,253,79,5,85.405,137.317,0,217.54,-0.9062,0.8212
3198,free,250,59,3,68.188,243.745,0,211.53,0.3184,0.1014
3199,free,1208,104,1,55.693,81.518,0,261.41,-1.3453,1.8098
3200,free,174,80,3,36.378,483.019,1,259.25,2.0875,4.3577
3201,free,450,93,4,66.229,243.425,0,223.25,0.2025,0.041
3202,free,284,180,8,72.134,213.608,0,255.15,-0.3863,0.1492
3203,free,84,68,3,50.773,161.751,0,164.49,0.0304,0.0009
3204,free,446,109,1,23.5,73.631,0,231.49,-0.7427,0.5516
3205,free,812,90,1,21.993,47.039,0,197.23,-1.3608,1.8518
3206,free,497,73,0,30.212,362.926,0,155.96,1.809,3.2725
3207,enterprise,231,40,9,91.218,89.922,0,224.0,-1.1692,1.367
3208,pro,543,142,3,24.231,176.187,0,284.62,1.1802,1.3929
3209,pro,472,31,3,70.486,255.269,0,210.82,1.1957,1.4297
3210,free,630,156,4,75.465,1031.086,0,187.33,2.1225,4.505
3211,free,305,84,5,90.786,162.163,0,232.42,-1.0141,1.0284
3212,pro,265,135,0,35.405,215.92,0,78.82,1.272,1.618
3213,pro,663,209,2,51.783,206.835,0,245.94,0.4995,0.2495
3214,pro,176,53,8,92.003,220.378,0,167.66,0.0165,0.0003
3215,free,706,353,1,78.208,373.759,0,203.95,0.1293,0.0167
3216,pro,515,65,2,46.726,144.441,0,243.79,0.4479,0.2006
3217,pro,192,36,4,48.956,92.794,0,206.62,-0.2444,0.0597
3218,pro,1011,393,1,42.372,152.818,0,211.94,-0.0997,0.0099
3219,free,105,77,5,66.416,188.457,0,259.96,-0.1479,0.0219
3220,pro,278,64,2,79.451,223.764,0,250.58,0.3427,0.1174
3221,free,509,326,1,49.042,191.421,0,157.81,-0.212,0.0449
3222,pro,105,56,1,72.481,147.614,0,238.94,-0.2202,0.0485
3223,free,723,104,1,31.516,292.845,0,147.61,1.3056,1.7046
3224,free,346,177,3,63.861,267.214,0,175.78,0.1821,0.0332
3225,free,36,35,3,30.805,264.963,0,235.18,1.548,2.3963
3226,free,366,97,0,78.157,277.484,0,207.57,0.1085,0.0118
3227,free,63,38,4,74.742,302.673,0,172.52,0.6643,0.4413
3228,pro,233,68,6,72.636,110.663,0,290.41,-0.8865,0.7859
3229,free,162,28,3,81.664,158.22,0,247.95,-0.442,0.1954
3230,free,403,158,5,75.409,220.966,0,238.95,-0.3651,0.1333
3231,enterprise,68,91,10,81.279,115.839,0,234.06,-0.584,0.3411
3232,free,653,181,0,43.615,300.85,0,131.33,0.8581,0.7363
3233,free,256,69,4,40.579,61.462,0,258.24,-1.2874,1.6574
3234,free,64,11,4,60.069,150.127,0,206.06,0.3303,0.1091
3235,pro,73,54,9,90.917,232.791,0,251.63,0.1506,0.0227
3236,enterprise,1143,109,2,52.707,84.759,0,223.06,-0.3761,0.1415
3237,free,546,76,1,62.178,248.433,0,163.16,0.4055,0.1644
3238,free,254,141,0,70.516,301.923,0,186.79,0.2979,0.0887
3239,free,199,149,5,66.211,343.952,0,196.42,0.5932,0.3519
3240,free,274,73,3,43.736,61.395,0,323.39,-1.386,1.921
3241,free,344,36,5,86.181,529.144,0,207.48,1.3061,1.7059
3242,free,316,48,1,43.959,70.321,0,122.24,-1.0237,1.048
3243,free,229,43,6,64.301,64.689,0,156.91,-1.6143,2.606
3244,pro,666,166,3,30.893,99.56,0,252.29,-0.2311,0.0534
3245,pro,273,54,3,73.536,198.154,0,237.61,0.3529,0.1245
3246,pro,141,40,1,12.301,85.774,0,225.95,0.658,0.433
3247,enterprise,600,58,5,74.867,103.539,0,252.38,-0.364,0.1325
3248,pro,392,100,3,43.644,259.546,0,198.9,1.5235,2.3211
3249,pro,437,109,11,94.709,311.141,0,216.48,0.3074,0.0945
3250,free,249,45,1,45.084,77.579,0,216.07,-0.8698,0.7566
3251,pro,213,102,5,46.312,65.95,0,209.39,-1.3058,1.7051
3252,free,468,246,6,79.378,656.587,0,241.82,1.1378,1.2946
3253,free,197,30,4,49.893,155.551,0,141.85,0.2791,0.0779
3254,free,121,65,1,34.696,54.514,0,227.75,-1.3165,1.7332
3255,enterprise,213,73,0,39.235,63.088,0,189.38,-0.3863,0.1492
3256,pro,316,87,5,75.096,111.254,1,148.89,-1.0585,1.1204
3257,free,468,73,1,42.362,156.953,0,203.05,0.1613,0.026
3258,enterprise,1818,278,0,19.152,70.978,1,179.05,-0.0529,0.0028
3259,free,772,138,0,18.801,117.398,0,216.59,0.0404,0.0016
3260,pro,104,59,1,68.967,148.056,0,169.73,-0.1311,0.0172
3261,free,96,85,1,53.461,213.419,0,260.12,0.3329,0.1108
3262,enterprise,1011,207,2,62.433,327.13,0,228.03,2.4204,5.8583
3263,pro,165,35,3,61.594,104.217,0,147.12,-0.3811,0.1452
3264,free,548,123,1,35.845,111.24,0,186.3,-0.4205,0.1768
3265,free,278,78,6,75.287,889.538,0,195.18,2.1346,4.5565
3266,pro,177,52,2,61.874,281.976,0,199.97,1.4269,2.036
3267,free,374,105,1,76.529,186.513,0,314.31,-0.5207,0.2711
3268,free,402,255,5,44.147,178.572,0,277.68,-0.1178,0.0139
3269,free,331,119,9,70.981,200.037,0,147.82,-0.3172,0.1006
3270,pro,213,47,3,53.606,90.98,0,228.43,-0.5415,0.2932
3271,free,127,71,6,64.776,465.277,0,297.83,1.3785,1.9003
3272,free,57,21,1,45.491,257.94,0,224.23,1.3286,1.7652
3273,free,102,21,8,78.008,130.93,0,188.7,-0.5564,0.3096
3274,free,83,71,3,80.174,578.979,0,259.51,1.3564,1.8398
3275,free,631,45,3,51.653,295.421,0,240.43,1.127,1.2701
3276,pro,272,159,1,23.131,70.945,0,177.86,-0.6556,0.4298
3277,free,351,97,2,70.972,307.475,0,272.34,0.4489,0.2015
3278,free,405,111,2,11.141,56.716,0,244.77,-0.8694,0.7559
3279,free,179,42,5,83.358,116.898,0,244.56,-1.1153,1.2439
3280,free,224,38,2,70.606,79.847,0,311.87,-1.3843,1.9163
3281,pro,250,54,3,57.139,91.642,0,305.91,-0.6947,0.4826
3282,pro,531,113,5,25.448,38.569,0,219.57,-1.7942,3.2192
3283,pro,505,185,3,70.435,154.313,0,207.57,-0.5955,0.3546
3284,enterprise,238,96,2,43.435,94.215,0,208.64,0.3438,0.1182
3285,pro,242,93,2,31.555,133.019,0,273.98,0.5833,0.3402
3286,pro,553,287,4,59.496,360.268,0,219.08,1.2371,1.5304
3287,pro,271,73,1,23.707,61.547,0,223.36,-0.6147,0.3779
3288,free,402,126,1,46.652,167.322,0,267.54,-0.0336,0.0011
3289,free,52,34,2,55.957,179.75,0,222.1,0.3204,0.1027
3290,enterprise,642,86,2,36.286,124.317,0,196.55,1.421,2.0192
3291,free,604,209,8,87.209,215.295,0,190.07,-0.7934,0.6295
3292,pro,203,85,2,65.267,143.212,0,243.31,-0.2467,0.0609
3293,pro,349,156,3,68.189,184.645,0,239.8,-0.0938,0.0088
3294,free,580,88,0,18.458,131.936,0,291.19,0.3967,0.1574
3295,free,400,88,0,9.346,75.791,0,294.65,-0.2757,0.076
3296,free,130,53,3,52.446,403.943,0,182.22,1.5543,2.4158
3297,free,236,114,4,70.627,180.643,0,192.0,-0.4579,0.2097
3298,free,134,53,1,35.255,80.375,0,166.52,-0.6315,0.3988
3299,free,679,94,4,87.515,225.82,0,259.6,-0.4404,0.194
