# page: design-system/index.html
# viewport: 1280x900 at device pixel ratio 1
# base: paper light in full; every other row lists only what moved from it

axis | paper light | line.axis | color=rgb(26, 26, 24); fill=none; stroke=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
code-cap | sage light | div.code-cap | color=rgb(94, 101, 87)
code-cap | sage dark | div.code-cap | color=rgb(139, 148, 126)
code-cap | harbor light | div.code-cap | color=rgb(90, 102, 112)
code-cap | harbor dark | div.code-cap | color=rgb(131, 145, 155)
code-cap | aubergine light | div.code-cap | color=rgb(101, 92, 101)
code-cap | aubergine dark | div.code-cap | color=rgb(148, 135, 152)
code-cap | press light | div.code-cap | color=rgb(107, 97, 84)
code-cap | press dark | div.code-cap | color=rgb(151, 141, 123)
crumbs | paper light | nav.crumbs | color=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=12.48px; font-weight=400; line-height=21.4656px; display=flex; margin-top=30px; margin-bottom=2px; column-gap=7.2px; row-gap=7.2px; align-items=center
crumbs | paper dark | nav.crumbs | color=rgb(154, 148, 134)
crumbs | slate light | nav.crumbs | color=rgb(95, 103, 116)
crumbs | slate dark | nav.crumbs | color=rgb(138, 146, 160)
crumbs | ink light | nav.crumbs | color=rgb(88, 88, 88)
crumbs | ink dark | nav.crumbs | color=rgb(154, 154, 154)
crumbs | sage light | nav.crumbs | color=rgb(94, 101, 87)
crumbs | sage dark | nav.crumbs | color=rgb(139, 148, 126)
crumbs | harbor light | nav.crumbs | color=rgb(90, 102, 112)
crumbs | harbor dark | nav.crumbs | color=rgb(131, 145, 155)
crumbs | aubergine light | nav.crumbs | color=rgb(101, 92, 101)
crumbs | aubergine dark | nav.crumbs | color=rgb(148, 135, 152)
crumbs | press light | nav.crumbs | color=rgb(107, 97, 84)
crumbs | press dark | nav.crumbs | color=rgb(151, 141, 123)
d-absent | paper light | rect.d-absent | color=rgb(26, 26, 24); fill=none; stroke=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-absent | paper dark | rect.d-absent | color=rgb(234, 230, 218); stroke=rgb(154, 148, 134)
d-absent | slate light | rect.d-absent | color=rgb(20, 23, 28); stroke=rgb(95, 103, 116)
d-absent | slate dark | rect.d-absent | color=rgb(230, 234, 241); stroke=rgb(138, 146, 160)
d-absent | ink light | rect.d-absent | color=rgb(13, 13, 13); stroke=rgb(88, 88, 88)
d-absent | ink dark | rect.d-absent | color=rgb(245, 245, 245); stroke=rgb(154, 154, 154)
d-absent | sage light | rect.d-absent | color=rgb(22, 26, 19); stroke=rgb(94, 101, 87)
d-absent | sage dark | rect.d-absent | color=rgb(228, 234, 217); stroke=rgb(139, 148, 126)
d-absent | harbor light | rect.d-absent | color=rgb(17, 24, 32); stroke=rgb(90, 102, 112)
d-absent | harbor dark | rect.d-absent | color=rgb(223, 232, 237); stroke=rgb(131, 145, 155)
d-absent | aubergine light | rect.d-absent | color=rgb(25, 19, 25); stroke=rgb(101, 92, 101)
d-absent | aubergine dark | rect.d-absent | color=rgb(235, 226, 234); stroke=rgb(148, 135, 152)
d-absent | press light | rect.d-absent | color=rgb(28, 26, 23); stroke=rgb(107, 97, 84)
d-absent | press dark | rect.d-absent | color=rgb(237, 228, 211); stroke=rgb(151, 141, 123)
d-bound | paper light | rect.d-bound | color=rgb(26, 26, 24); fill=none; stroke=color(srgb 0.547059 0.545098 0.533333); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-bound | paper dark | rect.d-bound | color=rgb(234, 230, 218); stroke=color(srgb 0.503922 0.494118 0.456863)
d-bound | slate light | rect.d-bound | color=rgb(20, 23, 28); stroke=color(srgb 0.539216 0.545098 0.554902)
d-bound | slate dark | rect.d-bound | color=rgb(230, 234, 241); stroke=color(srgb 0.488235 0.503922 0.529412)
d-bound | ink light | rect.d-bound | color=rgb(13, 13, 13); stroke=color(srgb 0.52549 0.52549 0.52549)
d-bound | ink dark | rect.d-bound | color=rgb(245, 245, 245); stroke=color(srgb 0.509804 0.511765 0.513726)
d-bound | sage light | rect.d-bound | color=rgb(22, 26, 19); stroke=color(srgb 0.535294 0.547059 0.521569)
d-bound | sage dark | rect.d-bound | color=rgb(228, 234, 217); stroke=color(srgb 0.482353 0.503922 0.460784)
d-bound | harbor light | rect.d-bound | color=rgb(17, 24, 32); stroke=color(srgb 0.52549 0.543137 0.560784)
d-bound | harbor dark | rect.d-bound | color=rgb(223, 232, 237); stroke=color(srgb 0.464706 0.498039 0.517647)
d-bound | aubergine light | rect.d-bound | color=rgb(25, 19, 25); stroke=color(srgb 0.545098 0.529412 0.545098)
d-bound | aubergine dark | rect.d-bound | color=rgb(235, 226, 234); stroke=color(srgb 0.503922 0.476471 0.501961)
d-bound | press light | rect.d-bound | color=rgb(28, 26, 23); stroke=color(srgb 0.541176 0.531373 0.515686)
d-bound | press dark | rect.d-bound | color=rgb(237, 228, 211); stroke=color(srgb 0.521569 0.496078 0.44902)
d-box | paper light | rect.d-box | color=rgb(26, 26, 24); fill=rgb(242, 238, 227); stroke=color(srgb 0.547059 0.545098 0.533333); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-box | paper dark | rect.d-box | color=rgb(234, 230, 218); fill=rgb(31, 29, 21); stroke=color(srgb 0.503922 0.494118 0.456863)
d-box | slate light | rect.d-box | color=rgb(20, 23, 28); fill=rgb(240, 243, 248); stroke=color(srgb 0.539216 0.545098 0.554902)
d-box | slate dark | rect.d-box | color=rgb(230, 234, 241); fill=rgb(26, 31, 39); stroke=color(srgb 0.488235 0.503922 0.529412)
d-box | ink light | rect.d-box | color=rgb(13, 13, 13); fill=rgb(233, 233, 233); stroke=color(srgb 0.52549 0.52549 0.52549)
d-box | ink dark | rect.d-box | color=rgb(245, 245, 245); fill=rgb(24, 25, 27); stroke=color(srgb 0.509804 0.511765 0.513726)
d-box | sage light | rect.d-box | color=rgb(22, 26, 19); fill=rgb(232, 237, 225); stroke=color(srgb 0.535294 0.547059 0.521569)
d-box | sage dark | rect.d-box | color=rgb(228, 234, 217); fill=rgb(25, 32, 26); stroke=color(srgb 0.482353 0.503922 0.460784)
d-box | harbor light | rect.d-box | color=rgb(17, 24, 32); fill=rgb(228, 235, 240); stroke=color(srgb 0.52549 0.543137 0.560784)
d-box | harbor dark | rect.d-box | color=rgb(223, 232, 237); fill=rgb(20, 29, 36); stroke=color(srgb 0.464706 0.498039 0.517647)
d-box | aubergine light | rect.d-box | color=rgb(25, 19, 25); fill=rgb(238, 231, 238); stroke=color(srgb 0.545098 0.529412 0.545098)
d-box | aubergine dark | rect.d-box | color=rgb(235, 226, 234); fill=rgb(29, 23, 29); stroke=color(srgb 0.503922 0.476471 0.501961)
d-box | press light | rect.d-box | color=rgb(28, 26, 23); fill=rgb(238, 231, 218); stroke=color(srgb 0.541176 0.531373 0.515686)
d-box | press dark | rect.d-box | color=rgb(237, 228, 211); fill=rgb(38, 33, 24); stroke=color(srgb 0.521569 0.496078 0.44902)
d-drop | paper light | rect.d-drop | color=rgb(26, 26, 24); fill=color(srgb 0.947804 0.889333 0.864471); stroke=rgb(166, 58, 36); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-drop | paper dark | rect.d-drop | color=rgb(234, 230, 218); fill=color(srgb 0.200824 0.158667 0.123059); stroke=rgb(240, 164, 141)
d-drop | slate light | rect.d-drop | color=rgb(20, 23, 28); fill=color(srgb 0.955647 0.885804 0.885804); stroke=rgb(168, 31, 31)
d-drop | slate dark | rect.d-drop | color=rgb(230, 234, 241); fill=color(srgb 0.189216 0.161569 0.182039); stroke=rgb(244, 163, 163)
d-drop | ink light | rect.d-drop | color=rgb(13, 13, 13); fill=color(srgb 0.946471 0.882235 0.882235); stroke=rgb(150, 24, 24)
d-drop | ink dark | rect.d-drop | color=rgb(245, 245, 245); fill=color(srgb 0.181176 0.140235 0.143647); stroke=rgb(255, 168, 168)
d-drop | sage light | rect.d-drop | color=rgb(22, 26, 19); fill=color(srgb 0.936902 0.890196 0.85902); stroke=rgb(158, 53, 32)
d-drop | sage dark | rect.d-drop | color=rgb(228, 234, 217); fill=color(srgb 0.184275 0.15698 0.125137); stroke=rgb(241, 154, 125)
d-drop | harbor light | rect.d-drop | color=rgb(17, 24, 32); fill=color(srgb 0.942 0.891725 0.88698); stroke=rgb(168, 56, 40)
d-drop | harbor dark | rect.d-drop | color=rgb(223, 232, 237); fill=color(srgb 0.171647 0.151529 0.157373); stroke=rgb(243, 150, 128)
d-drop | aubergine light | rect.d-drop | color=rgb(25, 19, 25); fill=color(srgb 0.943216 0.880314 0.882549); stroke=rgb(157, 47, 38)
d-drop | aubergine dark | rect.d-drop | color=rgb(235, 226, 234); fill=color(srgb 0.198941 0.137529 0.146941); stroke=rgb(243, 156, 141)
d-drop | press light | rect.d-drop | color=rgb(28, 26, 23); fill=color(srgb 0.925137 0.854235 0.831059); stroke=rgb(155, 36, 24)
d-drop | press dark | rect.d-drop | color=rgb(237, 228, 211); fill=color(srgb 0.221294 0.163804 0.128196); stroke=rgb(240, 154, 131)
d-flow | paper light | path.d-flow.ref | color=rgb(26, 26, 24); fill=none; stroke=color(srgb 0.547059 0.545098 0.533333); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-flow | paper dark | path.d-flow.ref | color=rgb(234, 230, 218); stroke=color(srgb 0.503922 0.494118 0.456863)
d-flow | slate light | path.d-flow.ref | color=rgb(20, 23, 28); stroke=color(srgb 0.539216 0.545098 0.554902)
d-flow | slate dark | path.d-flow.ref | color=rgb(230, 234, 241); stroke=color(srgb 0.488235 0.503922 0.529412)
d-flow | ink light | path.d-flow.ref | color=rgb(13, 13, 13); stroke=color(srgb 0.52549 0.52549 0.52549)
d-flow | ink dark | path.d-flow.ref | color=rgb(245, 245, 245); stroke=color(srgb 0.509804 0.511765 0.513726)
d-flow | sage light | path.d-flow.ref | color=rgb(22, 26, 19); stroke=color(srgb 0.535294 0.547059 0.521569)
d-flow | sage dark | path.d-flow.ref | color=rgb(228, 234, 217); stroke=color(srgb 0.482353 0.503922 0.460784)
d-flow | harbor light | path.d-flow.ref | color=rgb(17, 24, 32); stroke=color(srgb 0.52549 0.543137 0.560784)
d-flow | harbor dark | path.d-flow.ref | color=rgb(223, 232, 237); stroke=color(srgb 0.464706 0.498039 0.517647)
d-flow | aubergine light | path.d-flow.ref | color=rgb(25, 19, 25); stroke=color(srgb 0.545098 0.529412 0.545098)
d-flow | aubergine dark | path.d-flow.ref | color=rgb(235, 226, 234); stroke=color(srgb 0.503922 0.476471 0.501961)
d-flow | press light | path.d-flow.ref | color=rgb(28, 26, 23); stroke=color(srgb 0.541176 0.531373 0.515686)
d-flow | press dark | path.d-flow.ref | color=rgb(237, 228, 211); stroke=color(srgb 0.521569 0.496078 0.44902)
d-flow | paper light | path.d-flow.s-alarm | color=rgb(26, 26, 24); fill=none; stroke=rgb(178, 60, 10); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-flow | paper dark | path.d-flow.s-alarm | color=rgb(234, 230, 218); stroke=rgb(240, 138, 93)
d-flow | slate light | path.d-flow.s-alarm | color=rgb(20, 23, 28)
d-flow | slate dark | path.d-flow.s-alarm | color=rgb(230, 234, 241); stroke=rgb(240, 138, 93)
d-flow | ink light | path.d-flow.s-alarm | color=rgb(13, 13, 13)
d-flow | ink dark | path.d-flow.s-alarm | color=rgb(245, 245, 245); stroke=rgb(240, 138, 93)
d-flow | sage light | path.d-flow.s-alarm | color=rgb(22, 26, 19)
d-flow | sage dark | path.d-flow.s-alarm | color=rgb(228, 234, 217); stroke=rgb(240, 138, 93)
d-flow | harbor light | path.d-flow.s-alarm | color=rgb(17, 24, 32)
d-flow | harbor dark | path.d-flow.s-alarm | color=rgb(223, 232, 237); stroke=rgb(240, 138, 93)
d-flow | aubergine light | path.d-flow.s-alarm | color=rgb(25, 19, 25)
d-flow | aubergine dark | path.d-flow.s-alarm | color=rgb(235, 226, 234); stroke=rgb(240, 138, 93)
d-flow | press light | path.d-flow.s-alarm | color=rgb(28, 26, 23)
d-flow | press dark | path.d-flow.s-alarm | color=rgb(237, 228, 211); stroke=rgb(240, 138, 93)
d-flow | paper light | path.d-flow.s-signal | color=rgb(26, 26, 24); fill=none; stroke=rgb(19, 107, 44); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-flow | paper dark | path.d-flow.s-signal | color=rgb(234, 230, 218); stroke=rgb(99, 201, 138)
d-flow | slate light | path.d-flow.s-signal | color=rgb(20, 23, 28)
d-flow | slate dark | path.d-flow.s-signal | color=rgb(230, 234, 241); stroke=rgb(99, 201, 138)
d-flow | ink light | path.d-flow.s-signal | color=rgb(13, 13, 13)
d-flow | ink dark | path.d-flow.s-signal | color=rgb(245, 245, 245); stroke=rgb(99, 201, 138)
d-flow | sage light | path.d-flow.s-signal | color=rgb(22, 26, 19)
d-flow | sage dark | path.d-flow.s-signal | color=rgb(228, 234, 217); stroke=rgb(99, 201, 138)
d-flow | harbor light | path.d-flow.s-signal | color=rgb(17, 24, 32)
d-flow | harbor dark | path.d-flow.s-signal | color=rgb(223, 232, 237); stroke=rgb(99, 201, 138)
d-flow | aubergine light | path.d-flow.s-signal | color=rgb(25, 19, 25)
d-flow | aubergine dark | path.d-flow.s-signal | color=rgb(235, 226, 234); stroke=rgb(99, 201, 138)
d-flow | press light | path.d-flow.s-signal | color=rgb(28, 26, 23)
d-flow | press dark | path.d-flow.s-signal | color=rgb(237, 228, 211); stroke=rgb(99, 201, 138)
d-focus | paper light | rect.d-focus | color=rgb(26, 26, 24); fill=color(srgb 0.873882 0.904627 0.89302); stroke=rgb(21, 88, 92); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-focus | paper dark | rect.d-focus | color=rgb(234, 230, 218); fill=color(srgb 0.130471 0.17651 0.155686); stroke=rgb(102, 199, 205)
d-focus | slate light | rect.d-focus | color=rgb(20, 23, 28); fill=color(srgb 0.876627 0.924039 0.935255); stroke=rgb(13, 106, 128)
d-focus | slate dark | rect.d-focus | color=rgb(230, 234, 241); fill=color(srgb 0.121412 0.190627 0.221294); stroke=rgb(111, 220, 240)
d-focus | ink light | rect.d-focus | color=rgb(13, 13, 13); fill=color(srgb 0.900078 0.900078 0.902627); stroke=rgb(59, 59, 64)
d-focus | ink dark | rect.d-focus | color=rgb(245, 245, 245); fill=color(srgb 0.158235 0.161647 0.167098); stroke=rgb(210, 210, 214)
d-focus | sage light | rect.d-focus | color=rgb(22, 26, 19); fill=color(srgb 0.920078 0.90549 0.847294); stroke=rgb(125, 83, 9)
d-focus | sage dark | rect.d-focus | color=rgb(228, 234, 217); fill=color(srgb 0.176627 0.170235 0.109843); stroke=rgb(226, 180, 95)
d-focus | harbor light | rect.d-focus | color=rgb(17, 24, 32); fill=color(srgb 0.942 0.891725 0.88698); stroke=rgb(168, 56, 40)
d-focus | harbor dark | rect.d-focus | color=rgb(223, 232, 237); fill=color(srgb 0.171647 0.151529 0.157373); stroke=rgb(243, 150, 128)
d-focus | aubergine light | rect.d-focus | color=rgb(25, 19, 25); fill=color(srgb 0.919765 0.898157 0.871333); stroke=rgb(111, 82, 16)
d-focus | aubergine dark | rect.d-focus | color=rgb(235, 226, 234); fill=color(srgb 0.189255 0.149765 0.12349); stroke=rgb(224, 180, 95)
d-focus | press light | rect.d-focus | color=rgb(28, 26, 23); fill=color(srgb 0.909843 0.857294 0.825961); stroke=rgb(125, 42, 14)
d-focus | press dark | rect.d-focus | color=rgb(237, 228, 211); fill=color(srgb 0.221294 0.180627 0.140431); stroke=rgb(240, 187, 155)
d-ghost | paper light | rect.d-ghost | color=rgb(26, 26, 24); fill=rgb(242, 238, 227); stroke=rgb(99, 99, 91); opacity=0.45; font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-ghost | paper dark | rect.d-ghost | color=rgb(234, 230, 218); fill=rgb(31, 29, 21); stroke=rgb(154, 148, 134)
d-ghost | slate light | rect.d-ghost | color=rgb(20, 23, 28); fill=rgb(240, 243, 248); stroke=rgb(95, 103, 116)
d-ghost | slate dark | rect.d-ghost | color=rgb(230, 234, 241); fill=rgb(26, 31, 39); stroke=rgb(138, 146, 160)
d-ghost | ink light | rect.d-ghost | color=rgb(13, 13, 13); fill=rgb(233, 233, 233); stroke=rgb(88, 88, 88)
d-ghost | ink dark | rect.d-ghost | color=rgb(245, 245, 245); fill=rgb(24, 25, 27); stroke=rgb(154, 154, 154)
d-ghost | sage light | rect.d-ghost | color=rgb(22, 26, 19); fill=rgb(232, 237, 225); stroke=rgb(94, 101, 87)
d-ghost | sage dark | rect.d-ghost | color=rgb(228, 234, 217); fill=rgb(25, 32, 26); stroke=rgb(139, 148, 126)
d-ghost | harbor light | rect.d-ghost | color=rgb(17, 24, 32); fill=rgb(228, 235, 240); stroke=rgb(90, 102, 112)
d-ghost | harbor dark | rect.d-ghost | color=rgb(223, 232, 237); fill=rgb(20, 29, 36); stroke=rgb(131, 145, 155)
d-ghost | aubergine light | rect.d-ghost | color=rgb(25, 19, 25); fill=rgb(238, 231, 238); stroke=rgb(101, 92, 101)
d-ghost | aubergine dark | rect.d-ghost | color=rgb(235, 226, 234); fill=rgb(29, 23, 29); stroke=rgb(148, 135, 152)
d-ghost | press light | rect.d-ghost | color=rgb(28, 26, 23); fill=rgb(238, 231, 218); stroke=rgb(107, 97, 84)
d-ghost | press dark | rect.d-ghost | color=rgb(237, 228, 211); fill=rgb(38, 33, 24); stroke=rgb(151, 141, 123)
d-keep | paper light | rect.d-keep | color=rgb(26, 26, 24); fill=color(srgb 0.876431 0.915843 0.873137); stroke=rgb(26, 110, 53); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
d-keep | paper dark | rect.d-keep | color=rgb(234, 230, 218); fill=color(srgb 0.143216 0.182627 0.129686); stroke=rgb(127, 211, 154)
d-keep | slate light | rect.d-keep | color=rgb(20, 23, 28); fill=color(srgb 0.880196 0.925059 0.896); stroke=rgb(20, 108, 51)
d-keep | slate dark | rect.d-keep | color=rgb(230, 234, 241); fill=color(srgb 0.121412 0.191137 0.18051); stroke=rgb(111, 221, 160)
d-keep | ink light | rect.d-keep | color=rgb(13, 13, 13); fill=color(srgb 0.880196 0.918941 0.892431); stroke=rgb(20, 96, 44)
d-keep | ink dark | rect.d-keep | color=rgb(245, 245, 245); fill=color(srgb 0.117961 0.168275 0.139569); stroke=rgb(131, 223, 160)
d-keep | sage light | rect.d-keep | color=rgb(22, 26, 19); fill=color(srgb 0.864 0.911608 0.876863); stroke=rgb(15, 95, 67)
d-keep | sage dark | rect.d-keep | color=rgb(228, 234, 217); fill=color(srgb 0.119529 0.189098 0.146549); stroke=rgb(114, 217, 167)
d-keep | harbor light | rect.d-keep | color=rgb(17, 24, 32); fill=color(srgb 0.86349 0.915177 0.899216); stroke=rgb(14, 102, 64)
d-keep | harbor dark | rect.d-keep | color=rgb(223, 232, 237); fill=color(srgb 0.100275 0.184157 0.172667); stroke=rgb(103, 214, 158)
d-keep | aubergine light | rect.d-keep | color=rgb(25, 19, 25); fill=color(srgb 0.874392 0.906824 0.887137); stroke=rgb(22, 99, 47)
d-keep | aubergine dark | rect.d-keep | color=rgb(235, 226, 234); fill=color(srgb 0.136235 0.165059 0.155608); stroke=rgb(120, 210, 158)
d-keep | press light | rect.d-keep | color=rgb(28, 26, 23); fill=color(srgb 0.874157 0.888392 0.85502); stroke=rgb(55, 103, 71)
d-keep | press dark | rect.d-keep | color=rgb(237, 228, 211); fill=color(srgb 0.163176 0.188784 0.137373); stroke=rgb(126, 203, 149)
d-mono | paper light | text.d-mono | color=rgb(26, 26, 24); fill=rgb(74, 74, 68); font-family="JetBrains Mono", ui-monospace, "SF Mono", SFMono-Regular, Menlo, Consolas, "Liberation Mono", monospace; font-size=11.5px; font-weight=400; line-height=19.78px; text-align=center; white-space=nowrap; display=block; min-height=0px
d-mono | paper dark | text.d-mono | color=rgb(234, 230, 218); fill=rgb(195, 189, 174)
d-mono | slate light | text.d-mono | color=rgb(20, 23, 28); fill=rgb(67, 73, 85)
d-mono | slate dark | text.d-mono | color=rgb(230, 234, 241); fill=rgb(178, 186, 199)
d-mono | ink light | text.d-mono | color=rgb(13, 13, 13); fill=rgb(58, 58, 58)
d-mono | ink dark | text.d-mono | color=rgb(245, 245, 245); fill=rgb(200, 200, 200)
d-mono | sage light | text.d-mono | color=rgb(22, 26, 19); fill=rgb(65, 71, 60)
d-mono | sage dark | text.d-mono | color=rgb(228, 234, 217); fill=rgb(180, 189, 167)
d-mono | harbor light | text.d-mono | color=rgb(17, 24, 32); fill=rgb(60, 71, 79)
d-mono | harbor dark | text.d-mono | color=rgb(223, 232, 237); fill=rgb(171, 184, 194)
d-mono | aubergine light | text.d-mono | color=rgb(25, 19, 25); fill=rgb(70, 61, 70)
d-mono | aubergine dark | text.d-mono | color=rgb(235, 226, 234); fill=rgb(191, 178, 188)
d-mono | press light | text.d-mono | color=rgb(28, 26, 23); fill=rgb(74, 68, 60)
d-mono | press dark | text.d-mono | color=rgb(237, 228, 211); fill=rgb(194, 183, 163)
diagram | paper light | figure.diagram | color=rgb(26, 26, 24); background-color=color(srgb 0.961 0.957216 0.941804); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=color(srgb 0.876431 0.87302 0.858353); box-shadow=rgba(38, 34, 24, 0.06) 0px 1px 2px 0px, rgba(38, 34, 24, 0.07) 0px 6px 20px 0px; font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=block; max-width=100%; margin-top=32px; margin-bottom=35px; padding-top=20.8px; padding-right=20.8px; padding-bottom=20.8px; padding-left=20.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px; overflow-x=auto; overflow-y=auto
diagram | paper dark | figure.diagram | color=rgb(234, 230, 218); background-color=color(srgb 0.119157 0.114824 0.0866863); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=color(srgb 0.197765 0.192314 0.162314); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | slate light | figure.diagram | color=rgb(20, 23, 28); background-color=color(srgb 0.967745 0.968157 0.968843); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=color(srgb 0.880196 0.881725 0.884275)
diagram | slate dark | figure.diagram | color=rgb(230, 234, 241); background-color=color(srgb 0.103471 0.119157 0.142824); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=color(srgb 0.182078 0.197765 0.221804); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | ink light | figure.diagram | color=rgb(13, 13, 13); background-color=color(srgb 0.966784 0.966784 0.966784); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=color(srgb 0.876627 0.876627 0.876627)
diagram | ink dark | figure.diagram | color=rgb(245, 245, 245); background-color=color(srgb 0.0903922 0.0941765 0.0979608); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=color(srgb 0.176078 0.17949 0.182902); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | sage light | figure.diagram | color=rgb(22, 26, 19); background-color=color(srgb 0.952882 0.961 0.937333); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=color(srgb 0.867569 0.876431 0.852392)
diagram | sage dark | figure.diagram | color=rgb(228, 234, 217); background-color=color(srgb 0.0994118 0.119157 0.097902); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=color(srgb 0.177647 0.197765 0.172039); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | harbor light | figure.diagram | color=rgb(17, 24, 32); background-color=color(srgb 0.952196 0.960725 0.965608); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=color(srgb 0.86502 0.875412 0.882902)
diagram | harbor dark | figure.diagram | color=rgb(223, 232, 237); background-color=color(srgb 0.0835883 0.115098 0.134706); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=color(srgb 0.161451 0.193333 0.212941); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
diagram | aubergine light | figure.diagram | color=rgb(25, 19, 25); background-color=color(srgb 0.960863 0.952471 0.960863); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=color(srgb 0.875922 0.866039 0.875922)
