# page: ai-system-design-course/lessons/0003-cost-and-performance.html
# viewport: 1280x900 at device pixel ratio 1
# base: paper light in full; every other row lists only what moved from it

callout | paper light | div.callout | color=rgb(26, 26, 24); background-color=rgb(242, 238, 227); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=rgb(21, 88, 92); font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; margin-top=26px; margin-bottom=26px; padding-top=16.8px; padding-right=20.8px; padding-bottom=16.8px; padding-left=20.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=4px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px
math | aubergine light | div.math | color=rgb(25, 19, 25); background-color=rgb(238, 231, 238); border-top-color=color(srgb 0.545098 0.529412 0.545098); border-right-color=color(srgb 0.545098 0.529412 0.545098); border-bottom-color=color(srgb 0.545098 0.529412 0.545098); border-left-color=color(srgb 0.545098 0.529412 0.545098)
math | aubergine dark | div.math | color=rgb(235, 226, 234); background-color=rgb(29, 23, 29); border-top-color=color(srgb 0.503922 0.476471 0.501961); border-right-color=color(srgb 0.503922 0.476471 0.501961); border-bottom-color=color(srgb 0.503922 0.476471 0.501961); border-left-color=color(srgb 0.503922 0.476471 0.501961)
math | press light | div.math | color=rgb(28, 26, 23); background-color=rgb(238, 231, 218); border-top-color=color(srgb 0.541176 0.531373 0.515686); border-right-color=color(srgb 0.541176 0.531373 0.515686); border-bottom-color=color(srgb 0.541176 0.531373 0.515686); border-left-color=color(srgb 0.541176 0.531373 0.515686)
math | press dark | div.math | color=rgb(237, 228, 211); background-color=rgb(38, 33, 24); border-top-color=color(srgb 0.521569 0.496078 0.44902); border-right-color=color(srgb 0.521569 0.496078 0.44902); border-bottom-color=color(srgb 0.521569 0.496078 0.44902); border-left-color=color(srgb 0.521569 0.496078 0.44902)
mermaid | paper light | div.mermaid | color=rgb(26, 26, 24); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=flex; max-width=100%; min-height=0px; justify-content=safe center
mermaid | paper dark | div.mermaid | color=rgb(234, 230, 218)
mermaid | slate light | div.mermaid | color=rgb(20, 23, 28)
mermaid | slate dark | div.mermaid | color=rgb(230, 234, 241)
mermaid | ink light | div.mermaid | color=rgb(13, 13, 13)
mermaid | ink dark | div.mermaid | color=rgb(245, 245, 245)
mermaid | sage light | div.mermaid | color=rgb(22, 26, 19)
mermaid | sage dark | div.mermaid | color=rgb(228, 234, 217)
mermaid | harbor light | div.mermaid | color=rgb(17, 24, 32)
mermaid | harbor dark | div.mermaid | color=rgb(223, 232, 237)
mermaid | aubergine light | div.mermaid | color=rgb(25, 19, 25)
mermaid | aubergine dark | div.mermaid | color=rgb(235, 226, 234)
mermaid | press light | div.mermaid | color=rgb(28, 26, 23)
mermaid | press dark | div.mermaid | color=rgb(237, 228, 211)
nxt | paper light | a.nxt | color=rgb(74, 74, 68); background-color=color(srgb 0.961 0.957216 0.941804); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=color(srgb 0.876431 0.87302 0.858353); box-shadow=rgba(38, 34, 24, 0.06) 0px 1px 2px 0px, rgba(38, 34, 24, 0.07) 0px 6px 20px 0px; font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=right; display=block; padding-top=13.6px; padding-right=16.8px; padding-bottom=13.6px; padding-left=16.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px
nxt | paper dark | a.nxt | color=rgb(195, 189, 174); background-color=color(srgb 0.119157 0.114824 0.0866863); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=color(srgb 0.197765 0.192314 0.162314); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
nxt | slate light | a.nxt | color=rgb(67, 73, 85); background-color=color(srgb 0.967745 0.968157 0.968843); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=color(srgb 0.880196 0.881725 0.884275)
nxt | slate dark | a.nxt | color=rgb(178, 186, 199); background-color=color(srgb 0.103471 0.119157 0.142824); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=color(srgb 0.182078 0.197765 0.221804); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
nxt | ink light | a.nxt | color=rgb(58, 58, 58); background-color=color(srgb 0.966784 0.966784 0.966784); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=color(srgb 0.876627 0.876627 0.876627)
nxt | ink dark | a.nxt | color=rgb(200, 200, 200); background-color=color(srgb 0.0903922 0.0941765 0.0979608); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=color(srgb 0.176078 0.17949 0.182902); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
nxt | sage light | a.nxt | color=rgb(65, 71, 60); background-color=color(srgb 0.952882 0.961 0.937333); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=color(srgb 0.867569 0.876431 0.852392)
nxt | sage dark | a.nxt | color=rgb(180, 189, 167); background-color=color(srgb 0.0994118 0.119157 0.097902); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=color(srgb 0.177647 0.197765 0.172039); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
nxt | harbor light | a.nxt | color=rgb(60, 71, 79); background-color=color(srgb 0.952196 0.960725 0.965608); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=color(srgb 0.86502 0.875412 0.882902)
nxt | harbor dark | a.nxt | color=rgb(171, 184, 194); background-color=color(srgb 0.0835883 0.115098 0.134706); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=color(srgb 0.161451 0.193333 0.212941); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
nxt | aubergine light | a.nxt | color=rgb(70, 61, 70); background-color=color(srgb 0.960863 0.952471 0.960863); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=color(srgb 0.875922 0.866039 0.875922)
nxt | aubergine dark | a.nxt | color=rgb(191, 178, 188); background-color=color(srgb 0.11551 0.095353 0.115373); border-top-color=color(srgb 0.194863 0.173216 0.194353); border-right-color=color(srgb 0.194863 0.173216 0.194353); border-bottom-color=color(srgb 0.194863 0.173216 0.194353); border-left-color=color(srgb 0.194863 0.173216 0.194353); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
nxt | press light | a.nxt | color=rgb(74, 68, 60); background-color=color(srgb 0.942353 0.930725 0.911392); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=color(srgb 0.860392 0.849137 0.830549)
nxt | press dark | a.nxt | color=rgb(194, 183, 163); background-color=color(srgb 0.142275 0.125902 0.0970785); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=color(srgb 0.219765 0.201529 0.16898); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
pager | paper light | div.pager | color=rgb(26, 26, 24); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; display=flex; margin-top=56px; margin-bottom=16px; column-gap=16px; row-gap=16px
pager | paper dark | div.pager | color=rgb(234, 230, 218)
pager | slate light | div.pager | color=rgb(20, 23, 28)
pager | slate dark | div.pager | color=rgb(230, 234, 241)
pager | ink light | div.pager | color=rgb(13, 13, 13)
pager | ink dark | div.pager | color=rgb(245, 245, 245)
pager | sage light | div.pager | color=rgb(22, 26, 19)
pager | sage dark | div.pager | color=rgb(228, 234, 217)
pager | harbor light | div.pager | color=rgb(17, 24, 32)
pager | harbor dark | div.pager | color=rgb(223, 232, 237)
pager | aubergine light | div.pager | color=rgb(25, 19, 25)
pager | aubergine dark | div.pager | color=rgb(235, 226, 234)
pager | press light | div.pager | color=rgb(28, 26, 23)
pager | press dark | div.pager | color=rgb(237, 228, 211)
paper-meta | paper light | p.paper-meta | color=rgb(99, 99, 91); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.6px; font-weight=400; line-height=23.392px; display=block; margin-top=6px; margin-bottom=29px; padding-bottom=20.8px; border-bottom-width=1px; border-bottom-style=solid
paper-meta | paper dark | p.paper-meta | color=rgb(154, 148, 134); border-bottom-color=color(srgb 0.197765 0.192314 0.162314)
paper-meta | slate light | p.paper-meta | color=rgb(95, 103, 116); border-bottom-color=color(srgb 0.880196 0.881725 0.884275)
paper-meta | slate dark | p.paper-meta | color=rgb(138, 146, 160); border-bottom-color=color(srgb 0.182078 0.197765 0.221804)
paper-meta | ink light | p.paper-meta | color=rgb(88, 88, 88); border-bottom-color=color(srgb 0.876627 0.876627 0.876627)
paper-meta | ink dark | p.paper-meta | color=rgb(154, 154, 154); border-bottom-color=color(srgb 0.176078 0.17949 0.182902)
paper-meta | sage light | p.paper-meta | color=rgb(94, 101, 87); border-bottom-color=color(srgb 0.867569 0.876431 0.852392)
paper-meta | sage dark | p.paper-meta | color=rgb(139, 148, 126); border-bottom-color=color(srgb 0.177647 0.197765 0.172039)
paper-meta | harbor light | p.paper-meta | color=rgb(90, 102, 112); border-bottom-color=color(srgb 0.86502 0.875412 0.882902)
paper-meta | harbor dark | p.paper-meta | color=rgb(131, 145, 155); border-bottom-color=color(srgb 0.161451 0.193333 0.212941)
paper-meta | aubergine light | p.paper-meta | color=rgb(101, 92, 101); border-bottom-color=color(srgb 0.875922 0.866039 0.875922)
paper-meta | aubergine dark | p.paper-meta | color=rgb(148, 135, 152); border-bottom-color=color(srgb 0.194863 0.173216 0.194353)
paper-meta | press light | p.paper-meta | color=rgb(107, 97, 84); border-bottom-color=color(srgb 0.860392 0.849137 0.830549)
paper-meta | press dark | p.paper-meta | color=rgb(151, 141, 123); border-bottom-color=color(srgb 0.219765 0.201529 0.16898)
pill | paper light | span.pill | color=rgb(74, 74, 68); background-color=rgb(242, 238, 227); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=color(srgb 0.876431 0.87302 0.858353); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.36px; font-weight=700; line-height=19.5392px; display=inline-block; min-height=0px; margin-right=6px; padding-top=2.56px; padding-right=8px; padding-bottom=2.56px; padding-left=8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=999px; border-top-right-radius=999px; border-bottom-right-radius=999px; border-bottom-left-radius=999px
pill | paper dark | span.pill | color=rgb(195, 189, 174); background-color=rgb(31, 29, 21); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=color(srgb 0.197765 0.192314 0.162314)
pill | slate light | span.pill | color=rgb(67, 73, 85); background-color=rgb(240, 243, 248); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=color(srgb 0.880196 0.881725 0.884275)
pill | slate dark | span.pill | color=rgb(178, 186, 199); background-color=rgb(26, 31, 39); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=color(srgb 0.182078 0.197765 0.221804)
pill | ink light | span.pill | color=rgb(58, 58, 58); background-color=rgb(233, 233, 233); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=color(srgb 0.876627 0.876627 0.876627)
pill | ink dark | span.pill | color=rgb(200, 200, 200); background-color=rgb(24, 25, 27); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=color(srgb 0.176078 0.17949 0.182902)
pill | sage light | span.pill | color=rgb(65, 71, 60); background-color=rgb(232, 237, 225); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=color(srgb 0.867569 0.876431 0.852392)
pill | sage dark | span.pill | color=rgb(180, 189, 167); background-color=rgb(25, 32, 26); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=color(srgb 0.177647 0.197765 0.172039)
pill | harbor light | span.pill | color=rgb(60, 71, 79); background-color=rgb(228, 235, 240); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=color(srgb 0.86502 0.875412 0.882902)
pill | harbor dark | span.pill | color=rgb(171, 184, 194); background-color=rgb(20, 29, 36); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=color(srgb 0.161451 0.193333 0.212941)
pill | aubergine light | span.pill | color=rgb(70, 61, 70); background-color=rgb(238, 231, 238); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=color(srgb 0.875922 0.866039 0.875922)
pill | aubergine dark | span.pill | color=rgb(191, 178, 188); background-color=rgb(29, 23, 29); border-top-color=color(srgb 0.194863 0.173216 0.194353); border-right-color=color(srgb 0.194863 0.173216 0.194353); border-bottom-color=color(srgb 0.194863 0.173216 0.194353); border-left-color=color(srgb 0.194863 0.173216 0.194353)
pill | press light | span.pill | color=rgb(74, 68, 60); background-color=rgb(238, 231, 218); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=color(srgb 0.860392 0.849137 0.830549)
pill | press dark | span.pill | color=rgb(194, 183, 163); background-color=rgb(38, 33, 24); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=color(srgb 0.219765 0.201529 0.16898)
q | paper light | div.q | color=rgb(26, 26, 24); font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; margin-top=19px; margin-bottom=19px
q | paper dark | div.q | color=rgb(234, 230, 218)
q | slate light | div.q | color=rgb(20, 23, 28)
q | slate dark | div.q | color=rgb(230, 234, 241)
q | ink light | div.q | color=rgb(13, 13, 13)
q | ink dark | div.q | color=rgb(245, 245, 245)
q | sage light | div.q | color=rgb(22, 26, 19)
q | sage dark | div.q | color=rgb(228, 234, 217)
q | harbor light | div.q | color=rgb(17, 24, 32)
q | harbor dark | div.q | color=rgb(223, 232, 237)
q | aubergine light | div.q | color=rgb(25, 19, 25)
q | aubergine dark | div.q | color=rgb(235, 226, 234)
q | press light | div.q | color=rgb(28, 26, 23)
q | press dark | div.q | color=rgb(237, 228, 211)
q-fb | paper light | div.q-fb | color=rgb(74, 74, 68); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.44px; font-weight=400; line-height=20.16px; display=none; min-height=0px; margin-top=8px; padding-left=3.2px
q-fb | paper dark | div.q-fb | color=rgb(195, 189, 174)
q-fb | slate light | div.q-fb | color=rgb(67, 73, 85)
q-fb | slate dark | div.q-fb | color=rgb(178, 186, 199)
q-fb | ink light | div.q-fb | color=rgb(58, 58, 58)
q-fb | ink dark | div.q-fb | color=rgb(200, 200, 200)
q-fb | sage light | div.q-fb | color=rgb(65, 71, 60)
q-fb | sage dark | div.q-fb | color=rgb(180, 189, 167)
q-fb | harbor light | div.q-fb | color=rgb(60, 71, 79)
q-fb | harbor dark | div.q-fb | color=rgb(171, 184, 194)
q-fb | aubergine light | div.q-fb | color=rgb(70, 61, 70)
q-fb | aubergine dark | div.q-fb | color=rgb(191, 178, 188)
q-fb | press light | div.q-fb | color=rgb(74, 68, 60)
q-fb | press dark | div.q-fb | color=rgb(194, 183, 163)
q-opt | paper light | button.q-opt | color=rgb(74, 74, 68); background-color=rgb(253, 252, 248); border-top-color=color(srgb 0.547059 0.545098 0.533333); border-right-color=color(srgb 0.547059 0.545098 0.533333); border-bottom-color=color(srgb 0.547059 0.545098 0.533333); border-left-color=color(srgb 0.547059 0.545098 0.533333); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=14.24px; font-weight=400; line-height=normal; text-align=left; display=block; min-height=0px; margin-top=6px; margin-bottom=6px; padding-top=8.8px; padding-right=12.8px; padding-bottom=8.8px; padding-left=12.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=8px; border-top-right-radius=8px; border-bottom-right-radius=8px; border-bottom-left-radius=8px
q-opt | paper dark | button.q-opt | color=rgb(195, 189, 174); background-color=rgb(23, 22, 15); border-top-color=color(srgb 0.503922 0.494118 0.456863); border-right-color=color(srgb 0.503922 0.494118 0.456863); border-bottom-color=color(srgb 0.503922 0.494118 0.456863); border-left-color=color(srgb 0.503922 0.494118 0.456863)
q-opt | slate light | button.q-opt | color=rgb(67, 73, 85); background-color=rgb(255, 255, 255); border-top-color=color(srgb 0.539216 0.545098 0.554902); border-right-color=color(srgb 0.539216 0.545098 0.554902); border-bottom-color=color(srgb 0.539216 0.545098 0.554902); border-left-color=color(srgb 0.539216 0.545098 0.554902)
q-opt | slate dark | button.q-opt | color=rgb(178, 186, 199); background-color=rgb(19, 23, 29); border-top-color=color(srgb 0.488235 0.503922 0.529412); border-right-color=color(srgb 0.488235 0.503922 0.529412); border-bottom-color=color(srgb 0.488235 0.503922 0.529412); border-left-color=color(srgb 0.488235 0.503922 0.529412)
q-opt | ink light | button.q-opt | color=rgb(58, 58, 58); background-color=rgb(255, 255, 255); border-top-color=color(srgb 0.52549 0.52549 0.52549); border-right-color=color(srgb 0.52549 0.52549 0.52549); border-bottom-color=color(srgb 0.52549 0.52549 0.52549); border-left-color=color(srgb 0.52549 0.52549 0.52549)
q-opt | ink dark | button.q-opt | color=rgb(200, 200, 200); background-color=rgb(15, 16, 17); border-top-color=color(srgb 0.509804 0.511765 0.513726); border-right-color=color(srgb 0.509804 0.511765 0.513726); border-bottom-color=color(srgb 0.509804 0.511765 0.513726); border-left-color=color(srgb 0.509804 0.511765 0.513726)
q-opt | sage light | button.q-opt | color=rgb(65, 71, 60); background-color=rgb(251, 253, 247); border-top-color=color(srgb 0.535294 0.547059 0.521569); border-right-color=color(srgb 0.535294 0.547059 0.521569); border-bottom-color=color(srgb 0.535294 0.547059 0.521569); border-left-color=color(srgb 0.535294 0.547059 0.521569)
q-opt | sage dark | button.q-opt | color=rgb(180, 189, 167); background-color=rgb(18, 23, 18); border-top-color=color(srgb 0.482353 0.503922 0.460784); border-right-color=color(srgb 0.482353 0.503922 0.460784); border-bottom-color=color(srgb 0.482353 0.503922 0.460784); border-left-color=color(srgb 0.482353 0.503922 0.460784)
q-opt | harbor light | button.q-opt | color=rgb(60, 71, 79); background-color=rgb(251, 253, 254); border-top-color=color(srgb 0.52549 0.543137 0.560784); border-right-color=color(srgb 0.52549 0.543137 0.560784); border-bottom-color=color(srgb 0.52549 0.543137 0.560784); border-left-color=color(srgb 0.52549 0.543137 0.560784)
q-opt | harbor dark | button.q-opt | color=rgb(171, 184, 194); background-color=rgb(14, 22, 27); border-top-color=color(srgb 0.464706 0.498039 0.517647); border-right-color=color(srgb 0.464706 0.498039 0.517647); border-bottom-color=color(srgb 0.464706 0.498039 0.517647); border-left-color=color(srgb 0.464706 0.498039 0.517647)
q-opt | aubergine light | button.q-opt | color=rgb(70, 61, 70); background-color=rgb(253, 251, 253); border-top-color=color(srgb 0.545098 0.529412 0.545098); border-right-color=color(srgb 0.545098 0.529412 0.545098); border-bottom-color=color(srgb 0.545098 0.529412 0.545098); border-left-color=color(srgb 0.545098 0.529412 0.545098)
q-opt | aubergine dark | button.q-opt | color=rgb(191, 178, 188); background-color=rgb(22, 17, 22); border-top-color=color(srgb 0.503922 0.476471 0.501961); border-right-color=color(srgb 0.503922 0.476471 0.501961); border-bottom-color=color(srgb 0.503922 0.476471 0.501961); border-left-color=color(srgb 0.503922 0.476471 0.501961)
q-opt | press light | button.q-opt | color=rgb(74, 68, 60); background-color=rgb(248, 245, 240); border-top-color=color(srgb 0.541176 0.531373 0.515686); border-right-color=color(srgb 0.541176 0.531373 0.515686); border-bottom-color=color(srgb 0.541176 0.531373 0.515686); border-left-color=color(srgb 0.541176 0.531373 0.515686)
q-opt | press dark | button.q-opt | color=rgb(194, 183, 163); background-color=rgb(29, 25, 18); border-top-color=color(srgb 0.521569 0.496078 0.44902); border-right-color=color(srgb 0.521569 0.496078 0.44902); border-bottom-color=color(srgb 0.521569 0.496078 0.44902); border-left-color=color(srgb 0.521569 0.496078 0.44902)
q-stem | paper light | div.q-stem | color=rgb(26, 26, 24); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=15.2px; font-weight=600; line-height=22.04px; display=block; min-height=0px; margin-bottom=9px
q-stem | paper dark | div.q-stem | color=rgb(234, 230, 218)
q-stem | slate light | div.q-stem | color=rgb(20, 23, 28)
q-stem | slate dark | div.q-stem | color=rgb(230, 234, 241)
q-stem | ink light | div.q-stem | color=rgb(13, 13, 13)
q-stem | ink dark | div.q-stem | color=rgb(245, 245, 245)
q-stem | sage light | div.q-stem | color=rgb(22, 26, 19)
q-stem | sage dark | div.q-stem | color=rgb(228, 234, 217)
q-stem | harbor light | div.q-stem | color=rgb(17, 24, 32)
q-stem | harbor dark | div.q-stem | color=rgb(223, 232, 237)
q-stem | aubergine light | div.q-stem | color=rgb(25, 19, 25)
q-stem | aubergine dark | div.q-stem | color=rgb(235, 226, 234)
q-stem | press light | div.q-stem | color=rgb(28, 26, 23)
q-stem | press dark | div.q-stem | color=rgb(237, 228, 211)
sp | paper light | span.sp | color=rgb(26, 26, 24); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.12px; font-weight=400; line-height=22.5664px; display=block
sp | paper dark | span.sp | color=rgb(234, 230, 218)
sp | slate light | span.sp | color=rgb(20, 23, 28)
sp | slate dark | span.sp | color=rgb(230, 234, 241)
sp | ink light | span.sp | color=rgb(13, 13, 13)
sp | ink dark | span.sp | color=rgb(245, 245, 245)
sp | sage light | span.sp | color=rgb(22, 26, 19)
sp | sage dark | span.sp | color=rgb(228, 234, 217)
sp | harbor light | span.sp | color=rgb(17, 24, 32)
sp | harbor dark | span.sp | color=rgb(223, 232, 237)
sp | aubergine light | span.sp | color=rgb(25, 19, 25)
sp | aubergine dark | span.sp | color=rgb(235, 226, 234)
sp | press light | span.sp | color=rgb(28, 26, 23)
sp | press dark | span.sp | color=rgb(237, 228, 211)
spine | paper light | nav.spine | color=rgb(26, 26, 24); background-color=color(srgb 0.956863 0.945098 0.905882 / 0.86); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; position=sticky; border-bottom-width=1px; border-bottom-style=solid
spine | paper dark | nav.spine | color=rgb(234, 230, 218); background-color=color(srgb 0.0627451 0.0588235 0.0392157 / 0.86); border-bottom-color=color(srgb 0.197765 0.192314 0.162314)
spine | slate light | nav.spine | color=rgb(20, 23, 28); background-color=color(srgb 0.917647 0.933333 0.952941 / 0.86); border-bottom-color=color(srgb 0.880196 0.881725 0.884275)
spine | slate dark | nav.spine | color=rgb(230, 234, 241); background-color=color(srgb 0.0431373 0.054902 0.0705882 / 0.86); border-bottom-color=color(srgb 0.182078 0.197765 0.221804)
spine | ink light | nav.spine | color=rgb(13, 13, 13); background-color=color(srgb 0.937255 0.937255 0.937255 / 0.86); border-bottom-color=color(srgb 0.876627 0.876627 0.876627)
spine | ink dark | nav.spine | color=rgb(245, 245, 245); background-color=color(srgb 0.0313726 0.0352941 0.0392157 / 0.86); border-bottom-color=color(srgb 0.176078 0.17949 0.182902)
spine | sage light | nav.spine | color=rgb(22, 26, 19); background-color=color(srgb 0.913725 0.933333 0.890196 / 0.86); border-bottom-color=color(srgb 0.867569 0.876431 0.852392)
