# page: cloud-comparison-course/lessons/0203-the-function-container-boundary.html
# viewport: 1280x900 at device pixel ratio 1
# base: paper light in full; every other row lists only what moved from it

axis | paper light | line.axis | color=rgb(26, 26, 24); fill=none; stroke=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
diagram | press light | figure.diagram | color=rgb(28, 26, 23); background-color=color(srgb 0.942353 0.930725 0.911392); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=color(srgb 0.860392 0.849137 0.830549)
diagram | press dark | figure.diagram | color=rgb(237, 228, 211); background-color=color(srgb 0.142275 0.125902 0.0970785); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=color(srgb 0.219765 0.201529 0.16898); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
dir | paper light | span.dir | color=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=10.88px; font-weight=400; line-height=18.7136px; letter-spacing=1.1968px; text-transform=uppercase; display=inline; min-height=0px
dir | paper dark | span.dir | color=rgb(154, 148, 134)
dir | slate light | span.dir | color=rgb(95, 103, 116)
dir | slate dark | span.dir | color=rgb(138, 146, 160)
dir | ink light | span.dir | color=rgb(88, 88, 88)
dir | ink dark | span.dir | color=rgb(154, 154, 154)
dir | sage light | span.dir | color=rgb(94, 101, 87)
dir | sage dark | span.dir | color=rgb(139, 148, 126)
dir | harbor light | span.dir | color=rgb(90, 102, 112)
dir | harbor dark | span.dir | color=rgb(131, 145, 155)
dir | aubergine light | span.dir | color=rgb(101, 92, 101)
dir | aubergine dark | span.dir | color=rgb(148, 135, 152)
dir | press light | span.dir | color=rgb(107, 97, 84)
dir | press dark | span.dir | color=rgb(151, 141, 123)
eyebrow | paper light | div.eyebrow | color=rgb(21, 88, 92); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.84px; font-weight=700; line-height=20.3648px; letter-spacing=1.6576px; text-transform=uppercase; display=block; margin-top=30px; margin-bottom=4px
eyebrow | paper dark | div.eyebrow | color=rgb(102, 199, 205)
eyebrow | slate light | div.eyebrow | color=rgb(13, 106, 128)
eyebrow | slate dark | div.eyebrow | color=rgb(111, 220, 240)
eyebrow | ink light | div.eyebrow | color=rgb(59, 59, 64)
eyebrow | ink dark | div.eyebrow | color=rgb(210, 210, 214)
eyebrow | sage light | div.eyebrow | color=rgb(125, 83, 9)
eyebrow | sage dark | div.eyebrow | color=rgb(226, 180, 95)
eyebrow | harbor light | div.eyebrow | color=rgb(168, 56, 40)
eyebrow | harbor dark | div.eyebrow | color=rgb(243, 150, 128)
eyebrow | aubergine light | div.eyebrow | color=rgb(111, 82, 16)
eyebrow | aubergine dark | div.eyebrow | color=rgb(224, 180, 95)
eyebrow | press light | div.eyebrow | color=rgb(125, 42, 14)
eyebrow | press dark | div.eyebrow | color=rgb(240, 187, 155)
h-label | paper light | h2.h-label | color=rgb(166, 58, 36); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.12px; font-weight=700; line-height=15.2192px; letter-spacing=1.1808px; text-transform=uppercase; display=block; min-height=0px; margin-top=2px; margin-bottom=7px
h-label | paper dark | h2.h-label | color=rgb(232, 154, 128)
h-label | slate light | h2.h-label | color=rgb(64, 56, 184)
h-label | slate dark | h2.h-label | color=rgb(173, 185, 253)
h-label | ink light | h2.h-label | color=rgb(23, 69, 143)
h-label | ink dark | h2.h-label | color=rgb(166, 198, 255)
h-label | sage light | h2.h-label | color=rgb(15, 95, 67)
h-label | sage dark | h2.h-label | color=rgb(114, 217, 167)
h-label | harbor light | h2.h-label | color=rgb(11, 90, 107)
h-label | harbor dark | h2.h-label | color=rgb(99, 205, 221)
h-label | aubergine light | h2.h-label | color=rgb(138, 37, 96)
h-label | aubergine dark | h2.h-label | color=rgb(235, 159, 205)
h-label | press light | h2.h-label | color=rgb(153, 53, 20)
h-label | press dark | h2.h-label | color=rgb(236, 152, 120)
h-label | paper light | h3.h-label | color=rgb(21, 88, 92); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=13.12px; font-weight=700; line-height=15.2192px; letter-spacing=1.1808px; text-transform=uppercase; display=block; min-height=0px; margin-bottom=7px
h-label | paper dark | h3.h-label | color=rgb(102, 199, 205)
h-label | slate light | h3.h-label | color=rgb(13, 106, 128)
h-label | slate dark | h3.h-label | color=rgb(111, 220, 240)
h-label | ink light | h3.h-label | color=rgb(59, 59, 64)
h-label | ink dark | h3.h-label | color=rgb(210, 210, 214)
h-label | sage light | h3.h-label | color=rgb(125, 83, 9)
h-label | sage dark | h3.h-label | color=rgb(226, 180, 95)
h-label | harbor light | h3.h-label | color=rgb(168, 56, 40)
h-label | harbor dark | h3.h-label | color=rgb(243, 150, 128)
h-label | aubergine light | h3.h-label | color=rgb(111, 82, 16)
h-label | aubergine dark | h3.h-label | color=rgb(224, 180, 95)
h-label | press light | h3.h-label | color=rgb(125, 42, 14)
h-label | press dark | h3.h-label | color=rgb(240, 187, 155)
hint | paper light | details.hint | color=rgb(26, 26, 24); border-top-color=color(srgb 0.876431 0.87302 0.858353); font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; min-height=0px; margin-top=12px; padding-top=9.6px; border-top-width=1px; border-top-style=dotted
hint | paper dark | details.hint | color=rgb(234, 230, 218); border-top-color=color(srgb 0.197765 0.192314 0.162314)
hint | slate light | details.hint | color=rgb(20, 23, 28); border-top-color=color(srgb 0.880196 0.881725 0.884275)
hint | slate dark | details.hint | color=rgb(230, 234, 241); border-top-color=color(srgb 0.182078 0.197765 0.221804)
hint | ink light | details.hint | color=rgb(13, 13, 13); border-top-color=color(srgb 0.876627 0.876627 0.876627)
hint | ink dark | details.hint | color=rgb(245, 245, 245); border-top-color=color(srgb 0.176078 0.17949 0.182902)
hint | sage light | details.hint | color=rgb(22, 26, 19); border-top-color=color(srgb 0.867569 0.876431 0.852392)
hint | sage dark | details.hint | color=rgb(228, 234, 217); border-top-color=color(srgb 0.177647 0.197765 0.172039)
hint | harbor light | details.hint | color=rgb(17, 24, 32); border-top-color=color(srgb 0.86502 0.875412 0.882902)
hint | harbor dark | details.hint | color=rgb(223, 232, 237); border-top-color=color(srgb 0.161451 0.193333 0.212941)
hint | aubergine light | details.hint | color=rgb(25, 19, 25); border-top-color=color(srgb 0.875922 0.866039 0.875922)
hint | aubergine dark | details.hint | color=rgb(235, 226, 234); border-top-color=color(srgb 0.194863 0.173216 0.194353)
hint | press light | details.hint | color=rgb(28, 26, 23); border-top-color=color(srgb 0.860392 0.849137 0.830549)
hint | press dark | details.hint | color=rgb(237, 228, 211); border-top-color=color(srgb 0.219765 0.201529 0.16898)
home | paper light | a.home | color=oklch(0.499418 0.146858 308.348); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=12.16px; font-weight=700; line-height=20.9152px; letter-spacing=0.4864px; text-transform=uppercase; white-space=nowrap; display=flex; min-height=24px; align-items=center
home | paper dark | a.home | color=oklch(0.757751 0.101214 314.191)
home | slate light | a.home | color=oklch(0.43736 0.193086 192.583)
home | slate dark | a.home | color=oklch(0.801275 0.09737 191.275)
home | ink light | a.home | color=oklch(0.404849 0.132559 174.77)
home | ink dark | a.home | color=oklch(0.823498 0.0879101 176.802)
home | sage light | a.home | color=oklch(0.432336 0.0868142 78.6311)
home | sage dark | a.home | color=oklch(0.809508 0.121133 75.8474)
home | harbor light | a.home | color=oklch(0.432492 0.0738736 132.305)
home | harbor dark | a.home | color=oklch(0.791639 0.0999238 123.5)
home | aubergine light | a.home | color=oklch(0.442656 0.148251 263.987)
home | aubergine dark | a.home | color=oklch(0.790447 0.107073 257.846)
home | press light | a.home | color=oklch(0.469491 0.14072 312.382)
home | press dark | a.home | color=oklch(0.75735 0.110947 316.567)
key | paper light | div.callout.card.key | color=rgb(26, 26, 24); background-color=color(srgb 0.915098 0.892941 0.832549); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=rgb(122, 90, 10); box-shadow=rgba(38, 34, 24, 0.06) 0px 1px 2px 0px, rgba(38, 34, 24, 0.07) 0px 6px 20px 0px; font-family="Source Serif 4", Charter, "Bitstream Charter", "Iowan Old Style", "Palatino Linotype", Palatino, Georgia, serif; font-size=19px; font-weight=400; line-height=32.68px; display=block; margin-top=26px; margin-bottom=26px; padding-top=16.8px; padding-right=20.8px; padding-bottom=16.8px; padding-left=20.8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=4px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=12px; border-top-right-radius=12px; border-bottom-right-radius=12px; border-bottom-left-radius=12px
key | paper dark | div.callout.card.key | color=rgb(234, 230, 218); background-color=color(srgb 0.206078 0.175686 0.0841176); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=rgb(220, 174, 58); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | slate light | div.callout.card.key | color=rgb(20, 23, 28); background-color=color(srgb 0.923529 0.898823 0.853529); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=rgb(125, 83, 6)
key | slate dark | div.callout.card.key | color=rgb(230, 234, 241); background-color=color(srgb 0.195098 0.183137 0.144902); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=rgb(224, 181, 82); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | ink light | div.callout.card.key | color=rgb(13, 13, 13); background-color=color(srgb 0.908235 0.897059 0.855882); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=rgb(99, 80, 10)
key | ink dark | div.callout.card.key | color=rgb(245, 245, 245); background-color=color(srgb 0.185294 0.168627 0.120196); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=rgb(230, 196, 108); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | sage light | div.callout.card.key | color=rgb(22, 26, 19); background-color=color(srgb 0.910196 0.892157 0.828627); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=rgb(125, 83, 9)
key | sage dark | div.callout.card.key | color=rgb(228, 234, 217); background-color=color(srgb 0.189412 0.183725 0.104706); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=rgb(220, 182, 76); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | harbor light | div.callout.card.key | color=rgb(17, 24, 32); background-color=color(srgb 0.910196 0.893922 0.850196); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=rgb(125, 86, 6)
key | harbor dark | div.callout.card.key | color=rgb(223, 232, 237); background-color=color(srgb 0.17549 0.178627 0.135882); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=rgb(219, 179, 78); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | aubergine light | div.callout.card.key | color=rgb(25, 19, 25); background-color=color(srgb 0.908627 0.884902 0.852745); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=rgb(111, 82, 16)
key | aubergine dark | div.callout.card.key | color=rgb(235, 226, 234); background-color=color(srgb 0.205098 0.162549 0.129216); border-top-color=color(srgb 0.194863 0.173216 0.194353); border-right-color=color(srgb 0.194863 0.173216 0.194353); border-bottom-color=color(srgb 0.194863 0.173216 0.194353); border-left-color=rgb(224, 180, 95); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
key | press light | div.callout.card.key | color=rgb(28, 26, 23); background-color=color(srgb 0.898431 0.867255 0.803529); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=rgb(122, 86, 6)
key | press dark | div.callout.card.key | color=rgb(237, 228, 211); background-color=color(srgb 0.224314 0.183922 0.108235); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=rgb(217, 171, 82); box-shadow=rgba(0, 0, 0, 0.34) 0px 1px 2px 0px, rgba(0, 0, 0, 0.4) 0px 6px 20px 0px
keynum | paper light | span.keynum | color=rgb(21, 88, 92); background-color=rgb(242, 238, 227); border-top-color=color(srgb 0.876431 0.87302 0.858353); border-right-color=color(srgb 0.876431 0.87302 0.858353); border-bottom-color=color(srgb 0.876431 0.87302 0.858353); border-left-color=color(srgb 0.876431 0.87302 0.858353); font-family="JetBrains Mono", ui-monospace, "SF Mono", SFMono-Regular, Menlo, Consolas, "Liberation Mono", monospace; font-size=16.34px; font-weight=700; line-height=28.1048px; white-space=nowrap; display=inline; min-height=0px; padding-top=0.9804px; padding-right=6.2092px; padding-bottom=0.9804px; padding-left=6.2092px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=5px; border-top-right-radius=5px; border-bottom-right-radius=5px; border-bottom-left-radius=5px
keynum | paper dark | span.keynum | color=rgb(102, 199, 205); background-color=rgb(31, 29, 21); border-top-color=color(srgb 0.197765 0.192314 0.162314); border-right-color=color(srgb 0.197765 0.192314 0.162314); border-bottom-color=color(srgb 0.197765 0.192314 0.162314); border-left-color=color(srgb 0.197765 0.192314 0.162314)
keynum | slate light | span.keynum | color=rgb(13, 106, 128); background-color=rgb(240, 243, 248); border-top-color=color(srgb 0.880196 0.881725 0.884275); border-right-color=color(srgb 0.880196 0.881725 0.884275); border-bottom-color=color(srgb 0.880196 0.881725 0.884275); border-left-color=color(srgb 0.880196 0.881725 0.884275)
keynum | slate dark | span.keynum | color=rgb(111, 220, 240); background-color=rgb(26, 31, 39); border-top-color=color(srgb 0.182078 0.197765 0.221804); border-right-color=color(srgb 0.182078 0.197765 0.221804); border-bottom-color=color(srgb 0.182078 0.197765 0.221804); border-left-color=color(srgb 0.182078 0.197765 0.221804)
keynum | ink light | span.keynum | color=rgb(59, 59, 64); background-color=rgb(233, 233, 233); border-top-color=color(srgb 0.876627 0.876627 0.876627); border-right-color=color(srgb 0.876627 0.876627 0.876627); border-bottom-color=color(srgb 0.876627 0.876627 0.876627); border-left-color=color(srgb 0.876627 0.876627 0.876627)
keynum | ink dark | span.keynum | color=rgb(210, 210, 214); background-color=rgb(24, 25, 27); border-top-color=color(srgb 0.176078 0.17949 0.182902); border-right-color=color(srgb 0.176078 0.17949 0.182902); border-bottom-color=color(srgb 0.176078 0.17949 0.182902); border-left-color=color(srgb 0.176078 0.17949 0.182902)
keynum | sage light | span.keynum | color=rgb(125, 83, 9); background-color=rgb(232, 237, 225); border-top-color=color(srgb 0.867569 0.876431 0.852392); border-right-color=color(srgb 0.867569 0.876431 0.852392); border-bottom-color=color(srgb 0.867569 0.876431 0.852392); border-left-color=color(srgb 0.867569 0.876431 0.852392)
keynum | sage dark | span.keynum | color=rgb(226, 180, 95); background-color=rgb(25, 32, 26); border-top-color=color(srgb 0.177647 0.197765 0.172039); border-right-color=color(srgb 0.177647 0.197765 0.172039); border-bottom-color=color(srgb 0.177647 0.197765 0.172039); border-left-color=color(srgb 0.177647 0.197765 0.172039)
keynum | harbor light | span.keynum | color=rgb(168, 56, 40); background-color=rgb(228, 235, 240); border-top-color=color(srgb 0.86502 0.875412 0.882902); border-right-color=color(srgb 0.86502 0.875412 0.882902); border-bottom-color=color(srgb 0.86502 0.875412 0.882902); border-left-color=color(srgb 0.86502 0.875412 0.882902)
keynum | harbor dark | span.keynum | color=rgb(243, 150, 128); background-color=rgb(20, 29, 36); border-top-color=color(srgb 0.161451 0.193333 0.212941); border-right-color=color(srgb 0.161451 0.193333 0.212941); border-bottom-color=color(srgb 0.161451 0.193333 0.212941); border-left-color=color(srgb 0.161451 0.193333 0.212941)
keynum | aubergine light | span.keynum | color=rgb(111, 82, 16); background-color=rgb(238, 231, 238); border-top-color=color(srgb 0.875922 0.866039 0.875922); border-right-color=color(srgb 0.875922 0.866039 0.875922); border-bottom-color=color(srgb 0.875922 0.866039 0.875922); border-left-color=color(srgb 0.875922 0.866039 0.875922)
keynum | aubergine dark | span.keynum | color=rgb(224, 180, 95); background-color=rgb(29, 23, 29); border-top-color=color(srgb 0.194863 0.173216 0.194353); border-right-color=color(srgb 0.194863 0.173216 0.194353); border-bottom-color=color(srgb 0.194863 0.173216 0.194353); border-left-color=color(srgb 0.194863 0.173216 0.194353)
keynum | press light | span.keynum | color=rgb(125, 42, 14); background-color=rgb(238, 231, 218); border-top-color=color(srgb 0.860392 0.849137 0.830549); border-right-color=color(srgb 0.860392 0.849137 0.830549); border-bottom-color=color(srgb 0.860392 0.849137 0.830549); border-left-color=color(srgb 0.860392 0.849137 0.830549)
keynum | press dark | span.keynum | color=rgb(240, 187, 155); background-color=rgb(38, 33, 24); border-top-color=color(srgb 0.219765 0.201529 0.16898); border-right-color=color(srgb 0.219765 0.201529 0.16898); border-bottom-color=color(srgb 0.219765 0.201529 0.16898); border-left-color=color(srgb 0.219765 0.201529 0.16898)
lbl-sm | paper light | text.lbl-on.lbl-sm | color=rgb(26, 26, 24); fill=rgb(253, 252, 248); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.5px; font-weight=800; line-height=19.78px; text-align=center; white-space=nowrap; display=block; min-height=0px
lbl-sm | paper dark | text.lbl-on.lbl-sm | color=rgb(234, 230, 218); fill=rgb(23, 22, 15)
lbl-sm | slate light | text.lbl-on.lbl-sm | color=rgb(20, 23, 28); fill=rgb(255, 255, 255)
lbl-sm | slate dark | text.lbl-on.lbl-sm | color=rgb(230, 234, 241); fill=rgb(19, 23, 29)
lbl-sm | ink light | text.lbl-on.lbl-sm | color=rgb(13, 13, 13); fill=rgb(255, 255, 255)
lbl-sm | ink dark | text.lbl-on.lbl-sm | color=rgb(245, 245, 245); fill=rgb(15, 16, 17)
lbl-sm | sage light | text.lbl-on.lbl-sm | color=rgb(22, 26, 19); fill=rgb(251, 253, 247)
lbl-sm | sage dark | text.lbl-on.lbl-sm | color=rgb(228, 234, 217); fill=rgb(18, 23, 18)
lbl-sm | harbor light | text.lbl-on.lbl-sm | color=rgb(17, 24, 32); fill=rgb(251, 253, 254)
lbl-sm | harbor dark | text.lbl-on.lbl-sm | color=rgb(223, 232, 237); fill=rgb(14, 22, 27)
lbl-sm | aubergine light | text.lbl-on.lbl-sm | color=rgb(25, 19, 25); fill=rgb(253, 251, 253)
lbl-sm | aubergine dark | text.lbl-on.lbl-sm | color=rgb(235, 226, 234); fill=rgb(22, 17, 22)
lbl-sm | press light | text.lbl-on.lbl-sm | color=rgb(28, 26, 23); fill=rgb(248, 245, 240)
lbl-sm | press dark | text.lbl-on.lbl-sm | color=rgb(237, 228, 211); fill=rgb(29, 25, 18)
lbl-sm | paper light | text.lbl-sm | color=rgb(26, 26, 24); fill=rgb(99, 99, 91); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.5px; font-weight=400; line-height=19.78px; text-align=center; white-space=nowrap; display=block; min-height=0px
lbl-sm | paper dark | text.lbl-sm | color=rgb(234, 230, 218); fill=rgb(154, 148, 134)
lbl-sm | slate light | text.lbl-sm | color=rgb(20, 23, 28); fill=rgb(95, 103, 116)
lbl-sm | slate dark | text.lbl-sm | color=rgb(230, 234, 241); fill=rgb(138, 146, 160)
lbl-sm | ink light | text.lbl-sm | color=rgb(13, 13, 13); fill=rgb(88, 88, 88)
lbl-sm | ink dark | text.lbl-sm | color=rgb(245, 245, 245); fill=rgb(154, 154, 154)
lbl-sm | sage light | text.lbl-sm | color=rgb(22, 26, 19); fill=rgb(94, 101, 87)
lbl-sm | sage dark | text.lbl-sm | color=rgb(228, 234, 217); fill=rgb(139, 148, 126)
lbl-sm | harbor light | text.lbl-sm | color=rgb(17, 24, 32); fill=rgb(90, 102, 112)
lbl-sm | harbor dark | text.lbl-sm | color=rgb(223, 232, 237); fill=rgb(131, 145, 155)
lbl-sm | aubergine light | text.lbl-sm | color=rgb(25, 19, 25); fill=rgb(101, 92, 101)
lbl-sm | aubergine dark | text.lbl-sm | color=rgb(235, 226, 234); fill=rgb(148, 135, 152)
lbl-sm | press light | text.lbl-sm | color=rgb(28, 26, 23); fill=rgb(107, 97, 84)
lbl-sm | press dark | text.lbl-sm | color=rgb(237, 228, 211); fill=rgb(151, 141, 123)
m-alarm | paper light | rect.m-alarm | color=rgb(26, 26, 24); fill=rgb(178, 60, 10); stroke=rgb(253, 252, 248); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
m-alarm | paper dark | rect.m-alarm | color=rgb(234, 230, 218); fill=rgb(240, 138, 93); stroke=rgb(23, 22, 15)
m-alarm | slate light | rect.m-alarm | color=rgb(20, 23, 28); stroke=rgb(255, 255, 255)
m-alarm | slate dark | rect.m-alarm | color=rgb(230, 234, 241); fill=rgb(240, 138, 93); stroke=rgb(19, 23, 29)
m-alarm | ink light | rect.m-alarm | color=rgb(13, 13, 13); stroke=rgb(255, 255, 255)
m-alarm | ink dark | rect.m-alarm | color=rgb(245, 245, 245); fill=rgb(240, 138, 93); stroke=rgb(15, 16, 17)
m-alarm | sage light | rect.m-alarm | color=rgb(22, 26, 19); stroke=rgb(251, 253, 247)
m-alarm | sage dark | rect.m-alarm | color=rgb(228, 234, 217); fill=rgb(240, 138, 93); stroke=rgb(18, 23, 18)
m-alarm | harbor light | rect.m-alarm | color=rgb(17, 24, 32); stroke=rgb(251, 253, 254)
m-alarm | harbor dark | rect.m-alarm | color=rgb(223, 232, 237); fill=rgb(240, 138, 93); stroke=rgb(14, 22, 27)
m-alarm | aubergine light | rect.m-alarm | color=rgb(25, 19, 25); stroke=rgb(253, 251, 253)
m-alarm | aubergine dark | rect.m-alarm | color=rgb(235, 226, 234); fill=rgb(240, 138, 93); stroke=rgb(22, 17, 22)
m-alarm | press light | rect.m-alarm | color=rgb(28, 26, 23); stroke=rgb(248, 245, 240)
m-alarm | press dark | rect.m-alarm | color=rgb(237, 228, 211); fill=rgb(240, 138, 93); stroke=rgb(29, 25, 18)
m-stat | paper light | rect.m-stat | color=rgb(26, 26, 24); fill=rgb(15, 110, 115); stroke=rgb(253, 252, 248); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=19px; font-weight=400; line-height=32.68px; text-align=center; display=inline; min-height=0px
m-stat | paper dark | rect.m-stat | color=rgb(234, 230, 218); fill=rgb(79, 176, 182); stroke=rgb(23, 22, 15)
m-stat | slate light | rect.m-stat | color=rgb(20, 23, 28); stroke=rgb(255, 255, 255)
m-stat | slate dark | rect.m-stat | color=rgb(230, 234, 241); fill=rgb(79, 176, 182); stroke=rgb(19, 23, 29)
m-stat | ink light | rect.m-stat | color=rgb(13, 13, 13); stroke=rgb(255, 255, 255)
m-stat | ink dark | rect.m-stat | color=rgb(245, 245, 245); fill=rgb(79, 176, 182); stroke=rgb(15, 16, 17)
m-stat | sage light | rect.m-stat | color=rgb(22, 26, 19); stroke=rgb(251, 253, 247)
m-stat | sage dark | rect.m-stat | color=rgb(228, 234, 217); fill=rgb(79, 176, 182); stroke=rgb(18, 23, 18)
m-stat | harbor light | rect.m-stat | color=rgb(17, 24, 32); stroke=rgb(251, 253, 254)
m-stat | harbor dark | rect.m-stat | color=rgb(223, 232, 237); fill=rgb(79, 176, 182); stroke=rgb(14, 22, 27)
m-stat | aubergine light | rect.m-stat | color=rgb(25, 19, 25); stroke=rgb(253, 251, 253)
m-stat | aubergine dark | rect.m-stat | color=rgb(235, 226, 234); fill=rgb(79, 176, 182); stroke=rgb(22, 17, 22)
m-stat | press light | rect.m-stat | color=rgb(28, 26, 23); stroke=rgb(248, 245, 240)
m-stat | press dark | rect.m-stat | color=rgb(237, 228, 211); fill=rgb(79, 176, 182); stroke=rgb(29, 25, 18)
med | paper light | span.med.pill | color=rgb(122, 90, 10); background-color=color(srgb 0.915098 0.892941 0.832549); border-top-color=color(srgb 0.812353 0.765882 0.645882); border-right-color=color(srgb 0.812353 0.765882 0.645882); border-bottom-color=color(srgb 0.812353 0.765882 0.645882); border-left-color=color(srgb 0.812353 0.765882 0.645882); font-family=Inter, -apple-system, "Segoe UI Variable Text", "Segoe UI", Roboto, "Helvetica Neue", Arial, sans-serif; font-size=11.36px; font-weight=700; line-height=19.5392px; display=inline-block; min-height=0px; margin-right=6px; padding-top=2.56px; padding-right=8px; padding-bottom=2.56px; padding-left=8px; border-top-width=1px; border-right-width=1px; border-bottom-width=1px; border-left-width=1px; border-top-style=solid; border-right-style=solid; border-bottom-style=solid; border-left-style=solid; border-top-left-radius=999px; border-top-right-radius=999px; border-bottom-right-radius=999px; border-bottom-left-radius=999px
med | paper dark | span.med.pill | color=rgb(220, 174, 58); background-color=color(srgb 0.206078 0.175686 0.0841176); border-top-color=color(srgb 0.360588 0.294902 0.117843); border-right-color=color(srgb 0.360588 0.294902 0.117843); border-bottom-color=color(srgb 0.360588 0.294902 0.117843); border-left-color=color(srgb 0.360588 0.294902 0.117843)
